Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Агентство,Eвроремонт,5,Новострой,,102719690,https://999.md/ru/102719690?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MTk2OTAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjc1OTY1OTQwNFoifX0.fcyYRR4Oij0RVOcUbnr-ZQO07LapL2h16Hg1r7Klt-s&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,Бетон,14,,,799 MDL,"Кишинёв мун., Кишинёв, Ботаника, бд. Дечебал, 99/C",,1-комнатная квартира,55 м²
Застройщик,,4,Вторичный,,78925415,https://999.md/ru/78925415?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3ODkyNTQxNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InBybyIsImwiOiIzZTU1ODhmOS1mYTc5LTQ4NmItYmE5My0yZDNhNDgxMTgxODYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjc1OTcwMDU4NFoifX0.V718bt2TVxM8-pK8wyFxYiX7_P0L3cKpfBxjAxexkYc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Сдаю помесячно,,,5,,,400 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 13/8",,2-х комнатная квартира,45 м²
Частное лицо,Без ремонта,2,Вторичный,,103644564,https://999.md/ru/103644564?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NDQ1NjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMGMyMGMwNDAtY2VmMS00MWYwLWFjMTUtMTBmMTA0NmRkNDAzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjc1OTc1NzcxWiJ9fQ.buKYctAmxQqXKdq96bDNyHAu0C0BQQnuSE1vhE-Gu2w&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,1,,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,Kотельцовый,4,,A-casa,31 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Ișnovăț, 11",250 см,1-комнатная квартира,24 м²
Застройщик,Белый вариант,6,Новострой,Нет,102831793,https://999.md/ru/102831793?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzE3OTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTM6MDU6NTAuNzU5NzkyMDQ1WiJ9fQ.FXDJZf07V_clWjisBkEr3y23AoRAw-AkTjICb5xXHbM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,1,Индивидуальная,Гараж,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира без ливинга,Продам,,Ячеистый Бетон,6,13 м²,Astercon,81 432 €,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",286 см,2-х комнатная квартира,56 м²
Застройщик,,12,Новострой,1,89777186,https://999.md/ru/89777186?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc3NzE4NiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InBybyIsImwiOiIyNTQ3ZWNjMi1hZjQxLTRhZjAtOTVlYi00YjBlMjg0Zjc3N2EiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjc1OTgxNDA2NFoifX0.mo1LhWqG5Peb4wzz3B_2JZKK6IepANFiNw-7VjEUbXM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,2,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Mонолитный,16,,Exfactor-grup,101 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 19/6",3 см,2-х комнатная квартира,70 м²
Частное лицо,Косметический pемонт,2,Вторичный,Нет,102478536,https://999.md/ru/102478536?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0Nzg1MzYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiOWNmNzNkOWUtZjdmZS00ZGE5LWIwZjYtNTM4NTgzNTk0NjM4IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMzowNTo1MC43NTk4MjYzNzlaIn19.u92fTQvNlgEE99TTxQGgjV9jhqjvCZI5eBRl63Eohsg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,1,Гостинка,Oткрытое,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,30 м²,Kотельцовый,2,,,52 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. 27 Martie 1918, 3",270 см,Комната,30 м²
Агентство,Eвроремонт,10,Новострой,2,103142537,https://999.md/ru/103142537?location=subcategory&index=1717,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,12,,Exfactor-grup,199 900 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A",,2-х комнатная квартира,67 м²
Агентство,Eвроремонт,2,Новострой,,102865055,https://999.md/ru/102865055?location=subcategory&index=1718,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,10,,Flormin-Com,219 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,7,Вторичный,1,102691643,https://999.md/ru/102691643?location=subcategory&index=1719,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,,195 000 €,"Кишинёв мун., Кишинёв, Центр, str. Mitropolit Dosoftei, 100",,2-х комнатная квартира,55 м²
Агентство,Eвроремонт,6,Новострой,1,102507079,https://999.md/ru/102507079?location=subcategory&index=1720,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,10,,Inamstro,187 500 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Иоана Раду, 27/1",,2-х комнатная квартира,70 м²
Агентство,Eвроремонт,8,Новострой,1,102506423,https://999.md/ru/102506423?location=subcategory&index=1721,1,Индивидуальная,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,Kомбинированный,12,,Dansicons,165 500 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu;, 17/1",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,8,Новострой,1,102458458,https://999.md/ru/102458458?location=subcategory&index=1722,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,14,,Exfactor-grup,179 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",,2-х комнатная квартира,71 м²
Агентство,,5,Новострой,,103904606,https://999.md/ru/103904606?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MDQ2MDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2YyY2EzNzItMjY4ZS00YjFiLWFkMWQtODhhMjhlNmE0NzRkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMzowNTo1MC40MDA5Mjg2OFoifX0.LBJrVpSCo_oS9M-7TMqgwfjIpNZAHcVV-xWXUaa_hKw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1723,,,,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,10,,,1 299 €,"Кишинёв мун., Кишинёв, Центр, bd. C. Negruzzi, 2/3",,4-x комнатная квартира,130 м²
Агентство,Eвроремонт,3,Новострой,1,102433494,https://999.md/ru/102433494?location=subcategory&index=1724,1,,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,11,,Dansicons,126 500 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 23/1",,1-комнатная квартира,63 м²
Агентство,Eвроремонт,3,Новострой,,102321338,https://999.md/ru/102321338?location=subcategory&index=1725,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,,169 900 €,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 128",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,9,Новострой,2,102304276,https://999.md/ru/102304276?location=subcategory&index=1726,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,11,,Eldorado Terra,165 500 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 3/3",,2-х комнатная квартира,62 м²
Агентство,Eвроремонт,5,Новострой,1,102125542,https://999.md/ru/102125542?location=subcategory&index=1727,2,,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Estate Invest Company,307 900 €,"Кишинёв мун., Кишинёв, Рышкановка, бул. Москова, 9/5",,2-х комнатная квартира,75 м²
Агентство,Eвроремонт,7,Новострой,,101918738,https://999.md/ru/101918738?location=subcategory&index=1728,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,8,,Pamir Construct,143 900 €,"Кишинёв мун., Кишинёв, Ботаника, пер. Гика Водэ, 5",,2-х комнатная квартира,55 м²
Агентство,Eвроремонт,12,Новострой,1,101863513,https://999.md/ru/101863513?location=subcategory&index=1729,2,Индивидуальная,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,14,,Lagmar Impex,257 900 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19",,2-х комнатная квартира,76 м²
Агентство,Eвроремонт,3,Вторичный,1,101654570,https://999.md/ru/101654570?location=subcategory&index=1730,1,Ст (Сталинка),Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,4,,,335 000 €,"Кишинёв мун., Кишинёв, Центр, пр-т Штефан чел Маре ши Сфынт, 132",,2-х комнатная квартира,75 м²
Агентство,Eвроремонт,6,Новострой,1,101162599,https://999.md/ru/101162599?location=subcategory&index=1731,1,Индивидуальная,Подземная,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,11,,Basconslux,217 500 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 43/F",,3-х комнатная квартира,95 м²
Агентство,Eвроремонт,9,Новострой,1,100435358,https://999.md/ru/100435358?location=subcategory&index=1732,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,14,,Lagmar Impex,244 900 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19",,2-х комнатная квартира,76 м²
Агентство,Eвроремонт,10,Новострой,2,103933007,https://999.md/ru/103933007?location=subcategory&index=1733,2,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,15,,,245 000 €,"Кишинёв мун., Кишинёв, Рышкановка, Matei Basarab , .",,3-х комнатная квартира,97 м²
Агентство,Eвроремонт,3,Вторичный,,103933177,https://999.md/ru/103933177?location=subcategory&index=1734,1,,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,35 500 €,"Кишинёв мун., Кишинёв, Ботаника, Burebista, .",,Комната,17 м²
Агентство,Eвроремонт,4,Вторичный,,104094928,https://999.md/ru/104094928?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTQ5MjgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjQwMTAzMjA0OVoifX0.7OHiFcE-qrSuhPTrd6WSMViaY2SNQCtw0kcGir6tDgs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1735,,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Сдаю помесячно,,,9,,,350 €,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 18/2",,2-х комнатная квартира,55 м²
Агентство,Eвроремонт,3,Вторичный,2,104067670,https://999.md/ru/104067670?location=subcategory&index=1736,2,143,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,,Панельный,9,,,129 900 €,"Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spătarul, 7",,3-х комнатная квартира,75 м²
Агентство,Eвроремонт,13,Новострой,1,103285134,https://999.md/ru/103285134?location=subcategory&index=1737,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,13,,,124 900 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Socoleni, /",,2-х комнатная квартира,71 м²
Застройщик,Белый вариант,3,Новострой,,101669751,https://999.md/ru/101669751?location=subcategory&index=1738,1,,Oткрытое,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,,,15,,,64 018 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,1-комнатная квартира,46 м²
Агентство,Eвроремонт,1,Новострой,,104002351,https://999.md/ru/104002351?location=subcategory&index=1739,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,,98 900 €,"Кишинёв мун., Дурлешты, Центр, str. Atelierilor, .",,2-х комнатная квартира,50 м²
Агентство,Eвроремонт,1,Новострой,1,103974011,https://999.md/ru/103974011?location=subcategory&index=1740,1,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,,,7,,,104 900 €,"Кишинёв мун., Дурлешты, Центр, Regina Elisabeta , .",,1-комнатная квартира,47 м²
Агентство,Нуждается в ремонте,1,Вторичный,Нет,103456036,https://999.md/ru/103456036?location=subcategory&index=1741,2,143,Oткрытое,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,22 м²,Панельный,9,8 м²,,37 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Alecu Russo, 61/4",260 см,Комната,41 м²
Агентство,Косметический pемонт,12,Вторичный,1,103437851,https://999.md/ru/103437851?location=subcategory&index=1742,2,Индивидуальная,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Mонолитный,16,,,94 500 €,"Кишинёв мун., Кишинёв, Центр, str. Izmail, /",,3-х комнатная квартира,69 м²
Агентство,,12,Новострой,,102944154,https://999.md/ru/102944154?location=subcategory&index=1743,,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,,,13,,,170 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6/C",,2-х комнатная квартира,62 м²
Агентство,,5,Вторичный,,104030760,https://999.md/ru/104030760?location=subcategory&index=1744,,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,65 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 16/1",,1-комнатная квартира,34 м²
Агентство,Eвроремонт,2,Вторичный,1,104025353,https://999.md/ru/104025353?location=subcategory&index=1745,1,,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,111 900 €,"Кишинёв мун., Кишинёв, Телецентр, Academiei, .",,2-х комнатная квартира,60 м²
Агентство,Eвроремонт,6,Новострой,1,89780171,https://999.md/ru/89780171?location=subcategory&index=1746,1,,Подземная,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,12,,Braus Imobiliare,122 800 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15",,1-комнатная квартира,48 м²
Агентство,Eвроремонт,6,Вторичный,,104097051,https://999.md/ru/104097051?location=subcategory&index=1747,1,,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,32 900 €,"Кишинёв мун., Кишинёв, Чокана, ул. Игорь Виеру, 19/1",,1-комнатная квартира,14 м²
Агентство,Eвроремонт,3,Вторичный,,104096780,https://999.md/ru/104096780?location=subcategory&index=1748,1,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,3,,,38 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Четатя Албэ, 20",,1-комнатная квартира,15 м²
Агентство,Белый вариант,8,Новострой,1,104096625,https://999.md/ru/104096625?location=subcategory&index=1749,1,,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Lagmar Impex,75 500 €,"Кишинёв мун., Кишинёв, Телецентр, ш. Хынчешть, 142",,2-х комнатная квартира,53 м²
Застройщик,Белый вариант,6,Новострой,,88243226,https://999.md/ru/88243226?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODI0MzIyNiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiIyMmUwNmE5Mi1jMjM5LTQ3MWItYTI4Yi1hMmIzMzBmNjQ1MjYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTM6MDU6NTAuNDAxMDkyMjc1WiJ9fQ.u05CQsXegpi7er-sR361wAlk0YCHruhkoWZipLQCKUk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1750,1,,Гараж,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Квартира с ливингом,Продам,48 м²,Mонолитный,6,,,57 600 €,"Кишинёв мун., Криково, Центр, str. Vasile Alescandri, 5",295 см,1-комнатная квартира,48 м²
Агентство,Eвроремонт,16,Новострой,2,104093837,https://999.md/ru/104093837?location=subcategory&index=1751,4 и более,,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,16,,,440 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Буребиста, 114/2",,3-х комнатная квартира,435 м²
Агентство,,2,Вторичный,,104087868,https://999.md/ru/104087868?location=subcategory&index=1752,1,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,6,,,58 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Константин Брынкушь, 148",,1-комнатная квартира,35 м²
Агентство,Eвроремонт,11,Новострой,1,104038929,https://999.md/ru/104038929?location=subcategory&index=1753,1,,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,11,,,169 000 €,"Кишинёв мун., Кишинёв, Телецентр, ш. Хынчешть, 55/5",,2-х комнатная квартира,95 м²
Агентство,Eвроремонт,5,Новострой,1,104032221,https://999.md/ru/104032221?location=subcategory&index=1754,1,,Oткрытое,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,,,8,,,95 900 €,"Кишинёв мун., Дурлешты, Окраина, Regina Elizaveta, 2",,1-комнатная квартира,45 м²
Агентство,Eвроремонт,2,Новострой,1,104032205,https://999.md/ru/104032205?location=subcategory&index=1755,1,,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,8,,Solomon Construct Imobil,115 900 €,"Кишинёв мун., Кишинёв, Чокана, ул. Николае Милеску-Спэтарул, 63",,1-комнатная квартира,43 м²
Агентство,Eвроремонт,Пентхаус,Новострой,1,103981480,https://999.md/ru/103981480?location=subcategory&index=1756,1,,Oткрытое,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,,8,,,220 000 €,"Кишинёв мун., Дурлешты, Окраина, Regina Elizaveta, 2C",,2-х комнатная квартира,70 м²
Агентство,Eвроремонт,14,Новострой,1,103972387,https://999.md/ru/103972387?location=subcategory&index=1757,1,,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,15,,Exfactor-grup,145 000 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Пьетрарилор, 10/5",,1-комнатная квартира,56 м²
Агентство,Eвроремонт,8,Новострой,1,103883920,https://999.md/ru/103883920?location=subcategory&index=1758,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,Exfactor-grup,195 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,2-х комнатная квартира,70 м²
Агентство,Eвроремонт,6,Новострой,,103836869,https://999.md/ru/103836869?location=subcategory&index=1759,1,,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,15,,Exfactor-grup,204 900 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A",,2-х комнатная квартира,72 м²
Агентство,,6,Новострой,,70397808,https://999.md/ru/70397808?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3MDM5NzgwOCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjQwMTIwMDQzOVoifX0.5tYnZOYn6VscOpRbvyyfpSvDdmxN70Wj98rx1_y7SUo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1760,,,,"на 3 часа - 250 лей, на ночь - 500 лей в центре Кишинева - ул.Ismail 88, сдаем 24/24.",,Сдаю посуточно,,,10,,,250 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,1-комнатная квартира,45 м²
Агентство,Eвроремонт,7,Новострой,1,103682164,https://999.md/ru/103682164?location=subcategory&index=1761,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,7,,Inamstro,219 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/4",,2-х комнатная квартира,72 м²
Агентство,Косметический pемонт,5,Вторичный,1,103678746,https://999.md/ru/103678746?location=subcategory&index=1762,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,,,5,,,69 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. George Topirceanu, 27",,2-х комнатная квартира,45 м²
Агентство,Белый вариант,7,Новострой,2,103616597,https://999.md/ru/103616597?location=subcategory&index=1763,2,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,9,,Exfactor-grup,78 500 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62",,1-комнатная квартира,51 м²
