Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Площадь кухни,Застройщик,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,2,Индивидуальная,,Агентство,104480167,https://999.md/ru/104480167?location=subcategory&index=2320&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,14,87 м²,3-х комнатная квартира,Подземная,Новострой,,Exfactor-grup,,219 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
1,Eвроремонт,2,Индивидуальная,,Агентство,104094174,https://999.md/ru/104094174?location=subcategory&index=2321&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,13,90 м²,3-х комнатная квартира,Подземная,Новострой,,Exfactor-grup,,227 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
1,Eвроремонт,2,Индивидуальная,,Агентство,103674907,https://999.md/ru/103674907?location=subcategory&index=2322&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,13,71 м²,2-х комнатная квартира,Подземная,Новострой,,Exfactor-grup,,177 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
1,Eвроремонт,2,Индивидуальная,,Агентство,103665160,https://999.md/ru/103665160?location=subcategory&index=2323&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,13,70 м²,2-х комнатная квартира,Подземная,Новострой,,Exfactor-grup,,177 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
Нет,Eвроремонт,2,Индивидуальная,,Частное лицо,104613844,https://999.md/ru/104613844?location=subcategory&index=2324&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,10,72 м²,2-х комнатная квартира,,Новострой,,Carpeni,72 м²,148 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
,Eвроремонт,1,,,Агентство,103421542,https://999.md/ru/103421542?location=subcategory&index=2325&cardCategoryId=270&cardSubcategoryId=1404,,3,10,68 м²,2-х комнатная квартира,Подземная,Новострой,,,,137 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Картуша, 99/7"
Нет,Косметический pемонт,1,,,Агентство,104534638,https://999.md/ru/104534638?location=subcategory&index=2326&cardCategoryId=270&cardSubcategoryId=1404,,2,5,40 м²,1-комнатная квартира,,Вторичный,,,,57 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Salcâmilor,, *"
2,Eвроремонт,1,,,Агентство,103901622,https://999.md/ru/103901622?location=subcategory&index=2327&cardCategoryId=270&cardSubcategoryId=1404,,2,9,46 м²,2-х комнатная квартира,,Новострой,,,,125 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, -"
,,,,,Частное лицо,104498474,https://999.md/ru/104498474?location=subcategory&index=2328&cardCategoryId=270&cardSubcategoryId=1404,,8,8,37 м²,1-комнатная квартира,,Новострой,,,,90 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 34/2"
,Eвроремонт,1,Индивидуальная,,Агентство,103455604,https://999.md/ru/103455604?location=subcategory&index=2329&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,10,65 м²,2-х комнатная квартира,Oткрытое,Новострой,,Flormin-Com,,219 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10"
1,Eвроремонт,2,Индивидуальная,,Агентство,103323206,https://999.md/ru/103323206?location=subcategory&index=2330&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,12,14,76 м²,2-х комнатная квартира,,Новострой,,Lagmar Impex,,257 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 19"
,Незавершенное cтроительство,,Индивидуальная,,Застройщик,104567374,https://999.md/ru/104567374?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgwMDgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NjczNzQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjU0YzM2M2ZhLTk0MDgtNDc1OS04NjY1LTc4NDNhMjNiMTMwYSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNi0xNFQxOToxMzoyOC4yNzgzNzc4MjhaIn19.Y0JbOwF5pnzVpTJRJrXqnFPxJiGVsUJXNtcSdqiNbTg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2331&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,6,9,46 м²,1-комнатная квартира,,Новострой,,Inamstro,46 м²,105 800 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 7a"
1,Eвроремонт,1,Индивидуальная,,Агентство,103318419,https://999.md/ru/103318419?location=subcategory&index=2332&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,14,75 м²,2-х комнатная квартира,Подземная,Новострой,,Inamstro,,237 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, ул. Каля Ешилор, 6"
1,Eвроремонт,2,Индивидуальная,,Агентство,103318263,https://999.md/ru/103318263?location=subcategory&index=2333&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,14,75 м²,2-х комнатная квартира,Подземная,Новострой,,Estate Invest Company,,307 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Московский пр-т, 9/5"
1,Eвроремонт,1,,,Агентство,104614094,https://999.md/ru/104614094?location=subcategory&index=2334&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,6,38 м²,1-комнатная квартира,,Новострой,,,38 м²,58 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Тогатин,  Кишинёв мун.","Кишинёв мун., Тогатин, Центр, -, -"
1,,1,,320 см,Частное лицо,103916397,https://999.md/ru/103916397?location=subcategory&index=2335&cardCategoryId=270&cardSubcategoryId=1404,,2,2,44 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,42 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Кишинёв мун., Криково, Центр, str. Minerilor, 9"
1,Eвроремонт,1,Индивидуальная,,Агентство,103817054,https://999.md/ru/103817054?location=subcategory&index=2336&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,11,54 м²,2-х комнатная квартира,Подземная,Новострой,,Inamstro,,147 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Штефан Няга, 67"
2,Eвроремонт,1,Хрущевка,,Агентство,103604028,https://999.md/ru/103604028?location=subcategory&index=2337&cardCategoryId=270&cardSubcategoryId=1404,,5,17,50 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,93 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Dd Dacia, 50, .."
1,Белый вариант,1,,,Агентство,104309487,https://999.md/ru/104309487?location=subcategory&index=2338&cardCategoryId=270&cardSubcategoryId=1404,,3,5,65 м²,2-х комнатная квартира,,Новострой,,,,110 376 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Bulevardul Europei, --"
,,,,,Агентство,103730787,https://999.md/ru/103730787?location=subcategory&index=2339&cardCategoryId=270&cardSubcategoryId=1404,,10,10,312 м²,4-x комнатная квартира,,Новострой,,,,470 000 €,,Продам,"4-x комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 2/A"
2,Белый вариант,1,Индивидуальная,,Застройщик,87676992,https://999.md/ru/87676992?location=subcategory&index=2340&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,14,16,54 м²,2-х комнатная квартира,Подземная,Новострой,,Lagmar Impex,,85 700 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,104551405,https://999.md/ru/104551405?location=subcategory&index=2341&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,9,48 м²,2-х комнатная квартира,Подземная,Новострой,,Pamir Construct,,139 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,104356707,https://999.md/ru/104356707?location=subcategory&index=2342&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,10,36 м²,1-комнатная квартира,Подземная,Новострой,,Pamir Construct,,117 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,103711340,https://999.md/ru/103711340?location=subcategory&index=2343&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,12,43 м²,1-комнатная квартира,Подземная,Новострой,,Lagmar Impex,,127 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13"
Нет,Белый вариант,3,,,Агентство,103737874,https://999.md/ru/103737874?location=subcategory&index=2344&cardCategoryId=270&cardSubcategoryId=1404,,10,10,191 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,252 120 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, *"
1,Незавершенное cтроительство,1,Индивидуальная,,Частное лицо,103046297,https://999.md/ru/103046297?location=subcategory&index=2345&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,12,16,58 м²,2-х комнатная квартира,,Новострой,,Lagmar Impex,,91 920 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4"
1,Eвроремонт,1,,,Агентство,103893462,https://999.md/ru/103893462?location=subcategory&index=2346&cardCategoryId=270&cardSubcategoryId=1404,,6,6,26 м²,1-комнатная квартира,,Вторичный,,,,42 500 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, -"
