Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Cерый вариант,2,,,Агентство,102929961,https://999.md/ru/102929961?location=subcategory&index=2633&cardCategoryId=270&cardSubcategoryId=1404,,6,17,63 м²,,2-х комнатная квартира,Новострой,,,,118 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Mihai Sadoveanu, 15/2"
1,Белый вариант,1,,,Агентство,104592199,https://999.md/ru/104592199?location=subcategory&index=2634&cardCategoryId=270&cardSubcategoryId=1404,,3,6,83 м²,Подземная,3-х комнатная квартира,Новострой,,,,157 700 €,,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Drumul Viilor, *"
1,Eвроремонт,1,,Ст (Сталинка),Застройщик,104177069,https://999.md/ru/104177069?location=subcategory&index=2635&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,4,93 м²,,3-х комнатная квартира,Вторичный,,,,210 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. 31 August 1989, 59"
,,1,,,Агентство,101875328,https://999.md/ru/101875328?location=subcategory&index=2636&cardCategoryId=270&cardSubcategoryId=1404,,10,14,45 м²,,1-комнатная квартира,Новострой,,,,83 250 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
,,1,,,Агентство,101875468,https://999.md/ru/101875468?location=subcategory&index=2637&cardCategoryId=270&cardSubcategoryId=1404,,4,14,46 м²,,1-комнатная квартира,Новострой,,,,85 500 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
Нет,Без ремонта,2,2500 см,Индивидуальная,Частное лицо,104504425,https://999.md/ru/104504425?location=subcategory&index=2638&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,2,41 м²,Гараж,2-х комнатная квартира,Вторичный,,10 м²,30 м²,10 500 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Гиндешты (село),  Флорешты","Флорешты, Гиндешты (село), Центр, str. Ion Creangă, 2"
Нет,Белый вариант,2,,Индивидуальная,Частное лицо,89158854,https://999.md/ru/89158854?location=subcategory&index=2639&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,10,45 м²,Подземная,1-комнатная квартира,Новострой,,,,56 250 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Гидигич,  Кишинёв мун.","Кишинёв мун., Гидигич, Центр, str. Ştefan cel Mare și Sfînt, 1/a"
,Белый вариант,,,,Агентство,103061309,https://999.md/ru/103061309?location=subcategory&index=2640&cardCategoryId=270&cardSubcategoryId=1404,,9,9,212 м²,,3-х комнатная квартира,Новострой,,,,148 000 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
,Eвроремонт,,,,Агентство,104572047,https://999.md/ru/104572047?location=subcategory&index=2641&cardCategoryId=270&cardSubcategoryId=1404,,8,10,74 м²,,2-х комнатная квартира,Новострой,,,,175 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25"
1,Eвроремонт,,,,Агентство,104468284,https://999.md/ru/104468284?location=subcategory&index=2642&cardCategoryId=270&cardSubcategoryId=1404,,5,5,46 м²,,2-х комнатная квартира,Вторичный,,,,93 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 26/2"
1,,,,143,Агентство,104459594,https://999.md/ru/104459594?location=subcategory&index=2643&cardCategoryId=270&cardSubcategoryId=1404,,8,9,54 м²,,2-х комнатная квартира,Вторичный,,,,81 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Valea Crucii, 8"
1,,,,,Агентство,104252050,https://999.md/ru/104252050?location=subcategory&index=2644&cardCategoryId=270&cardSubcategoryId=1404,,5,5,55 м²,,2-х комнатная квартира,Вторичный,,,,71 900 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 87/2"
,Белый вариант,,280 см,,Застройщик,80068279,https://999.md/ru/80068279?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njg1NDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDA2ODI3OSIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiZWJiNjZjMWUtOWI2NC00YWQwLWE0MGEtMjY4YTQ5YzE4MmI2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOToyMjoyNy40ODQ1MzEzWiJ9fQ.23rRanVCRZ-_-uC-d0lJDF-cxGqtRtztCkKFjcHZwkc&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2645&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,2,7,75 м²,,2-х комнатная квартира,Новострой,Boiar House,,,74 382 €,,Продам,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2A"
1,Eвроремонт,1,,,Агентство,104613403,https://999.md/ru/104613403?location=subcategory&index=2646&cardCategoryId=270&cardSubcategoryId=1404,,5,15,48 м²,,1-комнатная квартира,Новострой,,,,114 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Nicolae Testemitanu, ."
1,Eвроремонт,1,2500 см,135,Застройщик,104224259,https://999.md/ru/104224259?location=subcategory&index=2647&cardCategoryId=270&cardSubcategoryId=1404,Панельный,5,9,60 м²,Oткрытое,2-х комнатная квартира,Вторичный,,8 м²,52 м²,115 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 38"
,,,,,Агентство,103728034,https://999.md/ru/103728034?location=subcategory&index=2648&cardCategoryId=270&cardSubcategoryId=1404,,3,5,56 м²,,2-х комнатная квартира,Новострой,,,,123 500 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 17/A"
,,,,,Агентство,103961853,https://999.md/ru/103961853?location=subcategory&index=2649&cardCategoryId=270&cardSubcategoryId=1404,,13,18,91 м²,,3-х комнатная квартира,Новострой,,,,146 500 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 1."
1,Eвроремонт,1,,,Частное лицо,104406805,https://999.md/ru/104406805?location=subcategory&index=2650&cardCategoryId=270&cardSubcategoryId=1404,,2,5,105 м²,,2-х комнатная квартира,Новострой,,,105 м²,170 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Angela Păduraru, 7"
,Eвроремонт,,,,Частное лицо,104563889,https://999.md/ru/104563889?location=subcategory&index=2651&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,3,10,45 м²,,1-комнатная квартира,Новострой,,,,125 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 5/9"
3,,,,,Частное лицо,104274218,https://999.md/ru/104274218?location=subcategory&index=2652&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,6,70 м²,,2-х комнатная квартира,Новострой,,,,135 000 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vissarion Belinski, 69"
,Eвроремонт,,,,Агентство,104141250,https://999.md/ru/104141250?location=subcategory&index=2653&cardCategoryId=270&cardSubcategoryId=1404,,10,10,70 м²,,3-х комнатная квартира,Вторичный,,,,110 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 19/1"
1,Eвроремонт,1,,,Агентство,103867505,https://999.md/ru/103867505?location=subcategory&index=2654&cardCategoryId=270&cardSubcategoryId=1404,,1,9,43 м²,,1-комнатная квартира,Вторичный,,,,79 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 5"
1,Eвроремонт,1,,,Агентство,104299541,https://999.md/ru/104299541?location=subcategory&index=2655&cardCategoryId=270&cardSubcategoryId=1404,,3,7,67 м²,,2-х комнатная квартира,Новострой,,,,147 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/1"
1,Eвроремонт,1,,,Агентство,103331360,https://999.md/ru/103331360?location=subcategory&index=2656&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,46 м²,,2-х комнатная квартира,Вторичный,,,,96 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 5/2"
1,,1,,,Агентство,102703520,https://999.md/ru/102703520?location=subcategory&index=2657&cardCategoryId=270&cardSubcategoryId=1404,,4,5,30 м²,,1-комнатная квартира,Новострой,,,,58 000 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Vodă, 30/1"
1,Косметический pемонт,2,,,Агентство,104270100,https://999.md/ru/104270100?location=subcategory&index=2658&cardCategoryId=270&cardSubcategoryId=1404,,3,9,55 м²,,2-х комнатная квартира,Вторичный,,,,79 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Valea Crucii, 22"
