Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
,20 м²,,2,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/100408670?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA0MDg2NzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQyMTo0MDo1NS42Mjk4NzgzNTdaIn19.kyf2KqtWE2oFrFv5o5Od9F9Jg6h2gQm1SoZEiX-lekk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,100408670,,,,Вторичный,,,449 MDL,Сдаю посуточно,1-комнатная квартира,1,Застройщик,,Kирпичный,"Кишинёв мун., Кишинёв, Центр, ул. Букурешть, 7",
,32 м²,,11,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/59160921?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1OTE2MDkyMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InBybyIsImwiOiJiNDEwMzQwNS00MjZiLTRlMGMtOWViOC03ZjRkY2RmNzMyYTQiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDIxOjQwOjU1LjYyOTg5NDgzWiJ9fQ.8opyhnCs_1PhR0AUHdY2rNASt4rLNttmCDQPoW3lLuI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,59160921,,,,Новострой,,,699 MDL,Сдаю посуточно,1-комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/a",
1,38 м²,,15,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/83157782?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MzE1Nzc4MiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiI3NjJlNzRmYy02NzA0LTQzNzUtYWMyYy00MWRiZTQ0NDc3MTgiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjQwOjU1LjYyOTk2NDIyNVoifX0.iciUlhx7gnQhThICGIOdNeebd4ju4E1PvG9CyjNJlvc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,83157782,,,,Новострой,1,Квартира без ливинга,40 €,Сдаю посуточно,1-комнатная квартира,10,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/10",
1,67 м²,Eвроремонт,14,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102719607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MTk2MDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjQwOjU1LjYyOTk5NjE0NFoifX0._esHOvUrf2rtvzTipAWui7yJspCdV5DhHnMpggct2v8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,102719607,,,,Новострой,1,Квартира с ливингом,849 MDL,Сдаю посуточно,1-комнатная квартира,13,Агентство,,Бетон,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testemițanu, 3/17",
,80 м²,,10,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104091924?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTE5MjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImQ4MGQyMmM1LTA3NTQtNDgxYS05Y2IxLTM2N2YzNzFmYTMzNiIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMjE6NDA6NTUuNjMwMDIzNTI4WiJ9fQ.OBs94Fl7VOsXDZx5ijFpiGf59tizv3KNO-3_2k8A5sY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,104091924,,,,Вторичный,,,135 000 €,Продам,3-х комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 1",
,120 м²,,7,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103682003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2ODIwMDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWIzMzA5OWItNzRkYS00NmFjLTk4NTMtYTZlOGVlNTA1NTc0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjQwOjU1LjYzMDA1MjYyNVoifX0.1ommwFZMQ2fKJzFEAfux5mtHvhhaQMEUNUyFHarW-do&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,103682003,,,,Вторичный,,Квартира с ливингом,1 350 €,Сдаю помесячно,3-х комнатная квартира,3,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Iorga, 9",
2,82 м²,Сдан в эксплуатацию,8,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113360?location=subcategory&index=4993,104113360,,,,Новострой,2,Квартира с ливингом,150 000 €,Продам,2-х комнатная квартира,1,Застройщик,290 см,Бетон,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testemițanu, 37",AMIC
,60 м²,Eвроремонт,8,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113323?location=subcategory&index=4994,104113323,,,,Новострой,,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,2,Застройщик,,,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99/C",Estate Invest Company
1,60 м²,Сдан в эксплуатацию,8,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113321?location=subcategory&index=4995,104113321,,,,Новострой,1,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,2,Застройщик,,Бетон,"Кишинёв мун., Кишинёв, Центр, str. Tiraspol, 2",Estate Invest Company
1,60 м²,Сдан в эксплуатацию,8,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113316?location=subcategory&index=4996,104113316,,,,Новострой,1,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,2,Застройщик,,,"Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 2/1",Estate Invest Company
1,60 м²,Сдан в эксплуатацию,8,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113308?location=subcategory&index=4997,104113308,,,,Новострой,1,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,2,Застройщик,290 см,Бетон,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 26/2",Estate Invest Company
1,60 м²,Eвроремонт,8,Гараж,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113303?location=subcategory&index=4998,104113303,,,,Новострой,1,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,2,Застройщик,290 см,Бетон,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 6",Estate Invest Company
,68 м²,Белый вариант,16,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104057130?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTcxMzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMTMyZmIzMGMtMTMzMi00NDA4LWI2Y2UtNTU2ZjZiM2FmMjcxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjQwOjU1LjIyOTkzOTAyM1oifX0.ZtaEOmEF9yMxY1txgS0yd2C993p8uUAjqlB7lVkwhag&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4999,104057130,,,,Новострой,2,,122 900 €,Продам,2-х комнатная квартира,4,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",Inamstro
1,60 м²,Eвроремонт,8,Гараж,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113298?location=subcategory&index=5000,104113298,,,,Новострой,1,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,2,Застройщик,290 см,,"Кишинёв мун., Кишинёв, Центр, str. Vorniceni, 1",Estate Invest Company
,43 м²,,9,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102956315?location=subcategory&index=5001,102956315,,43 м²,,Новострой,,Квартира с ливингом,49 313 €,Продам,1-комнатная квартира,7,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, soseaua Hancesti, 142",Lagmar Impex
1,44 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103765331?location=subcategory&index=5002,103765331,9 м²,28 м²,Индивидуальная,Новострой,Нет,Квартира с ливингом,92 000 €,Продам,1-комнатная квартира,7,Застройщик,250 см,Mонолитный,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 33/4",
1,46 м²,Белый вариант,10,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103916460?location=subcategory&index=5003,103916460,,,Индивидуальная,Новострой,,Квартира с ливингом,77 000 €,Продам,1-комнатная квартира,5,Частное лицо,,Бетон,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/8",Horus
1,54 м²,Eвроремонт,9,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103749784?location=subcategory&index=5004,103749784,,,,Новострой,1,Квартира с ливингом,91 900 €,Продам,1-комнатная квартира,8,Частное лицо,,,"Кишинёв мун., Кишинёв, Буюканы, str. Serghei Rahmaninov, 36",
2,91 м²,Белый вариант,9,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103526251?location=subcategory&index=5005,103526251,14 м²,77 м²,,Новострой,2,Квартира с ливингом,120 000 €,Продам,3-х комнатная квартира,5,Частное лицо,,Блочный,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 1/1",Lagmar Impex
,41 м²,,10,,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",https://999.md/ru/104113023?location=subcategory&index=5006,104113023,,,,Новострой,,Квартира с ливингом,55 000 €,Продам,1-комнатная квартира,4,Застройщик,,,"Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, 24",NG Invest
1,40 м²,Нуждается в ремонте,2,Oткрытое,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",https://999.md/ru/104092610?location=subcategory&index=5007,104092610,,,Хрущевка,Вторичный,,Квартира без ливинга,42 000 €,Продам,2-х комнатная квартира,2,Частное лицо,,Бетон,"Оргеев, Оргеев, Центр, str. Miron Costin, 1",
2,73 м²,Eвроремонт,9,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102229387?location=subcategory&index=5008,102229387,,,,Вторичный,2,Квартира без ливинга,150 000 €,Продам,3-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Центр, ул. Албишоара, 18",
1,48 м²,Косметический pемонт,5,Oткрытое,"2-х комнатная квартира,  Окраина,  Сороки,  Сороки",https://999.md/ru/104112962?location=subcategory&index=5009,104112962,3 м²,40 м²,135,Вторичный,,,40 000 €,Продам,2-х комнатная квартира,5,Частное лицо,240 см,Kотельцовый,"Сороки, Сороки, Окраина, str. Luceafărul, 14",A-casa
2,92 м²,Eвроремонт,9,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104112937?location=subcategory&index=5010,104112937,,92 м²,,Новострой,,Квартира с ливингом,160 000 €,Продам,3-х комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 37",
1,65 м²,Eвроремонт,10,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104066996?location=subcategory&index=5011,104066996,,,,Новострой,Нет,Квартира с ливингом,189 000 €,Продам,2-х комнатная квартира,8,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/F",Exfactor-grup
1,19 м²,Eвроремонт,4,Oткрытое,"Комната,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104067335?location=subcategory&index=5012,104067335,,,,Вторичный,,Квартира без ливинга,61 900 €,Продам,Комната,3,Агентство,,,"Кишинёв мун., Кишинёв, Центр, ул. Джордже Кошбук, 7",
,58 м²,Eвроремонт,14,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103760032?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjAwMzIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2E1ZjNlMGYtODg5Yy00NGZkLTgzZGQtMDRlZjhmYjYzNmY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjQwOjU1LjIyOTk3ODE1N1oifX0.mKWOnd_OlSpMvf3CeaWB_z3nRJ0YlQjSQMt4h_muCv4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5013,103760032,,,,Новострой,,Квартира с ливингом,139 199 €,Продам,2-х комнатная квартира,2,Частное лицо,,,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",Ecovzor
1,45 м²,Eвроремонт,8,Oткрытое,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",https://999.md/ru/101565470?location=subcategory&index=5014,101565470,,,Индивидуальная,Новострой,,Квартира с ливингом,95 000 €,Продам,1-комнатная квартира,3,Агентство,,,"Кишинёв мун., Думбрава, Центр, str. Durlești, 20c",Astercon
,80 м²,Индивидуальный дизайн,8,,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",https://999.md/ru/104112912?location=subcategory&index=5015,104112912,,,,Новострой,,,95 000 €,Продам,3-х комнатная квартира,6,Агентство,,,"Бельцы мун., Бельцы, БАМ, str. Ivan Conev, 40",
3,147 м²,Белый вариант,17,Подземная,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103847567?location=subcategory&index=5016,103847567,48 м²,99 м²,Индивидуальная,Новострой,2,Квартира с ливингом,242 500 €,Продам,4-x комнатная квартира,16,Частное лицо,280 см,Mонолитный,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 36/A",Kirsan
1,65 м²,Косметический pемонт,5,,"2-х комнатная квартира,  Окраина,  Оргеев,  Оргеев",https://999.md/ru/103164145?location=subcategory&index=5017,103164145,12 м²,,Индивидуальная,Вторичный,1,Квартира с ливингом,70 000 €,Продам,2-х комнатная квартира,5,Частное лицо,2700 см,Kотельцовый,"Оргеев, Оргеев, Окраина, str. Iona Iachir, 4",A-casa
2,71 м²,Eвроремонт,10,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103190983?location=subcategory&index=5018,103190983,,,Индивидуальная,Новострой,Нет,Квартира с ливингом,169 900 €,Продам,2-х комнатная квартира,9,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",Carpeni
1,50 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102376716?location=subcategory&index=5019,102376716,,,,Новострой,Нет,Квартира с ливингом,135 000 €,Продам,1-комнатная квартира,6,Агентство,,,"Кишинёв мун., Кишинёв, Центр, ул. Албишоара, 78/4",Exfactor-grup
,36 м²,Eвроремонт,5,,"1-комнатная квартира,  Окраина,  Единец,  Единцы",https://999.md/ru/104112860?location=subcategory&index=5020,104112860,,36 м²,,Вторичный,,,39 000 €,Продам,1-комнатная квартира,5,Частное лицо,,,"Единцы, Единец, Окраина, str. Şoseaua Bucovina, 25",
2,71 м²,Eвроремонт,14,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103656565?location=subcategory&index=5021,103656565,,,Индивидуальная,Новострой,1,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,7,Агентство,,Kомбинированный,Расположение,Exfactor-grup
2,101 м²,Белый вариант,8,Подземная,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104112812?location=subcategory&index=5022,104112812,,,,Новострой,,Квартира с ливингом,340 000 €,Продам,3-х комнатная квартира,6,Частное лицо,3000 см,,"Кишинёв мун., Кишинёв, Центр, ул. Александр Бернардацци, 79",
,47 м²,Белый вариант,9,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101743419?location=subcategory&index=5023,101743419,,,,Новострой,2,Квартира с ливингом,67 200 €,Продам,1-комнатная квартира,3,Застройщик,275 см,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/5",
,84 м²,Белый вариант,9,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101743429?location=subcategory&index=5024,101743429,,,,Новострой,2,Квартира с ливингом,108 350 €,Продам,3-х комнатная квартира,3,Застройщик,104000 см,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/5",
,60 м²,Белый вариант,9,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101743424?location=subcategory&index=5025,101743424,,,,Новострой,2,Квартира с ливингом,81 000 €,Продам,2-х комнатная квартира,3,Застройщик,275 см,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/5",
,18 м²,,1,,"1-комнатная квартира,  Кишинёв мун.",https://999.md/ru/102421542?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0MjE1NDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQyMTo0MDo1NS4yMzAwNTMyNjRaIn19.bZYtDA0Zpm9Hxa3rZ9zHMS3Kv5iq1lCH23xoK9X4T1E&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5026,102421542,,,,Вторичный,,,499 MDL,Сдаю посуточно,1-комнатная квартира,Цоколь,Агентство,,,"Кишинёв мун., Кишинёв, Центр, București 7, -",
1,37 м²,Eвроремонт,9,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101365157?location=subcategory&index=5027,101365157,,,Индивидуальная,Новострой,,Квартира с ливингом,93 000 €,Продам,1-комнатная квартира,8,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul;str. Nicolae Milescu Spătarul, 27",
,75 м²,Белый вариант,7,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",https://999.md/ru/80068279?location=subcategory&index=5028,80068279,,,,Новострой,,,74 382 €,Продам,2-х комнатная квартира,2,Застройщик,280 см,Mонолитный,"Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2A",Boiar House
,67 м²,,2,,"3-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",https://999.md/ru/104089088?location=subcategory&index=5029,104089088,,,,Вторичный,,Квартира с ливингом,75 000 €,Продам,3-х комнатная квартира,2,Агентство,3 см,,"Бельцы мун., Бельцы, Центр, str-la Sfîntul Nicolae, 7",
,55 м²,Eвроремонт,2,,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",https://999.md/ru/104092815?location=subcategory&index=5030,104092815,,,,Вторичный,,,62 999 €,Продам,2-х комнатная квартира,2,Агентство,,,"Бельцы мун., Бельцы, Центр, str-la Sfîntul Nicolae, 7",
1,47 м²,Сдан в эксплуатацию,9,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/104099973?location=subcategory&index=5031,104099973,13 м²,,,Новострой,1,,92 590 €,Продам,1-комнатная квартира,3,Частное лицо,,Бетон,"Кишинёв мун., Дурлешты, Центр, str. Regele Carol, 2",
2,67 м²,Белый вариант,13,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102552003?location=subcategory&index=5032,102552003,,,,Новострой,1,Квартира с ливингом,139 900 €,Продам,2-х комнатная квартира,9,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",Exfactor-grup
1,64 м²,Белый вариант,5,Oткрытое,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев",https://999.md/ru/102534230?location=subcategory&index=5033,102534230,15 м²,35 м²,Индивидуальная,Новострой,1,Квартира с ливингом,54 450 €,Продам,1-комнатная квартира,5,Застройщик,280 см,Kомбинированный,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91",
1,35 м²,Косметический pемонт,10,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103828391?location=subcategory&index=5034,103828391,,,Мс (Молд. Серия),Вторичный,1,,67 000 €,Продам,1-комнатная квартира,6,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Рышкановка,  bd. Moscova, 20",
2,82 м²,Eвроремонт,12,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102632297?location=subcategory&index=5035,102632297,,,,Новострой,1,Квартира без ливинга,172 000 €,Продам,2-х комнатная квартира,11,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба Юлия, 87",
1,42 м²,Белый вариант,9,Oткрытое,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102514885?location=subcategory&index=5036,102514885,,,,Новострой,1,Квартира с ливингом,62 800 €,Продам,1-комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Старая Почта, ул. Чеукарь, 84",Lagmar Impex
,47 м²,,9,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104112749?location=subcategory&index=5037,104112749,,,,Новострой,,,61 100 €,Продам,1-комнатная квартира,4,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, șos. Hâncești, 140/1",
1,51 м²,Eвроремонт,16,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103168591?location=subcategory&index=5038,103168591,,,,Новострой,,Квартира с ливингом,130 000 €,Продам,2-х комнатная квартира,15,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, .",
2,72 м²,Незавершенное cтроительство,10,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/101794768?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ4NTUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ3NjgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMjE6NDA6NTUuMjMwMDg3NzA4WiJ9fQ.6zWgqKcbM94PeIjTAApRg3k2FSy5O1VApeFDG7kSbWo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5039,101794768,,,,Новострой,1,Квартира с ливингом,77 030 €,Продам,2-х комнатная квартира,1,Застройщик,290 см,,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",Solomon Construct Imobil
