Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Частное лицо,104578979,https://999.md/ru/104578979?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkyMjAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1Nzg5NzkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZDNkMDI4YjgtODA4OS00MDExLTg4NjUtMTExYjU5M2QzNjI2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjMzOjQwLjc0MDAzNjE4NVoifX0.h5pdKbAYKFbX2nQDGVe9HrepKTlNEweXA4tX0IHOrXQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3024&cardCategoryId=270&cardSubcategoryId=1404,,3,9,70 м²,,3-х комнатная квартира,Вторичный,,,,136 000 €,,Продам,"3-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 51"
Нет,Eвроремонт,1,,,Застройщик,103780187,https://999.md/ru/103780187?location=subcategory&index=3025&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,3,60 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,79 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 25A"
,Eвроремонт,,,,Частное лицо,103263938,https://999.md/ru/103263938?location=subcategory&index=3026&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,55 м²,,2-х комнатная квартира,Вторичный,,,,543 210 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Alexandru cel Bun, 96"
Нет,Eвроремонт,1,,270 см,Агентство,104192741,https://999.md/ru/104192741?location=subcategory&index=3027&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,12,66 м²,Подземная,2-х комнатная квартира,Новострой,Estate Invest Company,,66 м²,144 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
,,,,,Агентство,103720623,https://999.md/ru/103720623?location=subcategory&index=3028&cardCategoryId=270&cardSubcategoryId=1404,,3,5,76 м²,,2-х комнатная квартира,Новострой,,,,161 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 17/A"
,,,,,Агентство,103720626,https://999.md/ru/103720626?location=subcategory&index=3029&cardCategoryId=270&cardSubcategoryId=1404,,5,5,68 м²,,2-х комнатная квартира,Новострой,,,,146 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, пр-т Алба-Юлия, 17/A"
,,,,,Агентство,103720638,https://999.md/ru/103720638?location=subcategory&index=3030&cardCategoryId=270&cardSubcategoryId=1404,,3,5,68 м²,,2-х комнатная квартира,Новострой,,,,146 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 17/A"
,Eвроремонт,1,,,Агентство,101234798,https://999.md/ru/101234798?location=subcategory&index=3031&cardCategoryId=270&cardSubcategoryId=1404,,6,10,43 м²,Oткрытое,1-комнатная квартира,Новострой,,,,129 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27"
1,Eвроремонт,1,143,260 см,Агентство,103062517,https://999.md/ru/103062517?location=subcategory&index=3032&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,3,10,57 м²,,2-х комнатная квартира,Вторичный,,8 м²,,109 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 6"
,,,,,Агентство,102968017,https://999.md/ru/102968017?location=subcategory&index=3033&cardCategoryId=270&cardSubcategoryId=1404,,5,7,67 м²,,2-х комнатная квартира,Новострой,,,,138 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",Расположение
Нет,Белый вариант,2,,286 см,Застройщик,102832078,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkyMjAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6MzM6NDAuNzQwMTQ4ODAzWiJ9fQ.eg33PqeCiLCAGs3PW73qSTyKpC7sB6Ny_AYD2LpHJfs&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3034&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,1,6,96 м²,Гараж,3-х комнатная квартира,Новострой,Astercon,15 м²,,135 646 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Durlești, 8"
1,Индивидуальный дизайн,1,,,Частное лицо,103102251,https://999.md/ru/103102251?location=subcategory&index=3035&cardCategoryId=270&cardSubcategoryId=1404,,4,4,45 м²,,1-комнатная квартира,Новострой,,,,125 000 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 3"
,,,,,Агентство,103692511,https://999.md/ru/103692511?location=subcategory&index=3036&cardCategoryId=270&cardSubcategoryId=1404,,4,7,65 м²,,2-х комнатная квартира,Новострой,,,,117 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Тудор Владимиреску, 1"
2,Белый вариант,2,,,Застройщик,102935221,https://999.md/ru/102935221?location=subcategory&index=3037&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,9,9,131 м²,Подземная,3-х комнатная квартира,Новострой,Exfactor-grup,,,230 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,,,,Застройщик,103754381,https://999.md/ru/103754381?location=subcategory&index=3038&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,10,66 м²,,2-х комнатная квартира,Новострой,Poliprim Grup,,,66 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24"
,,,,,Агентство,101880456,https://999.md/ru/101880456?location=subcategory&index=3039&cardCategoryId=270&cardSubcategoryId=1404,,5,10,75 м²,,2-х комнатная квартира,Новострой,,,,163 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 7"
,,,,,Агентство,101026807,https://999.md/ru/101026807?location=subcategory&index=3040&cardCategoryId=270&cardSubcategoryId=1404,,6,10,55 м²,,1-комнатная квартира,Новострой,,,,86 100 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Cetatea Albă 1, -"
,,,,,Застройщик,103334059,https://999.md/ru/103334059?location=subcategory&index=3041&cardCategoryId=270&cardSubcategoryId=1404,,4,6,30 м²,,1-комнатная квартира,Новострой,,,,57 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Vodă, 30/1"
,Белый вариант,2,,,Агентство,101162399,https://999.md/ru/101162399?location=subcategory&index=3042&cardCategoryId=270&cardSubcategoryId=1404,,9,13,65 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,124 260 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Ion Nistor, 2"
1,Eвроремонт,,,,Агентство,102209142,https://999.md/ru/102209142?location=subcategory&index=3043&cardCategoryId=270&cardSubcategoryId=1404,,1,5,86 м²,,3-х комнатная квартира,Новострой,,,,164 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 78"
,Белый вариант,,,,Агентство,103877696,https://999.md/ru/103877696?location=subcategory&index=3044&cardCategoryId=270&cardSubcategoryId=1404,,2,10,65 м²,,2-х комнатная квартира,Новострой,Inamstro,,,165 750 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Constantin Stere, 16"
,Eвроремонт,1,,265 см,Агентство,103172129,https://999.md/ru/103172129?location=subcategory&index=3045&cardCategoryId=270&cardSubcategoryId=1404,,1,9,18 м²,Oткрытое,Комната,Вторичный,,,12 м²,33 500 €,,Продам,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Voluntarilor, 16"
1,Белый вариант,2,,3300 см,Застройщик,85799031,https://999.md/ru/85799031?location=subcategory&index=3046&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,14,82 м²,Подземная,3-х комнатная квартира,Новострой,Estate Invest Company,,82 м²,100 040 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 2"
1,Белый вариант,1,,2700 см,Застройщик,84978869,https://999.md/ru/84978869?location=subcategory&index=3047&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,4,56 м²,Подземная,2-х комнатная квартира,Новострой,Estate Invest Company,,54 м²,64 960 €,,Продам,"2-х комнатная квартира,  Окраина,  Трушены,  Кишинёв мун.","Кишинёв мун., Трушены, Окраина, -, -"
Нет,Белый вариант,1,,2700 см,Застройщик,84979913,https://999.md/ru/84979913?location=subcategory&index=3048&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,4,48 м²,Подземная,1-комнатная квартира,Новострой,Estate Invest Company,,47 м²,56 640 €,,Продам,"1-комнатная квартира,  Окраина,  Трушены,  Кишинёв мун.","Кишинёв мун., Трушены, Окраина, -, -"
