Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,Квартира с ливингом,https://999.md/ru/104077750?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzc3NTAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyNjozMy40NTQ5NjkzMjNaIn19.QMNi4txY6CrdaK-OYTHIgyyN2G7bL9gFhCJdEcP-89o&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,,,5,,,83 000 €,5,47 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 161/4",104077750,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Сдан в эксплуатацию
,,,https://999.md/ru/103672669?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzI2NjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiZWQwMzE0OTctMTA4Ny00ZWE2LTk1ZjYtM2U4ZGRiZTQyYWQwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyNjozMy40NTUwMjE4OTlaIn19.u4rN-_flouKzxfsuft9-ioYPZtzlg1eeI6gwbJrxIos&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,,,,5,,,600 MDL,10,35 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",103672669,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Застройщик,1-комнатная квартира,
Нет,,,https://999.md/ru/80783257?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDc4MzI1NyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJlNDhjZmZiOC0zMjg4LTQyNWQtYTRiOC05NTZhZGY0YmI1MzkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE4OjI2OjMzLjQ1NTEzNjI5OFoifX0.c0q_0WE91U9YO2wgPYd-ImFGG-f12GMrLILQE6cy04I&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,Oткрытое,8,1,,40 €,15,40 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/6",80783257,Новострой,Kотельцовый,,"1-комнатная квартира, 40 м², Центр, Кишинёв",Сдаю посуточно,Частное лицо,1-комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/102884930?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4ODQ5MzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImQ4MGQyMmM1LTA3NTQtNDgxYS05Y2IxLTM2N2YzNzFmYTMzNiIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6MjY6MzMuNDU1MjQzMDZaIn19.Dkb-NSbMgkxmV8U6nEqHVdDmLUH65ryfNAc9hg6PB3I&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,,5,,,83 000 €,5,47 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 161/4",102884930,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
1,,Квартира с ливингом,https://999.md/ru/103656242?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTYyNDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNmFkNzdiNWUtNjYwNS00MjUxLTlhNDYtNmQxMzcwMTU3N2ViIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyNjozMy40NTUyODY5OTZaIn19.StqtkeJ0BDDcd9vkXq17XL3fku996FGSKP1w7ilbUjg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Exfactor-grup,,,5,2,,106 999 €,12,47 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",103656242,Новострой,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Сдан в эксплуатацию
1,,Квартира с ливингом,https://999.md/ru/104101728?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDE3MjgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZjFiYmE3ZjUtM2Y4ZC00OTBjLWE5ZWUtZmNjZGI2MGI5YjE0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyNjozMy40NTUzNzY4MTZaIn19.LTdcS8qYDDNuCADKmXKc1b_4I0KD9nlp-8M_Gphfs4g&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,Exfactor-grup,,Подземная,9,2,,192 000 €,13,75 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",104101728,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103999388?location=subcategory&index=2653,,,,7,,,113 130 €,9,83 м²,"Яловены, Яловены, Центр, str. Basarabia, ---",103999388,Новострой,,,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",,Агентство,2-х комнатная квартира,
2,,,https://999.md/ru/104008586?location=subcategory&index=2654,,,Подземная,5,2,4500 см,185 000 €,5,92 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 16/A",104008586,Новострой,,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
,Индивидуальная,Квартира с ливингом,https://999.md/ru/104080752?location=subcategory&index=2655,Exfactor-grup,,Подземная,8,1,,189 900 €,10,65 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/F",104080752,Новострой,Kирпичный,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/100924608?location=subcategory&index=2656,,,Oткрытое,2,1,,69 900 €,9,50 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, .",100924608,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/101034494?location=subcategory&index=2657,,,Подземная,6,2,,108 000 €,9,53 м²,"Кишинёв мун., Кишинёв, Центр, bd. Dimitrie Cantemir, .",101034494,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/100924192?location=subcategory&index=2658,,,Oткрытое,6,1,,74 250 €,15,45 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, .",100924192,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103920645?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjA2NDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZDNlNGJjNTgtMzNhNy00MTY4LTg1MDItMmNmM2YxNGYxYTg3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODoyNjozMy4wOTI0ODYyNjlaIn19.-9vPH_rPappK6adIswtlil7B6sm2xasxBvKZA0bvtpQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2659,,21 м²,Oткрытое,10,1,380 см,3 000 $,10,96 м²,"Тирасполь мун., Тирасполь, Ларионова, ул. Ларионова, 55",103920645,Вторичный,Kотельцовый,75 м²,"2-х комнатная квартира,  Ларионова,  Тирасполь,  Тирасполь мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103964507?location=subcategory&index=2660,,,,7,,,85 069 €,8,45 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Poștei, ---",103964507,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
1,,,https://999.md/ru/103935183?location=subcategory&index=2661,,,,21,2,,268 000 €,22,94 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",103935183,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103701958?location=subcategory&index=2662,Dansicons,,Подземная,2,1,,73 500 €,6,42 м²,Расположение,103701958,Новострой,,,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев",Продам,Застройщик,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/104116200?location=subcategory&index=2663,Dansicons,15 м²,,1,1,,52 000 €,6,45 м²,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 8",104116200,Новострой,Kомбинированный,30 м²,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев",Продам,Частное лицо,1-комнатная квартира,Белый вариант
Нет,,,https://999.md/ru/102180526?location=subcategory&index=2664,,,Подземная,2,1,,95 700 €,8,87 м²,"Кишинёв мун., Дурлешты, Центр, Str.Nicolae Dimo , **",102180526,Новострой,,,"3-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
,Индивидуальная,,https://999.md/ru/103550665?location=subcategory&index=2665,,,Oткрытое,5,1,,67 500 €,5,45 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Leh Kaczynski, .",103550665,Вторичный,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103672332?location=subcategory&index=2666,,,Oткрытое,8,1,,128 900 €,15,67 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, .",103672332,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103507017?location=subcategory&index=2667,,,Подземная,5,2,,173 250 €,16,105 м²,"Кишинёв мун., Кишинёв, Ботаника, Str. Gradina Botanica, 18",103507017,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/102883158?location=subcategory&index=2668,,,Oткрытое,6,1,,76 900 €,10,43 м²,"Кишинёв мун., Дурлешты, Центр, Cartușa, .",102883158,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/101729275?location=subcategory&index=2669,,,Oткрытое,7,1,,143 900 €,9,55 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, .",101729275,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102702347?location=subcategory&index=2670,,,Oткрытое,12,2,,95 000 €,16,69 м²,"Кишинёв мун., Кишинёв, Центр, str. Izmail;str. Ismail, .",102702347,Вторичный,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Без ремонта
1,Индивидуальная,,https://999.md/ru/103508292?location=subcategory&index=2671,,,Oткрытое,2,2,,114 000 €,5,68 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Europa, .",103508292,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103803555?location=subcategory&index=2672,,,Oткрытое,2,1,,78 500 €,8,51 м²,"Кишинёв мун., Думбрава, Центр, str. Durlești, .",103803555,Новострой,,,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/103903874?location=subcategory&index=2673,,,,5,2,,215 000 €,12,76 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, .",103903874,Новострой,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,Квартира без ливинга,https://999.md/ru/102831793?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzE3OTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6MjY6MzMuMDkyNTY1MTQzWiJ9fQ.aeSC1_myIy2uUFh1Umr5pzfky_8Uj8ltZWgsv-9wCsk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2674,Astercon,13 м²,Гараж,6,1,286 см,81 432 €,6,56 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102831793,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
3,Индивидуальная,Квартира с ливингом,https://999.md/ru/101099022?location=subcategory&index=2675,,,,4,1,,195 000 €,16,120 м²,"Кишинёв мун., Кишинёв, Чокана, ул. Ион Думенюк, 20",101099022,Новострой,,120 м²,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
3,Индивидуальная,Квартира с ливингом,https://999.md/ru/101098681?location=subcategory&index=2676,,,,4,1,,195 000 €,16,120 м²,"Кишинёв мун., Кишинёв, Чокана, ул. Ион Думенюк, 20",101098681,Новострой,,120 м²,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103503300?location=subcategory&index=2677,,,Oткрытое,8,2,,189 000 €,9,76 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, .",103503300,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102039452?location=subcategory&index=2678,,,Oткрытое,11,1,,155 000 €,12,64 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, .",102039452,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103026723?location=subcategory&index=2679,,,,2,1,,122 900 €,9,40 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 5",103026723,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103253890?location=subcategory&index=2680,,,,12,,,139 810 €,13,68 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",103253890,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
2,Мс (Молд. Серия),,https://999.md/ru/103295302?location=subcategory&index=2681,,,Oткрытое,8,2,,109 900 €,9,74 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Muncesti, .",103295302,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/102295233?location=subcategory&index=2682,,,,5,,,215 000 €,10,70 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul;, 53",102295233,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101214066?location=subcategory&index=2683,Lagmar Impex,,Подземная,15,2,,91 940 €,16,68 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4",101214066,Новострой,Kирпичный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/103901985?location=subcategory&index=2684,,,Oткрытое,2,1,,99 999 €,9,47 м²,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, .",103901985,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103903595?location=subcategory&index=2685,,,,4,1,,143 900 €,14,70 м²,"Кишинёв мун., Кишинёв, Буюканы, Ghioceilor , .",103903595,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103871817?location=subcategory&index=2686,,,,1,1,,179 900 €,9,69 м²,Расположение,103871817,Новострой,Kомбинированный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,Квартира с ливингом,https://999.md/ru/102571313?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI1NzEzMTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2U1MWYxMWQtODVhMy00YzQ0LTgwMmQtOTliZTFlYWI1OWYwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjI2OjMzLjA5MjYyNjQ5OVoifX0.GelB-vXJGMfNkLBsMcxEMTmFqss_Ep_KiRttv9ye46k&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2687,A-casa,7 м²,Oткрытое,12,2,250 см,115 000 €,14,81 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 17/1",102571313,Вторичный,Панельный,53 м²,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,4-x комнатная квартира,Косметический pемонт
,,,https://999.md/ru/103981256?location=subcategory&index=2688,,,,10,1,,135 000 €,14,63 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testemițanu, 21/1",103981256,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103807258?location=subcategory&index=2689,,,Oткрытое,8,1,,78 000 €,10,51 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, .",103807258,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Белый вариант
1,,Квартира с ливингом,https://999.md/ru/103903240?location=subcategory&index=2690,,,Oткрытое,8,2,,116 990 €,10,69 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, .",103903240,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/103903141?location=subcategory&index=2691,,,,15,1,,79 900 €,17,38 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, .",103903141,Вторичный,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103960942?location=subcategory&index=2692,,,,10,2,,174 900 €,12,85 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Jubiliară , -",103960942,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/103903307?location=subcategory&index=2693,,,,4,1,,105 900 €,7,46 м²,"Кишинёв мун., Дурлешты, Центр, Regina Elisabeta, .",103903307,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/104003425?location=subcategory&index=2694,,,,16,1,,85 900 €,20,36 м²,"Кишинёв мун., Кишинёв, Рышкановка, Moscova, .",104003425,Вторичный,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
2,,Квартира с ливингом,https://999.md/ru/104020197?location=subcategory&index=2695,,30 м²,Подземная,5,2,450 см,185 000 €,5,92 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 16/A",104020197,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/103935298?location=subcategory&index=2696,,,,1,2,,138 800 €,9,75 м²,"Кишинёв мун., Кишинёв, Центр, Gradinilor, .",103935298,Вторичный,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103808772?location=subcategory&index=2697,,,Oткрытое,7,1,,55 000 €,7,39 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Cetatea Chilia, .",103808772,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,,Квартира с ливингом,https://999.md/ru/100964444?location=subcategory&index=2698,,16 м²,Подземная,2,1,290 см,57 787 €,4,45 м²,"Яловены, Яловены, Центр, str. Mihail Frunze, 65/4",100964444,Новострой,,,"1-комнатная квартира,  Центр,  Яловены,  Яловены",Продам,Застройщик,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103615412?location=subcategory&index=2699,,,Oткрытое,7,1,,74 000 €,16,46 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, .",103615412,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,,Квартира с ливингом,https://999.md/ru/103624223?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTMxOTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MjQyMjMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNmFjNjk3MzgtMzNiMS00MTFlLTg0MTgtODYwNGVmNGJlNjIxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoyNjozMy4wOTI2NzM1NzZaIn19.KJLE84ruvou_Zxb-JsNW6hIF_wYtF7iu_XRAoBi0N7s&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2700,Estate Invest Company,,Подземная,Пентхаус,2,310 см,495 000 €,13,130 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 9/5",103624223,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/101998096?location=subcategory&index=2701,,,Oткрытое,6,1,,135 000 €,9,65 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu;, .",101998096,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
