Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Белый вариант,1,Индивидуальная,,Агентство,104177008,https://999.md/ru/104177008?location=subcategory&index=3803&cardCategoryId=270&cardSubcategoryId=1404,7,Ячеистый Бетон,9,49 м²,Подземная,1-комнатная квартира,Новострой,,,,61 625 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
,Белый вариант,2,,,Агентство,104406092,https://999.md/ru/104406092?location=subcategory&index=3804&cardCategoryId=270&cardSubcategoryId=1404,5,,9,64 м²,Oткрытое,2-х комнатная квартира,Новострой,,,64 м²,81 661 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, 64"
,Eвроремонт,,,,Агентство,104504949,https://999.md/ru/104504949?location=subcategory&index=3805&cardCategoryId=270&cardSubcategoryId=1404,2,,9,82 м²,,3-х комнатная квартира,Новострой,,,,189 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Voda, 30"
1,Белый вариант,1,,,Агентство,103624067,https://999.md/ru/103624067?location=subcategory&index=3806&cardCategoryId=270&cardSubcategoryId=1404,8,,9,44 м²,,1-комнатная квартира,Новострой,,,,54 000 €,,Продам,"1-комнатная квартира,  Центр,  Гидигич,  Кишинёв мун.","Кишинёв мун., Гидигич, Центр,  Ștefan cel Mare , 1"
1,Косметический pемонт,1,,,Частное лицо,88987326,https://999.md/ru/88987326?location=subcategory&index=3807&cardCategoryId=270&cardSubcategoryId=1404,1,Kотельцовый,5,42 м²,Oткрытое,1-комнатная квартира,Вторичный,,10 м²,32 м²,35 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Сороки,  Сороки","Сороки, Сороки, Центр, str. Luceafărul, 9"
,,,,,Агентство,104400283,https://999.md/ru/104400283?location=subcategory&index=3808&cardCategoryId=270&cardSubcategoryId=1404,4,,16,98 м²,,3-х комнатная квартира,Новострой,,,,139 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 32"
,,,,,Агентство,104404168,https://999.md/ru/104404168?location=subcategory&index=3809&cardCategoryId=270&cardSubcategoryId=1404,6,,11,52 м²,,2-х комнатная квартира,Новострой,,,,54 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 101"
,,,,,Агентство,104404549,https://999.md/ru/104404549?location=subcategory&index=3810&cardCategoryId=270&cardSubcategoryId=1404,5,,9,53 м²,,2-х комнатная квартира,Новострой,,,,56 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
,Белый вариант,2,,300 см,Агентство,103345525,https://999.md/ru/103345525?location=subcategory&index=3811&cardCategoryId=270&cardSubcategoryId=1404,3,,12,67 м²,,2-х комнатная квартира,Новострой,Estate Invest Company,,,69 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 134"
,,,,,Частное лицо,104578243,https://999.md/ru/104578243?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA2MzEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NzgyNDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYzU2NjAyNTEtYjE0Zi00Nzc4LWJlNDgtNTQyYmYxNDMxMzE0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjU3OjExLjQwNjQ4ODk4WiJ9fQ.-ONc7x-m2Nlefj4MUvRDM5HAkTMCPpD3R9AtJX4_i3s&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3812&cardCategoryId=270&cardSubcategoryId=1404,1,,11,74 м²,,3-х комнатная квартира,Новострой,Basconslux,,,149 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 3/G"
,,,,,Агентство,104400514,https://999.md/ru/104400514?location=subcategory&index=3813&cardCategoryId=270&cardSubcategoryId=1404,7,,16,109 м²,,3-х комнатная квартира,Новострой,,,,154 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 32"
,Белый вариант,2,,300 см,Агентство,103345615,https://999.md/ru/103345615?location=subcategory&index=3814&cardCategoryId=270&cardSubcategoryId=1404,1,,12,73 м²,Oткрытое,2-х комнатная квартира,Новострой,Estate Invest Company,,,76 440 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 134"
,,,,,Агентство,104403983,https://999.md/ru/104403983?location=subcategory&index=3815&cardCategoryId=270&cardSubcategoryId=1404,5,,14,76 м²,,2-х комнатная квартира,Новострой,Estate Invest Company,,,83 600 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 2"
,,,,,Агентство,104401543,https://999.md/ru/104401543?location=subcategory&index=3816&cardCategoryId=270&cardSubcategoryId=1404,4,,10,70 м²,,2-х комнатная квартира,Новострой,Estate Invest Company,,,99 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bucovinei, 2/2"
,,,,,Агентство,104403513,https://999.md/ru/104403513?location=subcategory&index=3817&cardCategoryId=270&cardSubcategoryId=1404,6,,9,68 м²,,2-х комнатная квартира,Новострой,Peak Development,,,144 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. lipcani, 2"
1,Eвроремонт,1,102,,Агентство,104576327,https://999.md/ru/104576327?location=subcategory&index=3818&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,5,41 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,75 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,2,,,Частное лицо,104574440,https://999.md/ru/104574440?location=subcategory&index=3819&cardCategoryId=270&cardSubcategoryId=1404,5,,10,83 м²,,3-х комнатная квартира,Новострой,Estate Invest Company,,,124 500 €,,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136/B"
,Eвроремонт,2,,270 см,Агентство,104545097,https://999.md/ru/104545097?location=subcategory&index=3820&cardCategoryId=270&cardSubcategoryId=1404,3,Kирпичный,12,74 м²,Подземная,2-х комнатная квартира,Новострой,Estate Invest Company,,74 м²,159 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
1,Eвроремонт,2,Индивидуальная,2300 см,Застройщик,104497713,https://999.md/ru/104497713?location=subcategory&index=3821&cardCategoryId=270&cardSubcategoryId=1404,2,Kомбинированный,11,58 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,58 м²,125 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Bulevard Moscova, 1"
1,Eвроремонт,1,Индивидуальная,,Агентство,104535251,https://999.md/ru/104535251?location=subcategory&index=3822&cardCategoryId=270&cardSubcategoryId=1404,3,,10,57 м²,Oткрытое,1-комнатная квартира,Новострой,,,,125 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, 4"
,Eвроремонт,,,,Агентство,104279051,https://999.md/ru/104279051?location=subcategory&index=3823&cardCategoryId=270&cardSubcategoryId=1404,9,,10,40 м²,,1-комнатная квартира,Вторичный,,,,72 500 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Ismail, 102/3"
1,Eвроремонт,2,Мс (Молд. Серия),,Агентство,104483444,https://999.md/ru/104483444?location=subcategory&index=3824&cardCategoryId=270&cardSubcategoryId=1404,5,Бетон,9,55 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,118 500 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,,,,,Застройщик,104464911,https://999.md/ru/104464911?location=subcategory&index=3825&cardCategoryId=270&cardSubcategoryId=1404,10,,11,62 м²,,1-комнатная квартира,Новострой,,,,114 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 316"
1,Eвроремонт,1,Индивидуальная,,Агентство,104459186,https://999.md/ru/104459186?location=subcategory&index=3826&cardCategoryId=270&cardSubcategoryId=1404,2,,5,38 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,69 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 150/4"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,104066960,https://999.md/ru/104066960?location=subcategory&index=3827&cardCategoryId=270&cardSubcategoryId=1404,12,Kирпичный,21,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Braus Imobiliare,,,159 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,104063784,https://999.md/ru/104063784?location=subcategory&index=3828&cardCategoryId=270&cardSubcategoryId=1404,12,,13,49 м²,,1-комнатная квартира,Новострой,Inamstro,,,109 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6"
