Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
1,65 м²,Индивидуальный дизайн,8,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/83137327?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyODAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MzEzNzMyNyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiI4NzNiN2NiYy0yZjgxLTQxY2MtODViMC1hNWM1MGIzMzE1MDciLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjIwLjA3Mzg2MDQ1NFoifX0.f-uOi5c0zbkOLFa-4O597qagKk6PwUwEKimofhg4Ffs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,83137327,,65 м²,Индивидуальная,Новострой,1,,489 000 €,Продам,2-х комнатная квартира,7,Частное лицо,300 см,Kирпичный,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 20",Sahin Construction
,70 м²,,11,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104110189?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyODAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTAxODkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNDMzNjRlM2YtM2Q4Yy00Yjc5LTgwZTAtZTZiNjVjMGE3YmJkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjIwLjA3MzkyMDg1OVoifX0.jMwDqtiLZSckt0L658ga2kcoE90i6ZRlnxKQ1z36bhc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,104110189,,,,Новострой,,Квартира с ливингом,750 €,Сниму,2-х комнатная квартира,9,Частное лицо,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 45",
1,54 м²,Белый вариант,12,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101739166?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyODAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3MzkxNjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiOWUwYzE0NTktMWUwMS00ZjMyLWJiODktZDY2ODMzZGQwNmY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQyMTozMToyMC4wNzM5OTgxNDlaIn19.cmbksJMoKaFL4vu15AMmn4Mm94KUUhryuI4qarl76BY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,101739166,,,Индивидуальная,Новострой,,Квартира с ливингом,195 000 €,Продам,1-комнатная квартира,2,Частное лицо,,Kирпичный,"Кишинёв мун., Кишинёв, Центр, str. Serghei Lazo, 46",NG Invest
,46 м²,Белый вариант,12,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102448359?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyODAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0NDgzNTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2UwMTBlM2ItMmUzMi00NTlkLTgxYjUtZTEwNzA0YjdmN2Q2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjMxOjIwLjA3NDAzODYwMloifX0.bIecm2SzZIeEoekKIgy0hUdXrazg7IowFKQSI4EuCTo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,102448359,,46 м²,,Новострой,,,82 800 €,Продам,Комната,4,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",Inamstro
,58 м²,Индивидуальный дизайн,10,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103351010?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyODAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNTEwMTAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZjkzMTdiMDAtNDlkZS00ZmFmLThkYmQtN2UwZjhiN2EyMjBlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQyMTozMToyMC4wNzQwOTc4ODdaIn19.rxyCbfoNocs5ofWSRkmKz7Szzlj8gsfuzAsJfkUiKOk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,103351010,,,,Новострой,2,Квартира с ливингом,166 000 €,Продам,1-комнатная квартира,9,Частное лицо,,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, str. Independentei, 1/A",Urbanconstruct-tt
2,82 м²,,9,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104119679?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyODAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTk2NzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNzNkYTg2NDQtODhmYy00NzgyLTk5OWEtYjBiYjgxMDU4ODBlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTozMToyMC4wNzQxNDQ0M1oifX0.1DJmiNswoAZqobQGCR-i9DMvOOEqqv3nCrPtMoZITsA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,104119679,17 м²,,,Вторичный,3,,118 500 €,Продам,3-х комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 29",
1,32 м²,Eвроремонт,9,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104027423?location=subcategory&index=4837,104027423,,,Индивидуальная,Новострой,1,,69 900 €,Продам,1-комнатная квартира,6,Агентство,,Ячеистый Бетон,"Кишинёв мун., Кишинёв, Ботаника, Dimineții, 22",
1,63 м²,Eвроремонт,12,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104076404?location=subcategory&index=4838,104076404,,,Индивидуальная,Новострой,2,,115 000 €,Продам,2-х комнатная квартира,1,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Ботаника, Plaiului, 7",
1,74 м²,Eвроремонт,12,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103758864?location=subcategory&index=4839,103758864,,,Индивидуальная,Новострой,1,,139 990 €,Продам,2-х комнатная квартира,9,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Старая Почта, Calea Orheiului, 111/8",Exfactor-grup
2,64 м²,Косметический pемонт,10,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103598098?location=subcategory&index=4840,103598098,,,Варц (Варницкая),Вторичный,2,,93 000 €,Продам,3-х комнатная квартира,1,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 163/1",
1,41 м²,Белый вариант,7,Oткрытое,"1-комнатная квартира,  Окраина,  Яловены,  Яловены",https://999.md/ru/104062057?location=subcategory&index=4841,104062057,,,Индивидуальная,Новострой,Нет,,62 000 €,Продам,1-комнатная квартира,4,Агентство,,Бетон,"Яловены, Яловены, Окраина, Moldova, 2/3",Poliprim Grup
1,47 м²,Eвроремонт,11,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104040792?location=subcategory&index=4842,104040792,,,Индивидуальная,Новострой,1,,119 900 €,,1-комнатная квартира,10,Агентство,,Ячеистый Бетон,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 43 B,C",Basconslux
2,83 м²,Eвроремонт,10,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103428212?location=subcategory&index=4843,103428212,,,Индивидуальная,Новострой,1,,135 000 €,,2-х комнатная квартира,9,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 49/8",Exfactor-grup
1,60 м²,Eвроремонт,10,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104079631?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzk2MzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiOGI3ZGZlN2QtZWYyOS00MWE3LWJiNzMtOTM3OTYzNjRlYzQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTozMToxOS42ODA2OTc2MzlaIn19.-zbsUIk2iwu_X3swaUj-Sd4el7hVO0pcW-0WVorX9XU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4844,104079631,,,,Новострой,,Квартира с ливингом,700 €,Сдаю помесячно,2-х комнатная квартира,8,Частное лицо,,,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 1/A",Basconslux
,76 м²,,9,,"3-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103731157?location=subcategory&index=4845,103731157,,,,Новострой,,,97 500 €,Продам,3-х комнатная квартира,6,Агентство,,,"Кишинёв мун., Дурлешты, Окраина, ул. Картуша, 95/5",
1,45 м²,Eвроремонт,12,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103929176?location=subcategory&index=4846,103929176,,,Индивидуальная,Новострой,1,,116 900 €,Продам,1-комнатная квартира,2,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Рышкановка, Carierei, 5C",Lagmar Impex
,58 м²,,8,,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101883206?location=subcategory&index=4847,101883206,,58 м²,,Вторичный,,Квартира с ливингом,99 000 €,,1-комнатная квартира,3,Частное лицо,,,"Кишинёв мун., Дурлешты, Центр, str. Hîrtoape, 22/A",
,74 м²,Белый вариант,9,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104056204?location=subcategory&index=4848,104056204,,,,Новострой,,Квартира с ливингом,133 000 €,Продам,2-х комнатная квартира,4,Частное лицо,,,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 57",Dansicons
,35 м²,,11,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104014840?location=subcategory&index=4849,104014840,,,,Вторичный,,,63 900 €,Продам,1-комнатная квартира,9,Частное лицо,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 1/1",
1,69 м²,Eвроремонт,14,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103948145?location=subcategory&index=4850,103948145,,69 м²,,Вторичный,1,Квартира с ливингом,134 550 €,Продам,1-комнатная квартира,14,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Ghioceilor, 2/1",Comalion & Co
,85 м²,,10,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103796462?location=subcategory&index=4851,103796462,,,,Новострой,,,111 500 €,Продам,3-х комнатная квартира,7,Частное лицо,,,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3",
2,70 м²,Косметический pемонт,5,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103803776?location=subcategory&index=4852,103803776,,,102,Вторичный,1,,89 500 €,Продам,3-х комнатная квартира,4,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, Costiujeni, 15/2",
1,48 м²,,5,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102937721?location=subcategory&index=4853,102937721,,,,Вторичный,1,,81 900 €,Продам,2-х комнатная квартира,5,Частное лицо,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Teilor, 9/3",
,136 м²,Eвроремонт,15,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88986437?location=subcategory&index=4854,88986437,,,,Новострой,,,244 800 €,Продам,3-х комнатная квартира,14,Частное лицо,300 см,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 22/5",
2,56 м²,Eвроремонт,9,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103975422?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NzU0MjIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMjE6MzE6MTkuNjgwNzY3OTk5WiJ9fQ.2nXw8y6zLxqzQZmbW8fayBm9Uel_PPwnxMo2nRBmzd4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4855,103975422,,,,Вторичный,1,Квартира с ливингом,114 900 €,Продам,2-х комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Старая Почта, ул. Каля Орхеюлуй, 105/2",
1,44 м²,Без ремонта,5,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103892508?location=subcategory&index=4856,103892508,,,Хрущевка,Вторичный,1,,75 000 €,Продам,2-х комнатная квартира,5,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Центр, Grigore Vieru, 20",
1,34 м²,Eвроремонт,9,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103971627?location=subcategory&index=4857,103971627,,,Индивидуальная,Вторичный,Нет,,58 900 €,Продам,1-комнатная квартира,1,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Чокана, Voluntarilor, 10",
1,24 м²,Eвроремонт,5,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104046492?location=subcategory&index=4858,104046492,,,Индивидуальная,Вторичный,,,46 900 €,Продам,1-комнатная квартира,3,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 9/2",
2,98 м²,,11,Подземная,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104084259?location=subcategory&index=4859,104084259,,,,Новострой,,Квартира с ливингом,290 000 €,Продам,3-х комнатная квартира,5,Частное лицо,,,"Кишинёв мун., Кишинёв, Телецентр, str. Constantin Vârnav, 20",
1,30 м²,Eвроремонт,1,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101424173?location=subcategory&index=4860,101424173,,,,Вторичный,1,,36 000 €,Продам,1-комнатная квартира,1,Частное лицо,,Kотельцовый,Расположение,
,27 м²,Eвроремонт,5,,"1-комнатная квартира,  Молодово,  Бельцы,  Бельцы мун.",https://999.md/ru/103845207?location=subcategory&index=4861,103845207,,,,Вторичный,,,28 000 €,Продам,1-комнатная квартира,5,Частное лицо,,,"Бельцы мун., Бельцы, Молодово, str. Serghei Karasiov, 51",
1,50 м²,Eвроремонт,6,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104085069?location=subcategory&index=4862,104085069,,,,Новострой,,Квартира с ливингом,105 000 €,Продам,1-комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, ул. Ливиу Деляну, 10/2",Inamstro
1,31 м²,,9,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104102352?location=subcategory&index=4863,104102352,,,Мс (Молд. Серия),Вторичный,,,63 000 €,Продам,1-комнатная квартира,9,Частное лицо,,Панельный,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 3/2",
1,55 м²,Без ремонта,1,Oткрытое,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",https://999.md/ru/103874837?location=subcategory&index=4864,103874837,10 м²,45 м²,Индивидуальная,Вторичный,Нет,,59 900 €,Продам,2-х комнатная квартира,1,Агентство,3 см,Kотельцовый,"Оргеев, Оргеев, Центр, Maxim Gorkii, 9",
1,42 м²,Eвроремонт,9,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103639820?location=subcategory&index=4865,103639820,,,Индивидуальная,Новострой,1,,126 000 €,Продам,1-комнатная квартира,6,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, Ghica Voda, 5",
,42 м²,Индивидуальный дизайн,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103952261?location=subcategory&index=4866,103952261,,,,Вторичный,1,,85 900 €,Продам,2-х комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 7/1",
1,50 м²,Индивидуальный дизайн,5,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103951716?location=subcategory&index=4867,103951716,,,Индивидуальная,Вторичный,1,,98 500 €,,2-х комнатная квартира,5,Частное лицо,,,"Кишинёв мун., Кишинёв, Буюканы, str. Paris, 47",
1,69 м²,Eвроремонт,14,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103948145?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NDgxNDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZGIwMzFiMWYtZTc4NC00NGJlLWFhMGYtZDYyYjYwY2Q0N2M1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQyMTozMToxOS42ODA4MDIwODZaIn19.n8dHRzolui-VSFMq0GVCpS_5MwVyDc-s7cQsWvHqbQ4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4868,103948145,,69 м²,,Вторичный,1,Квартира с ливингом,134 550 €,Продам,1-комнатная квартира,14,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Ghioceilor, 2/1",Comalion & Co
1,52 м²,Eвроремонт,11,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103873894?location=subcategory&index=4869,103873894,,,Индивидуальная,Новострой,1,,89 900 €,Продам,1-комнатная квартира,11,Агентство,,Ячеистый Бетон,"Кишинёв мун., Кишинёв, Ботаника, Burebista, 40/2",Kirsan
,71 м²,,14,,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",https://999.md/ru/103776129?location=subcategory&index=4870,103776129,,,,Вторичный,,Квартира с ливингом,90 000 €,Продам,2-х комнатная квартира,9,Частное лицо,,,"Кишинёв мун., Ставчены, Центр, ул. Унирий, 20",
,82 м²,,9,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/89750964?location=subcategory&index=4871,89750964,,,,Новострой,,Квартира с ливингом,96 760 €,Продам,3-х комнатная квартира,6,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, șos. Hâncești, 142",Lagmar Impex
2,53 м²,Индивидуальный дизайн,9,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104076787?location=subcategory&index=4872,104076787,,53 м²,143,Вторичный,1,Квартира с ливингом,95 000 €,Продам,2-х комнатная квартира,3,Частное лицо,250 см,,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 9/2",
,30 м²,Косметический pемонт,5,,"1-комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",https://999.md/ru/104004012?location=subcategory&index=4873,104004012,,,,Вторичный,,,35 000 €,Продам,1-комнатная квартира,4,Частное лицо,,Kотельцовый,"Бельцы мун., Бельцы, БАМ, str. Bulgară, 120",
1,48 м²,Eвроремонт,10,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101541233?location=subcategory&index=4874,101541233,,,Индивидуальная,Новострой,1,,124 900 €,Продам,1-комнатная квартира,8,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Буюканы, Ion Buzdugan, 9",Exfactor-grup
1,53 м²,Косметический pемонт,1,,"2-х комнатная квартира,  Центр,  Фалешты,  Фалешты",https://999.md/ru/103307895?location=subcategory&index=4875,103307895,,,На земле,Вторичный,,,22 500 €,Продам,2-х комнатная квартира,1,Частное лицо,,Kирпичный,"Фалешты, Фалешты, Центр, str. Decebal, 1",
2,58 м²,Eвроремонт,12,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103874382?location=subcategory&index=4876,103874382,,,Индивидуальная,Новострой,2,Квартира с ливингом,125 000 €,Продам,1-комнатная квартира,1,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/1",Exfactor-grup
1,61 м²,Eвроремонт,6,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103841846?location=subcategory&index=4877,103841846,,,Индивидуальная,Новострой,2,Квартира с ливингом,113 500 €,Продам,1-комнатная квартира,4,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Буюканы, str. Cornului, 13/2",Gonvaro-Con
1,33 м²,Eвроремонт,9,,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102349973?location=subcategory&index=4878,102349973,,,135,Вторичный,,Квартира с ливингом,76 000 €,Продам,1-комнатная квартира,1,Частное лицо,,,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 51/2",
1,56 м²,Белый вариант,6,Гараж,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102831793?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQyNzksIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzE3OTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMjE6MzE6MTkuNjgwODM4MDc1WiJ9fQ.95Xzz7q6kpdyieaR8QRvRCg-GPZdrvkvXEeGZkKA-yk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4879,102831793,13 м²,,Индивидуальная,Новострой,Нет,Квартира без ливинга,81 432 €,Продам,2-х комнатная квартира,6,Застройщик,286 см,Ячеистый Бетон,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",Astercon
1,28 м²,Eвроремонт,5,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103971619?location=subcategory&index=4880,103971619,,,Хрущевка,Вторичный,1,,66 900 €,Продам,1-комнатная квартира,1,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 13/3",
,70 м²,,5,,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",https://999.md/ru/103456305?location=subcategory&index=4881,103456305,,,,Новострой,,Квартира с ливингом,77 000 €,Продам,2-х комнатная квартира,3,Частное лицо,,,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91/a",
1,45 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104007295?location=subcategory&index=4882,104007295,,,Хрущевка,Вторичный,1,,89 900 €,Продам,2-х комнатная квартира,3,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Nicolai Zelinski, 10",
,23 м²,Без ремонта,1,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102740484?location=subcategory&index=4883,102740484,,,,Вторичный,Нет,Квартира без ливинга,36 900 €,Продам,1-комнатная квартира,1,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Центр, str. Cojocarilor, 25",
1,38 м²,Белый вариант,10,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103911729?location=subcategory&index=4884,103911729,,,Индивидуальная,Новострой,1,Квартира с ливингом,44 900 €,Продам,1-комнатная квартира,9,Агентство,,Ячеистый Бетон,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 53A",Kirsan
