Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
2,Белый вариант,1,,,Застройщик,103069556,https://999.md/ru/103069556?location=subcategory&index=528&cardCategoryId=270&cardSubcategoryId=1404,,4,10,63 м²,2-х комнатная квартира,,Новострой,,,,107 200 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Pan Halippa, 2"
,,,,,Агентство,104325159,https://999.md/ru/104325159?location=subcategory&index=529&cardCategoryId=270&cardSubcategoryId=1404,,5,5,30 м²,1-комнатная квартира,,Вторичный,,,,62 900 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Lech Kaczynski, 10/2"
,Eвроремонт,1,,,Агентство,104459159,https://999.md/ru/104459159?location=subcategory&index=530&cardCategoryId=270&cardSubcategoryId=1404,,11,16,59 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,95 000 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,102295386,https://999.md/ru/102295386?location=subcategory&index=531&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,7,12,74 м²,2-х комнатная квартира,,Новострой,Exfactor-grup,,,215 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
2,Eвроремонт,1,,3000 см,Агентство,101770064,https://999.md/ru/101770064?location=subcategory&index=532&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,14,14,54 м²,1-комнатная квартира,,Новострой,Exfactor-grup,,,157 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a"
,Индивидуальный дизайн,1,,275 см,Агентство,104565149,https://999.md/ru/104565149?location=subcategory&index=533&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,9,38 м²,1-комнатная квартира,Oткрытое,Новострой,Pamir Construct,,,118 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 3"
,,,,,Частное лицо,104465984,https://999.md/ru/104465984?location=subcategory&index=534&cardCategoryId=270&cardSubcategoryId=1404,,5,19,77 м²,2-х комнатная квартира,,Новострой,Horus,,,134 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/8"
1,Eвроремонт,1,Индивидуальная,290 см,Агентство,104584685,https://999.md/ru/104584685?location=subcategory&index=535&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,5,67 м²,2-х комнатная квартира,Подземная,Новострой,Exfactor-grup,,,159 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 5"
1,Eвроремонт,1,,3000 см,Агентство,104583568,https://999.md/ru/104583568?location=subcategory&index=536&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,13,71 м²,2-х комнатная квартира,Подземная,Новострой,Exfactor-grup,,,218 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
,Eвроремонт,1,,,Частное лицо,104587485,https://999.md/ru/104587485?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjUwNzIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1ODc0ODUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODZiZDI4MjgtNDI3OC00MDVlLThkZTYtNTNiY2IzZmU2OGMwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE4OjI0OjMyLjY5Mzg5MjE2OVoifX0.NT_1WDJSx6UkNP9ftHVOIm-pAFZwmgNCsGadzUEFpeQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=537&cardCategoryId=270&cardSubcategoryId=1404,,5,5,57 м²,1-комнатная квартира,Oткрытое,Новострой,Inamstro,,,74 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, Costantin Stamate 27 , Bl.G"
2,Белый вариант,2,Индивидуальная,,Агентство,104504683,https://999.md/ru/104504683?location=subcategory&index=538&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,17,122 м²,3-х комнатная квартира,Oткрытое,Новострой,Eldorado Terra,,,269 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1"
,Eвроремонт,1,,,Частное лицо,103203499,https://999.md/ru/103203499?location=subcategory&index=539&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,19 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,54 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 8/6"
1,Eвроремонт,2,,,Агентство,104271510,https://999.md/ru/104271510?location=subcategory&index=540&cardCategoryId=270&cardSubcategoryId=1404,,1,5,45 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,85 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 7/2"
,,,,,Агентство,104329981,https://999.md/ru/104329981?location=subcategory&index=541&cardCategoryId=270&cardSubcategoryId=1404,,5,6,145 м²,2-х комнатная квартира,,Вторичный,,,,15 000 €,,Продам,"2-х комнатная квартира,  Центр,  Елизавета,  Бельцы мун.","Бельцы мун., Елизавета, Центр, Пушкина, 14"
,,,,,Частное лицо,102344225,https://999.md/ru/102344225?location=subcategory&index=542&cardCategoryId=270&cardSubcategoryId=1404,,1,2,160 м²,2-х комнатная квартира,,Вторичный,,,,48 500 €,,Продам,"2-х комнатная квартира,  Окраина,  Бык,  Кишинёв мун.",Расположение
,Косметический pемонт,1,,,Агентство,104269180,https://999.md/ru/104269180?location=subcategory&index=543&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,70 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,75 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,104268805,https://999.md/ru/104268805?location=subcategory&index=544&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,56 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,130 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,104268349,https://999.md/ru/104268349?location=subcategory&index=545&cardCategoryId=270&cardSubcategoryId=1404,,2,7,53 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,112 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр,  str-la. Tudor Vladimirescu, 52"
2,Eвроремонт,1,Индивидуальная,,Агентство,104268638,https://999.md/ru/104268638?location=subcategory&index=546&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,10,64 м²,2-х комнатная квартира,Oткрытое,Новострой,Peak Development,,,129 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,2,Индивидуальная,,Агентство,104268605,https://999.md/ru/104268605?location=subcategory&index=547&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,17,75 м²,2-х комнатная квартира,Oткрытое,Новострой,Eldorado Terra,,,220 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,104270326,https://999.md/ru/104270326?location=subcategory&index=548&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,14,80 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,140 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,Индивидуальная,,Агентство,104268409,https://999.md/ru/104268409?location=subcategory&index=549&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,8,43 м²,1-комнатная квартира,Oткрытое,Новострой,Erinvest,,,93 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Alexandru cel Bun, 2/8"
2,Белый вариант,2,Индивидуальная,,Агентство,102475105,https://999.md/ru/102475105?location=subcategory&index=550&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,9,52 м²,1-комнатная квартира,Oткрытое,Новострой,Exfactor-grup,,,82 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,Индивидуальная,,Агентство,104535175,https://999.md/ru/104535175?location=subcategory&index=551&cardCategoryId=270&cardSubcategoryId=1404,,5,10,54 м²,1-комнатная квартира,Oткрытое,Новострой,,,,117 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, 4"
,,,,,Застройщик,103395064,https://999.md/ru/103395064?location=subcategory&index=552&cardCategoryId=270&cardSubcategoryId=1404,,1,9,70 м²,2-х комнатная квартира,,Новострой,,,,89 200 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны","Криуляны, Криуляны, Центр, bd. Biruinței, 20"
