Балкон / лоджия,Планировка,Застройщик,link,Ливинг,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,Мс (Молд. Серия),,https://999.md/ru/104033884?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMzM4ODQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYjhjMjRiZmItNGVhNy00NjFmLWJmZWQtZTQ0M2IzZDA0MDI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA4LjIzODUzMjk3N1oifX0.bWNQsslL95c5B4PrvVAkDo-xN2I4lXEWaeeoNTfc-fI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,Квартира с ливингом,,,8,,,89 900 €,9,70 м²,"Бельцы мун., Бельцы, 10 квартал, str. Suceava, 3",104033884,Вторичный,Бетон,67 м²,"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/104101582?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODgsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDE1ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTA5ZTUxYTUtYjQ5Mi00OTUyLTgwN2ItNTIyYWE3MTlkMDhjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA4LjIzODcwOTk2N1oifX0.JQrwOayNzP6l1WU0DTRIMQv-z90B9YMQz1UNdd-0YXM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,Oткрытое,4,1,,500 €,5,52 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 10/5",104101582,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Eвроремонт
,,Inamstro,https://999.md/ru/101965153?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE5NjUxNTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNGIzZTcyMjEtMGFmMS00YTlmLWJiNjMtYjg2YTQzMjVkM2VmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowOC4yMzg3NTkwMzFaIn19.uaQP1vZeq75FFi2A4p46L8br84Rs-XDTxA2BCoNgFzk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,,12,1,,174 000 €,13,60 м²,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",101965153,Новострой,,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/104115567?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTU1NjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMzgxYmU1YmQtNTg2YS00YzVjLWI5MjctNTNjOTI4NDBiYjE1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowOC4yMzg4MDczMzJaIn19.6tNOtinABPoJrm_HluQvj-SNfvPNnNJeZZpSt0GJdCk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,,,2,,,75 000 €,7,75 м²,Расположение,104115567,Новострой,,,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны",Продам,Частное лицо,2-х комнатная квартира,
1,Индивидуальная,Stroy Invest,https://999.md/ru/57264969?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODgsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1NzI2NDk2OSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA4LjIzODg2MDU1N1oifX0.UyMfXaAtzBHX-juUKKD19YxBBoVmh3kUHxfExbc_iv4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,Квартира с ливингом,,Oткрытое,2,1,,100 €,4,75 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Primăverii, 11",57264969,Новострой,Kотельцовый,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Застройщик,3-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102448548?location=subcategory&index=2809,Квартира с ливингом,,Oткрытое,14,1,,165 000 €,15,85 м²,Расположение,102448548,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103697286?location=subcategory&index=2810,,,,6,,,116 900 €,7,52 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, -",103697286,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
,,,https://999.md/ru/103775077?location=subcategory&index=2811,Квартира с ливингом,,,5,1,,50 000 €,5,50 м²,"Кишинёв мун., Чореску, Центр, str. Moldova, 16",103775077,Вторичный,,44 м²,"2-х комнатная квартира,  Центр,  Чореску,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Нуждается в ремонте
2,,,https://999.md/ru/103621726?location=subcategory&index=2812,Квартира с ливингом,,Oткрытое,1,2,,124 900 €,6,75 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 58/27",103621726,Новострой,Kирпичный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,Volare Tur,https://999.md/ru/102635393?location=subcategory&index=2813,Квартира с ливингом,,Oткрытое,3,2,,270 000 €,17,95 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renasterii Nationale, 10",102635393,Новострой,Kирпичный,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,Sky House,https://999.md/ru/102903871?location=subcategory&index=2814,,,Oткрытое,6,1,,98 000 €,11,38 м²,Расположение,102903871,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,Dansicons,https://999.md/ru/102892288?location=subcategory&index=2815,Квартира с ливингом,,Подземная,3,1,,81 400 €,14,44 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renasterii Nationale, 33",102892288,Новострой,Kомбинированный,44 м²,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/102893942?location=subcategory&index=2816,Квартира с ливингом,,Oткрытое,2,1,,120 000 €,6,60 м²,Расположение,102893942,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/86855603?location=subcategory&index=2817,,,Oткрытое,2,1,,146 000 €,7,75 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Durlești, .",86855603,Новострой,,,"2-х комнатная квартира, 75 м², Буюканы, Кишинёв",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,,Astercon,https://999.md/ru/102831391?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzEzOTEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6Mzg6MDcuOTIzMzQxMTIzWiJ9fQ.G0dkFYrRr3Wuuo9x3gkva8CvplLI2PY2KYuo5DNk8ZQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2818,Квартира без ливинга,13 м²,Гараж,1,1,286 см,58 986 €,6,41 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102831391,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/101697689?location=subcategory&index=2819,Квартира с ливингом,,Oткрытое,9,2,,103 000 €,9,76 м²,Расположение,101697689,Новострой,,,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103390052?location=subcategory&index=2820,,,,5,2,,50 900 €,20,43 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 29/2",103390052,Вторичный,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Косметический pемонт
1,,,https://999.md/ru/103653691?location=subcategory&index=2821,Квартира с ливингом,,,7,1,,219 900 €,7,72 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/4",103653691,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/102558901?location=subcategory&index=2822,Квартира без ливинга,,Oткрытое,1,2,,81 000 €,2,43 м²,Расположение,102558901,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Косметический pемонт
,Индивидуальная,Exfactor-grup,https://999.md/ru/102560140?location=subcategory&index=2823,Квартира с ливингом,,Oткрытое,11,1,,215 000 €,13,70 м²,Расположение,102560140,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/102573598?location=subcategory&index=2824,Квартира с ливингом,,Oткрытое,3,1,,92 900 €,4,50 м²,Расположение,102573598,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Solomon Construct Imobil,https://999.md/ru/102549482?location=subcategory&index=2825,Квартира с ливингом,,Oткрытое,11,2,,107 500 €,12,67 м²,Расположение,102549482,Новострой,Mонолитный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,Exfactor-grup,https://999.md/ru/102558615?location=subcategory&index=2826,Квартира с ливингом,,Oткрытое,1,1,,235 000 €,9,86 м²,Расположение,102558615,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/48996780?location=subcategory&index=2827,,,Oткрытое,3,2,,215 000 €,3,101 м²,"Кишинёв мун., Кишинёв, Центр, str. Alexandr Pușkin, 30",48996780,Вторичный,Kотельцовый,50 м²,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Индивидуальный дизайн
2,,Lagmar Impex,https://999.md/ru/103284258?location=subcategory&index=2828,Квартира с ливингом,,Подземная,5,2,,95 300 €,10,66 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 9/1",103284258,Новострой,Kомбинированный,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
2,Индивидуальная,Braus Imobiliare,https://999.md/ru/102875746?location=subcategory&index=2829,Квартира с ливингом,,Oткрытое,17,2,,239 000 €,21,95 м²,Расположение,102875746,Новострой,Kирпичный,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Sky House,https://999.md/ru/102958141?location=subcategory&index=2830,Квартира с ливингом,,Oткрытое,3,1,,61 900 €,10,36 м²,Расположение,102958141,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
,,Estate Invest Company,https://999.md/ru/103011192?location=subcategory&index=2831,Квартира с ливингом,,,4,,3 см,107 000 €,6,77 м²,"Кишинёв мун., Думбрава, Центр, str. Durlești, 2b",103011192,Новострой,Kомбинированный,,"3-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Белый вариант
2,,Boiar House,https://999.md/ru/104071688?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzE2ODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNTFiNTA0YjgtZmRiMC00OWY3LWIyNjgtYzBmZGI2NWU5OGFiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkyMzQ1Mjk1MloifX0.1lFxr5qA3KZUhG9tDfQ7Oe5D4Ag1yJhzBlLaWRCulpQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2832,Квартира с ливингом,,Гараж,4,2,,145 000 €,8,80 м²,"Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, 24",104071688,Новострой,,,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101590297?location=subcategory&index=2833,Квартира с ливингом,,Oткрытое,16,1,,135 000 €,16,78 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Сармизеджетуса, 23",101590297,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,Estate Invest Company,https://999.md/ru/101590746?location=subcategory&index=2834,Квартира с ливингом,,Oткрытое,8,2,,89 890 €,12,89 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134",101590746,Новострой,,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/101619612?location=subcategory&index=2835,Квартира без ливинга,,Oткрытое,5,1,,79 900 €,5,50 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Aeroport, 13",101619612,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Косметический pемонт
2,,,https://999.md/ru/103470037?location=subcategory&index=2836,Квартира с ливингом,,Подземная,3,2,,127 500 €,6,65 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 56",103470037,Новострой,Kирпичный,61 м²,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
Нет,Индивидуальная,,https://999.md/ru/101540636?location=subcategory&index=2837,,,Oткрытое,14,1,,64 900 €,20,45 м²,"Кишинёв мун., Кишинёв, Ботаника, пр. Дачия, .",101540636,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Без ремонта
1,Индивидуальная,Estate Invest Company,https://999.md/ru/101880661?location=subcategory&index=2838,Квартира с ливингом,,Oткрытое,2,1,,105 000 €,9,50 м²,"Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 136",101880661,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,Astercon,https://999.md/ru/102196003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxOTYwMDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6Mzg6MDcuOTIzNTI5OTU2WiJ9fQ.B6qpaMHF5h3fkDL0Ajstjq-6P6bvpFBr-jPjJ3lGboo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2839,Квартира с ливингом,12 м²,Гараж,2,1,286 см,72 384 €,6,50 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102196003,Новострой,Ячеистый Бетон,,"Комната,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,Комната,Белый вариант
1,Индивидуальная,,https://999.md/ru/101972906?location=subcategory&index=2840,Квартира с ливингом,,Oткрытое,3,2,,96 350 €,10,61 м²,Расположение,101972906,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
2,Индивидуальная,,https://999.md/ru/101972584?location=subcategory&index=2841,Квартира с ливингом,,Oткрытое,2,2,,113 700 €,10,72 м²,Расположение,101972584,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/20499124?location=subcategory&index=2842,,,Подземная,7,1,,315 000 €,14,72 м²,"Кишинёв мун., Кишинёв, Центр, str. București, 96/1",20499124,Новострой,Kомбинированный,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Inamstro,https://999.md/ru/101926803?location=subcategory&index=2843,Квартира с ливингом,,Oткрытое,5,2,,390 000 €,8,105 м²,Расположение,101926803,Новострой,Kирпичный,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Basconslux,https://999.md/ru/102819171?location=subcategory&index=2844,Квартира без ливинга,,Oткрытое,4,1,,109 990 €,15,55 м²,Расположение,102819171,Новострой,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/101429695?location=subcategory&index=2845,,,Oткрытое,4,1,,135 000 €,10,52 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu;str. Nicolae Testemițanu, .",101429695,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Solomon Construct Imobil,https://999.md/ru/101392964?location=subcategory&index=2846,Квартира с ливингом,,Oткрытое,1,1,,114 800 €,12,46 м²,"Кишинёв мун., Кишинёв, Ботаника, Jubiliara, 39",101392964,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,Basconslux,https://999.md/ru/101810691?location=subcategory&index=2847,Квартира без ливинга,,Oткрытое,5,1,,155 000 €,10,65 м²,Расположение,101810691,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101860434?location=subcategory&index=2848,Квартира с ливингом,,Oткрытое,3,1,,92 900 €,5,55 м²,Расположение,101860434,Вторичный,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,Estate Invest Company,https://999.md/ru/103144899?location=subcategory&index=2849,Квартира с ливингом,,Подземная,3,2,,76 600 €,11,68 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",103144899,Новострой,Kирпичный,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
,,Estate Invest Company,https://999.md/ru/103144780?location=subcategory&index=2850,Квартира с ливингом,,Подземная,3,1,,60 300 €,11,53 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",103144780,Новострой,Kирпичный,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Брж (Брежневка),,https://999.md/ru/102962095?location=subcategory&index=2851,Квартира без ливинга,,Oткрытое,5,1,,86 900 €,5,44 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, 31/5",102962095,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,,Estate Invest Company,https://999.md/ru/102252692?location=subcategory&index=2852,Квартира с ливингом,,Подземная,1,1,275 см,104 900 €,11,50 м²,Расположение,102252692,Новострой,Kирпичный,50 м²,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/102536035?location=subcategory&index=2853,Квартира с ливингом,,Oткрытое,4,1,,139 999 €,9,77 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/12",102536035,Новострой,Kомбинированный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/102104112?location=subcategory&index=2854,Квартира с ливингом,,Oткрытое,7,1,,199 900 €,10,75 м²,Расположение,102104112,Новострой,Kирпичный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103925431?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjU0MzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiN2Q1YzJhNTAtOTQ4OC00YzcyLTg2YmUtNDAwZGQzZjdkZDY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkyMzU4ODE3M1oifX0.5aCfwms2PDIvIEumyc9bUwHdqEtBmWLZPDJFOpdk6HU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2855,Квартира с ливингом,,,7,,,76 500 €,16,41 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 19",103925431,Вторичный,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,
1,,Lagmar Impex,https://999.md/ru/101793438?location=subcategory&index=2856,Квартира с ливингом,,Oткрытое,12,2,,258 000 €,14,76 м²,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19/1",101793438,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,На земле,,https://999.md/ru/102542174?location=subcategory&index=2857,Квартира без ливинга,,Oткрытое,1,1,,137 000 €,1,60 м²,Расположение,102542174,Вторичный,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,,Inamstro,https://999.md/ru/101484629?location=subcategory&index=2858,Квартира с ливингом,,Oткрытое,11,1,,229 000 €,12,82 м²,"Кишинёв мун., Кишинёв, Чокана, ул. Алеку Руссо, 9/7",101484629,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,Estate Invest Company,https://999.md/ru/101528240?location=subcategory&index=2859,Квартира без ливинга,,Oткрытое,5,1,,43 672 €,12,41 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136",101528240,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,Nicons,https://999.md/ru/101503741?location=subcategory&index=2860,Квартира с ливингом,,Oткрытое,3,1,,51 480 €,9,43 м²,"Кишинёв мун., Дурлешты, Центр, Cartusa, 99/7",101503741,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
2,Индивидуальная,Braus Imobiliare,https://999.md/ru/101472103?location=subcategory&index=2861,Квартира с ливингом,,Oткрытое,8,1,,78 501 €,10,57 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 140",101472103,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
