Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Агентство,Eвроремонт,1,Новострой,,104074130,https://999.md/ru/104074130?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzQxMzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMTU4MzhjMjQtMTk2MS00Y2FlLWJhYzUtM2ZiY2RmYmVhNDU3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNi42NTQ1OTYwMTRaIn19.Vs01QrsiCJy6piVQLohykm4QueWoy5s2JvR4UsbGcJM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,15,,Exfactor-grup,229 000 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/A",,3-х комнатная квартира,92 м²
Застройщик,Незавершенное cтроительство,7,Новострой,1,103017213,https://999.md/ru/103017213?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTcyMTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTI6NTk6MzYuNjU0NjEwNTIxWiJ9fQ.dBBdeK2rQQCZZqrXS0CNuw19Wy_mCN7tM2ofw74Wz1Q&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,1,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,,10,,,43 056 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",,2-х комнатная квартира,47 м²
Частное лицо,Без ремонта,2,Вторичный,,103644564,https://999.md/ru/103644564?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NDQ1NjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMGMyMGMwNDAtY2VmMS00MWYwLWFjMTUtMTBmMTA0NmRkNDAzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM2LjY1NDY5ODA2WiJ9fQ.gmthfO27_CuU1YzZfWdHYLQBs_7Qt6nv04kZdW5YLl4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,1,,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,Kотельцовый,4,,A-casa,31 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Ișnovăț, 11",250 см,1-комнатная квартира,24 м²
Застройщик,Белый вариант,6,Новострой,,88243226,https://999.md/ru/88243226?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODI0MzIyNiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiIyMmUwNmE5Mi1jMjM5LTQ3MWItYTI4Yi1hMmIzMzBmNjQ1MjYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTI6NTk6MzYuNjU0NzE0NDlaIn19.cs_z_4_6YDeda9ALIx5Msqz3TmP2n-p5v54aNRTelzs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,1,,Гараж,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Квартира с ливингом,Продам,48 м²,Mонолитный,6,,,57 600 €,"Кишинёв мун., Криково, Центр, str. Vasile Alescandri, 5",295 см,1-комнатная квартира,48 м²
Агентство,,5,Новострой,,103885539,https://999.md/ru/103885539?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4ODU1MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2YyY2EzNzItMjY4ZS00YjFiLWFkMWQtODhhMjhlNmE0NzRkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNi42NTQ3MjcxMloifX0.BMc-Ni97VnWtHhleqmH1KzPad96y307VJsnYpBwXdI4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,9,,,1 000 €,"Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 2/1",,3-х комнатная квартира,80 м²
Застройщик,Белый вариант,8,Новострой,2,81834115,https://999.md/ru/81834115?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MTgzNDExNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiZmI3NDhhYTQtM2I5Zi00NDgwLWI1NjctOTVmOTJlYTViMDI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNi42NTQ3NDI0MTlaIn19.iv52YjR3Ja2qqpe-vuPVjaMip5OisX8ualkcS72OWp8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,2,,Oткрытое,"4-x комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,9,,,160 000 €,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/4",270 см,4-x комнатная квартира,146 м²
Агентство,Eвроремонт,5,Новострой,1,102677041,https://999.md/ru/102677041?location=subcategory&index=1639,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,,9,,,105 000 €,"Кишинёв мун., Кишинёв, Центр, str. Pavel Boțu, 9",,2-х комнатная квартира,47 м²
Застройщик,Белый вариант,9,Новострой,1,101141258,https://999.md/ru/101141258?location=subcategory&index=1640,2,,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,15,,,106 700 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,3-х комнатная квартира,81 м²
Агентство,Cерый вариант,2,Вторичный,3,103069044,https://999.md/ru/103069044?location=subcategory&index=1641,2,,Под навесом,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,,7,,,174 900 €,"Кишинёв мун., Кишинёв, Ботаника, Pandurilor, -",,3-х комнатная квартира,126 м²
Застройщик,,4,Новострой,,103839754,https://999.md/ru/103839754?location=subcategory&index=1642,,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Exfactor-grup,126 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",,1-комнатная квартира,47 м²
Частное лицо,Eвроремонт,2,Новострой,,102857773,https://999.md/ru/102857773?location=subcategory&index=1643,,,Oткрытое,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",Квартира с ливингом,,,Kирпичный,9,,,103 200 €,"Бельцы мун., Бельцы, БАМ, str. Decebal, 124",273 см,3-х комнатная квартира,63 м²
Частное лицо,Eвроремонт,2,Вторичный,1,103946186,https://999.md/ru/103946186?location=subcategory&index=1644,1,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,119 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 12",,3-х комнатная квартира,60 м²
Застройщик,Белый вариант,6,Новострой,1,103571858,https://999.md/ru/103571858?location=subcategory&index=1645,2,,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,11,,Solomon Construct Imobil,97 650 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/4",,2-х комнатная квартира,63 м²
Агентство,,8,Вторичный,,103887167,https://999.md/ru/103887167?location=subcategory&index=1646,,143,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,89 500 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 28",,2-х комнатная квартира,51 м²
Застройщик,Белый вариант,13,Новострой,1,103411537,https://999.md/ru/103411537?location=subcategory&index=1647,1,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,Inamstro,74 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",,1-комнатная квартира,48 м²
Частное лицо,Белый вариант,5,Новострой,1,104067527,https://999.md/ru/104067527?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjc1MjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNTRkNjVjMmQtOTY0NS00M2M0LTliNzUtZmEyNzI2ZmIyNjFiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk5ODY4MjU3NloifX0.opZx4o2DmKb2w9BfnBqIfLFFf-NCtJ6JfBR8fhzOlSg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1648,1,Индивидуальная,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,Ячеистый Бетон,12,39 м²,Sky House,50 000 €,"Кишинёв мун., Кишинёв, Ботаника, Cetatea Albă nr 11/G, Noua",220 см,1-комнатная квартира,39 м²
Агентство,Eвроремонт,1,Вторичный,,104095002,https://999.md/ru/104095002?location=subcategory&index=1649,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,,4,,,44 000 €,"Кишинёв мун., Кишинёв, Ботаника, Bacioii Noi , .",,1-комнатная квартира,24 м²
Агентство,Белый вариант,4,Новострой,1,100531803,https://999.md/ru/100531803?location=subcategory&index=1650,2,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,,,5,,,120 354 €,"Кишинёв мун., Кишинёв, Буюканы, strada Bisericii, 17",,3-х комнатная квартира,92 м²
Агентство,Eвроремонт,2,Вторичный,,103027185,https://999.md/ru/103027185?location=subcategory&index=1651,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,,,,5,,,75 000 €,"Кишинёв мун., Дурлешты, Центр, str. Grigore Ureche, 10/A",,2-х комнатная квартира,46 м²
Застройщик,Белый вариант,1,Новострой,,102614279,https://999.md/ru/102614279?location=subcategory&index=1652,1,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Lagmar Impex,53 961 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,1-комнатная квартира,38 м²
Агентство,Косметический pемонт,2,Вторичный,1,103121490,https://999.md/ru/103121490?location=subcategory&index=1653,2,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,,,5,,,89 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Gheorghe Asachi, 62",,2-х комнатная квартира,60 м²
Агентство,Eвроремонт,3,Новострой,,102840285,https://999.md/ru/102840285?location=subcategory&index=1654,1,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,,Kирпичный,10,,,220 000 €,"Кишинёв мун., Кишинёв, Буюканы,  str. Onisifor Ghibu, 10",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,7,Новострой,1,103933605,https://999.md/ru/103933605?location=subcategory&index=1655,1,Индивидуальная,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,,,8,,,115 000 €,"Кишинёв мун., Кишинёв, Буюканы, Cornului, 23",,1-комнатная квартира,49 м²
Частное лицо,Eвроремонт,3,Вторичный,1,104115759,https://999.md/ru/104115759?location=subcategory&index=1656,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,47 м²,,5,,,119 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Индепенденцей, 9/1",250 см,2-х комнатная квартира,47 м²
Застройщик,,5,Вторичный,,104115500,https://999.md/ru/104115500?location=subcategory&index=1657,,,,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,Kотельцовый,6,,,22 800 €,"Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 3",,Комната,16 м²
Агентство,,5,Новострой,,103904606,https://999.md/ru/103904606?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MDQ2MDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2YyY2EzNzItMjY4ZS00YjFiLWFkMWQtODhhMjhlNmE0NzRkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1OTozNS45OTg3MzE3MTJaIn19.PCmdn2WnX-EeWGn3CSxfMUHKYpw5ZstFi-b8fBp2Vfk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1658,,,,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,10,,,1 299 €,"Кишинёв мун., Кишинёв, Центр, bd. C. Negruzzi, 2/3",,4-x комнатная квартира,130 м²
Застройщик,Белый вариант,4,Новострой,Нет,87749896,https://999.md/ru/87749896?location=subcategory&index=1659,1,,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Mонолитный,5,,A-casa,81 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Gheorghe Codreanu, 77",,1-комнатная квартира,54 м²
Застройщик,Белый вариант,6,Новострой,,101689801,https://999.md/ru/101689801?location=subcategory&index=1660,1,,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,8,,,58 900 €,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 142",,1-комнатная квартира,45 м²
Агентство,Eвроремонт,15,Вторичный,1,101793186,https://999.md/ru/101793186?location=subcategory&index=1661,2,,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,18,,,120 000 €,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 77",,3-х комнатная квартира,90 м²
Агентство,,5,Новострой,,103954794,https://999.md/ru/103954794?location=subcategory&index=1662,,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,,,12,,,149 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, ---",,2-х комнатная квартира,65 м²
Агентство,,4,Новострой,,104030404,https://999.md/ru/104030404?location=subcategory&index=1663,,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,7,,,185 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, ---",,2-х комнатная квартира,65 м²
Агентство,Eвроремонт,1,Новострой,Нет,103886936,https://999.md/ru/103886936?location=subcategory&index=1664,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kирпичный,6,,Interactiv,215 000 €,"Кишинёв мун., Кишинёв, Телецентр, str-la 2 Ciocârliei, 4/3",,2-х комнатная квартира,80 м²
Агентство,Eвроремонт,10,Новострой,,103322726,https://999.md/ru/103322726?location=subcategory&index=1665,2,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,,13,,,218 900 €,"Кишинёв мун., Кишинёв, Центр, str. Ion Nistor, 2",,3-х комнатная квартира,82 м²
Агентство,Белый вариант,5,Новострой,1,102776435,https://999.md/ru/102776435?location=subcategory&index=1666,1,Индивидуальная,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,,Kирпичный,6,,,72 320 €,Расположение,,1-комнатная квартира,45 м²
Агентство,Белый вариант,9,Новострой,,102603988,https://999.md/ru/102603988?location=subcategory&index=1667,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,,10,,,92 000 €,Расположение,,1-комнатная квартира,48 м²
Агентство,Eвроремонт,9,Новострой,1,103932557,https://999.md/ru/103932557?location=subcategory&index=1668,1,,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,,144 900 €,"Кишинёв мун., Кишинёв, Ботаника, Independentei , 28",,2-х комнатная квартира,55 м²
Застройщик,Eвроремонт,3,Новострой,1,103613385,https://999.md/ru/103613385?location=subcategory&index=1669,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,Kомбинированный,11,,Dansicons,126 500 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 23/1",,2-х комнатная квартира,63 м²
Частное лицо,Eвроремонт,1,Новострой,,104083094,https://999.md/ru/104083094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODMwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNzQ4OWVjNGQtNTQxNy00ZTY0LTg1OTMtYzhkNmNkZTQ5NDA5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk5ODgwMzU1NFoifX0.hNC5N6PCQB5uuvrZiKZ6yrb6q6V9G8VI-_9xzFzI-l8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1670,,,,"Комната,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Сдаю помесячно,,Блочный,10,,,550 €,"Кишинёв мун., Кишинёв, Рышкановка, Bulevardul Renașterii Naționale 4, 4",,Комната,43 м²
Агентство,Eвроремонт,9,Вторичный,1,103932700,https://999.md/ru/103932700?location=subcategory&index=1671,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,10,,,84 500 €,"Кишинёв мун., Кишинёв, Ботаника, dacia, .",,1-комнатная квартира,43 м²
Агентство,Eвроремонт,3,Вторичный,1,103596665,https://999.md/ru/103596665?location=subcategory&index=1672,1,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,,,5,,,125 500 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 205/2",,3-х комнатная квартира,70 м²
Застройщик,Белый вариант,2,Новострой,1,104077592,https://999.md/ru/104077592?location=subcategory&index=1673,1,,Подземная,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,89 м²,,8,,,89 000 €,"Кишинёв мун., Дурлешты, Центр, str.Regina Elisabeta, *",,3-х комнатная квартира,89 м²
Застройщик,Белый вариант,2,Новострой,1,104077412,https://999.md/ru/104077412?location=subcategory&index=1674,1,,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,68 м²,,7,,,72 760 €,"Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, *",,2-х комнатная квартира,68 м²
Агентство,Eвроремонт,3,Вторичный,,104062862,https://999.md/ru/104062862?location=subcategory&index=1675,,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,4,,,77 500 €,"Кишинёв мун., Кишинёв, Рышкановка, Dumitru Riscanu , 4",,1-комнатная квартира,33 м²
Агентство,Eвроремонт,10,Новострой,1,104094809,https://999.md/ru/104094809?location=subcategory&index=1676,1,Индивидуальная,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,,,Kирпичный,12,,,199 900 €,"Кишинёв мун., Кишинёв, Чокана,  bd. Mircea cel Bătrân, 41",,2-х комнатная квартира,65 м²
Агентство,,9,Новострой,1,88648244,https://999.md/ru/88648244?location=subcategory&index=1677,2,Индивидуальная,Подземная,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,Kирпичный,10,,Vasigur Grup,225 000 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 4/4",,3-х комнатная квартира,75 м²
Агентство,Белый вариант,3,Новострой,1,85739644,https://999.md/ru/85739644?location=subcategory&index=1678,2,Индивидуальная,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,6,,,235 000 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5",,2-х комнатная квартира,102 м²
Агентство,Eвроремонт,1,Новострой,,104085111,https://999.md/ru/104085111?location=subcategory&index=1679,1,,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,6,,Inamstro,105 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Ливиу Деляну, 10/2",,1-комнатная квартира,50 м²
Агентство,Eвроремонт,7,Новострой,1,104031042,https://999.md/ru/104031042?location=subcategory&index=1680,2,,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,13,,Exfactor-grup,235 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,3-х комнатная квартира,90 м²
Агентство,Eвроремонт,6,Новострой,1,104021952,https://999.md/ru/104021952?location=subcategory&index=1681,1,,Oткрытое,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,,,9,,,126 900 €,"Кишинёв мун., Дурлешты, Окраина, str. Cartuşa, 95/3",,2-х комнатная квартира,70 м²
Частное лицо,Индивидуальный дизайн,5,Вторичный,Нет,103925134,https://999.md/ru/103925134?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM1NzUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjUxMzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiODY2ZmE4OWQtODAxYi00MGYzLTk2YjMtMTgzYzI1Y2FiZTExIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU5OjM1Ljk5ODg4NDk3M1oifX0.Kp8EWPTScZELw3k64PlH9WAblce7uS2d3P3l3kipSsc&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1682,1,Индивидуальная,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kомбинированный,6,,,56 000 €,"Кишинёв мун., Кишинёв, Центр, пр-т Григория Виеру, 21/2",,2-х комнатная квартира,42 м²
Агентство,Eвроремонт,9,Новострой,1,103982373,https://999.md/ru/103982373?location=subcategory&index=1683,1,,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,10,,Lagmar Impex,129 950 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Албишоара, 72/5",,2-х комнатная квартира,52 м²
Агентство,Eвроремонт,3,Новострой,1,103965430,https://999.md/ru/103965430?location=subcategory&index=1684,1,,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,Braus Imobiliare,79 500 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 38/1",,1-комнатная квартира,31 м²
Агентство,Eвроремонт,6,Новострой,2,103883873,https://999.md/ru/103883873?location=subcategory&index=1685,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,14,,Exfactor-grup,265 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,2-х комнатная квартира,90 м²
Агентство,Eвроремонт,4,Новострой,1,103843552,https://999.md/ru/103843552?location=subcategory&index=1686,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,9,,Exfactor-grup,172 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 13",,2-х комнатная квартира,72 м²
Агентство,Eвроремонт,10,Новострой,,103758825,https://999.md/ru/103758825?location=subcategory&index=1687,1,,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,14,,Estate Invest Company,119 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136",,1-комнатная квартира,54 м²
