Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Жилая площадь,price,Ливинг,Тип,Адрес,title,Площадь кухни
3,Белый вариант,2,,,Частное лицо,103934257,https://999.md/ru/103934257?location=subcategory&index=4038&cardCategoryId=270&cardSubcategoryId=1404,3,,10,87 м²,2-х комнатная квартира,Подземная,Новострой,Inamstro,,143 550 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
2,Eвроремонт,1,,Индивидуальная,Агентство,104178637,https://999.md/ru/104178637?location=subcategory&index=4039&cardCategoryId=270&cardSubcategoryId=1404,3,,5,45 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,92 000 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, Str.Zelinski, --","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
1,Индивидуальный дизайн,1,,Индивидуальная,Агентство,104596015,https://999.md/ru/104596015?location=subcategory&index=4040&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,4,36 м²,1-комнатная квартира,,Вторичный,,18 м²,60 499 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 5/1","1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",7 м²
2,Косметический pемонт,2,,135,Агентство,104393131,https://999.md/ru/104393131?location=subcategory&index=4041&cardCategoryId=270&cardSubcategoryId=1404,7,,9,76 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,105 000 €,,Продам,"Кишинёв мун., Кишинёв, Буюканы, Liviu Deleanu, -","3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
,,,,,Агентство,103419216,https://999.md/ru/103419216?location=subcategory&index=4042&cardCategoryId=270&cardSubcategoryId=1404,1,,4,30 м²,1-комнатная квартира,,Вторичный,,,58 000 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 51v","1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
,,,,,Агентство,103419685,https://999.md/ru/103419685?location=subcategory&index=4043&cardCategoryId=270&cardSubcategoryId=1404,3,,5,50 м²,2-х комнатная квартира,,Вторичный,,,86 000 €,,Продам,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 15","2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
,Eвроремонт,1,,,Агентство,104257604,https://999.md/ru/104257604?location=subcategory&index=4044&cardCategoryId=270&cardSubcategoryId=1404,5,,6,45 м²,2-х комнатная квартира,,Вторичный,,,92 500 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, ---","2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
1,Eвроремонт,1,,Хрущевка,Частное лицо,103784688,https://999.md/ru/103784688?location=subcategory&index=4045&cardCategoryId=270&cardSubcategoryId=1404,3,,5,35 м²,1-комнатная квартира,,Вторичный,,,71 999 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Teilor, 9/3","1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
,,,275 см,,Агентство,104609338,https://999.md/ru/104609338?location=subcategory&index=4046&cardCategoryId=270&cardSubcategoryId=1404,8,,10,64 м²,2-х комнатная квартира,Oткрытое,Новострой,Inamstro,,146 900 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6","2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
,,,,,Агентство,103732559,https://999.md/ru/103732559?location=subcategory&index=4047&cardCategoryId=270&cardSubcategoryId=1404,2,,5,45 м²,2-х комнатная квартира,,Вторичный,,,69 900 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 806","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
,Незавершенное cтроительство,,,,Застройщик,101016651,https://999.md/ru/101016651?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzEwNDgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDEwMTY2NTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MDQ6MDguNTczNjYyNTEyWiJ9fQ.6__FV7xPV87_O4X47Wsz3Yntv7miTSehVxL0y7iqTbg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4048&cardCategoryId=270&cardSubcategoryId=1404,9,,10,87 м²,3-х комнатная квартира,,Новострой,Boiar House,,86 800 €,,Продам,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B","3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
1,Косметический pемонт,1,,,Частное лицо,104609330,https://999.md/ru/104609330?location=subcategory&index=4049&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,5,45 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,75 000 €,,Продам,"Яловены, Яловены, Центр, ул. Даниил Сихастру, 2","2-х комнатная квартира,  Центр,  Яловены,  Яловены",
,,,,,Агентство,104407376,https://999.md/ru/104407376?location=subcategory&index=4050&cardCategoryId=270&cardSubcategoryId=1404,2,,4,138 м²,2-х комнатная квартира,,Новострой,,,330 000 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Рышкановка, str. Fiodor Tolbuhin, 24","2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
1,Белый вариант,2,,,Агентство,102102657,https://999.md/ru/102102657?location=subcategory&index=4051&cardCategoryId=270&cardSubcategoryId=1404,5,,16,75 м²,3-х комнатная квартира,Oткрытое,Новострой,Lagmar Impex,,108 750 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4","3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
,,,,,Частное лицо,104609313,https://999.md/ru/104609313?location=subcategory&index=4052&cardCategoryId=270&cardSubcategoryId=1404,9,,13,73 м²,2-х комнатная квартира,,Новострой,,73 м²,188 000 €,,Продам,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Starostenco, 25","2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
3,Косметический pемонт,2,,Мс (Молд. Серия),Агентство,102597998,https://999.md/ru/102597998?location=subcategory&index=4053&cardCategoryId=270&cardSubcategoryId=1404,6,Панельный,9,82 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,120 000 €,Квартира без ливинга,Продам,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 16","3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
,Косметический pемонт,1,,,Агентство,104206141,https://999.md/ru/104206141?location=subcategory&index=4054&cardCategoryId=270&cardSubcategoryId=1404,11,,14,33 м²,1-комнатная квартира,Oткрытое,Вторичный,,,59 900 €,,Продам,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 5/3","1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
,Белый вариант,,,,Агентство,104587999,https://999.md/ru/104587999?location=subcategory&index=4055&cardCategoryId=270&cardSubcategoryId=1404,4,,10,48 м²,1-комнатная квартира,,Новострой,Varincom,,94 800 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 13","1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
1,Eвроремонт,2,,143,Агентство,103560771,https://999.md/ru/103560771?location=subcategory&index=4056&cardCategoryId=270&cardSubcategoryId=1404,5,Панельный,9,60 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,118 900 €,,Продам,"Кишинёв мун., Кишинёв, Центр, Albișoara, 18","2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Нет,Eвроремонт,1,,,Агентство,104135703,https://999.md/ru/104135703?location=subcategory&index=4057&cardCategoryId=270&cardSubcategoryId=1404,4,Панельный,9,36 м²,Комната,Oткрытое,Вторичный,,,43 900 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 18/3","Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",
1,Незавершенное cтроительство,2,,Индивидуальная,Агентство,103904814,https://999.md/ru/103904814?location=subcategory&index=4058&cardCategoryId=270&cardSubcategoryId=1404,10,Kомбинированный,16,69 м²,2-х комнатная квартира,Oткрытое,Новострой,Lagmar Impex,,102 900 €,,Продам,"Кишинёв мун., Кишинёв, Рышкановка, Calea Mosilor, J","2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
1,Eвроремонт,1,,Хрущевка,Агентство,104425262,https://999.md/ru/104425262?location=subcategory&index=4059&cardCategoryId=270&cardSubcategoryId=1404,2,Панельный,5,62 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,115 000 €,,Продам,"Кишинёв мун., Кишинёв, Буюканы, str. Alexandru Marinescu, 15/2","2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
1,Eвроремонт,1,,Брж (Брежневка),Агентство,104066402,https://999.md/ru/104066402?location=subcategory&index=4060&cardCategoryId=270&cardSubcategoryId=1404,1,Kотельцовый,5,101 м²,2-х комнатная квартира,,Вторичный,,,135 000 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 16/2","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
3,Косметический pемонт,2,,143,Агентство,104161113,https://999.md/ru/104161113?location=subcategory&index=4061&cardCategoryId=270&cardSubcategoryId=1404,1,Панельный,9,86 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,94 900 €,,Продам,"Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spătarul, 25","3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Нет,Eвроремонт,1,,Индивидуальная,Агентство,104572416,https://999.md/ru/104572416?location=subcategory&index=4062&cardCategoryId=270&cardSubcategoryId=1404,3,Kомбинированный,10,54 м²,1-комнатная квартира,,Новострой,Estate Invest Company,,103 500 €,,Продам,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136","1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
