Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
Exfactor-grup,Kирпичный,https://999.md/ru/103675034?location=subcategory&index=4816&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,13,72 м²,Белый вариант,Новострой,,2-х комнатная квартира,134 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",,Продам,,103675034,11,Агентство,2,Индивидуальная
Pamir Construct,Kомбинированный,https://999.md/ru/103527391?location=subcategory&index=4817&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,8,54 м²,Eвроремонт,Новострой,,2-х комнатная квартира,143 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5",,Продам,,103527391,7,Агентство,1,Индивидуальная
Lagmar Impex,Kомбинированный,https://999.md/ru/103527144?location=subcategory&index=4818&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,174 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13",,Продам,,103527144,11,Агентство,1,Индивидуальная
Loid,Kомбинированный,https://999.md/ru/103484287?location=subcategory&index=4819&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,13,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,194 900 €,"Кишинёв мун., Кишинёв, Ботаника, пр-т Куза Водэ, 5/1",,Продам,,103484287,2,Агентство,1,Индивидуальная
,,https://999.md/ru/103439930?location=subcategory&index=4820&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,9,55 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,195 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Митрополит Дософтей, 100",,Продам,,103439930,7,Агентство,1,Индивидуальная
Lagmar Impex,Kомбинированный,https://999.md/ru/103432819?location=subcategory&index=4821&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,14,65 м²,Белый вариант,Новострой,,2-х комнатная квартира,126 750 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19",,Продам,,103432819,11,Агентство,1,Индивидуальная
Eldorado Terra,Kомбинированный,https://999.md/ru/103394991?location=subcategory&index=4822&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,11,62 м²,Eвроремонт,Новострой,,2-х комнатная квартира,159 500 €,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 3/3",,Продам,,103394991,9,Агентство,2,Индивидуальная
Pamir Construct,Kомбинированный,https://999.md/ru/103265571?location=subcategory&index=4823&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,75 м²,Eвроремонт,Новострой,,3-х комнатная квартира,199 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5",,Продам,,103265571,3,Агентство,1,Индивидуальная
Exfactor-grup,Kирпичный,https://999.md/ru/103246966?location=subcategory&index=4824&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,67 м²,Eвроремонт,Новострой,,2-х комнатная квартира,199 900 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A",,Продам,,103246966,10,Агентство,1,Индивидуальная
,,https://999.md/ru/103373968?location=subcategory&index=4825&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,9,80 м²,Eвроремонт,Новострой,,2-х комнатная квартира,210 000 €,"Кишинёв мун., Кишинёв, Центр, str. Petru Movilă, 23",,Продам,,103373968,9,Агентство,1,
Flormin-Com,,https://999.md/ru/102865055?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI3NjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4NjUwNTUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMjA6MzI6NDYuNjMyOTAyMTM5WiJ9fQ.eNAaxwT_m08tUiqQhf1ehXWPGr5Z9MrvmlIaRWYjWIQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4826&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,219 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10",,Продам,,102865055,3,Агентство,,
,,https://999.md/ru/100963931?location=subcategory&index=4827&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,4,42 м²,Белый вариант,Новострой,,1-комнатная квартира,51 587 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",290 см,Продам,,100963931,3,Застройщик,1,
,,https://999.md/ru/100964080?location=subcategory&index=4828&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,4,72 м²,Белый вариант,Новострой,27 м²,2-х комнатная квартира,102 979 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",290 см,Продам,,100964080,2,Застройщик,1,
,Kотельцовый,https://999.md/ru/104607259?location=subcategory&index=4829&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,1,5,40 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,75 000 €,"Кишинёв мун., Кишинёв, Центр, șos. Hâncești, -",,Продам,,104607259,1,Агентство,,Индивидуальная
,,https://999.md/ru/103461307?location=subcategory&index=4830&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,16,65 м²,,Новострой,,2-х комнатная квартира,194 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, ---",,Продам,,103461307,2,Агентство,,
Dansicons,,https://999.md/ru/100018693?location=subcategory&index=4831&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",Квартира с ливингом,1,6,64 м²,Белый вариант,Новострой,,2-х комнатная квартира,79 750 €,Расположение,,Продам,,100018693,6,Застройщик,1,Индивидуальная
,Панельный,https://999.md/ru/103745963?location=subcategory&index=4832&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,2,9,90 м²,Нуждается в ремонте,Вторичный,,4-x комнатная квартира,111 000 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, /",,Продам,,103745963,5,Агентство,3,143
,,https://999.md/ru/101555632?location=subcategory&index=4833&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,12,61 м²,,Новострой,,1-комнатная квартира,115 900 €,Расположение,,Продам,,101555632,2,Агентство,,
,,https://999.md/ru/101873686?location=subcategory&index=4834&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,2,10,97 м²,Eвроремонт,Новострой,,3-х комнатная квартира,179 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 39",,Продам,,101873686,5,Агентство,1,
Estate Invest Company,,https://999.md/ru/89031948?location=subcategory&index=4835&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,9,89 м²,Белый вариант,Новострой,,3-х комнатная квартира,119 610 €,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 1 B",,Продам,,89031948,7,Застройщик,,
,,https://999.md/ru/101937070?location=subcategory&index=4836&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Квартира с ливингом,1,7,81 м²,Белый вариант,Новострой,,2-х комнатная квартира,133 650 €,"Кишинёв мун., Кодру, Центр, ул. Кобзарилор, 100",,Продам,,101937070,7,Агентство,1,
,,https://999.md/ru/89259371?location=subcategory&index=4837&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,1,9,63 м²,Белый вариант,Новострой,,2-х комнатная квартира,180 000 €,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 0",,Продам,,89259371,1,Агентство,1,
,,https://999.md/ru/101937393?location=subcategory&index=4838&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Квартира с ливингом,1,7,53 м²,Белый вариант,Новострой,,2-х комнатная квартира,76 850 €,"Кишинёв мун., Кодру, Центр, ул. Кобзарилор, 100",,Продам,,101937393,5,Агентство,1,
,,https://999.md/ru/87210229?location=subcategory&index=4839&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",,2,7,105 м²,Белый вариант,Новострой,,3-х комнатная квартира,82 532 €,"Бельцы мун., Бельцы, 10 квартал, str. Strîi, 17/2",,Продам,,87210229,5,Агентство,3,
,,https://999.md/ru/101937114?location=subcategory&index=4840&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Квартира с ливингом,1,7,63 м²,Белый вариант,Новострой,,2-х комнатная квартира,91 350 €,"Кишинёв мун., Кодру, Центр, ул. Кобзарилор, 100",,Продам,,101937114,3,Агентство,1,
,,https://999.md/ru/104528290?location=subcategory&index=4841&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,70 м²,,Вторичный,,3-х комнатная квартира,96 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 22/3",,Продам,,104528290,9,Агентство,1,
,,https://999.md/ru/103484132?location=subcategory&index=4842&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,13,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,194 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 5/1",,Продам,,103484132,2,Агентство,1,
