Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
,,https://999.md/ru/104133430?location=subcategory&index=4427&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,18,38 м²,Белый вариант,Новострой,,1-комнатная квартира,65 000 €,"Кишинёв мун., Кишинёв, Ботаника, Cetatea Alba, -11F",,Продам,,104133430,3,Агентство,,
Carpeni,Kотельцовый,https://999.md/ru/103912744?location=subcategory&index=4428&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,5,45 м²,Косметический pемонт,Вторичный,,2-х комнатная квартира,78 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 32/2",,Продам,,103912744,2,Агентство,1,Хрущевка
,,https://999.md/ru/103807560?location=subcategory&index=4429&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",,,9,16 м²,,Вторичный,,Комната,22 900 €,Расположение,,Продам,,103807560,9,Частное лицо,,
,Панельный,https://999.md/ru/104593625?location=subcategory&index=4430&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,73 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,98 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 19",,Продам,,104593625,7,Агентство,3,Мс (Молд. Серия)
,Панельный,https://999.md/ru/104575361?location=subcategory&index=4431&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,32 м²,Eвроремонт,Вторичный,,1-комнатная квартира,73 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 9/1",,Продам,,104575361,4,Агентство,1,
,Панельный,https://999.md/ru/104466409?location=subcategory&index=4432&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,9,50 м²,Косметический pемонт,Вторичный,8 м²,2-х комнатная квартира,77 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 5",,Продам,28 м²,104466409,2,Агентство,1,
,,https://999.md/ru/103879419?location=subcategory&index=4433&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,5,64 м²,Cерый вариант,Новострой,,3-х комнатная квартира,65 000 €,"Кишинёв мун., Кишинёв, Телецентр, Schinoasa Vale, -",,Продам,,103879419,5,Агентство,1,
,,https://999.md/ru/103879414?location=subcategory&index=4434&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",,1,5,64 м²,Cерый вариант,Новострой,,3-х комнатная квартира,65 000 €,"Кишинёв мун., Кодру, Центр, Schinoasa Vale, -",,Продам,,103879414,5,Агентство,1,
,Панельный,https://999.md/ru/104013313?location=subcategory&index=4435&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,70 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,125 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 9/2",,Продам,,104013313,1,Агентство,1,135
,,https://999.md/ru/103878901?location=subcategory&index=4436&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",,1,6,20 м²,Eвроремонт,Вторичный,,Комната,31 500 €,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 14/1",,Продам,,103878901,5,Агентство,,
,,https://999.md/ru/104041834?location=subcategory&index=4437&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",,1,6,14 м²,Косметический pемонт,Вторичный,,Комната,26 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 26/3A",,Продам,,104041834,6,Агентство,1,
Exfactor-grup,,https://999.md/ru/104575865?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzIwNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NzU4NjUiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiY2I3MmExN2UtY2I0Mi00NTEzLWFhYTQtODQ2YjQwNmQ4ZTRlIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQyMDoyMDo0Ny4yODk0NDc2OTdaIn19.NetVygSf54Zl0EmGRUtiqt7t8-apn3fgmBR0YRxISZk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4438&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,12,70 м²,Eвроремонт,Новострой,,2-х комнатная квартира,218 000 €,Расположение,,Продам,,104575865,1,Агентство,1,
,,https://999.md/ru/103863241?location=subcategory&index=4439&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",,,9,16 м²,Eвроремонт,Вторичный,,Комната,23 900 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 26",,Продам,,103863241,3,Агентство,,
,Панельный,https://999.md/ru/104340707?location=subcategory&index=4440&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,10,75 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,105 500 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 23",,Продам,,104340707,9,Агентство,2,
,,https://999.md/ru/103878656?location=subcategory&index=4441&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,11,95 м²,Eвроремонт,Новострой,,2-х комнатная квартира,164 900 €,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 55/5",,Продам,,103878656,11,Агентство,,
,Kотельцовый,https://999.md/ru/104141323?location=subcategory&index=4442&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,35 м²,,Вторичный,,1-комнатная квартира,63 900 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 20/2",,Продам,,104141323,2,Агентство,1,Чш (Чешка)
,Панельный,https://999.md/ru/104573793?location=subcategory&index=4443&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,9,70 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,99 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 103/2",,Продам,,104573793,5,Агентство,2,
,,https://999.md/ru/103878700?location=subcategory&index=4444&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,14,120 м²,Eвроремонт,Новострой,,3-х комнатная квартира,225 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 4",,Продам,,103878700,11,Агентство,3,
,,https://999.md/ru/104573706?location=subcategory&index=4445&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,5,45 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,94 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 13",,Продам,,104573706,1,Агентство,,
,Kотельцовый,https://999.md/ru/104573633?location=subcategory&index=4446&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,5,60 м²,Eвроремонт,Вторичный,,3-х комнатная квартира,115 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 36",,Продам,,104573633,4,Агентство,2,
,Kотельцовый,https://999.md/ru/104573541?location=subcategory&index=4447&cardCategoryId=270&cardSubcategoryId=1404,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",,1,5,22 м²,Eвроремонт,Вторичный,,Комната,48 500 €,"Кишинёв мун., Кишинёв, Ботаника, Belgrad, 19/1",,Продам,,104573541,3,Агентство,Нет,
,Kотельцовый,https://999.md/ru/104573385?location=subcategory&index=4448&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,1,5,30 м²,Eвроремонт,Вторичный,,1-комнатная квартира,74 900 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Матей Басараб, 5/3",,Продам,,104573385,1,Агентство,1,Чш (Чешка)
,,https://999.md/ru/103878302?location=subcategory&index=4449&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,5,47 м²,Eвроремонт,Вторичный,,2-х комнатная квартира,94 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Парис, 38/2",,Продам,,103878302,4,Агентство,1,
Inamstro,,https://999.md/ru/104401870?location=subcategory&index=4450&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,10,53 м²,Eвроремонт,Новострой,,2-х комнатная квартира,145 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/4",,Продам,,104401870,2,Агентство,Нет,
Dansicons,,https://999.md/ru/100013004?location=subcategory&index=4451&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",Квартира с ливингом,2,6,65 м²,Белый вариант,Новострой,,2-х комнатная квартира,80 875 €,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91/M",,Продам,,100013004,4,Застройщик,1,Индивидуальная
,,https://999.md/ru/104441516?location=subcategory&index=4452&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,5,140 м²,,Новострой,,3-х комнатная квартира,344 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Creangă, 20",,Продам,,104441516,3,Застройщик,2,
