Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
2,,2,,,Агентство,104271569,https://999.md/ru/104271569?location=subcategory&index=605&cardCategoryId=270&cardSubcategoryId=1404,,4,9,95 м²,,4-x комнатная квартира,Вторичный,,,,159 900 €,,Продам,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 89"
1,Белый вариант,1,,,Агентство,104309728,https://999.md/ru/104309728?location=subcategory&index=606&cardCategoryId=270&cardSubcategoryId=1404,,4,5,53 м²,,1-комнатная квартира,Новострой,,,,89 880 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Bulevardul Europei , --"
,Незавершенное cтроительство,1,,,Частное лицо,101845429,https://999.md/ru/101845429?location=subcategory&index=607&cardCategoryId=270&cardSubcategoryId=1404,,3,9,47 м²,,1-комнатная квартира,Новострой,,,,51 920 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, dacia 59, 59"
,Индивидуальный дизайн,2,,,Агентство,104270158,https://999.md/ru/104270158?location=subcategory&index=608&cardCategoryId=270&cardSubcategoryId=1404,,1,5,85 м²,Oткрытое,4-x комнатная квартира,Вторичный,,,,179 900 €,Квартира с ливингом,Продам,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 7/2"
,,,,,Агентство,104322687,https://999.md/ru/104322687?location=subcategory&index=609&cardCategoryId=270&cardSubcategoryId=1404,,4,10,50 м²,,1-комнатная квартира,Новострой,,,,93 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 87"
,Eвроремонт,1,,Индивидуальная,Агентство,104422395,https://999.md/ru/104422395?location=subcategory&index=610&cardCategoryId=270&cardSubcategoryId=1404,,7,9,69 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,155 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,,Гостинка,Агентство,104422861,https://999.md/ru/104422861?location=subcategory&index=611&cardCategoryId=270&cardSubcategoryId=1404,,9,10,29 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,41 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,Индивидуальный дизайн,2,,,Частное лицо,100744895,https://999.md/ru/100744895?location=subcategory&index=612&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,10,96 м²,Подземная,2-х комнатная квартира,Новострой,Dansicons,,,245 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
3,,2,,,Агентство,101043586,https://999.md/ru/101043586?location=subcategory&index=613&cardCategoryId=270&cardSubcategoryId=1404,,8,9,124 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,265 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mitropolitul Petru Movilă, *"
Нет,Белый вариант,,,,Агентство,104312468,https://999.md/ru/104312468?location=subcategory&index=614&cardCategoryId=270&cardSubcategoryId=1404,,1,10,48 м²,,2-х комнатная квартира,Новострой,Lagmar Impex,,,69 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142"
2,Eвроремонт,1,,,Частное лицо,104594943,https://999.md/ru/104594943?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjUyMDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTQ5NDMiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNWE2OTk3OWUtNDRlZi00OTI1LTk3ODktYTkzODE4N2VhYzQyIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjI2OjQyLjA5MTc3NDAyNVoifX0.d83bzpYlYKi5_TQI-iYXSljYrrVE36BZbLbkg-9defU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=615&cardCategoryId=270&cardSubcategoryId=1404,,5,10,48 м²,,3-х комнатная квартира,Новострой,,,,106 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 53E"
1,Eвроремонт,1,,Индивидуальная,Агентство,104300725,https://999.md/ru/104300725?location=subcategory&index=616&cardCategoryId=270&cardSubcategoryId=1404,,7,12,49 м²,Oткрытое,1-комнатная квартира,Новострой,Flormin-Com,,,109 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,Индивидуальная,Агентство,104301780,https://999.md/ru/104301780?location=subcategory&index=617&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,50 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,89 500 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,3 см,Индивидуальная,Застройщик,102234175,https://999.md/ru/102234175?location=subcategory&index=618&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,9,38 м²,Подземная,1-комнатная квартира,Новострой,Lagmar Impex,12 м²,14 м²,54 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142"
Нет,Индивидуальный дизайн,1,,,Агентство,104447165,https://999.md/ru/104447165?location=subcategory&index=619&cardCategoryId=270&cardSubcategoryId=1404,,4,9,42 м²,Oткрытое,1-комнатная квартира,Новострой,,,,126 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13."
1,Белый вариант,2,,Индивидуальная,Агентство,104448477,https://999.md/ru/104448477?location=subcategory&index=620&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,14,75 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,145 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Застройщик,101340799,https://999.md/ru/101340799?location=subcategory&index=621&cardCategoryId=270&cardSubcategoryId=1404,,3,9,30 м²,,Комната,Новострой,,,,35 600 €,,Продам,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, пр. Дачия, 59"
,,,,,Частное лицо,103664355,https://999.md/ru/103664355?location=subcategory&index=622&cardCategoryId=270&cardSubcategoryId=1404,,4,4,63 м²,,2-х комнатная квартира,Новострой,,,,100 000 €,,Продам,"2-х комнатная квартира,  Центр,  Страшены,  Страшены","Страшены, Страшены, Центр, str. Ştefan cel Mare și Sfînt, 127"
1,Eвроремонт,1,,Индивидуальная,Агентство,104391223,https://999.md/ru/104391223?location=subcategory&index=623&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,9,12,60 м²,Oткрытое,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,97 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Eвроремонт,1,,102,Агентство,104377280,https://999.md/ru/104377280?location=subcategory&index=624&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,53 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,73 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Расположение
1,,2,,,Агентство,104269443,https://999.md/ru/104269443?location=subcategory&index=625&cardCategoryId=270&cardSubcategoryId=1404,,18,20,40 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,88 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Albisoara, 82/3"
1,Eвроремонт,1,,,Застройщик,102864753,https://999.md/ru/102864753?location=subcategory&index=626&cardCategoryId=270&cardSubcategoryId=1404,,2,12,73 м²,,2-х комнатная квартира,Новострой,Inamstro,,,236 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6"
1,Eвроремонт,1,275 см,,Агентство,104398796,https://999.md/ru/104398796?location=subcategory&index=627&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,10,57 м²,,1-комнатная квартира,Новострой,Dansicons,15 м²,25 м²,120 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Studenţilor, 9/18"
1,Белый вариант,2,,Индивидуальная,Застройщик,102700618,https://999.md/ru/102700618?location=subcategory&index=628&cardCategoryId=270&cardSubcategoryId=1404,Блочный,5,5,56 м²,Подземная,2-х комнатная квартира,Новострой,,,,52 900 €,,Продам,"2-х комнатная квартира,  Окраина,  Кожушна,  Страшены","Страшены, Кожушна, Окраина, str. Valeriu Cupcea, 47"
,Eвроремонт,1,,Индивидуальная,Агентство,104385195,https://999.md/ru/104385195?location=subcategory&index=629&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,12,53 м²,Oткрытое,1-комнатная квартира,Новострой,Estate Invest Company,,,119 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,,Индивидуальная,Агентство,104312498,https://999.md/ru/104312498?location=subcategory&index=630&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,12,68 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,,199 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
