Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Агентство,104616958,https://999.md/ru/104616958?location=subcategory&index=373&cardCategoryId=270&cardSubcategoryId=1404,,2,16,68 м²,,2-х комнатная квартира,Новострой,,,,135 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 28/2"
1,Eвроремонт,1,Индивидуальная,265 см,Частное лицо,104257874,https://999.md/ru/104257874?location=subcategory&index=374&cardCategoryId=270&cardSubcategoryId=1404,Блочный,5,7,48 м²,Подземная,1-комнатная квартира,Новострой,,,46 м²,107 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Regina Elisaveta 2B, 2B"
1,Eвроремонт,2,,,Агентство,102827242,https://999.md/ru/102827242?location=subcategory&index=375&cardCategoryId=270&cardSubcategoryId=1404,,7,13,76 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,215 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28"
,Косметический pемонт,,,,Частное лицо,104559652,https://999.md/ru/104559652?location=subcategory&index=376&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,4,4,70 м²,,3-х комнатная квартира,Вторичный,Elit Construct,,,36 000 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Центр,  Новые Мерены,  Новые Анены","Новые Анены, Новые Мерены, Центр, -, -"
1,Eвроремонт,1,,,Агентство,103726623,https://999.md/ru/103726623?location=subcategory&index=377&cardCategoryId=270&cardSubcategoryId=1404,,1,9,72 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,139 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Картуша, 95"
2,Eвроремонт,2,102,2700 см,Агентство,104092193,https://999.md/ru/104092193?location=subcategory&index=378&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,9,65 м²,Oткрытое,2-х комнатная квартира,Вторичный,,18 м²,30 м²,115 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Vladimir Korolenko, 59/2"
1,Белый вариант,1,,,Агентство,101202034,https://999.md/ru/101202034?location=subcategory&index=379&cardCategoryId=270&cardSubcategoryId=1404,,2,11,70 м²,Oткрытое,2-х комнатная квартира,Новострой,Varincom,,,123 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 13"
,Cерый вариант,,,,Агентство,103468310,https://999.md/ru/103468310?location=subcategory&index=380&cardCategoryId=270&cardSubcategoryId=1404,,3,9,54 м²,,2-х комнатная квартира,Новострой,,,,60 000 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Testemitanu, 61"
,Eвроремонт,,,,Агентство,103446756,https://999.md/ru/103446756?location=subcategory&index=381&cardCategoryId=270&cardSubcategoryId=1404,,12,13,56 м²,,1-комнатная квартира,Новострой,,,,149 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 6"
1,Белый вариант,2,,280 см,Агентство,104441252,https://999.md/ru/104441252?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ3OTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0NDEyNTIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiYTU4ZmJkZjEtMWY5MC00ZTFiLTlkY2UtNzFmM2RkNjEzN2Y5IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxODoxOTo1Ny42NTg4NDYzMzdaIn19.isXFIPtEZ9cowOclTCwwZ9xDNIkMphqqaHrK_rt0N58&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=382&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,9,73 м²,,2-х комнатная квартира,Новострой,Golban Trade,14 м²,,109 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 98/F"
,Белый вариант,,Индивидуальная,,Частное лицо,104483856,https://999.md/ru/104483856?location=subcategory&index=383&cardCategoryId=270&cardSubcategoryId=1404,,7,10,52 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,72 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Браништий, 5/3"
1,Белый вариант,1,,,Агентство,103416892,https://999.md/ru/103416892?location=subcategory&index=384&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,8,11,51 м²,,2-х комнатная квартира,Новострой,,,,56 826 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. N. Dimo, 101"
2,Eвроремонт,1,,,Агентство,103095652,https://999.md/ru/103095652?location=subcategory&index=385&cardCategoryId=270&cardSubcategoryId=1404,,7,9,100 м²,,2-х комнатная квартира,Новострой,,,100 м²,225 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 128"
1,Eвроремонт,1,,,Агентство,103747265,https://999.md/ru/103747265?location=subcategory&index=386&cardCategoryId=270&cardSubcategoryId=1404,,6,8,68 м²,,2-х комнатная квартира,Новострой,,,,141 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
,Eвроремонт,1,,,Агентство,103616767,https://999.md/ru/103616767?location=subcategory&index=387&cardCategoryId=270&cardSubcategoryId=1404,,2,2,32 м²,,1-комнатная квартира,Новострой,,,,65 500 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Atelierilor , 17"
,Eвроремонт,,,,Агентство,103725672,https://999.md/ru/103725672?location=subcategory&index=388&cardCategoryId=270&cardSubcategoryId=1404,,15,15,41 м²,,1-комнатная квартира,Новострой,,,,110 000 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Str. Romana, 2/3a"
2,Eвроремонт,2,,280 см,Агентство,103156796,https://999.md/ru/103156796?location=subcategory&index=389&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,Пентхаус,12,95 м²,Подземная,4-x комнатная квартира,Новострой,,,,500 000 €,,Продам,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 7"
,Eвроремонт,1,Индивидуальная,,Агентство,102238964,https://999.md/ru/102238964?location=subcategory&index=390&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,9,94 м²,,3-х комнатная квартира,Новострой,,,,139 900 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Codrilor, 22/1"
1,Белый вариант,1,Индивидуальная,,Агентство,102877995,https://999.md/ru/102877995?location=subcategory&index=391&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,9,44 м²,,1-комнатная квартира,Новострой,,,,60 833 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр,  Șos. Hâncești, 142"
1,Eвроремонт,1,,,Агентство,104450002,https://999.md/ru/104450002?location=subcategory&index=392&cardCategoryId=270&cardSubcategoryId=1404,,2,10,67 м²,,2-х комнатная квартира,Новострой,,,,199 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Ioana Radu, 27"
,,,,,Частное лицо,104157840,https://999.md/ru/104157840?location=subcategory&index=393&cardCategoryId=270&cardSubcategoryId=1404,,6,9,33 м²,,1-комнатная квартира,Новострой,,,,75 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/5"
,Eвроремонт,3,,,Агентство,104461212,https://999.md/ru/104461212?location=subcategory&index=394&cardCategoryId=270&cardSubcategoryId=1404,,11,12,300 м²,,4-x комнатная квартира,Новострой,,,,530 000 €,,Продам,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Studentilor, 9/20"
1,Eвроремонт,2,102,,Агентство,104572875,https://999.md/ru/104572875?location=subcategory&index=395&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,105 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Str. Pandurilor, 21"
1,Eвроремонт,1,,,Агентство,102808062,https://999.md/ru/102808062?location=subcategory&index=396&cardCategoryId=270&cardSubcategoryId=1404,,1,15,91 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,228 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 41/A"
