Балкон / лоджия,Планировка,Застройщик,link,Площадь кухни,Ливинг,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,Ecovzor,https://999.md/ru/103760032?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjAwMzIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2E1ZjNlMGYtODg5Yy00NGZkLTgzZGQtMDRlZjhmYjYzNmY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzU3OTgzNloifX0.kvcqSRzG_3Redsha6zPdLnmokOS-87Omhn9wVxy1HBY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,Квартира с ливингом,Oткрытое,2,,,139 199 €,14,58 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",103760032,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/76838836?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3NjgzODgzNiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE1ZTFhYmItNzdjMC00MWJjLTlhNjUtZjYzZGM3OWMwYWY3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo0Mjo1Ny4wMDc2MTU3ODdaIn19.rZxqLkS6M5IHDQQ4ZilQdlx_GWt2paq7haj5ziQ7yUM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,15 м²,,Oткрытое,15,1,300 см,75 €,15,90 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 6/2",76838836,Новострой,Kотельцовый,75 м²,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,3-х комнатная квартира,Индивидуальный дизайн
,,Basconslux,https://999.md/ru/85801054?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NTgwMTA1NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJiMmE3MTgxMC03YTExLTQwMmYtYmQ2OS1jNWMwMDkwYzM2YzIiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTc6NDI6NTcuMDA3Njg1MzA2WiJ9fQ.Lqh7GJMfC3kKomF8jreQx1OOg1fTZuNfQMw0-A9M2H4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,Подземная,2,2,,795 €,10,100 м²,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 24/1",85801054,Новострой,Блочный,100 м²,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Sky House,https://999.md/ru/104067527?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjc1MjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTRkNjVjMmQtOTY0NS00M2M0LTliNzUtZmEyNzI2ZmIyNjFiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzcwMjU0OVoifX0.wg9J7N84FqlKoi3djWTDwVTBPTYJF2fOn-fARy-Yv6g&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,39 м²,,Oткрытое,5,1,220 см,50 000 €,12,39 м²,"Кишинёв мун., Кишинёв, Ботаника, Cetatea Albă nr 11/G, Noua",104067527,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
1,,,https://999.md/ru/103749006?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NDkwMDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmJlOWZmY2UtODhjNC00MjU4LTg2YTYtMDA0ZmFiOGM0OGQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0Mjo1Ny4wMDc3MTg2MjdaIn19._8P9yGiXQUR_gWbwV3DVTqhnj7hbUs31YvVX4RkE6Lo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,Квартира с ливингом,Oткрытое,10,2,,192 000 €,11,130 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 128/1",103749006,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/102719607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MTk2MDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU3LjAwNzczMjAxM1oifX0.-iOioJp-_L6mTAMYR4OyucVYFfE7vx_yVCAGm5cnHOg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,Квартира с ливингом,,13,1,,849 MDL,14,67 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testemițanu, 3/17",102719607,Новострой,Бетон,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,1-комнатная квартира,Eвроремонт
Нет,Индивидуальная,Estate Invest Company,https://999.md/ru/102051622?location=subcategory&index=2029,,,Подземная,3,1,,71 400 €,6,51 м²,"Кишинёв мун., Думбрава, Окраина, Durlesti, 1",102051622,Новострой,Kирпичный,,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.",,Агентство,1-комнатная квартира,Незавершенное cтроительство
Нет,Индивидуальная,Dansicons,https://999.md/ru/103531023?location=subcategory&index=2030,,,Oткрытое,3,2,,190 000 €,13,86 м²,"Кишинёв мун., Кишинёв, Центр, Petru Rareș, 36",103531023,Новострой,Kирпичный,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,Dansicons,https://999.md/ru/103502943?location=subcategory&index=2031,,,Подземная,2,2,,255 000 €,12,148 м²,"Кишинёв мун., Кишинёв, Центр, Nicolae Testemițanu, 23/1",103502943,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/103264586?location=subcategory&index=2032,,,Oткрытое,6,1,,79 900 €,6,55 м²,"Кишинёв мун., Кишинёв, Ботаника, GRENOBLE, 106B",103264586,Вторичный,Kомбинированный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,,,https://999.md/ru/103794003?location=subcategory&index=2033,,,Oткрытое,7,2,,87 500 €,9,55 м²,"Кишинёв мун., Кишинёв, Ботаника, Costiujeni, 6",103794003,Вторичный,Панельный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Косметический pемонт
,,,https://999.md/ru/102495559?location=subcategory&index=2034,,Квартира с ливингом,,6,1,270 см,66 500 €,7,41 м²,"Кишинёв мун., Кишинёв, Буюканы, Str Sucevita, 41",102495559,Вторичный,Kотельцовый,41 м²,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Eвроремонт
1,Хрущевка,,https://999.md/ru/102877710?location=subcategory&index=2035,,,Oткрытое,3,1,,85 000 €,4,43 м²,"Кишинёв мун., Кишинёв, Ботаника, Pandurilor, 68",102877710,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,,,https://999.md/ru/103179449?location=subcategory&index=2036,,,Oткрытое,6,1,,33 500 €,9,15 м²,"Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 94/1",103179449,Вторичный,Панельный,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,Комната,Eвроремонт
1,,,https://999.md/ru/104090485?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTA0ODUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiZmQ4Zjk5NTMtMTI5ZS00NjFlLTllYTUtMzUyZDk1NzNlNTA5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU2LjMzNTU4NTY0N1oifX0.w341AF3FqtHJ_Nb056RF9CKdM1AxNcfvpJu-g-49l4I&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2037,,Квартира с ливингом,,3,1,,720 €,9,50 м²,"Кишинёв мун., Кишинёв, Центр, str. Pan Halippa, 6",104090485,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,1-комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/103700085?location=subcategory&index=2038,,,Oткрытое,3,2,,55 000 €,5,45 м²,"Кишинёв мун., Кишинёв, Ботаника, Frumușica, 1",103700085,Вторичный,Kотельцовый,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Косметический pемонт
1,102,,https://999.md/ru/103439353?location=subcategory&index=2039,,,Oткрытое,2,2,,116 000 €,5,71 м²,"Кишинёв мун., Дурлешты, Окраина, Chimiștilor, 13",103439353,Вторичный,Kотельцовый,,"3-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Косметический pемонт
1,Малосемейная,,https://999.md/ru/103355306?location=subcategory&index=2040,,,,4,1,,28 600 €,5,22 м²,"Кишинёв мун., Кишинёв, Ботаника, Belgrad, 17",103355306,Вторичный,Kотельцовый,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,Комната,Eвроремонт
1,Индивидуальная,Comalion & Co,https://999.md/ru/101363094?location=subcategory&index=2041,,,Oткрытое,4,1,,144 500 €,15,70 м²,"Кишинёв мун., Кишинёв, Буюканы, Ghioceilor, 2",101363094,Новострой,Kомбинированный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Косметический pемонт
Нет,Индивидуальная,Nordinvest Construct,https://999.md/ru/103874254?location=subcategory&index=2042,,,Oткрытое,7,1,,94 900 €,9,45 м²,"Кишинёв мун., Кишинёв, Рышкановка, Dumitru Râșcanu, 33/4",103874254,Новострой,Kомбинированный,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
Нет,Индивидуальная,Estate Invest Company,https://999.md/ru/103613349?location=subcategory&index=2043,,,Oткрытое,7,1,,129 900 €,12,61 м²,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136 B",103613349,Новострой,Kирпичный,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,Pro Invest Construct,https://999.md/ru/103872931?location=subcategory&index=2044,,,Oткрытое,5,1,,119 900 €,10,60 м²,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni 96/3, 3",103872931,Новострой,Kирпичный,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Индивидуальный дизайн
Нет,Индивидуальная,Nicons,https://999.md/ru/102048827?location=subcategory&index=2045,,,Oткрытое,1,1,,62 950 €,11,50 м²,"Кишинёв мун., Дурлешты, Центр, Cartușa, 95/7",102048827,Новострой,Kомбинированный,,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
Нет,Индивидуальная,Inamstro,https://999.md/ru/103931066?location=subcategory&index=2046,,,Oткрытое,8,1,,172 000 €,12,62 м²,"Кишинёв мун., Кишинёв, Рышкановка, Alecu Russo, 9/7",103931066,Новострой,Kомбинированный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,,Gonvaro-Con,https://999.md/ru/102988724?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5ODg3MjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiY2NkNWQyNjItNGZhNy00YzgzLTg2MzYtM2Y4ZTNhMWEzMmQ4IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU2LjMzNTY1OTg3WiJ9fQ.DwqVx1BKVloN36bVyCVTwSOlkUoIk479kts0cd0f4tQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2047,11 м²,Квартира с ливингом,,8,1,,157 000 €,9,72 м²,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 11",102988724,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103837862?location=subcategory&index=2048,,,Oткрытое,10,2,,202 000 €,10,130 м²,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 128/1",103837862,Новострой,Kирпичный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,,Estate Invest Company,https://999.md/ru/103294601?location=subcategory&index=2049,,,Подземная,11,1,,119 900 €,12,60 м²,"Кишинёв мун., Дурлешты, Окраина, Ialoveni, 136",103294601,Новострой,Kомбинированный,,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Lagmar Impex,https://999.md/ru/103349080?location=subcategory&index=2050,,,Oткрытое,3,2,,99 220 €,9,82 м²,"Кишинёв мун., Кишинёв, Телецентр, Sos.Hincesti, 142 P",103349080,Новострой,Kомбинированный,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Незавершенное cтроительство
1,Индивидуальная,Basconslux,https://999.md/ru/101854484?location=subcategory&index=2051,,,Oткрытое,10,1,,151 000 €,11,72 м²,"Кишинёв мун., Кишинёв, Телецентр, Spricenoaia, 3E",101854484,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,Eldorado Terra,https://999.md/ru/103614788?location=subcategory&index=2052,,,Oткрытое,2,2,,155 000 €,14,90 м²,"Кишинёв мун., Кишинёв, Чокана, Ginta Latină, 19/4",103614788,Новострой,Kотельцовый,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103406779?location=subcategory&index=2053,,,Oткрытое,6,1,,83 500 €,6,70 м²,"Кишинёв мун., Кишинёв, Ботаника, Independenței, 10/4",103406779,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103863294?location=subcategory&index=2054,,,Oткрытое,5,2,,114 900 €,7,65 м²,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 58",103863294,Новострой,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Poliprim Grup,https://999.md/ru/103764689?location=subcategory&index=2055,13 м²,,Oткрытое,4,2,,72 000 €,9,67 м²,"Кишинёв мун., Дурлешты, Центр, Nicolae Dimo, 24",103764689,Новострой,Kотельцовый,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
1,Индивидуальная,Basconslux,https://999.md/ru/103057056?location=subcategory&index=2056,,,Подземная,1,1,,146 900 €,13,70 м²,"Кишинёв мун., Кишинёв, Буюканы, Alba Iulia, 113",103057056,Новострой,Kомбинированный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103963343?location=subcategory&index=2057,,,Oткрытое,3,2,,130 000 €,13,63 м²,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 259/10",103963343,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103823367?location=subcategory&index=2058,,,Oткрытое,8,2,,89 900 €,16,70 м²,"Кишинёв мун., Кишинёв, Ботаника, Bulevardul Traian, 23/1",103823367,Вторичный,Kомбинированный,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Косметический pемонт
,,Eldorado Terra,https://999.md/ru/103219606?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMyMTk2MDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjJiMGMxNWQtM2E5Ni00YWI4LTgwMTItMTU5YzRmYjk3MDU2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQyOjU2LjMzNTc1ODA3M1oifX0.er_1z8WOzOxB1p5hkUA-PAmDU9BZGtf_Ocybq59CmI8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2059,,Квартира с ливингом,,5,,,115 000 €,15,41 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 3",103219606,Новострой,Бетон,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103836633?location=subcategory&index=2060,,,Oткрытое,2,1,,100 999 €,9,46 м²,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 100/3",103836633,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102203901?location=subcategory&index=2061,,,,3,1,270 см,165 000 €,4,67 м²,"Кишинёв мун., Кишинёв, Центр, Ion Inculet, 97",102203901,Новострой,Kотельцовый,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103943659?location=subcategory&index=2062,,Квартира без ливинга,,Подвал,,,65 464 €,1,129 м²,"Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 75",103943659,Вторичный,,,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,
1,,,https://999.md/ru/103973810?location=subcategory&index=2063,,,Oткрытое,3,1,,87 900 €,4,59 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, /",103973810,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Косметический pемонт
,,Estate Invest Company,https://999.md/ru/101506358?location=subcategory&index=2064,,,,4,,,101 528 €,9,68 м²,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 1",101506358,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
2,Индивидуальная,,https://999.md/ru/88588767?location=subcategory&index=2065,,,Oткрытое,2,2,340 см,420 000 €,6,140 м²,"Кишинёв мун., Кишинёв, Центр, str. București, 26",88588767,Новострой,Kирпичный,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
,,Flormin-Com,https://999.md/ru/102950004?location=subcategory&index=2066,,Квартира с ливингом,,2,1,,220 000 €,10,65 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10",102950004,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/85746040?location=subcategory&index=2067,,,Подземная,5,2,,94 500 €,12,63 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, -",85746040,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
,,Estate Invest Company,https://999.md/ru/101256230?location=subcategory&index=2068,,,,9,,,80 470 €,5,62 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Doina, 158",101256230,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
2,,,https://999.md/ru/20485822?location=subcategory&index=2069,,Квартира с ливингом,Oткрытое,3,2,,59 900 €,6,67 м²,"Бельцы мун., Бельцы, Центр, str. Ștefan cel Mare și Sfînt, 189",20485822,Новострой,,,"2-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,Nicons,https://999.md/ru/101393399?location=subcategory&index=2070,,Квартира с ливингом,,1,1,,89 900 €,11,75 м²,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, .",101393399,Новострой,,,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Белый вариант
,,Lagmar Impex,https://999.md/ru/86312227?location=subcategory&index=2071,,,,4,2,,82 800 €,9,72 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",86312227,Новострой,,72 м²,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
,,,https://999.md/ru/104102689?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA1NzYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDI2ODkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZmRkYmMyMGQtZTUyMC00YzM2LWI2YzAtN2FmYWIwYjFjNTQ4IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo0Mjo1Ni4zMzU4NTAwODVaIn19.VzzTaN10xUOcvKwabpFMzt4lo7yfyyfY3OzQVlP7GkM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2072,,Квартира с ливингом,,5,,,50 €,8,50 м²,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 63",104102689,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,
1,,,https://999.md/ru/100137914?location=subcategory&index=2073,,Квартира с ливингом,,8,3,,137 892 €,9,114 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",100137914,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,Lagmar Impex,https://999.md/ru/100127674?location=subcategory&index=2074,,Квартира с ливингом,,1,2,,87 900 €,10,70 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",100127674,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/103992359?location=subcategory&index=2075,,,,1,,,47 900 €,4,21 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 5/6",103992359,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
