Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,,https://999.md/ru/104074117?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzQxMTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiM2Y5NDZhNzEtOWUxMS00OWRlLTlhYjgtYThkYjhhMDM1Y2FkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDIxMjEzWiJ9fQ.87kH9JOTN-jNlivzGkjZjCuuftUDoPfp2KOZqUBX4_8&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,,,5,,,22 800 €,6,16 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 3",104074117,Вторичный,Kотельцовый,,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,Комната,Без ремонта
,,Квартира с ливингом,https://999.md/ru/103760032?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NjAwMzIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2E1ZjNlMGYtODg5Yy00NGZkLTgzZGQtMDRlZjhmYjYzNmY2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDIzNDYxMloifX0.5eO5nUYYpfl6of6xq9PuMy7SDj7WvkPnUEVWHSuAJMY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,Ecovzor,,Oткрытое,2,,,139 199 €,14,58 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",103760032,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,Квартира без ливинга,https://999.md/ru/103968975?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5Njg5NzUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDMzNTQ0OFoifX0.oZ8f_rki7kTYSxeX46TlB7yvpfdPxJawupdFDabv2qc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,Oткрытое,2,,,35 €,15,45 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testimiţeanu, 3/10",103968975,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,
1,,,https://999.md/ru/103962174?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NjIxNzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWQwZjZhYjYtNTllYy00MGYxLWIyZTItMmJlMmY2YTExNzAwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0ODowNS45NDQzNTk3NTJaIn19.xhbRPdu1qYozfGR1pMpuqiKFJhbgA-R6pvrj7EsXLeo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,Oткрытое,2,1,,82 900 €,5,62 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 29/3",103962174,Вторичный,Kотельцовый,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102013891?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIwMTM4OTEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NDg6MDUuOTQ0NDAzMTA4WiJ9fQ.1VxDOwWExtk_ObJzhqdJXXpCj2Pm-W6Is1c4m3W9_g4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Astercon,13 м²,Гараж,2,1,286 см,63 800 €,6,44 м²,"Кишинёв мун., Дурлешты, Центр, Durlești, 8",102013891,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
2,,,https://999.md/ru/104083188?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODMxODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYWM2OWIwOTAtYjY0MC00ODAyLTg5YmMtNjMwMjFjYjM3MjI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1Ljk0NDQyNTUxN1oifX0.o5V1ZmHLEBJOkld8FJRICe7q8VXFEwt_qQA3zsZF4bI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,Oткрытое,3,1,,115 500 €,5,70 м²,Расположение,104083188,Вторичный,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/100546593?location=subcategory&index=2107,,,,2,1,,45 000 €,5,45 м²,Расположение,100546593,Новострой,,,"1-комнатная квартира,  Центр,  Кожушна,  Страшены",Продам,Агентство,1-комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/104071768?location=subcategory&index=2108,,,,3,,,96 500 €,7,35 м²,"Кишинёв мун., Кишинёв, Центр, str. Miorita, 12",104071768,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,
1,,,https://999.md/ru/102032737?location=subcategory&index=2109,,,Oткрытое,15,1,,145 000 €,17,89 м²,"Кишинёв мун., Кишинёв, Чокана, Ginta Latina, 8",102032737,Новострой,Kомбинированный,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
Нет,Индивидуальная,,https://999.md/ru/103865400?location=subcategory&index=2110,,,Oткрытое,5,1,,103 900 €,5,64 м²,"Кишинёв мун., Бачой, Окраина, Independenţei, 40/1",103865400,Новострой,Бетон,,"2-х комнатная квартира,  Окраина,  Бачой,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103251346?location=subcategory&index=2111,Kirsan,,Oткрытое,3,2,,98 500 €,10,65 м²,"Кишинёв мун., Кишинёв, Ботаника, Traian, 21/4",103251346,Новострой,Kомбинированный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
1,Индивидуальная,,https://999.md/ru/103003628?location=subcategory&index=2112,Astercon,,Oткрытое,4,1,,99 000 €,7,41 м²,"Кишинёв мун., Думбрава, Окраина, Durleşti, 10D",103003628,Новострой,Kотельцовый,,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/103875949?location=subcategory&index=2113,,,,15,1,,60 000 €,16,40 м²,"Кишинёв мун., Кишинёв, Чокана, Ginta Latină, 15/1",103875949,Вторичный,Панельный,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Косметический pемонт
Нет,,,https://999.md/ru/102485318?location=subcategory&index=2114,,,Oткрытое,4,1,,52 000 €,5,27 м²,"Кишинёв мун., Кишинёв, Буюканы, Alba-Iulia, 8/1",102485318,Вторичный,Kотельцовый,,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,Комната,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/104079631?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzk2MzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiOGI3ZGZlN2QtZWYyOS00MWE3LWJiNzMtOTM3OTYzNjRlYzQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0ODowNS4yMDQzMjUyMjFaIn19.VxI23-0OnVbaTk90opZAZ48v3VynfF20F58JqwTSFlY&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2115,Basconslux,,Oткрытое,8,1,,700 €,10,60 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 1/A",104079631,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103893644?location=subcategory&index=2116,,,Oткрытое,5,1,,29 900 €,5,20 м²,"Кишинёв мун., Кишинёв, Ботаника, Salcâmilor, 22/3",103893644,Вторичный,Kотельцовый,,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,Комната,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103733517?location=subcategory&index=2117,Dansicons,,Oткрытое,3,1,,145 000 €,10,68 м²,"Кишинёв мун., Кишинёв, Центр, Natalia Gheorgiu, 30",103733517,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103892873?location=subcategory&index=2118,,,Oткрытое,8,1,,123 500 €,24,65 м²,"Кишинёв мун., Кишинёв, Рышкановка, renasterii nationale/spartacus, 36",103892873,Новострой,Kирпичный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
2,Мс (Молд. Серия),,https://999.md/ru/102296791?location=subcategory&index=2119,,,Oткрытое,9,2,,89 900 €,9,75 м²,"Кишинёв мун., Кишинёв, Ботаника, Bulevardul Cuza Vodă, 19/8",102296791,Вторичный,Панельный,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Косметический pемонт
1,Индивидуальная,,https://999.md/ru/103829155?location=subcategory&index=2120,Exfactor-grup,,Oткрытое,5,1,,122 000 €,10,62 м²,"Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 53",103829155,Новострой,Kомбинированный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102962473?location=subcategory&index=2121,Solomon Construct Imobil,,Oткрытое,2,1,,149 900 €,9,72 м²,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 31/7",102962473,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,102,,https://999.md/ru/103439072?location=subcategory&index=2122,,,Oткрытое,1,1,,87 900 €,5,57 м²,"Кишинёв мун., Кишинёв, Рышкановка, Gheorghe Madan, 87/4",103439072,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Брж (Брежневка),,https://999.md/ru/103192704?location=subcategory&index=2123,,,Oткрытое,5,1,,59 900 €,5,46 м²,"Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 37/4",103192704,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Косметический pемонт
1,Индивидуальная,,https://999.md/ru/103930302?location=subcategory&index=2124,Dansicons,,Oткрытое,8,1,,118 000 €,16,68 м²,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 22/5",103930302,Новострой,Kотельцовый,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103243020?location=subcategory&index=2125,Horus,,Подземная,15,1,,180 000 €,16,68 м²,"Кишинёв мун., Кишинёв, Рышкановка, Matei Basarab, 1/3",103243020,Новострой,Kомбинированный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102623726?location=subcategory&index=2126,,,Подземная,8,2,,164 900 €,10,99 м²,"Кишинёв мун., Кишинёв, Телецентр, Nicolae Testemițanu, 37",102623726,Новострой,Kомбинированный,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/103929248?location=subcategory&index=2127,,,Oткрытое,13,1,,125 400 €,18,58 м²,"Кишинёв мун., Кишинёв, Центр, zaikin, 51",103929248,Новострой,Kомбинированный,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102951033?location=subcategory&index=2128,Erinvest,,Подземная,3,2,,95 880 €,8,94 м²,"Яловены, Яловены, Окраина, Alexandru cel bun, 2/8",102951033,Новострой,Ячеистый Бетон,,"3-х комнатная квартира,  Окраина,  Яловены,  Яловены",Продам,Агентство,3-х комнатная квартира,Незавершенное cтроительство
,,Квартира с ливингом,https://999.md/ru/103653486?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTM0ODYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiOGU1NzM4MDAtNjY4Mi00OWY2LTgxZjctNDk3ODBiMWNlMzcwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo0ODowNS4yMDQ0MjQxMTVaIn19.Jr8dSoMo0GGAFmT5LFOcw5SINF3XdVuHkZNfg20PLxw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2129,Astercon,,,6,,,153 900 €,9,75 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Durleşti, 10/D",103653486,Новострой,Kотельцовый,75 м²,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,Брж (Брежневка),,https://999.md/ru/103223843?location=subcategory&index=2130,,,Oткрытое,5,1,,82 000 €,6,45 м²,"Кишинёв мун., Кишинёв, Ботаника, Nicolai Zelinski, 35",103223843,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Хрущевка,,https://999.md/ru/103862929?location=subcategory&index=2131,,,Oткрытое,3,1,,73 900 €,4,42 м²,"Кишинёв мун., Кишинёв, Ботаника, Nicolae Titulescu, 6",103862929,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102052265?location=subcategory&index=2132,Exfactor-grup,,Oткрытое,6,1,,135 000 €,10,49 м²,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 78/4",102052265,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,Брж (Брежневка),,https://999.md/ru/102902940?location=subcategory&index=2133,,,Oткрытое,2,1,,119 900 €,5,75 м²,"Кишинёв мун., Кишинёв, Рышкановка, Miron Costin, 13/1",102902940,Вторичный,Kотельцовый,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
Нет,Хрущевка,,https://999.md/ru/103502251?location=subcategory&index=2134,,,Oткрытое,7,1,,44 900 €,7,31 м²,"Кишинёв мун., Кишинёв, Буюканы, Sucevița, 36/1",103502251,Вторичный,Панельный,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Косметический pемонт
1,Индивидуальная,,https://999.md/ru/103597909?location=subcategory&index=2135,Lagmar Impex,,Oткрытое,13,1,,135 000 €,14,48 м²,"Кишинёв мун., Кишинёв, Телецентр, Nicolae Testemițanu, 19/A",103597909,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Чш (Чешка),Квартира без ливинга,https://999.md/ru/104113649?location=subcategory&index=2136,,8 м²,,5,1,270 см,59 000 €,5,32 м²,"Кишинёв мун., Кишинёв, Рышкановка, Московский пр-т, 13/5",104113649,Вторичный,Kотельцовый,18 м²,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Косметический pемонт
1,,,https://999.md/ru/103178653?location=subcategory&index=2137,Estate Invest Company,,Oткрытое,3,1,,103 900 €,10,53 м²,"Кишинёв мун., Дурлешты, Окраина, Ialoveni, 136",103178653,Новострой,Kирпичный,,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/104116310?location=subcategory&index=2138,Estate Invest Company,,Oткрытое,2,1,,74 400 €,12,54 м²,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 3/1",104116310,Новострой,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
Нет,143,,https://999.md/ru/103971144?location=subcategory&index=2139,,,Oткрытое,1,2,,93 900 €,9,51 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",103971144,Вторичный,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102051552?location=subcategory&index=2140,Estate Invest Company,,Oткрытое,3,1,,67 500 €,6,45 м²,"Кишинёв мун., Думбрава, Окраина, Durlești, 1",102051552,Новострой,Kирпичный,,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.",,Агентство,1-комнатная квартира,Незавершенное cтроительство
,,,https://999.md/ru/103729626?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3Mjk2MjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1LjIwNDQ3NTE3WiJ9fQ.EocQyAhIFORUzbl_H0qYheoJG-fCJliUfI4W58jR4Fk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2141,,,,2,,,115 900 €,8,44 м²,Расположение,103729626,Новострой,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Хрущевка,,https://999.md/ru/103203750?location=subcategory&index=2142,,,Oткрытое,4,1,,111 900 €,5,60 м²,"Кишинёв мун., Кишинёв, Ботаника, Nicolae Titulescu, 28",103203750,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103944759?location=subcategory&index=2143,Kirsan,,,6,1,,80 000 €,10,63 м²,"Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 53C",103944759,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
1,143,,https://999.md/ru/103549808?location=subcategory&index=2144,,,Oткрытое,3,2,,103 000 €,9,55 м²,"Кишинёв мун., Кишинёв, Ботаника, Valea Crucii, 24",103549808,Вторичный,Панельный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Мс (Молд. Серия),,https://999.md/ru/102767967?location=subcategory&index=2145,,,Oткрытое,2,2,,125 000 €,9,70 м²,"Кишинёв мун., Кишинёв, Буюканы, Nicolae Costin, 63/2",102767967,Вторичный,Панельный,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
2,135,,https://999.md/ru/103940151?location=subcategory&index=2146,,,Oткрытое,5,2,,109 000 €,9,90 м²,"Кишинёв мун., Кишинёв, Ботаника, Bulevardul Dacia, 38",103940151,Вторичный,Панельный,,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,4-x комнатная квартира,Косметический pемонт
1,Индивидуальная,,https://999.md/ru/103567025?location=subcategory&index=2147,,,Oткрытое,4,2,,70 000 €,10,60 м²,"Яловены, Яловены, Центр, Bul. Stefan cel Mare și Sfint, 1",103567025,Новострой,Kирпичный,,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Продам,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103895095?location=subcategory&index=2148,Basconslux,,Oткрытое,5,2,,149 900 €,10,77 м²,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 39",103895095,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103291759?location=subcategory&index=2149,Lagmar Impex,,Подземная,1,1,,75 000 €,16,48 м²,"Кишинёв мун., Кишинёв, Рышкановка, calea mosilor, 4",103291759,Новострой,Kирпичный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
Нет,Индивидуальная,,https://999.md/ru/103870867?location=subcategory&index=2150,Astercon,,Oткрытое,5,1,,95 900 €,7,45 м²,"Кишинёв мун., Думбрава, Центр, Durlesti, 10 F1",103870867,Новострой,Kомбинированный,,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103912089?location=subcategory&index=2151,Pronancons,,Oткрытое,8,1,,154 900 €,10,79 м²,"Кишинёв мун., Кишинёв, Рышкановка, Pietrariei, 19A",103912089,Новострой,Kомбинированный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103004975?location=subcategory&index=2152,,,Oткрытое,9,1,,118 000 €,11,51 м²,"Кишинёв мун., Кишинёв, Буюканы, Alba Iulia, 87",103004975,Новострой,Kотельцовый,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
2,,,https://999.md/ru/89832857?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTA4ODUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgzMjg1NyIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiY2QyNWU0OWQtMGI0OC00MTNmLTlhYjAtYWNlNGFjZDVmZDc5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjQ4OjA1LjIwNDU5ODI2NVoifX0.SiMLmvgIiVsFkPHoxfSfV5OkbDpl_cleoGIf59ZnND4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2153,Boiar House,,,9,2,,100 300 €,10,100 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B",89832857,Новострой,,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Незавершенное cтроительство
