Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,,,,Застройщик,103908877,https://999.md/ru/103908877?location=subcategory&index=3960&cardCategoryId=270&cardSubcategoryId=1404,2,Kотельцовый,5,59 м²,,2-х комнатная квартира,Вторичный,,,,109 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Academiei, 17"
,Eвроремонт,1,,,Агентство,104259074,https://999.md/ru/104259074?location=subcategory&index=3961&cardCategoryId=270&cardSubcategoryId=1404,1,,14,39 м²,,1-комнатная квартира,Новострой,,,,57 000 €,,Продам,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, Unirii , 20"
1,Eвроремонт,1,Хрущевка,,Застройщик,104609749,https://999.md/ru/104609749?location=subcategory&index=3962&cardCategoryId=270&cardSubcategoryId=1404,3,,5,34 м²,,1-комнатная квартира,Вторичный,,,,59 500 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 3"
Нет,Eвроремонт,2,Индивидуальная,280 см,Частное лицо,104386214,https://999.md/ru/104386214?location=subcategory&index=3963&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,7,70 м²,Oткрытое,3-х комнатная квартира,Новострой,Basconslux,22 м²,30 м²,160 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 91/1"
1,Белый вариант,1,,,Агентство,102189072,https://999.md/ru/102189072?location=subcategory&index=3964&cardCategoryId=270&cardSubcategoryId=1404,6,Kирпичный,11,50 м²,,1-комнатная квартира,Новострой,,,,60 840 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Расположение
,,,,,Агентство,103633290,https://999.md/ru/103633290?location=subcategory&index=3965&cardCategoryId=270&cardSubcategoryId=1404,6,,12,68 м²,,2-х комнатная квартира,Новострой,,,,165 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 15/C"
,Cерый вариант,,,,Агентство,103549244,https://999.md/ru/103549244?location=subcategory&index=3966&cardCategoryId=270&cardSubcategoryId=1404,3,,9,54 м²,,2-х комнатная квартира,Новострой,,,,60 000 €,,Продам,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Nicolae Testemitanu, 61"
,Eвроремонт,1,,,Агентство,103540329,https://999.md/ru/103540329?location=subcategory&index=3967&cardCategoryId=270&cardSubcategoryId=1404,6,,6,35 м²,,1-комнатная квартира,Вторичный,,,,49 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, -"
,Незавершенное cтроительство,,Индивидуальная,,Застройщик,104567374,https://999.md/ru/104567374?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA5MTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NjczNzQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjU0YzM2M2ZhLTk0MDgtNDc1OS04NjY1LTc4NDNhMjNiMTMwYSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNi0xNFQyMDowMTo1Mi4xNTc5NzE4NloifX0.Q7aNBr1NC9RMiay_OTnTouQIpaghG1m7oXR_1B-a62s&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3968&cardCategoryId=270&cardSubcategoryId=1404,6,Mонолитный,9,46 м²,,1-комнатная квартира,Новострой,Inamstro,,46 м²,105 800 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 7a"
,Eвроремонт,,Индивидуальная,,Агентство,104249275,https://999.md/ru/104249275?location=subcategory&index=3969&cardCategoryId=270&cardSubcategoryId=1404,3,,5,23 м²,,1-комнатная квартира,Вторичный,,,,38 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Maria Dragan, 20/2"
,Косметический pемонт,,Мс (Молд. Серия),,Агентство,103368450,https://999.md/ru/103368450?location=subcategory&index=3970&cardCategoryId=270&cardSubcategoryId=1404,9,,9,50 м²,,2-х комнатная квартира,Вторичный,,,,78 900 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Vladimir Korolenko, 59/1"
2,Белый вариант,2,,290 см,Застройщик,100971163,https://999.md/ru/100971163?location=subcategory&index=3971&cardCategoryId=270&cardSubcategoryId=1404,4,,4,102 м²,Подземная,3-х комнатная квартира,Новострой,,37 м²,,101 032 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Suceava, 102"
,,,,,Застройщик,100813731,https://999.md/ru/100813731?location=subcategory&index=3972&cardCategoryId=270&cardSubcategoryId=1404,2,,3,49 м²,,2-х комнатная квартира,Новострой,,,,67 000 €,,Продам,"2-х комнатная квартира,  Центр,  Чореску,  Кишинёв мун.","Кишинёв мун., Чореску, Центр, ул. Алексей Матеевич, 42"
2,Eвроремонт,1,,,Агентство,104166997,https://999.md/ru/104166997?location=subcategory&index=3973&cardCategoryId=270&cardSubcategoryId=1404,6,,6,88 м²,Oткрытое,2-х комнатная квартира,Новострой,Reconscivil,,,129 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 192"
1,Белый вариант,1,,290 см,Застройщик,100971690,https://999.md/ru/100971690?location=subcategory&index=3974&cardCategoryId=270&cardSubcategoryId=1404,2,,4,47 м²,Подземная,1-комнатная квартира,Новострой,,22 м²,,57 787 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102"
,Eвроремонт,,,,Агентство,103315133,https://999.md/ru/103315133?location=subcategory&index=3975&cardCategoryId=270&cardSubcategoryId=1404,2,,11,67 м²,,2-х комнатная квартира,Новострой,,,,162 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Jubiliară , 39/1"
2,Белый вариант,1,,290 см,Застройщик,103797849,https://999.md/ru/103797849?location=subcategory&index=3976&cardCategoryId=270&cardSubcategoryId=1404,3,,7,68 м²,Подземная,2-х комнатная квартира,Новострой,,16 м²,,97 469 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Alexandru cel Bun, 13/N"
,Индивидуальный дизайн,1,Индивидуальная,270 см,Застройщик,86885932,https://999.md/ru/86885932?location=subcategory&index=3977&cardCategoryId=270&cardSubcategoryId=1404,2,Kирпичный,7,47 м²,Подземная,1-комнатная квартира,Новострой,Inamstro,16 м²,,127 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/9"
1,Белый вариант,2,,,Агентство,87393199,https://999.md/ru/87393199?location=subcategory&index=3978&cardCategoryId=270&cardSubcategoryId=1404,10,,12,100 м²,,3-х комнатная квартира,Новострой,Estate Invest Company,,,500 000 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Ismail, 31"
1,Eвроремонт,1,Индивидуальная,,Агентство,103814407,https://999.md/ru/103814407?location=subcategory&index=3979&cardCategoryId=270&cardSubcategoryId=1404,13,Kирпичный,14,70 м²,Подземная,2-х комнатная квартира,Новострой,,,,195 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28"
1,Косметический pемонт,1,,,Агентство,104086168,https://999.md/ru/104086168?location=subcategory&index=3980&cardCategoryId=270&cardSubcategoryId=1404,2,,5,32 м²,,1-комнатная квартира,Вторичный,,,,59 500 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Buiucani, 4"
,Белый вариант,,,290 см,Застройщик,100966106,https://999.md/ru/100966106?location=subcategory&index=3981&cardCategoryId=270&cardSubcategoryId=1404,4,,4,72 м²,Подземная,2-х комнатная квартира,Новострой,,20 м²,,96 754 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102"
1,Eвроремонт,1,Индивидуальная,,Агентство,104189091,https://999.md/ru/104189091?location=subcategory&index=3982&cardCategoryId=270&cardSubcategoryId=1404,6,Kомбинированный,9,32 м²,Oткрытое,1-комнатная квартира,Новострой,,,,75 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Str. Băcioii Noi, 14"
2,Eвроремонт,1,,,Агентство,104592735,https://999.md/ru/104592735?location=subcategory&index=3983&cardCategoryId=270&cardSubcategoryId=1404,13,Kомбинированный,16,90 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,210 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр,  str. Valea Trandafirilor, 18"
2,Eвроремонт,2,Индивидуальная,,Агентство,103495421,https://999.md/ru/103495421?location=subcategory&index=3984&cardCategoryId=270&cardSubcategoryId=1404,16,,17,124 м²,,5-ти комн. кварт. и более,Новострой,,,,179 500 €,,Продам,"5-ти комн. кварт. и более,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Calea Orheiului, 103"
