Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Жилая площадь,price,Ливинг,Тип,Адрес,title,Площадь кухни
,Индивидуальный дизайн,,,,Частное лицо,104198417,https://999.md/ru/104198417?location=subcategory&index=3258&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,5,60 м²,2-х комнатная квартира,Oткрытое,Новострой,,,140 000 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Iurie Babei, 2","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
,Белый вариант,1,,,Агентство,104126987,https://999.md/ru/104126987?location=subcategory&index=3259&cardCategoryId=270&cardSubcategoryId=1404,,6,19,44 м²,1-комнатная квартира,Oткрытое,Новострой,,44 м²,79 976 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/8","1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Нет,Eвроремонт,1,,,Агентство,104612302,https://999.md/ru/104612302?location=subcategory&index=3260&cardCategoryId=270&cardSubcategoryId=1404,,5,12,57 м²,2-х комнатная квартира,Oткрытое,Новострой,,,268 900 €,,Продам,"Кишинёв мун., Кишинёв, Центр, Str. Ismail , 31","2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
1,Белый вариант,1,,,Частное лицо,101816946,https://999.md/ru/101816946?location=subcategory&index=3261&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,10,42 м²,1-комнатная квартира,,Новострой,Nicons,21 м²,49 900 €,Квартира с ливингом,Продам,Расположение,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",14 м²
,Нуждается в ремонте,,,,Частное лицо,104612284,https://999.md/ru/104612284?location=subcategory&index=3262&cardCategoryId=270&cardSubcategoryId=1404,,3,5,62 м²,2-х комнатная квартира,,Вторичный,,,30 000 €,,Продам,"Единцы, Единец, Окраина, str. Anton Cehov, 40","2-х комнатная квартира,  Окраина,  Единец,  Единцы",
,,,,,Застройщик,103958466,https://999.md/ru/103958466?location=subcategory&index=3263&cardCategoryId=270&cardSubcategoryId=1404,,8,10,68 м²,2-х комнатная квартира,,Новострой,,,118 000 €,,Продам,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 22/5","2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
,,,,,Агентство,104539960,https://999.md/ru/104539960?location=subcategory&index=3264&cardCategoryId=270&cardSubcategoryId=1404,,2,5,42 м²,2-х комнатная квартира,,Вторичный,,,106 900 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 3/2","2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
,,,,,Агентство,104539938,https://999.md/ru/104539938?location=subcategory&index=3265&cardCategoryId=270&cardSubcategoryId=1404,,2,9,37 м²,2-х комнатная квартира,,Вторичный,,,69 900 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 38/1","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
,,,270 см,,Агентство,104266756,https://999.md/ru/104266756?location=subcategory&index=3266&cardCategoryId=270&cardSubcategoryId=1404,,1,5,57 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,130 000 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Центр, str. George Coșbuc, 20","2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
2,Белый вариант,2,,,Застройщик,102107206,https://999.md/ru/102107206?location=subcategory&index=3267&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,10,63 м²,2-х комнатная квартира,Oткрытое,Новострой,,,88 900 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Ботаника, ул. Сармизеджетуса, 53D","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
1,Индивидуальный дизайн,1,,Индивидуальная,Частное лицо,103360660,https://999.md/ru/103360660?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njk2NDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjA2NjAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZTExZDczNDMtMGRkMy00ZDQyLTg4MzgtMDc2N2YyMjQ1ZmYwIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDE5OjQwOjQyLjE4NzczNDg0M1oifX0.GBL62ArKBB2jv-4q8ctnGKM_IarQyzI6uFlQq0j9WC0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3268&cardCategoryId=270&cardSubcategoryId=1404,Бетон,1,10,47 м²,1-комнатная квартира,Подземная,Новострой,Basconslux,,95 999 €,,Продам,Расположение,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",
2,Косметический pемонт,2,,Мс (Молд. Серия),Агентство,101232217,https://999.md/ru/101232217?location=subcategory&index=3269&cardCategoryId=270&cardSubcategoryId=1404,Панельный,4,9,100 м²,4-x комнатная квартира,Oткрытое,Вторичный,,,130 000 €,,Продам,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 4/1","4-x комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
1,Eвроремонт,1,270 см,Индивидуальная,Частное лицо,76599303,https://999.md/ru/76599303?location=subcategory&index=3270&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,4,50 м²,2-х комнатная квартира,,Вторичный,,,57 000 €,,Продам,"Тирасполь мун., Тирасполь, Центр, Мира, 26","2-х комнатная квартира,  Центр,  Тирасполь,  Тирасполь мун.",
,Косметический pемонт,1,,,Частное лицо,104575235,https://999.md/ru/104575235?location=subcategory&index=3271&cardCategoryId=270&cardSubcategoryId=1404,,1,5,23 м²,1-комнатная квартира,,Вторичный,,19 м²,34 500 €,,Продам,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 70/3","1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
,Eвроремонт,1,,Индивидуальная,Агентство,104511895,https://999.md/ru/104511895?location=subcategory&index=3272&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,16,68 м²,2-х комнатная квартира,Под навесом,Новострой,Pamir Construct,,178 900 €,Квартира с ливингом,Продам,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 139/5","2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
1,Eвроремонт,1,270 см,Индивидуальная,Агентство,104218393,https://999.md/ru/104218393?location=subcategory&index=3273&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,34 м²,1-комнатная квартира,Oткрытое,Вторичный,,,79 000 €,,Продам,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 8/3","1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
1,Eвроремонт,1,265 см,Брж (Брежневка),Агентство,103382442,https://999.md/ru/103382442?location=subcategory&index=3274&cardCategoryId=270&cardSubcategoryId=1404,Панельный,5,5,48 м²,2-х комнатная квартира,,Вторичный,,,89 000 €,,Продам,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 18/2","2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
2,Белый вариант,2,280 см,Индивидуальная,Агентство,101107385,https://999.md/ru/101107385?location=subcategory&index=3275&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,10,87 м²,3-х комнатная квартира,Oткрытое,Новострой,Varincom,,156 600 €,,Продам,"Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 13/1","3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Нет,Косметический pемонт,1,,,Частное лицо,101485220,https://999.md/ru/101485220?location=subcategory&index=3276&cardCategoryId=270&cardSubcategoryId=1404,,1,2,27 м²,1-комнатная квартира,,Вторичный,,100 м²,7 500 €,,Продам,"Сынжерей, Александрены, Центр, str. Prietenia, 19","1-комнатная квартира,  Центр,  Александрены,  Сынжерей",
1,,,,,Агентство,101785429,https://999.md/ru/101785429?location=subcategory&index=3277&cardCategoryId=270&cardSubcategoryId=1404,,4,12,104 м²,1-комнатная квартира,Oткрытое,Новострой,,,135 000 €,,Продам,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Orheiului, 28/1","1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
1,,1,,Мс (Молд. Серия),Агентство,104309022,https://999.md/ru/104309022?location=subcategory&index=3278&cardCategoryId=270&cardSubcategoryId=1404,Панельный,7,9,46 м²,2-х комнатная квартира,,Вторичный,,,85 000 €,,Продам,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, *","2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
1,Белый вариант,1,,,Агентство,104143020,https://999.md/ru/104143020?location=subcategory&index=3279&cardCategoryId=270&cardSubcategoryId=1404,,6,9,67 м²,2-х комнатная квартира,,Новострой,,,90 720 €,,Продам,"Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, ---","2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",
2,Без ремонта,2,250 см,,Частное лицо,85922945,https://999.md/ru/85922945?location=subcategory&index=3280&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,64 м²,3-х комнатная квартира,,Вторичный,,,82 000 €,,Продам,Расположение,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",12 м²
,Белый вариант,,,,Агентство,104075888,https://999.md/ru/104075888?location=subcategory&index=3281&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,5,89 м²,3-х комнатная квартира,,Новострой,,,215 000 €,,Продам,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, *","3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
1,,1,,,Агентство,104139028,https://999.md/ru/104139028?location=subcategory&index=3282&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,6,8,40 м²,1-комнатная квартира,,Новострой,,,105 000 €,,Продам,"Кишинёв мун., Дурлешты, Центр, str. Durleşti, *","1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
