Застройщик,Тип здания,link,Парковочное место,title,Ливинг,Санузел,Количество этажей,Общая площадь,Состояние квартиры,Жилой фонд,Площадь кухни,Количество комнат,price,Адрес,Высота потолков,Тип,Жилая площадь,id,Этаж,Автор объявления,Балкон / лоджия,Планировка
Eldorado Terra,Kирпичный,https://999.md/ru/103348618?location=subcategory&index=4896&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,17,81 м²,Индивидуальный дизайн,Новострой,20 м²,3-х комнатная квартира,220 100 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/A",300 см,Продам,61 м²,103348618,9,Агентство,1,Индивидуальная
,Kирпичный,https://999.md/ru/103624962?location=subcategory&index=4897&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,7,48 м²,Белый вариант,Новострой,,1-комнатная квартира,72 450 €,"Кишинёв мун., Кишинёв, Буюканы, str. Buiucani, 2/B",,Продам,,103624962,2,Агентство,1,Индивидуальная
,,https://999.md/ru/104386385?location=subcategory&index=4898&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,9,51 м²,Белый вариант,Новострой,,1-комнатная квартира,77 500 €,"Кишинёв мун., Кишинёв, Ботаника, Dacia, .",,Продам,,104386385,4,Агентство,2,
Kirsan,,https://999.md/ru/102864448?location=subcategory&index=4899&cardCategoryId=270&cardSubcategoryId=1404,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,1,7,79 м²,Eвроремонт,Новострой,,2-х комнатная квартира,155 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Danubius, 59",,Продам,,102864448,4,Агентство,1,
,,https://999.md/ru/103930832?location=subcategory&index=4900&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,9,64 м²,,Вторичный,,3-х комнатная квартира,89 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 2/1",,Продам,,103930832,4,Агентство,,
,,https://999.md/ru/101746209?location=subcategory&index=4901&cardCategoryId=270&cardSubcategoryId=1404,,"4-x комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",,,9,82 м²,Нуждается в ремонте,Вторичный,,4-x комнатная квартира,70 500 €,"Бельцы мун., Бельцы, БАМ, str. Alexandru cel Bun, 36",,Продам,,101746209,3,Частное лицо,2,
,,https://999.md/ru/103569551?location=subcategory&index=4902&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,,14,75 м²,Eвроремонт,Новострой,,2-х комнатная квартира,145 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",,Продам,,103569551,5,Агентство,,
,Kирпичный,https://999.md/ru/104094809?location=subcategory&index=4903&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,1,12,65 м²,Eвроремонт,Новострой,,2-х комнатная квартира,199 000 €,"Кишинёв мун., Кишинёв, Чокана,  bd. Mircea cel Bătrân, 41",,Продам,,104094809,10,Агентство,1,Индивидуальная
,,https://999.md/ru/104607101?location=subcategory&index=4904&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,14,70 м²,Eвроремонт,Новострой,,2-х комнатная квартира,143 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ghioceilor, 2",,Продам,,104607101,4,Агентство,1,
,,https://999.md/ru/104199331?location=subcategory&index=4905&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,9,65 м²,,Вторичный,,3-х комнатная квартира,129 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 24",,Продам,,104199331,1,Агентство,,
,,https://999.md/ru/104335514?location=subcategory&index=4906&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,,10,92 м²,,Новострой,,2-х комнатная квартира,159 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 7",,Продам,,104335514,6,Агентство,,
,,https://999.md/ru/103447819?location=subcategory&index=4907&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,,12,64 м²,Белый вариант,Новострой,,2-х комнатная квартира,69 720 €,Расположение,,Продам,,103447819,3,Агентство,,
,,https://999.md/ru/104328930?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzI5MTcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQzMjg5MzAiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNmY2NmEzMDQtOThmMi00MzlkLThkNDctYzdjYzJjZDVlZDY4IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA2LTE0VDIwOjM1OjE3Ljk0OTg5ODY3WiJ9fQ.r3ruL7BOPzc6YvEtNF0M_Y1qsx1qrhwq0ZOc_pwJy74&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4908&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,2,8,96 м²,Индивидуальный дизайн,Новострой,,2-х комнатная квартира,179 900 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24",,Продам,,104328930,Пентхаус,Частное лицо,1,
,,https://999.md/ru/103169490?location=subcategory&index=4909&cardCategoryId=270&cardSubcategoryId=1404,,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,2,12,215 м²,Eвроремонт,Новострой,,4-x комнатная квартира,450 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 7",280 см,Продам,,103169490,Пентхаус,Агентство,2,
,,https://999.md/ru/104198238?location=subcategory&index=4910&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,14,86 м²,Eвроремонт,Новострой,,2-х комнатная квартира,239 000 €,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, 28",,Продам,,104198238,1,Агентство,,
,,https://999.md/ru/104083598?location=subcategory&index=4911&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",,2,6,88 м²,Белый вариант,Новострой,,2-х комнатная квартира,123 200 €,"Яловены, Яловены, Центр, str. Moldova, 2/3",,Продам,,104083598,6,Агентство,1,
,,https://999.md/ru/103367627?location=subcategory&index=4912&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,,9,73 м²,Белый вариант,Новострой,,3-х комнатная квартира,91 000 €,"Кишинёв мун., Дурлешты, Центр, str. Cartușa, 95/2",,Продам,,103367627,7,Агентство,,
,,https://999.md/ru/104567112?location=subcategory&index=4913&cardCategoryId=270&cardSubcategoryId=1404,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,,10,49 м²,Eвроремонт,Новострой,,1-комнатная квартира,129 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",,Продам,,104567112,5,Агентство,1,
,,https://999.md/ru/104328004?location=subcategory&index=4914&cardCategoryId=270&cardSubcategoryId=1404,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,72 м²,Косметический pемонт,Вторичный,,3-х комнатная квартира,114 900 €,"Кишинёв мун., Кишинёв, Чокана,  Nicolae Milescu Spataru , 13",,Продам,,104328004,8,Агентство,2,143
,,https://999.md/ru/104475618?location=subcategory&index=4915&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,1,10,68 м²,Eвроремонт,Новострой,,2-х комнатная квартира,150 000 €,"Кишинёв мун., Кишинёв, Телецентр, Str. Sprâncenoaia , 1",,Продам,,104475618,5,Агентство,,
Estate Invest Company,,https://999.md/ru/104373082?location=subcategory&index=4916&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,11,68 м²,Белый вариант,Новострой,,2-х комнатная квартира,76 500 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 136/B",,Продам,,104373082,9,Застройщик,,
,,https://999.md/ru/104534978?location=subcategory&index=4917&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,14,70 м²,Eвроремонт,Новострой,,2-х комнатная квартира,204 900 €,"Кишинёв мун., Кишинёв, Буюканы,  vasile lupu, 28",,Продам,,104534978,10,Агентство,,
,,https://999.md/ru/103657581?location=subcategory&index=4918&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,1,9,70 м²,Белый вариант,Новострой,,2-х комнатная квартира,126 900 €,"Кишинёв мун., Кишинёв, Буюканы, Str. Ioana Radu, 27",,Продам,,103657581,2,Агентство,,
,,https://999.md/ru/103501654?location=subcategory&index=4919&cardCategoryId=270&cardSubcategoryId=1404,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,2,9,70 м²,Белый вариант,Новострой,,2-х комнатная квартира,107 312 €,"Кишинёв мун., Кишинёв, Чокана, ул. Буковина, 2",,Продам,,103501654,7,Агентство,,
,Ячеистый Бетон,https://999.md/ru/88607562?location=subcategory&index=4920&cardCategoryId=270&cardSubcategoryId=1404,Подземная,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,2,4,102 м²,Белый вариант,Новострой,37 м²,3-х комнатная квартира,101 032 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",290 см,Продам,,88607562,4,Застройщик,3,
