Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,На земле,,https://999.md/ru/61721508?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2MTcyMTUwOCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJhMTlmNzk3Yi1mMjE5LTQ2YmYtOWU2ZS03OWY2YTBmNDJjYzgiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjU4OjIzLjEyOTc4MTg2WiJ9fQ.Zmk1nCeuyC0W3yfIS6_EHnV-3k_rub51XzrS2HE4cq4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,,Oткрытое,1,1,,600 MDL,1,25 м²,"Кишинёв мун., Кишинёв, Центр, str. Alexandru Hâjdeu, 50",61721508,Новострой,Kотельцовый,,"1-комнатная квартира, 25 м², Центр, Кишинёв",Сдаю посуточно,Застройщик,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103522826?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1MjI4MjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTFlNTNmZWQtMzI5MS00ODgzLTliN2YtMDAwMGU2NGNlZWJhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo1ODoyMy4xMjk4NDI4NzhaIn19.30bqF-AFfWAgC3YsgqBuxgrBHS0iRaYtddIEk8aGxWk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,,,,1,,,22 000 €,3,42 м²,"Резина, Резина, Центр, str. Păcii, 53",103522826,Вторичный,Kотельцовый,,"2-х комнатная квартира,  Центр,  Резина,  Резина",Продам,Частное лицо,2-х комнатная квартира,Косметический pемонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/103674939?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzQ5MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNzY1MGUwNGEtZWM5YS00NDkwLWJiOTEtYjYxYjFkMGNiZTM3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo1ODoyMy4xMjk4OTgzOTRaIn19.AlZLTLM86KIMbbFOpDNnrVivdJYpizCQatxNP743b9Q&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Exfactor-grup,18 м²,Oткрытое,13,1,275 см,2 700 €,15,92 м²,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/B",103674939,Новострой,Kомбинированный,74 м²,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,2-х комнатная квартира,Индивидуальный дизайн
,,Квартира с ливингом,https://999.md/ru/104092667?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTI2NjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNWMwZWRhN2ItOTYzOC00ODQ1LTk2Y2EtOWU0ZmY0YmM1YzFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjU4OjIzLjEyOTkzNjcwM1oifX0.lXijqEGzfA-HjYJ1avE1RWMUrkkGOhubWHrdG579dmY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,Oткрытое,9,1,,110 000 €,16,50 м²,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 16/1",104092667,Вторичный,,50 м²,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/103996333?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5OTYzMzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiOWZkMDQ3MjQtOTM1Zi00YjAxLTk4MGEtM2UyZDBiODc4ODEwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo1ODoyMy4xMjk5NjAwMzhaIn19.nZ95tbQ_5Qln7TrnjK5cbMJD2EwoVYLZ4rah2inrFrk&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,,Oткрытое,2,1,,82 900 €,2,90 м²,"Кишинёв мун., Кишинёв, Центр, ул. Поштей, 92",103996333,Вторичный,Kотельцовый,73 м²,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/104046248?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNDYyNDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiOTg2OGUwNWYtYzc2Yy00M2Q0LWE2OWMtN2I4NGNmYjU3MDE0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjU4OjIzLjEyOTk5MjI4OVoifX0.wtLOjlOVLtDbR8h4kCfNokd3nLhJkjaofMItwkFQsyY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,,5,,,95 900 €,8,42 м²,Расположение,104046248,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,
1,Индивидуальная,,https://999.md/ru/102542790?location=subcategory&index=2263,,,Oткрытое,3,2,,50 000 €,10,44 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, .",102542790,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Агентство,1-комнатная квартира,Белый вариант
2,Индивидуальная,,https://999.md/ru/102697810?location=subcategory&index=2264,,,Oткрытое,2,1,,148 000 €,14,86 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, .",102697810,Новострой,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Eвроремонт
2,,Квартира с ливингом,https://999.md/ru/100136693?location=subcategory&index=2265,Lagmar Impex,,,1,2,,106 117 €,10,88 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",100136693,Новострой,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/101632832?location=subcategory&index=2266,,,Oткрытое,13,2,,249 900 €,15,92 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, .",101632832,Новострой,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/101338248?location=subcategory&index=2267,,,Подземная,6,2,,88 600 €,9,80 м²,"Хынчешты, Хынчешты, Центр, str. Mihail Sadoveanu, 6",101338248,Новострой,,,"3-х комнатная квартира,  Центр,  Хынчешты,  Хынчешты",Продам,Застройщик,3-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/103322780?location=subcategory&index=2268,,,Oткрытое,8,1,,91 000 €,10,50 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Muncesti, 174",103322780,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Нуждается в ремонте
Нет,Индивидуальная,,https://999.md/ru/104094145?location=subcategory&index=2269,,,Oткрытое,5,1,,68 900 €,5,32 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, .",104094145,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103862219?location=subcategory&index=2270,,,Oткрытое,10,1,,70 845 €,17,42 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, *",103862219,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Белый вариант
1,,,https://999.md/ru/103406798?location=subcategory&index=2271,Exfactor-grup,,Oткрытое,12,2,,141 000 €,13,73 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28a",103406798,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/102939113?location=subcategory&index=2272,,,,1,2,,185 000 €,9,86 м²,"Кишинёв мун., Кишинёв, Буюканы, Ion Buzdugan, 11",102939113,Новострой,Kирпичный,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/102515223?location=subcategory&index=2273,,,Oткрытое,2,1,,107 000 €,5,53 м²,"Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Voda;str. Vadul lui Vodă, 62",102515223,Вторичный,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
1,,Квартира без ливинга,https://999.md/ru/104021571?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjE1NzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjhjOTU1NDRiLTA3MGUtNDhmMS04MzQyLTBlYjNmYTIzMWZjNSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTc6NTg6MjIuODI1MTE4Njk4WiJ9fQ.fvh_Gst3dADLKUCGlF1pXEOefGppK2aXhJTnO65a_0U&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2274,NG Invest,16 м²,Подземная,5,1,300 см,50 660 €,10,43 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",104021571,Новострой,Kирпичный,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/103170145?location=subcategory&index=2275,,,Подземная,7,1,,73 900 €,12,52 м²,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136",103170145,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
Нет,Индивидуальная,,https://999.md/ru/103096764?location=subcategory&index=2276,,,Oткрытое,6,1,,24 000 €,10,18 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Индепенденцей, .",103096764,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Без ремонта
,,Квартира с ливингом,https://999.md/ru/102996266?location=subcategory&index=2277,David's Capital,,,3,1,,87 500 €,12,48 м²,Расположение,102996266,Новострой,Kирпичный,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
1,Мс (Молд. Серия),,https://999.md/ru/103616613?location=subcategory&index=2278,,,,5,2,,68 900 €,5,44 м²,"Кишинёв мун., Кишинёв, Буюканы, Paris , -",103616613,Вторичный,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Нуждается в ремонте
Нет,Индивидуальная,,https://999.md/ru/102707586?location=subcategory&index=2279,,,Oткрытое,6,1,,105 000 €,9,42 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, .",102707586,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
2,,,https://999.md/ru/89437029?location=subcategory&index=2280,,,Oткрытое,12,1,,235 000 €,15,85 м²,Расположение,89437029,Новострой,,85 м²,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103944661?location=subcategory&index=2281,,,,1,2,,78 900 €,5,57 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Cornului, 5/1",103944661,Вторичный,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Косметический pемонт
1,,,https://999.md/ru/103944612?location=subcategory&index=2282,,,Oткрытое,5,2,,110 000 €,5,76 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Bisericii, 1",103944612,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/102802063?location=subcategory&index=2283,,,,,,,132 500 €,,,,102802063,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,
Нет,Индивидуальная,,https://999.md/ru/104075671?location=subcategory&index=2284,,,Oткрытое,8,1,,119 900 €,9,37 м²,"Кишинёв мун., Кишинёв, Ботаника, str-la Ghica Vodă, .",104075671,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103885890?location=subcategory&index=2285,,,Oткрытое,2,1,,79 900 €,9,36 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Hristo Botev, 13/1",103885890,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/104011021?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMTEwMjEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjAwNzEwZTk4LTNkZGEtNDYzYi05YzNiLTBlNzBhMjViNzAzYyIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTg6MjIuODI1MjA3NTk1WiJ9fQ.CiCOw8UHAW7-NmrE5n3KLFfNXW4X3Ub21BYvBXCh4is&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2286,Inamstro,,Подземная,5,1,,1 000 €,6,70 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10",104011021,Новострой,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103886999?location=subcategory&index=2287,Ecovzor,,Oткрытое,4,1,,115 000 €,17,59 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",103886999,Новострой,,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
3,Мс (Молд. Серия),Квартира с ливингом,https://999.md/ru/101232258?location=subcategory&index=2288,,,Oткрытое,4,2,,140 000 €,9,87 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 4/1",101232258,Вторичный,Панельный,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Косметический pемонт
1,102,,https://999.md/ru/103291586?location=subcategory&index=2289,,,Oткрытое,3,1,,139 900 €,5,72 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Titulescu, -",103291586,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Индивидуальный дизайн
1,Индивидуальная,,https://999.md/ru/102710416?location=subcategory&index=2290,,,Oткрытое,6,1,,43 500 €,11,38 м²,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, .",102710416,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
2,,,https://999.md/ru/103291952?location=subcategory&index=2291,Exfactor-grup,,Oткрытое,4,2,,87 890 €,9,47 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 57",103291952,Новострой,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/102837450?location=subcategory&index=2292,,,Oткрытое,2,1,,109 900 €,5,60 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Hristo Botev, 3/1",102837450,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/88330261?location=subcategory&index=2293,,,Oткрытое,4,1,255 см,92 900 €,5,47 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 34/1",88330261,Вторичный,Kотельцовый,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/102963353?location=subcategory&index=2294,,,Подземная,3,1,,83 665 €,7,58 м²,"Кишинёв мун., Дурлешты, Центр, str. Mihail Odatiuc, 36",102963353,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/103136717?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMxMzY3MTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjUwODk2MzEtZTc3OS00MzUxLWFlMWQtOTNhY2YyNTMyM2ZmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjU4OjIyLjgyNTI0ODIzNFoifX0.0hfXC_9xO2w1ncv3w1Hn2PMRW0NWryMGbCDsokk0Exo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2295,,,,9,,,650 €,13,40 м²,"Кишинёв мун., Кишинёв, Центр, bd. Renașterii Naționale, 10",103136717,Новострой,,,"Комната,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,Комната,Индивидуальный дизайн
,Индивидуальная,Квартира с ливингом,https://999.md/ru/102440510?location=subcategory&index=2296,,,Oткрытое,2,1,,99 000 €,10,50 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",102440510,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101684259?location=subcategory&index=2297,,,,4,1,,135 000 €,12,68 м²,"Кишинёв мун., Кишинёв, Центр, str. N. Testemițanu, 17",101684259,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103373964?location=subcategory&index=2298,Exfactor-grup,,Oткрытое,1,1,,112 500 €,10,50 м²,"Кишинёв мун., Кишинёв, Буюканы, Ion Buzdugan, 1",103373964,Новострой,Kомбинированный,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103824960?location=subcategory&index=2299,,,Подземная,7,2,,101 520 €,21,71 м²,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 59",103824960,Новострой,Kирпичный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
1,Индивидуальная,,https://999.md/ru/103942683?location=subcategory&index=2300,Golban Trade,,Oткрытое,1,1,,94 999 €,10,47 м²,"Кишинёв мун., Дурлешты, Центр, Regina Elisabeta, 2",103942683,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103303176?location=subcategory&index=2301,Estate Invest Company,,Подземная,4,2,,94 900 €,6,68 м²,"Кишинёв мун., Думбрава, Окраина, Durlesti, 6",103303176,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
Нет,,,https://999.md/ru/103477417?location=subcategory&index=2302,Estate Invest Company,,Oткрытое,8,1,,129 900 €,11,62 м²,"Кишинёв мун., Дурлешты, Окраина, Ialoveni, 136",103477417,Новострой,Kомбинированный,,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/103350029?location=subcategory&index=2303,,,Oткрытое,1,1,,94 900 €,7,48 м²,"Кишинёв мун., Криково, Центр, Chisinaului, 62",103350029,Новострой,Kомбинированный,,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
1,Мс (Молд. Серия),,https://999.md/ru/103870561?location=subcategory&index=2304,,,Oткрытое,9,2,,114 900 €,9,72 м²,"Кишинёв мун., Кишинёв, Чокана, Igor Vieru, 14/1",103870561,Вторичный,Панельный,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/101496723?location=subcategory&index=2305,Lagmar Impex,,Oткрытое,6,1,,205 000 €,9,68 м²,"Кишинёв мун., Кишинёв, Центр, Panteleimon Halipa, 6E",101496723,Новострой,Kирпичный,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/100959401?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTE1MDIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA5NTk0MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImEyNGJjZjhkLTQ0MGEtNDA2Mi05ZDNhLTUyZjUzODdhMDRiNiIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTg6MjIuODI1Mjg3NzVaIn19.mAlkHSqiN-hECZy_gnXT8W_fB_4OpSwYYHgHBxCV_nI&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2306,Inamstro,,Подземная,5,1,,120 000 €,13,48 м²,"Кишинёв мун., Кишинёв, Центр, str. Ghenadie Iablocikin, 2/2",100959401,Новострой,Kирпичный,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103347751?location=subcategory&index=2307,Lagmar Impex,,Oткрытое,4,1,,58 290 €,9,41 м²,"Кишинёв мун., Кишинёв, Телецентр, Sos.Hincesti, 142 E",103347751,Новострой,Kомбинированный,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Незавершенное cтроительство
Нет,Индивидуальная,,https://999.md/ru/103860096?location=subcategory&index=2308,Estate Invest Company,,,3,1,,106 000 €,10,50 м²,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136",103860096,Новострой,Kомбинированный,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Агентство,1-комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/103961751?location=subcategory&index=2309,Nicons,,Oткрытое,9,1,,57 500 €,10,48 м²,"Кишинёв мун., Дурлешты, Центр, Cartușa, 99/7",103961751,Новострой,Kирпичный,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
Нет,Индивидуальная,,https://999.md/ru/103324479?location=subcategory&index=2310,,,Oткрытое,1,1,,96 400 €,4,48 м²,"Кишинёв мун., Кишинёв, Буюканы, Suceava, 110/1",103324479,Новострой,Kирпичный,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103245116?location=subcategory&index=2311,Solomon Construct Imobil,,,8,2,,112 500 €,12,72 м²,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 134/2",103245116,Новострой,Kирпичный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
