Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
1,55 м²,Eвроремонт,14,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102736817?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MzY4MTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5Ljc5MDI5ODkzN1oifX0.FvXBFIXpG0TBVHpQim-TRNCMkETDAZxGMkekvZnXPvI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,102736817,,,,Новострой,,Квартира с ливингом,850 MDL,Сдаю посуточно,1-комнатная квартира,2,Агентство,,Бетон,"Кишинёв мун., Кишинёв, Ботаника, str. Vorniceni, 1",
,66 м²,Eвроремонт,10,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104066914?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjY5MTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYzdmYzhkODYtNTkzMC00NDUwLTg1NGYtZWY0MzlkZjdiMmYwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTozNjowOS43OTAzMjM5MzhaIn19.JH9owgPjfn2XXu1yHnPUbLSKR_iuwShvNGLRG8J32II&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,104066914,,,,Новострой,,,134 800 €,Продам,3-х комнатная квартира,3,Частное лицо,,Kирпичный,"Кишинёв мун., Кишинёв, Телецентр, str. Miorita, 1/1",
1,124 м²,Eвроремонт,3,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101562905?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE1NjI5MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiY2EwZDMxZTgtZTYxMy00M2YzLWFhNDktMjQzNjBlNzk0YzlhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5Ljc5MDQ5NDczN1oifX0.vaVoIt10wsa7oZ-xhrIEI9-j-fYUBpH-9PFwnlQRlE4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,101562905,16 м²,98 м²,Индивидуальная,Новострой,1,Квартира с ливингом,950 €,Сдаю помесячно,2-х комнатная квартира,2,Частное лицо,280 см,Kотельцовый,"Кишинёв мун., Кишинёв, Буюканы, Vasile Stroiescu , 11/1",
,65 м²,Без ремонта,5,,"3-х комнатная квартира,  Центр,  Бессарабка,  Бессарабка",https://999.md/ru/104041242?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNDEyNDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTlmMWIxNDctNDU2NC00NjNlLWE2YWUtZDQ3ZDhlY2FlYzZjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5Ljc5MDUyMDQzOFoifX0.cxGZwAX_dyan2l2eVgLc5DaC5LXBITsLO4WFVALwFY0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,104041242,,,,Вторичный,,,15 000 €,Продам,3-х комнатная квартира,5,Частное лицо,,Блочный,Расположение,
,45 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/37573925?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzU3MzkyNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5Ljc5MDU0MzA4MloifX0.ppW2VHt34mk79PnYx3R-VVnOcm_P7FVinB4vMJxgAxA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,37573925,15 м²,30 м²,Индивидуальная,Новострой,,,25 €,Сдаю посуточно,1-комнатная квартира,7,Застройщик,3 см,Mонолитный,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",
1,85 м²,Eвроремонт,16,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101652246?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE2NTIyNDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjcxZjI3ZTJmLTdjZGEtNGRiMS1iMjNkLWUwZWE2OTRhOGI4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMjE6MzY6MDkuNzkwNjI2NjA5WiJ9fQ.6HfwHXeT0L-BlRHSwJN3knlIQ5LptlV0l8pd822Dh5Y&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,101652246,20 м²,,,Новострой,2,Квартира с ливингом,164 999 €,Продам,2-х комнатная квартира,14,Частное лицо,3 см,,"Кишинёв мун., Кишинёв, Ботаника, ул. Грэдина Ботаникэ, 20/1",Varicom
1,47 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103805990?location=subcategory&index=4915,103805990,,,Хрущевка,Вторичный,1,,106 000 €,Продам,2-х комнатная квартира,3,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Рышкановка, Kiev, 16/1",
,46 м²,Белый вариант,9,Подземная,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88002849?location=subcategory&index=4916,88002849,,,Индивидуальная,Новострой,1,Квартира с ливингом,65 590 €,,1-комнатная квартира,2,Застройщик,,Kирпичный,"Кишинёв мун., Кишинёв, Рышкановка, str. Ceucari, 9/1",
,43 м²,Белый вариант,9,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88831887?location=subcategory&index=4917,88831887,,,Индивидуальная,Новострой,,,59 500 €,Продам,1-комнатная квартира,3,Застройщик,,,Расположение,
1,64 м²,Eвроремонт,7,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103159663?location=subcategory&index=4918,103159663,,,,Новострой,,Квартира с ливингом,114 900 €,,2-х комнатная квартира,4,Частное лицо,,,Расположение,
,50 м²,Индивидуальный дизайн,5,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103126869?location=subcategory&index=4919,103126869,,,Индивидуальная,Вторичный,1,Квартира с ливингом,98 500 €,,2-х комнатная квартира,2,Частное лицо,2700 см,Kотельцовый,"Кишинёв мун., Кишинёв, Буюканы, str. Alexandru Marinescu, 19/1",
2,60 м²,Eвроремонт,9,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103793098?location=subcategory&index=4920,103793098,,,Индивидуальная,Новострой,2,,129 900 €,Продам,2-х комнатная квартира,7,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Старая Почта, Bariera Orhei, 5/1",Lagmar Impex
2,56 м²,Eвроремонт,9,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103263963?location=subcategory&index=4921,103263963,,,143,Вторичный,1,,89 900 €,Продам,2-х комнатная квартира,7,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 130/3",
1,58 м²,Eвроремонт,12,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103007175?location=subcategory&index=4922,103007175,,,Индивидуальная,Новострой,1,,133 000 €,,2-х комнатная квартира,1,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Буюканы, Costin Nicolae, 64",Estate Invest Company
1,80 м²,Eвроремонт,10,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103245960?location=subcategory&index=4923,103245960,,,Индивидуальная,Новострой,Нет,,250 000 €,Продам,2-х комнатная квартира,8,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Буюканы, Nicolae Costin 48, 1",Dansicons
,87 м²,Белый вариант,11,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101339163?location=subcategory&index=4924,101339163,,,,Новострой,1,Квартира с ливингом,132 900 €,Продам,2-х комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",Horus
,60 м²,,1,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102554706?location=subcategory&index=4925,102554706,,,,Вторичный,,,88 000 €,,2-х комнатная квартира,1,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Центр, str. Alexei Șciusev, 32",
,55 м²,Eвроремонт,9,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104103314?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDMzMTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyNDU1MTg3N1oifX0.JAIaAjL9EemC57bgHgI23SOj7kCBT6Gi16V6JRbEIlw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4926,104103314,,,,Вторичный,,,109 900 €,Продам,2-х комнатная квартира,8,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 130/3",
,64 м²,Незавершенное cтроительство,11,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101334730?location=subcategory&index=4927,101334730,,,,Новострой,,,92 800 €,Продам,2-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Ceucari, 1/1",
1,38 м²,Косметический pемонт,9,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102683203?location=subcategory&index=4928,102683203,7 м²,18 м²,102,Вторичный,1,,57 970 €,Продам,1-комнатная квартира,1,Застройщик,270 см,Mонолитный,"Кишинёв мун., Кишинёв, Ботаника, ул. Минск, 2",
2,99 м²,Белый вариант,4,Подземная,"3-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88158491?location=subcategory&index=4929,88158491,,,Индивидуальная,Новострой,1,Квартира с ливингом,200 000 €,Продам,3-х комнатная квартира,2,Частное лицо,280 см,Kотельцовый,Расположение,
1,46 м²,Eвроремонт,11,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101594387?location=subcategory&index=4930,101594387,,,,Новострой,,Квартира с ливингом,158 900 €,Продам,1-комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 9/6",Inamstro
2,78 м²,,7,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101950018?location=subcategory&index=4931,101950018,,,,Новострой,,Квартира с ливингом,269 000 €,,2-х комнатная квартира,6,,,,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5/C",
,88 м²,,5,,"3-х комнатная квартира,  Окраина,  Рыбница,  Рыбница",https://999.md/ru/101807605?location=subcategory&index=4932,101807605,,,,Вторичный,,,15 000 $,Продам,3-х комнатная квартира,5,Частное лицо,,,Расположение,
1,74 м²,Индивидуальный дизайн,9,Oткрытое,"2-х комнатная квартира,  Центр,  Кагул,  Кагул",https://999.md/ru/102169605?location=subcategory&index=4933,102169605,,,,Вторичный,2,,115 000 €,,2-х комнатная квартира,9,,,,"Кагул, Кагул, Центр, str. Ştefan cel Mare şi Sfînt, 39",
1,85 м²,Белый вариант,6,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102399309?location=subcategory&index=4934,102399309,,,,Новострой,1,Квартира с ливингом,120 580 €,,3-х комнатная квартира,3,Агентство,,,Расположение,
,75 м²,Eвроремонт,9,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103653486?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTM0ODYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiOGU1NzM4MDAtNjY4Mi00OWY2LTgxZjctNDk3ODBiMWNlMzcwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTozNjowOS40MjQ2NjIyNTdaIn19.HdT1XwBUNE0oAz4Jez652DgCzLamCV4Doa-HXepRr5k&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4935,103653486,,75 м²,,Новострой,,Квартира с ливингом,153 900 €,Продам,3-х комнатная квартира,6,Частное лицо,,Kотельцовый,"Кишинёв мун., Кишинёв, Буюканы, str. Durleşti, 10/D",Astercon
,73 м²,,9,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102408497?location=subcategory&index=4936,102408497,,,,Вторичный,,,129 900 €,Продам,3-х комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Aerodromului, 11",
1,56 м²,Белый вариант,6,Oткрытое,"2-х комнатная квартира,  Центр,  Бричаны,  Бричаны",https://999.md/ru/74206687?location=subcategory&index=4937,74206687,,,,Новострой,1,,44 800 €,Продам,2-х комнатная квартира,1,Застройщик,250 см,Бетон,"Бричаны, Бричаны, Центр, Alexandr Karpișin, 13",
2,118 м²,Eвроремонт,9,Oткрытое,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/89346794?location=subcategory&index=4938,89346794,20 м²,95 м²,Индивидуальная,Новострой,1,Квартира с ливингом,265 000 €,,4-x комнатная квартира,3,Частное лицо,,Mонолитный,"Кишинёв мун., Кишинёв, Центр, str. Alexandr Pușkin, 60/1",AMIC
2,90 м²,Eвроремонт,9,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102454138?location=subcategory&index=4939,102454138,,85 м²,,Новострой,1,Квартира с ливингом,3 660 000 MDL,Продам,3-х комнатная квартира,6,Застройщик,,,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 74",Reconscivil
,61 м²,,10,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/88032996?location=subcategory&index=4940,88032996,,,,Новострой,,,79 300 €,Продам,2-х комнатная квартира,5,Застройщик,,,Расположение,Lagmar Impex
2,81 м²,,25,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/89138765?location=subcategory&index=4941,89138765,,,,Новострой,1,,157 950 €,Продам,3-х комнатная квартира,12,Застройщик,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Spartacus, 36/1",NG Invest
1,51 м²,Белый вариант,6,Гараж,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",https://999.md/ru/103698710?location=subcategory&index=4942,103698710,,51 м²,,Новострой,1,Квартира с ливингом,86 700 €,,2-х комнатная квартира,6,Частное лицо,,Kирпичный,Расположение,
1,51 м²,Белый вариант,6,Гараж,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",https://999.md/ru/103722707?location=subcategory&index=4943,103722707,,,,Новострой,1,Квартира с ливингом,86 700 €,Продам,2-х комнатная квартира,6,Частное лицо,,Kирпичный,"Кишинёв мун., Кодру, Центр, str-la 4 Valea Apelor, 2",
2,132 м²,Индивидуальный дизайн,13,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104103343?location=subcategory&index=4944,104103343,,,,Новострой,3,Квартира с ливингом,345 000 €,Продам,2-х комнатная квартира,11,Частное лицо,320 см,Kомбинированный,"Кишинёв мун., Кишинёв, Рышкановка, str. Petru Rareș, 36",Dansicons
2,82 м²,Индивидуальный дизайн,9,Подземная,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104103161?location=subcategory&index=4945,104103161,,,,Новострой,,Квартира с ливингом,235 900 €,Продам,3-х комнатная квартира,6,Частное лицо,2800 см,Kомбинированный,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 64",David's Capital
2,100 м²,Eвроремонт,10,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104113655?location=subcategory&index=4946,104113655,,100 м²,,Новострой,,Квартира с ливингом,165 000 €,Продам,3-х комнатная квартира,8,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Valea Crucii, .",
,44 м²,Белый вариант,10,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103674803?location=subcategory&index=4947,103674803,,,,Новострой,,Квартира с ливингом,88 000 €,Продам,1-комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",Inamstro
2,88 м²,Белый вариант,12,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/80966801?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDk2NjgwMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiJjMjQ1ZjM0NS1lNjg3LTRkNTQtOTllZC04NTAzODQxZGQ0NTUiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyNDc1NzA1M1oifX0.d_PEEk8ZcmAcF13O9ABLP2V9N303zXeXyWQLhrS0pB4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4948,80966801,,80 м²,,Новострой,1,,106 480 €,Продам,3-х комнатная квартира,5,Застройщик,275 см,Kомбинированный,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",
,44 м²,Белый вариант,10,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103073067?location=subcategory&index=4949,103073067,,,,Новострой,,Квартира с ливингом,50 416 €,Продам,1-комнатная квартира,6,Застройщик,,Kирпичный,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 101",
1,46 м²,,5,Гараж,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103995739?location=subcategory&index=4950,103995739,,,,Вторичный,1,,69 000 €,Продам,2-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Neculce, 14",
2,71 м²,,10,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102823300?location=subcategory&index=4951,102823300,,,,Новострой,1,Квартира с ливингом,179 000 €,Продам,2-х комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",Exfactor-grup
1,35 м²,,5,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102972844?location=subcategory&index=4952,102972844,,,,Вторичный,1,Квартира с ливингом,69 900 €,Продам,1-комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 14",
1,43 м²,,9,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103839000?location=subcategory&index=4953,103839000,,,Мс (Молд. Серия),Вторичный,,Квартира с ливингом,81 900 €,Продам,1-комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 5",
1,43 м²,,10,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/104019499?location=subcategory&index=4954,104019499,,,,Новострой,,Квартира с ливингом,89 900 €,Продам,1-комнатная квартира,7,Агентство,,,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/1",
,75 м²,,10,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104090928?location=subcategory&index=4955,104090928,,,,Вторичный,,,138 900 €,Продам,3-х комнатная квартира,8,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 33",
2,71 м²,,14,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103864016?location=subcategory&index=4956,103864016,,,,Новострой,1,Квартира с ливингом,195 000 €,Продам,2-х комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",Exfactor-grup
2,80 м²,,9,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102973073?location=subcategory&index=4957,102973073,,,,Новострой,2,Квартира с ливингом,195 000 €,Продам,2-х комнатная квартира,7,,,,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 128",
,35 м²,,10,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103672310?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjQ1NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzIzMTAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiZWQwMzE0OTctMTA4Ny00ZWE2LTk1ZjYtM2U4ZGRiZTQyYWQwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjM2OjA5LjQyNDc5Nzc1NFoifX0.nDYKNavo3CPfizWLK571QVc2DL4H7idSnV89SB71GWg&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4958,103672310,,,,Новострой,,,600 MDL,Сдаю посуточно,1-комнатная квартира,4,Застройщик,,,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",
2,50 м²,Eвроремонт,10,Подземная,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103923103?location=subcategory&index=4959,103923103,,,,Новострой,1,Квартира без ливинга,109 500 €,Продам,2-х комнатная квартира,6,Частное лицо,,,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 85/6",
,76 м²,,5,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103429979?location=subcategory&index=4960,103429979,,,,Новострой,,Квартира с ливингом,119 900 €,Продам,3-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Телецентр, str. Protoiereu Mihail Berezovschi, 26",
1,51 м²,Белый вариант,8,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103356270?location=subcategory&index=4961,103356270,,,,Новострой,,,106 050 €,,1-комнатная квартира,7,Агентство,,,Расположение,
2,85 м²,Eвроремонт,11,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103884838?location=subcategory&index=4962,103884838,,,,Новострой,1,Квартира с ливингом,169 900 €,Продам,3-х комнатная квартира,7,Частное лицо,,,Расположение,Solomon Construct Imobil
,37 м²,Белый вариант,12,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103889363?location=subcategory&index=4963,103889363,,,,Новострой,,Квартира с ливингом,55 420 €,Продам,1-комнатная квартира,8,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 11/1",Lagmar Impex
1,62 м²,Незавершенное cтроительство,11,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103224643?location=subcategory&index=4964,103224643,,,,Новострой,,Квартира с ливингом,80 054 €,,2-х комнатная квартира,6,Агентство,,,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",
