Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,,Агентство,103340487,https://999.md/ru/103340487?location=subcategory&index=2089&cardCategoryId=270&cardSubcategoryId=1404,,5,5,60 м²,,3-х комнатная квартира,Вторичный,,,,68 500 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 34/5"
Нет,Косметический pемонт,1,Индивидуальная,,Застройщик,104614461,https://999.md/ru/104614461?location=subcategory&index=2090&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,2,36 м²,Oткрытое,1-комнатная квартира,Вторичный,Casa de Piatra,6 м²,20 м²,59 950 €,,Продам,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, ул. Каля Ешилор, 41b"
,,,102,,Агентство,103544598,https://999.md/ru/103544598?location=subcategory&index=2091&cardCategoryId=270&cardSubcategoryId=1404,,1,5,70 м²,,3-х комнатная квартира,Вторичный,,,,81 900 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Дойна, 150"
,Eвроремонт,1,,,Агентство,102371663,https://999.md/ru/102371663?location=subcategory&index=2092&cardCategoryId=270&cardSubcategoryId=1404,,4,5,34 м²,,1-комнатная квартира,Вторичный,,,,72 500 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 0"
,Eвроремонт,1,,,Агентство,101015581,https://999.md/ru/101015581?location=subcategory&index=2093&cardCategoryId=270&cardSubcategoryId=1404,,2,9,65 м²,,4-x комнатная квартира,Новострой,,,,125 000 €,Квартира с ливингом,Продам,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Bacioii Noi, 0"
,Eвроремонт,2,,,Агентство,103827885,https://999.md/ru/103827885?location=subcategory&index=2094&cardCategoryId=270&cardSubcategoryId=1404,,9,9,54 м²,,2-х комнатная квартира,Вторичный,,,,79 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, -"
3,Белый вариант,2,,,Агентство,103836302,https://999.md/ru/103836302?location=subcategory&index=2095&cardCategoryId=270&cardSubcategoryId=1404,,5,12,65 м²,,2-х комнатная квартира,Новострой,Astercon,,,119 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 61/4"
,Eвроремонт,2,,,Частное лицо,103160018,https://999.md/ru/103160018?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0Njc1OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMxNjAwMTgiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiOGQxZDVlY2EtZDBmMS00NWEwLTk3YzgtMzU5OWM1YWJjMDc2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjA2OjM3LjI5MjIzMTc1OVoifX0.i7Nxjx5T44RZpGqd5GLKfZWDOF3Buv9c32MWD9-21LM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2096&cardCategoryId=270&cardSubcategoryId=1404,,5,8,50 м²,,1-комнатная квартира,Новострой,,,,700 MDL,,Сдаю посуточно,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 77/16"
1,Eвроремонт,1,,,Агентство,103543657,https://999.md/ru/103543657?location=subcategory&index=2097&cardCategoryId=270&cardSubcategoryId=1404,,8,16,76 м²,,2-х комнатная квартира,Новострой,,,,143 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, -"
,Eвроремонт,1,,,Агентство,104126757,https://999.md/ru/104126757?location=subcategory&index=2098&cardCategoryId=270&cardSubcategoryId=1404,,3,12,72 м²,,3-х комнатная квартира,Новострой,,,,240 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, -"
,,,,,Агентство,103768192,https://999.md/ru/103768192?location=subcategory&index=2099&cardCategoryId=270&cardSubcategoryId=1404,,4,16,65 м²,,3-х комнатная квартира,Вторичный,,,,105 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, 16/1"
,Eвроремонт,2,,,Агентство,102941804,https://999.md/ru/102941804?location=subcategory&index=2100&cardCategoryId=270&cardSubcategoryId=1404,,2,9,68 м²,Подземная,2-х комнатная квартира,Новострой,,,,175 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы,  Alba Iulia , 113"
1,Белый вариант,2,,,Частное лицо,101816964,https://999.md/ru/101816964?location=subcategory&index=2101&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,8,10,53 м²,,2-х комнатная квартира,Новострой,Nicons,,,62 490 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,,,Агентство,103169294,https://999.md/ru/103169294?location=subcategory&index=2102&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,6,70 м²,Гараж,2-х комнатная квартира,Новострой,,,,188 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Liviu Deleanu, 10/1"
1,Белый вариант,1,,,Агентство,85529827,https://999.md/ru/85529827?location=subcategory&index=2103&cardCategoryId=270&cardSubcategoryId=1404,,1,10,42 м²,Гараж,1-комнатная квартира,Новострой,,,42 м²,54 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Косметический pемонт,1,Индивидуальная,,Агентство,102558706,https://999.md/ru/102558706?location=subcategory&index=2104&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,6,7,28 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,36 900 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Vasile Cheltuială, 9/2"
1,Eвроремонт,1,Индивидуальная,255 см,Застройщик,88330261,https://999.md/ru/88330261?location=subcategory&index=2105&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,47 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,89 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 34/1"
,Eвроремонт,1,,,Агентство,104181062,https://999.md/ru/104181062?location=subcategory&index=2106&cardCategoryId=270&cardSubcategoryId=1404,,4,5,63 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,63 м²,112 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,3,Индивидуальная,,Агентство,104299029,https://999.md/ru/104299029?location=subcategory&index=2107&cardCategoryId=270&cardSubcategoryId=1404,,8,13,93 м²,,3-х комнатная квартира,Новострой,,,,205 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Str. Vasile Lupu, 28а"
1,Белый вариант,1,Индивидуальная,,Агентство,101972149,https://999.md/ru/101972149?location=subcategory&index=2108&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,9,45 м²,Oткрытое,1-комнатная квартира,Новострой,,,,55 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia , 65"
,,,,,Застройщик,103595912,https://999.md/ru/103595912?location=subcategory&index=2109&cardCategoryId=270&cardSubcategoryId=1404,,10,10,191 м²,,5-ти комн. кварт. и более,Новострой,,,,335 000 €,Квартира с ливингом,Продам,"5-ти комн. кварт. и более,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Tudor Vladimirescu, 8/1"
,,,,,Застройщик,104416524,https://999.md/ru/104416524?location=subcategory&index=2110&cardCategoryId=270&cardSubcategoryId=1404,,1,5,30 м²,,1-комнатная квартира,Вторичный,,,30 м²,52 800 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 55/2"
1,Eвроремонт,2,,,Агентство,100574091,https://999.md/ru/100574091?location=subcategory&index=2111&cardCategoryId=270&cardSubcategoryId=1404,,5,5,54 м²,,2-х комнатная квартира,Вторичный,,,,80 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Mihail Lomonosov, 0"
1,Белый вариант,2,Индивидуальная,,Агентство,100466393,https://999.md/ru/100466393?location=subcategory&index=2112&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,Пентхаус,10,146 м²,Oткрытое,4-x комнатная квартира,Новострой,,20 м²,,146 600 €,Квартира с ливингом,Продам,"4-x комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3"
