Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,,,275 см,Застройщик,104599687,https://999.md/ru/104599687?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgyODYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1OTk2ODciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNjMwZDU4ZTctODlhYi00Zjk4LWIwZDUtMDA1ODhiNjQ3N2Y2IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJ0IjoiMjAyNi0wNi0xNFQxOToxODowNi44ODc2NjkzNzFaIn19.FSvP7XsKvmSDUIytR6-jPvNSc4NiU-2ppY9jZ_JGEBM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2476&cardCategoryId=270&cardSubcategoryId=1404,,8,9,64 м²,Oткрытое,1-комнатная квартира,Новострой,Inamstro,,,146 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6"
2,Косметический pемонт,2,,,Агентство,103862562,https://999.md/ru/103862562?location=subcategory&index=2477&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,113 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,157 500 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Buiucani, 4"
1,Eвроремонт,2,Индивидуальная,,Агентство,104603325,https://999.md/ru/104603325?location=subcategory&index=2478&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,6,6,50 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,68 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 47a"
1,Белый вариант,2,,,Агентство,103961992,https://999.md/ru/103961992?location=subcategory&index=2479&cardCategoryId=270&cardSubcategoryId=1404,,7,9,65 м²,,2-х комнатная квартира,Новострой,,,,94 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Расположение
,Eвроремонт,1,,,Агентство,104476444,https://999.md/ru/104476444?location=subcategory&index=2480&cardCategoryId=270&cardSubcategoryId=1404,,7,10,47 м²,Oткрытое,1-комнатная квартира,Новострой,Inamstro,,,105 200 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/1"
,Белый вариант,,,,Агентство,104613828,https://999.md/ru/104613828?location=subcategory&index=2481&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,10,48 м²,,1-комнатная квартира,Новострой,,,,61 700 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, *"
1,Косметический pемонт,1,,,Агентство,104585935,https://999.md/ru/104585935?location=subcategory&index=2482&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,4,50 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,67 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 6A"
,Eвроремонт,1,,,Агентство,104389661,https://999.md/ru/104389661?location=subcategory&index=2483&cardCategoryId=270&cardSubcategoryId=1404,,3,7,34 м²,Oткрытое,1-комнатная квартира,Новострой,,,,64 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Ştefan Vodă, 15"
1,Белый вариант,2,,280 см,Застройщик,100908593,https://999.md/ru/100908593?location=subcategory&index=2484&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,5,10,66 м²,Подземная,2-х комнатная квартира,Новострой,Braus Imobiliare,,,92 750 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 140/1"
1,Eвроремонт,1,,,Агентство,104613816,https://999.md/ru/104613816?location=subcategory&index=2485&cardCategoryId=270&cardSubcategoryId=1404,,9,11,65 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,174 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13"
1,Eвроремонт,1,Хрущевка,,Агентство,103805892,https://999.md/ru/103805892?location=subcategory&index=2486&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,45 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,81 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 18"
,Незавершенное cтроительство,,,,Застройщик,101016651,https://999.md/ru/101016651?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjgyODYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDEwMTY2NTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDYtMTRUMTk6MTg6MDYuODg3NzY4MjcyWiJ9fQ.-XIp33HWn8-G5rFbEfsbQgrTqunXuXoO-jjQsOh-cBo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2487&cardCategoryId=270&cardSubcategoryId=1404,,9,10,87 м²,,3-х комнатная квартира,Новострой,Boiar House,,,86 800 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B"
1,Косметический pемонт,2,102,,Агентство,103803776,https://999.md/ru/103803776?location=subcategory&index=2488&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,87 500 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Costiujeni, 15/2"
1,Eвроремонт,1,Индивидуальная,,Агентство,101979032,https://999.md/ru/101979032?location=subcategory&index=2489&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,9,15,50 м²,Oткрытое,1-комнатная квартира,Новострой,,,,115 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 23"
1,Eвроремонт,2,Индивидуальная,,Агентство,103567616,https://999.md/ru/103567616?location=subcategory&index=2490&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,6,9,40 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,72 000 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Socoleni, 9"
1,Незавершенное cтроительство,1,Индивидуальная,,Агентство,102681160,https://999.md/ru/102681160?location=subcategory&index=2491&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,6,45 м²,Oткрытое,1-комнатная квартира,Новострой,Estate Invest Company,,,70 000 €,,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, Durlești, 1"
2,Eвроремонт,2,Индивидуальная,,Агентство,103745059,https://999.md/ru/103745059?location=subcategory&index=2492&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,12,16,76 м²,Oткрытое,2-х комнатная квартира,Новострой,Sevacons,,,137 000 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Stradela Studenților, 17"
1,Незавершенное cтроительство,1,Индивидуальная,,Агентство,101904010,https://999.md/ru/101904010?location=subcategory&index=2493&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,6,45 м²,Oткрытое,1-комнатная квартира,Новострой,Estate Invest Company,,,65 395 €,,Продам,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Окраина, Durlesti, 11C"
1,Eвроремонт,2,Индивидуальная,,Агентство,103757830,https://999.md/ru/103757830?location=subcategory&index=2494&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,14,20,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,124 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 25"
1,Eвроремонт,1,Индивидуальная,,Агентство,102122881,https://999.md/ru/102122881?location=subcategory&index=2495&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,11,11,45 м²,Подземная,1-комнатная квартира,Новострой,Basconslux,,,116 800 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 45"
1,Eвроремонт,1,Индивидуальная,,Агентство,100089215,https://999.md/ru/100089215?location=subcategory&index=2496&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,15,59 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,115 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Maria Drăgan, 30/8"
2,Eвроремонт,1,,,Агентство,104590015,https://999.md/ru/104590015?location=subcategory&index=2497&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,6,61 м²,,2-х комнатная квартира,Новострой,,,,156 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Primar Gherman Pântea, 142"
Нет,Белый вариант,2,Индивидуальная,,Агентство,101972393,https://999.md/ru/101972393?location=subcategory&index=2498&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,3,3,52 м²,,3-х комнатная квартира,Новострой,,,,55 000 €,,Продам,"3-х комнатная квартира,  Окраина,  Гратиешты,  Кишинёв мун.","Кишинёв мун., Гратиешты, Окраина, Sfinta Treime, 14"
1,Eвроремонт,1,,,Агентство,104318802,https://999.md/ru/104318802?location=subcategory&index=2499&cardCategoryId=270&cardSubcategoryId=1404,,4,5,42 м²,,3-х комнатная квартира,Вторичный,,,,88 700 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Miorita, -"
,Белый вариант,,,,Застройщик,88069526,https://999.md/ru/88069526?location=subcategory&index=2500&cardCategoryId=270&cardSubcategoryId=1404,,4,9,72 м²,Подземная,2-х комнатная квартира,Новострой,Estate Invest Company,,,106 560 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 5/63"
1,Eвроремонт,1,,,Застройщик,104564251,https://999.md/ru/104564251?location=subcategory&index=2501&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,2,5,43 м²,,1-комнатная квартира,Вторичный,,12 м²,18 м²,75 000 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 44/7"
,Eвроремонт,1,,,Агентство,102325218,https://999.md/ru/102325218?location=subcategory&index=2502&cardCategoryId=270&cardSubcategoryId=1404,,8,10,65 м²,,2-х комнатная квартира,Новострой,,,,118 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Tecuci, 0"
