Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
2,Без ремонта,2,Мс (Молд. Серия),,Агентство,104244878,https://999.md/ru/104244878?location=subcategory&index=1540&cardCategoryId=270&cardSubcategoryId=1404,4,,9,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,93 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 63/2"
1,Нуждается в ремонте,1,,,Агентство,104491535,https://999.md/ru/104491535?location=subcategory&index=1541&cardCategoryId=270&cardSubcategoryId=1404,1,,5,47 м²,,2-х комнатная квартира,Вторичный,,,,66 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 22"
1,Косметический pемонт,2,143,,Агентство,104439953,https://999.md/ru/104439953?location=subcategory&index=1542&cardCategoryId=270&cardSubcategoryId=1404,5,,9,73 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,124 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, 36"
,,,,,Агентство,103697332,https://999.md/ru/103697332?location=subcategory&index=1543&cardCategoryId=270&cardSubcategoryId=1404,3,,10,88 м²,,3-х комнатная квартира,Новострой,,,,155 000 €,,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, ---"
1,,2,,,Агентство,104425218,https://999.md/ru/104425218?location=subcategory&index=1544&cardCategoryId=270&cardSubcategoryId=1404,4,,10,137 м²,Подземная,4-x комнатная квартира,Новострой,,,,590 000 €,,Продам,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str-la Teatrului, 3"
1,Белый вариант,1,Индивидуальная,,Застройщик,102706619,https://999.md/ru/102706619?location=subcategory&index=1545&cardCategoryId=270&cardSubcategoryId=1404,12,Kирпичный,24,49 м²,Подземная,1-комнатная квартира,Новострой,NG Invest,,,96 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Spartacus, 36"
,Eвроремонт,,,,Агентство,104460498,https://999.md/ru/104460498?location=subcategory&index=1546&cardCategoryId=270&cardSubcategoryId=1404,1,,4,31 м²,,1-комнатная квартира,Новострой,,,,65 500 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Butuceni, 39"
Нет,Белый вариант,1,,,Агентство,103071176,https://999.md/ru/103071176?location=subcategory&index=1547&cardCategoryId=270&cardSubcategoryId=1404,2,,8,87 м²,Подземная,3-х комнатная квартира,Новострой,,,,95 700 €,,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Str. Regina Elisabeta, **"
2,Белый вариант,1,Индивидуальная,,Застройщик,102706809,https://999.md/ru/102706809?location=subcategory&index=1548&cardCategoryId=270&cardSubcategoryId=1404,6,Kирпичный,10,47 м²,Подземная,1-комнатная квартира,Новострой,Exfactor-grup,,,86 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, ул. Николае Сулак, 14"
,Нуждается в ремонте,,,,Агентство,104491579,https://999.md/ru/104491579?location=subcategory&index=1549&cardCategoryId=270&cardSubcategoryId=1404,1,,5,52 м²,,2-х комнатная квартира,Вторичный,,,,66 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 22"
2,Незавершенное cтроительство,1,Индивидуальная,,Застройщик,104566566,https://999.md/ru/104566566?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjY2NzcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1NjY1NjYiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjU0YzM2M2ZhLTk0MDgtNDc1OS04NjY1LTc4NDNhMjNiMTMwYSIsImUiOiI4OS4xNDkuOTEuMTYyIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNi0xNFQxODo1MToxNy4yODMzNzU0NjhaIn19.O3twoejJMnljjoxJ1RJamEkk9MoxCVOqD4Sj-LXph_o&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1550&cardCategoryId=270&cardSubcategoryId=1404,8,Mонолитный,16,67 м²,,2-х комнатная квартира,Новострой,Inamstro,,67 м²,113 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 11"
1,Белый вариант,1,Индивидуальная,,Застройщик,102706899,https://999.md/ru/102706899?location=subcategory&index=1551&cardCategoryId=270&cardSubcategoryId=1404,2,Kирпичный,10,51 м²,Подземная,1-комнатная квартира,Новострой,NG Invest,,,62 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, 24a"
Нет,Eвроремонт,1,,,Агентство,104483094,https://999.md/ru/104483094?location=subcategory&index=1552&cardCategoryId=270&cardSubcategoryId=1404,8,Kирпичный,9,68 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,179 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 9"
1,Eвроремонт,2,Индивидуальная,,Агентство,103043271,https://999.md/ru/103043271?location=subcategory&index=1553&cardCategoryId=270&cardSubcategoryId=1404,11,Kомбинированный,14,63 м²,Oткрытое,2-х комнатная квартира,Новострой,Lagmar Impex,,,174 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Cornesti, 7"
1,Eвроремонт,2,Индивидуальная,,Агентство,104598205,https://999.md/ru/104598205?location=subcategory&index=1554&cardCategoryId=270&cardSubcategoryId=1404,6,Kотельцовый,11,86 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,175 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Botanica Veche, 45"
1,Незавершенное cтроительство,1,Индивидуальная,,Агентство,102386498,https://999.md/ru/102386498?location=subcategory&index=1555&cardCategoryId=270&cardSubcategoryId=1404,4,Kирпичный,6,48 м²,Oткрытое,1-комнатная квартира,Новострой,Estate Invest Company,,,70 035 €,,Продам,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Окраина, Durlesti, 11B"
Нет,Косметический pемонт,1,143,,Агентство,103444581,https://999.md/ru/103444581?location=subcategory&index=1556&cardCategoryId=270&cardSubcategoryId=1404,1,Панельный,9,40 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,68 900 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Albișoara, 84/4"
1,Eвроремонт,1,102,,Агентство,103136476,https://999.md/ru/103136476?location=subcategory&index=1557&cardCategoryId=270&cardSubcategoryId=1404,3,Панельный,5,35 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,77 500 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Florilor, 28/3"
1,Eвроремонт,1,,270 см,Частное лицо,104268834,https://999.md/ru/104268834?location=subcategory&index=1558&cardCategoryId=270&cardSubcategoryId=1404,7,Бетон,12,49 м²,,1-комнатная квартира,Новострой,Eldorado Terra,,,109 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 12/8"
Нет,Eвроремонт,1,Индивидуальная,,Агентство,103117975,https://999.md/ru/103117975?location=subcategory&index=1559&cardCategoryId=270&cardSubcategoryId=1404,8,Kомбинированный,11,65 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,179 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Andrei Doga, 13/7"
1,Eвроремонт,2,143,,Агентство,104260970,https://999.md/ru/104260970?location=subcategory&index=1560&cardCategoryId=270&cardSubcategoryId=1404,7,Панельный,9,55 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,104 900 €,,Продам,"2-х комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 60/5"
Нет,Eвроремонт,1,,,Агентство,104329376,https://999.md/ru/104329376?location=subcategory&index=1561&cardCategoryId=270&cardSubcategoryId=1404,3,Kирпичный,11,67 м²,Oткрытое,2-х комнатная квартира,Новострой,Estate Invest Company,,,143 900 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136/B"
1,Белый вариант,1,Индивидуальная,,Агентство,103662006,https://999.md/ru/103662006?location=subcategory&index=1562&cardCategoryId=270&cardSubcategoryId=1404,2,Kирпичный,11,115 м²,,2-х комнатная квартира,Новострой,Inamstro,,,287 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Constantin Stere, 16"
1,Eвроремонт,1,Индивидуальная,,Агентство,104267159,https://999.md/ru/104267159?location=subcategory&index=1563&cardCategoryId=270&cardSubcategoryId=1404,6,Kомбинированный,12,46 м²,Oткрытое,1-комнатная квартира,Новострой,Varincom,,,114 175 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 13A"
1,Белый вариант,2,,,Застройщик,103559851,https://999.md/ru/103559851?location=subcategory&index=1564&cardCategoryId=270&cardSubcategoryId=1404,1,Kирпичный,9,50 м²,Подземная,1-комнатная квартира,Новострой,Exfactor-grup,,,85 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Расположение
1,Белый вариант,1,,,Агентство,102032737,https://999.md/ru/102032737?location=subcategory&index=1565&cardCategoryId=270&cardSubcategoryId=1404,15,Kомбинированный,17,89 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,139 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Ginta Latina, 8"
1,Белый вариант,2,Индивидуальная,,Агентство,103833739,https://999.md/ru/103833739?location=subcategory&index=1566&cardCategoryId=270&cardSubcategoryId=1404,6,Kирпичный,8,84 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,108 290 €,,Продам,"2-х комнатная квартира,  Окраина,  Яловены,  Яловены","Яловены, Яловены, Окраина, Basarabia, 9"
