Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
1,,Квартира без ливинга,https://999.md/ru/104021571?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjE1NzEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjhjOTU1NDRiLTA3MGUtNDhmMS04MzQyLTBlYjNmYTIzMWZjNSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6MDk6MDEuODU0MzIzNDE1WiJ9fQ.0zdipcgvv1V1dL-y_yx576qeUcBO18bSBJl2c_IztV0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,NG Invest,16 м²,Подземная,5,1,300 см,50 660 €,10,43 м²,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",104021571,Новострой,Kирпичный,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/104066914?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjY5MTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYzdmYzhkODYtNTkzMC00NDUwLTg1NGYtZWY0MzlkZjdiMmYwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODowOTowMS44NTQzNDgyOTJaIn19.60bxbvDF6CLvbsaHn24pAojalnnFPL4kNaF6V9dcWtM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,,,,3,,,134 800 €,10,66 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Miorita, 1/1",104066914,Новострой,Kирпичный,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/100618094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MTgwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiY2M4NGVkY2YtZGQyOC00MjgzLThjZmYtYmVjNWI4ZGVhMDQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDQyODY4WiJ9fQ.XGUBOhX5vm-uxz6WVH55tPSbg9jYwnc1zLxyvmEYdY4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Horus,,,5,,,198 000 €,15,86 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",100618094,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/104096688?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTY2ODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTM2ODFhZjMtMDQ3Yy00Y2QwLWIwMDMtZTZhZDVjZTBkNWJjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDQ1MjM1NFoifX0.4l2ldcjY7OVTrdl8xoUCy6gKeTx3dK7B_l245UEmhBc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,,2,,,750 €,12,68 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 7",104096688,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Агентство,2-х комнатная квартира,
Нет,,Квартира без ливинга,https://999.md/ru/102831391?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzEzOTEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6MDk6MDEuODU0NTEzODY3WiJ9fQ.Qp4zQ6SPfKSg16gLUywedkk6MTz4ehcPjUtGqKdLszQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,Astercon,13 м²,Гараж,1,1,286 см,58 986 €,6,41 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102831391,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/103642758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NDI3NTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiZWQwMzE0OTctMTA4Ny00ZWE2LTk1ZjYtM2U4ZGRiZTQyYWQwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjg1NDUzNzM4NFoifX0.EhWhNAPpDnqwZ_yUK2FkC9t19xjuv4DbOPsbYdERKjs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,,4,,,600 MDL,11,35 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",103642758,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Застройщик,1-комнатная квартира,
1,Индивидуальная,,https://999.md/ru/103135717?location=subcategory&index=2419,Inamstro,,Oткрытое,3,1,,219 000 €,11,88 м²,"Кишинёв мун., Кишинёв, Буюканы, Ioana Radu, 27/2",103135717,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
1,Брж (Брежневка),,https://999.md/ru/103022148?location=subcategory&index=2420,,,Oткрытое,6,1,,75 000 €,6,51 м²,"Кишинёв мун., Кишинёв, Ботаника, Nicolai Zelinski, 35",103022148,Вторичный,Kотельцовый,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103815458?location=subcategory&index=2421,Poliprim Grup,,Oткрытое,2,1,,49 500 €,9,48 м²,"Кишинёв мун., Дурлешты, Центр, Nicolae Dimo, 24",103815458,Новострой,Kотельцовый,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Незавершенное cтроительство
1,Индивидуальная,,https://999.md/ru/102644857?location=subcategory&index=2422,Solomon Construct Imobil,,Подземная,5,2,,109 900 €,12,73 м²,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 134",102644857,Новострой,Kирпичный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Незавершенное cтроительство
2,Индивидуальная,,https://999.md/ru/100805989?location=subcategory&index=2423,Basconslux,,Oткрытое,12,2,,149 900 €,11,81 м²,"Кишинёв мун., Кишинёв, Буюканы, Alba Iulia, 87",100805989,Новострой,Kотельцовый,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/102175389?location=subcategory&index=2424,Dansicons,,Oткрытое,4,1,,178 000 €,10,65 м²,"Кишинёв мун., Кишинёв, Буюканы, Nicolae Costin, 54",102175389,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
Нет,Гостинка,,https://999.md/ru/103681384?location=subcategory&index=2425,,,,2,1,,31 200 €,5,28 м²,"Кишинёв мун., Кишинёв, Ботаника, Muncești, 812",103681384,Вторичный,Kотельцовый,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Без ремонта
1,Мс (Молд. Серия),,https://999.md/ru/103227962?location=subcategory&index=2426,,,Oткрытое,8,2,,85 000 €,10,54 м²,"Кишинёв мун., Кишинёв, Чокана, Nicolae Milescu Spătarul, 1",103227962,Вторичный,Панельный,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102196003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxOTYwMDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6MDk6MDEuNDgzOTUwODQxWiJ9fQ.whuwg-bV9PE9i3taXHIIPJGe9XbYvF0Ff3-7hqjKNgA&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2427,Astercon,12 м²,Гараж,2,1,286 см,72 384 €,6,50 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102196003,Новострой,Ячеистый Бетон,,"Комната,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,Комната,Белый вариант
Нет,Индивидуальная,,https://999.md/ru/103961357?location=subcategory&index=2428,Golban Trade,,Oткрытое,6,1,,89 900 €,7,43 м²,"Кишинёв мун., Дурлешты, Центр, Regina Elisabeta, 2/B",103961357,Новострой,Kирпичный,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103227701?location=subcategory&index=2429,,,Oткрытое,9,1,,148 000 €,11,66 м²,"Кишинёв мун., Кишинёв, Рышкановка, Dimo, 4/1",103227701,Новострой,Kирпичный,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103551729?location=subcategory&index=2430,,,Oткрытое,4,1,,104 900 €,16,64 м²,"Кишинёв мун., Кишинёв, Скулянка, Calea Ieșilor, 61/2",103551729,Вторичный,Mонолитный,,"3-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Косметический pемонт
1,Индивидуальная,,https://999.md/ru/102075999?location=subcategory&index=2431,Nicons,,Oткрытое,8,1,,61 490 €,10,52 м²,"Кишинёв мун., Дурлешты, Центр, Cartusa, 99/10",102075999,Новострой,Kомбинированный,,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Незавершенное cтроительство
,,Квартира с ливингом,https://999.md/ru/103491183?location=subcategory&index=2432,,,Oткрытое,3,1,,98 000 €,10,42 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 12/2",103491183,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
1,,,https://999.md/ru/87741757?location=subcategory&index=2433,Estate Invest Company,,,Цоколь,,,81 420 €,6,59 м²,"Кишинёв мун., Думбрава, Центр, str. Durlești, 2b",87741757,Новострой,Kирпичный,,"2-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",,Застройщик,2-х комнатная квартира,
,,,https://999.md/ru/89846135?location=subcategory&index=2434,,,,9,,,370 000 €,14,152 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Hristo Botev, 6",89846135,Новострой,,152 м²,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,
,,,https://999.md/ru/103607853?location=subcategory&index=2435,Lagmar Impex,,Oткрытое,4,1,,56 700 €,9,42 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",103607853,Новострой,,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
1,,Квартира с ливингом,https://999.md/ru/103571007?location=subcategory&index=2436,,,,7,2,,150 900 €,8,71 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, ---",103571007,Новострой,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
2,,,https://999.md/ru/103871147?location=subcategory&index=2437,Gonvaro-Con,,Oткрытое,4,2,,123 950 €,8,67 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Drumul Taberei, 23",103871147,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
3,,Квартира с ливингом,https://999.md/ru/103836302?location=subcategory&index=2438,Astercon,,,5,2,,119 900 €,12,65 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 61/4",103836302,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/103776302?location=subcategory&index=2439,,,,2,,,73 405 €,5,63 м²,"Кишинёв мун., Дурлешты, Центр, str. Bisericii, ---",103776302,Новострой,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
1,Мс (Молд. Серия),,https://999.md/ru/104116282?location=subcategory&index=2440,,,Oткрытое,5,2,,119 900 €,5,71 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 20/1",104116282,Вторичный,Mонолитный,68 м²,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/104067527?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjc1MjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNTRkNjVjMmQtOTY0NS00M2M0LTliNzUtZmEyNzI2ZmIyNjFiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjA5OjAxLjQ4NDAzODkxOFoifX0.VJyMKtGAI43nh6JlfaDuAJX-lg1VXv0PN2M0FigkXOc&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2441,Sky House,39 м²,Oткрытое,5,1,220 см,50 000 €,12,39 м²,"Кишинёв мун., Кишинёв, Ботаника, Cetatea Albă nr 11/G, Noua",104067527,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
2,,,https://999.md/ru/100038769?location=subcategory&index=2442,Exfactor-grup,,,3,2,,107 500 €,9,72 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/5",100038769,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/102941804?location=subcategory&index=2443,,,Подземная,2,2,,175 000 €,9,68 м²,"Кишинёв мун., Кишинёв, Буюканы,  Alba Iulia , 113",102941804,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103894046?location=subcategory&index=2444,,,,2,,,59 150 €,6,36 м²,"Кишинёв мун., Кишинёв, Буюканы, str-la Bisericii, 17",103894046,Новострой,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/103935844?location=subcategory&index=2445,,,,2,2,,73 000 €,12,32 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 61",103935844,Новострой,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103542897?location=subcategory&index=2446,,,,5,1,,174 800 €,5,92 м²,"Кишинёв мун., Кишинёв, Ботаника,  bd. Dacia , 159",103542897,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/102413646?location=subcategory&index=2447,,,Подземная,11,1,,114 000 €,14,67 м²,"Кишинёв мун., Кишинёв, Ботаника, Gradina Botanica, 18",102413646,Новострой,Kомбинированный,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103833913?location=subcategory&index=2448,,,Oткрытое,4,1,,129 900 €,5,56 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, .",103833913,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/104065687?location=subcategory&index=2449,,,,8,,,130 000 €,10,63 м²,"Кишинёв мун., Кишинёв, Центр, șos. Hâncești, --",104065687,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,
3,,Квартира с ливингом,https://999.md/ru/104059792?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTk3OTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYzc5YjdmMzQtMjM4MC00YzNhLWFhNzEtNTRkN2RkZjUxMzMxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODowOTowMS40ODQxMDc5NTVaIn19.uUxHXVC5NwJyV-8EAe2jkeninFyT7Kmw-UWbmlDYYmo&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2450,,,Oткрытое,12,,,145 000 €,16,82 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 26",104059792,Новострой,Бетон,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103818524?location=subcategory&index=2451,,,Oткрытое,12,2,,189 900 €,14,85 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, .",103818524,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103557670?location=subcategory&index=2452,,,Подземная,7,2,,139 900 €,16,86 м²,"Кишинёв мун., Кишинёв, Ботаника, Str. Tudor Strișcă , 19",103557670,Новострой,Kомбинированный,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/85529827?location=subcategory&index=2453,,,Гараж,1,1,,54 900 €,10,42 м²,Расположение,85529827,Новострой,,42 м²,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103754844?location=subcategory&index=2454,,,Oткрытое,6,1,,162 000 €,10,60 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Lipcani, .",103754844,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103026934?location=subcategory&index=2455,,,Oткрытое,2,2,,135 000 €,10,65 м²,"Кишинёв мун., Кишинёв, Рышкановка, Andrei Doga, 32/7",103026934,Новострой,Kотельцовый,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103723257?location=subcategory&index=2456,,,Oткрытое,5,1,,131 500 €,12,61 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",103723257,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103670880?location=subcategory&index=2457,,,,4,2,,60 500 €,5,70 м²,"Оргеев, Оргеев, Окраина, str. Iona Iachir, 19",103670880,Вторичный,Kотельцовый,,"3-х комнатная квартира,  Окраина,  Оргеев,  Оргеев",Продам,Частное лицо,3-х комнатная квартира,Косметический pемонт
Нет,,Квартира с ливингом,https://999.md/ru/102426185?location=subcategory&index=2458,Lagmar Impex,,Oткрытое,9,2,,112 920 €,9,94 м²,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",102426185,Новострой,,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
,Индивидуальная,,https://999.md/ru/103383634?location=subcategory&index=2459,,,,2,2,,189 000 €,9,72 м²,Расположение,103383634,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103489859?location=subcategory&index=2460,,,Oткрытое,3,1,,88 900 €,4,46 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Minsk, .",103489859,Вторичный,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103440468?location=subcategory&index=2461,Inamstro,,Oткрытое,7,1,,139 900 €,13,67 м²,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6",103440468,Новострой,,,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,Застройщик,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/103006892?location=subcategory&index=2462,Varicom,,Подземная,6,1,,62 510 €,16,47 м²,"Кишинёв мун., Кишинёв, Рышкановка, str-la Studenților, 18",103006892,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Застройщик,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103676836?location=subcategory&index=2463,,,Oткрытое,2,1,,135 000 €,10,52 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, .",103676836,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/102558706?location=subcategory&index=2464,,,Oткрытое,6,1,,36 900 €,7,28 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Vasile Cheltuială, 9/2",102558706,Вторичный,Kотельцовый,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Косметический pемонт
1,Индивидуальная,,https://999.md/ru/103360282?location=subcategory&index=2465,,,Oткрытое,6,1,,106 000 €,7,38 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, .",103360282,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103563734?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTIxNDEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1NjM3MzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODowOTowMS40ODQxOTY2NjlaIn19.ZImiqi8YMRuqyaSFdkc2TlDNtdQausTkx8dIU_Y0Lq4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2466,,,,1,,,119 000 €,5,80 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 18/1",103563734,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103865247?location=subcategory&index=2467,,,Oткрытое,3,2,,79 000 €,5,47 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, .",103865247,Вторичный,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Без ремонта
