Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,1,,Брж (Брежневка),Агентство,103682005,https://999.md/ru/103682005?location=subcategory&index=1932&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,36 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,72 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Florilor, 16/1"
1,Косметический pемонт,1,,102,Агентство,104279532,https://999.md/ru/104279532?location=subcategory&index=1933&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,32 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,47 999 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Gribov, 6/1"
2,Незавершенное cтроительство,1,,Индивидуальная,Агентство,103876061,https://999.md/ru/103876061?location=subcategory&index=1934&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,16,17,108 м²,Подземная,3-х комнатная квартира,Новострой,Sky House,,,161 500 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Dimineții, 8"
1,Eвроремонт,1,,Хрущевка,Агентство,104239668,https://999.md/ru/104239668?location=subcategory&index=1935&cardCategoryId=270&cardSubcategoryId=1404,Панельный,5,5,46 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,79 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Teilor, 9/3"
Нет,Eвроремонт,1,,Индивидуальная,Агентство,104243593,https://999.md/ru/104243593?location=subcategory&index=1936&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,9,11,86 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,180 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Doctor Tudor Strișcă, 8/5"
1,Косметический pемонт,1,,Брж (Брежневка),Агентство,103896418,https://999.md/ru/103896418?location=subcategory&index=1937&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,45 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,83 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Bulevardul Moscova, 7/1"
Нет,Eвроремонт,1,,,Агентство,103350267,https://999.md/ru/103350267?location=subcategory&index=1938&cardCategoryId=270&cardSubcategoryId=1404,,1,9,72 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,139 900 €,,Продам,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, Cărtușa, 95/4"
,Eвроремонт,1,,,Частное лицо,104526284,https://999.md/ru/104526284?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjczMjMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ1MjYyODQiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNTQzZDVmZmEtOTM5YS00ZjgzLTliYTItNzc1OGE4MWRlZjFjIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjAyOjAzLjE0NTY2NTEzNVoifX0.UmajX0fplz0OaUbZr8enRKYf-do4L-Rg3MhoERwA1y0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1939&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,11,71 м²,Oткрытое,2-х комнатная квартира,Новострой,Inamstro,,60 м²,800 €,,Сдаю помесячно,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Ioana Radu 27 , 27"
Нет,Eвроремонт,1,,Индивидуальная,Агентство,103530695,https://999.md/ru/103530695?location=subcategory&index=1940&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,Цоколь,6,42 м²,Oткрытое,1-комнатная квартира,Новострой,,,,70 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Mircești, 11"
1,Eвроремонт,1,,Индивидуальная,Агентство,104506346,https://999.md/ru/104506346?location=subcategory&index=1941&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,10,72 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,,,168 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13"
1,Eвроремонт,1,,Индивидуальная,Агентство,100665242,https://999.md/ru/100665242?location=subcategory&index=1942&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,9,12,72 м²,Oткрытое,2-х комнатная квартира,Новострой,Varincom,,,174 400 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Strada Nicolae Dimo, -"
Нет,Незавершенное cтроительство,1,,Индивидуальная,Агентство,102051622,https://999.md/ru/102051622?location=subcategory&index=1943&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,3,6,51 м²,Подземная,1-комнатная квартира,Новострой,Estate Invest Company,,,71 400 €,,Продам,"1-комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.","Кишинёв мун., Думбрава, Окраина, Durlesti, 1"
1,Незавершенное cтроительство,2,,Индивидуальная,Агентство,104200915,https://999.md/ru/104200915?location=subcategory&index=1944&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,16,50 м²,Подземная,1-комнатная квартира,Новострой,Lagmar Impex,,,74 250 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Calea Mosilor, C"
1,Без ремонта,1,,Брж (Брежневка),Агентство,103997093,https://999.md/ru/103997093?location=subcategory&index=1945&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,5,5,40 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,55 000 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, șos. Muncești, 798"
1,Косметический pемонт,1,,Хрущевка,Агентство,104249457,https://999.md/ru/104249457?location=subcategory&index=1946&cardCategoryId=270&cardSubcategoryId=1404,Панельный,4,5,59 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,92 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Nicolai Zelinski, 30/4"
1,Белый вариант,2,,Индивидуальная,Агентство,101536086,https://999.md/ru/101536086?location=subcategory&index=1947&cardCategoryId=270&cardSubcategoryId=1404,,14,16,88 м²,,3-х комнатная квартира,Новострой,,,,130 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Ginta Latina, 8"
2,Eвроремонт,2,,Индивидуальная,Агентство,102776517,https://999.md/ru/102776517?location=subcategory&index=1948&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,4,11,72 м²,Oткрытое,2-х комнатная квартира,Новострой,AMIC,,,139 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 13/2"
1,Eвроремонт,1,,Индивидуальная,Агентство,104474045,https://999.md/ru/104474045?location=subcategory&index=1949&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,5,6,57 м²,Oткрытое,2-х комнатная квартира,Новострой,Poliprim Grup,,,119 000 €,,Продам,"2-х комнатная квартира,  Окраина,  Яловены,  Яловены","Яловены, Яловены, Окраина, str. Moldova, 2/3"
1,Белый вариант,1,,Индивидуальная,Агентство,102616806,https://999.md/ru/102616806?location=subcategory&index=1950&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,2,10,43 м²,Подземная,1-комнатная квартира,Новострой,Kirsan,,,51 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 53D"
3,Eвроремонт,1,,,Агентство,104513153,https://999.md/ru/104513153?location=subcategory&index=1951&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,12,16,85 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,145 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Profesor Ion Dumeniuc, 26"
Нет,Незавершенное cтроительство,1,,,Агентство,103445096,https://999.md/ru/103445096?location=subcategory&index=1952&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,6,12,59 м²,Oткрытое,1-комнатная квартира,Новострой,Lagmar Impex,,,89 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Tudor Vladimirescu, 1"
Нет,Eвроремонт,1,,Индивидуальная,Агентство,103960734,https://999.md/ru/103960734?location=subcategory&index=1953&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,2,7,65 м²,,2-х комнатная квартира,Новострой,Inamstro,,,195 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, Avram Iancu, 32"
Нет,Косметический pемонт,1,,Хрущевка,Агентство,103691490,https://999.md/ru/103691490?location=subcategory&index=1954&cardCategoryId=270&cardSubcategoryId=1404,Панельный,1,5,45 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,70 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Pandurilor, 20"
2,Косметический pемонт,2,,Варц (Варницкая),Агентство,103631802,https://999.md/ru/103631802?location=subcategory&index=1955&cardCategoryId=270&cardSubcategoryId=1404,Mонолитный,8,9,57 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,99 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Bulevardul Dacia, 11"
2,Косметический pемонт,2,,Брж (Брежневка),Агентство,101669574,https://999.md/ru/101669574?location=subcategory&index=1956&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,46 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,75 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Florilor, 8/4"
