Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Индивидуальный дизайн,2,,,Агентство,101603821,https://999.md/ru/101603821?location=subcategory&index=3882&cardCategoryId=270&cardSubcategoryId=1404,1,,1,78 м²,3-х комнатная квартира,Oткрытое,Вторичный,,,,65 900 €,,Продам,"3-х комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, str. Vasile Mahu, 89"
1,Косметический pемонт,1,,,Агентство,101619612,https://999.md/ru/101619612?location=subcategory&index=3883&cardCategoryId=270&cardSubcategoryId=1404,5,,5,50 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,79 900 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Aeroport, 13"
,Белый вариант,,,,Агентство,104261529,https://999.md/ru/104261529?location=subcategory&index=3884&cardCategoryId=270&cardSubcategoryId=1404,3,,6,75 м²,3-х комнатная квартира,,Новострой,,,,60 900 €,,Продам,"3-х комнатная квартира,  Центр,  Новые Анены,  Новые Анены","Новые Анены, Новые Анены, Центр, str. Concelierii Naționale , -"
1,Eвроремонт,1,Индивидуальная,,Агентство,103366461,https://999.md/ru/103366461?location=subcategory&index=3885&cardCategoryId=270&cardSubcategoryId=1404,2,Ячеистый Бетон,11,47 м²,1-комнатная квартира,,Новострой,,,,113 500 €,,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Constantin Vîrnav, 27"
1,Eвроремонт,1,,,Агентство,104072748,https://999.md/ru/104072748?location=subcategory&index=3886&cardCategoryId=270&cardSubcategoryId=1404,5,,5,60 м²,3-х комнатная квартира,,Вторичный,,,,119 900 €,,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. George Coșbuc, 11"
2,Eвроремонт,2,Мс (Молд. Серия),,Агентство,103833903,https://999.md/ru/103833903?location=subcategory&index=3887&cardCategoryId=270&cardSubcategoryId=1404,4,Панельный,9,85 м²,3-х комнатная квартира,,Вторичный,,,,124 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 38"
,Eвроремонт,2,,,Агентство,104610022,https://999.md/ru/104610022?location=subcategory&index=3888&cardCategoryId=270&cardSubcategoryId=1404,2,,10,68 м²,2-х комнатная квартира,Oткрытое,Новострой,,,68 м²,168 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, 113"
1,Eвроремонт,1,,,Агентство,104576377,https://999.md/ru/104576377?location=subcategory&index=3889&cardCategoryId=270&cardSubcategoryId=1404,10,,15,90 м²,3-х комнатная квартира,,Новострой,Exfactor-grup,,,217 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A"
,Белый вариант,,,,Агентство,103549737,https://999.md/ru/103549737?location=subcategory&index=3890&cardCategoryId=270&cardSubcategoryId=1404,10,,13,68 м²,2-х комнатная квартира,,Новострой,,,,140 015 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28/B"
,,,,,Агентство,103553544,https://999.md/ru/103553544?location=subcategory&index=3891&cardCategoryId=270&cardSubcategoryId=1404,3,,3,111 м²,2-х комнатная квартира,,Новострой,,,,260 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Mihail Kogalniceanu,  81/3"
,Eвроремонт,1,,,Агентство,104485895,https://999.md/ru/104485895?location=subcategory&index=3892&cardCategoryId=270&cardSubcategoryId=1404,8,,10,53 м²,2-х комнатная квартира,,Новострой,,,,119 900 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Ialoveni , 136"
,Eвроремонт,,,,Агентство,103904859,https://999.md/ru/103904859?location=subcategory&index=3893&cardCategoryId=270&cardSubcategoryId=1404,2,,10,46 м²,1-комнатная квартира,,Новострой,,,,90 000 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр,  Ialoveni , 100/3"
1,Белый вариант,2,,275 см,Застройщик,100621297,https://999.md/ru/100621297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA3NzEsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MjEyOTciLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTk6NTk6MzEuMzE0ODQ3ODA4WiJ9fQ.v-4BIuu77xEq0aOpU04QkbGP3zj6CT8fPwOJbuT8FK8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3894&cardCategoryId=270&cardSubcategoryId=1404,5,Ячеистый Бетон,5,63 м²,2-х комнатная квартира,Гараж,Новострой,Astercon,11 м²,,97 790 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.","Кишинёв мун., Ставчены, Центр, Grătiești , 10"
1,Сдан в эксплуатацию,2,Индивидуальная,300 см,Частное лицо,104163891,https://999.md/ru/104163891?location=subcategory&index=3895&cardCategoryId=270&cardSubcategoryId=1404,2,Kотельцовый,14,105 м²,3-х комнатная квартира,Подземная,Новострой,Exfactor-grup,35 м²,70 м²,229 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 10/5"
1,Белый вариант,1,,,Агентство,104210546,https://999.md/ru/104210546?location=subcategory&index=3896&cardCategoryId=270&cardSubcategoryId=1404,7,Kомбинированный,9,41 м²,1-комнатная квартира,Подземная,Новострой,,,,57 500 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр,  Șos. Hâncești, 142"
1,Белый вариант,,,,Частное лицо,103722561,https://999.md/ru/103722561?location=subcategory&index=3897&cardCategoryId=270&cardSubcategoryId=1404,5,,6,48 м²,1-комнатная квартира,Подземная,Новострой,,,,72 250 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Расположение
,Eвроремонт,1,,,Агентство,104609990,https://999.md/ru/104609990?location=subcategory&index=3898&cardCategoryId=270&cardSubcategoryId=1404,2,,10,42 м²,1-комнатная квартира,Oткрытое,Новострой,,,42 м²,89 500 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Alba-Iulia, 194/3"
2,Eвроремонт,1,,,Агентство,103905728,https://999.md/ru/103905728?location=subcategory&index=3899&cardCategoryId=270&cardSubcategoryId=1404,5,,8,46 м²,1-комнатная квартира,Подземная,Новострой,,,,86 500 €,,Продам,"1-комнатная квартира,  Окраина,  Яловены,  Яловены","Яловены, Яловены, Окраина,  str. Alexandru cel Bun , 2"
1,Eвроремонт,1,Индивидуальная,,Агентство,104263390,https://999.md/ru/104263390?location=subcategory&index=3900&cardCategoryId=270&cardSubcategoryId=1404,7,,7,45 м²,1-комнатная квартира,,Вторичный,,,,64 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Sucevita, 34/1"
1,Eвроремонт,2,Индивидуальная,,Агентство,102960119,https://999.md/ru/102960119?location=subcategory&index=3901&cardCategoryId=270&cardSubcategoryId=1404,5,Kотельцовый,5,47 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,75 000 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Miron Costin, 2"
1,Белый вариант,2,,,Агентство,104505125,https://999.md/ru/104505125?location=subcategory&index=3902&cardCategoryId=270&cardSubcategoryId=1404,4,,12,63 м²,2-х комнатная квартира,,Новострой,,,,85 400 €,,Продам,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 1"
1,Eвроремонт,1,,,Агентство,103489178,https://999.md/ru/103489178?location=subcategory&index=3903&cardCategoryId=270&cardSubcategoryId=1404,4,Kомбинированный,13,60 м²,2-х комнатная квартира,Подземная,Новострой,,,,185 000 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor , 6"
,Eвроремонт,,Индивидуальная,,Частное лицо,104357105,https://999.md/ru/104357105?location=subcategory&index=3904&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,5,73 м²,3-х комнатная квартира,,Вторичный,,,,153 000 €,,Продам,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, ул. Флорилор, 8/2"
,Eвроремонт,2,,,Агентство,103145407,https://999.md/ru/103145407?location=subcategory&index=3905&cardCategoryId=270&cardSubcategoryId=1404,9,,10,70 м²,2-х комнатная квартира,,Новострой,,,,167 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Burebista , 25"
2,Eвроремонт,2,Индивидуальная,,Агентство,83358586,https://999.md/ru/83358586?location=subcategory&index=3906&cardCategoryId=270&cardSubcategoryId=1404,4,Kотельцовый,7,200 м²,4-x комнатная квартира,Гараж,Новострой,,,200 м²,369 000 €,,Продам,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 20"
