Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Количество комнат,Парковочное место,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,Eвроремонт,1,,,Агентство,104083959,https://999.md/ru/104083959?location=subcategory&index=3102&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,30 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,68 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Doina și Ion Aldea-Teodorovici, 8"
1,Eвроремонт,1,,,Агентство,103934568,https://999.md/ru/103934568?location=subcategory&index=3103&cardCategoryId=270&cardSubcategoryId=1404,,2,7,53 м²,2-х комнатная квартира,Oткрытое,Новострой,,,,109 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str-la Tudor Vladimirescu, 52"
1,Косметический pемонт,2,,Мс (Молд. Серия),Агентство,103485448,https://999.md/ru/103485448?location=subcategory&index=3104&cardCategoryId=270&cardSubcategoryId=1404,Панельный,9,9,50 м²,2-х комнатная квартира,Oткрытое,Вторичный,,,,77 900 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Vladimir Korolenko, 59/1"
1,Eвроремонт,1,,,Агентство,104374776,https://999.md/ru/104374776?location=subcategory&index=3105&cardCategoryId=270&cardSubcategoryId=1404,,3,9,67 м²,2-х комнатная квартира,Подземная,Новострой,Inamstro,,,199 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/4"
,Eвроремонт,1,,,Агентство,103743327,https://999.md/ru/103743327?location=subcategory&index=3106&cardCategoryId=270&cardSubcategoryId=1404,,1,5,45 м²,3-х комнатная квартира,,Вторичный,,,,89 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, -"
,,,,,Застройщик,104612671,https://999.md/ru/104612671?location=subcategory&index=3107&cardCategoryId=270&cardSubcategoryId=1404,Блочный,5,5,30 м²,1-комнатная квартира,Oткрытое,Вторичный,,,,63 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str-la 2 Florarii, 1"
,,,,,Застройщик,104611158,https://999.md/ru/104611158?location=subcategory&index=3108&cardCategoryId=270&cardSubcategoryId=1404,,4,5,47 м²,2-х комнатная квартира,,Вторичный,,,,69 500 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 6"
,,,,,Застройщик,104007228,https://999.md/ru/104007228?location=subcategory&index=3109&cardCategoryId=270&cardSubcategoryId=1404,,8,9,75 м²,3-х комнатная квартира,,Вторичный,,,,149 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 4/3"
,Индивидуальный дизайн,,,,Частное лицо,104528136,https://999.md/ru/104528136?location=subcategory&index=3110&cardCategoryId=270&cardSubcategoryId=1404,,10,10,97 м²,3-х комнатная квартира,,Новострой,,,,199 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Constantin Vârnav, 20"
,,,,,Агентство,103852366,https://999.md/ru/103852366?location=subcategory&index=3111&cardCategoryId=270&cardSubcategoryId=1404,,2,10,42 м²,1-комнатная квартира,,Новострой,,,,114 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă, 5"
,Белый вариант,,,,Агентство,103453453,https://999.md/ru/103453453?location=subcategory&index=3112&cardCategoryId=270&cardSubcategoryId=1404,,2,10,57 м²,2-х комнатная квартира,,Новострой,,,,77 436 €,,Продам,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, ---"
1,Eвроремонт,1,,,Агентство,89791641,https://999.md/ru/89791641?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjkzNjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc5MTY0MSIsImkiOiI4OS4xNDkuOTEuMTYyIiwicyI6ImRlc2t0b3BfcmVkZXNpZ24iLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiMWNiZjkwMzctODQ5Ny00ZGRlLWE0NDgtZjliY2MxOGRlOGZlIiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE5OjM2OjAxLjM3MDIyNTIwNVoifX0.4DJufb7Tqri3vgSa1-gLb2YyT_JwlC-wg2wofeNImQk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3113&cardCategoryId=270&cardSubcategoryId=1404,,3,9,95 м²,2-х комнатная квартира,Подземная,Новострой,,,66 м²,600 MDL,Квартира с ливингом,Сдаю посуточно,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Cojocarilor, 20"
,,,,,Агентство,104560585,https://999.md/ru/104560585?location=subcategory&index=3114&cardCategoryId=270&cardSubcategoryId=1404,,1,5,45 м²,2-х комнатная квартира,,Вторичный,,,,94 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 13"
,,,,,Агентство,103906090,https://999.md/ru/103906090?location=subcategory&index=3115&cardCategoryId=270&cardSubcategoryId=1404,,2,16,70 м²,2-х комнатная квартира,,Новострой,,,,176 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, ---"
,,,,,Застройщик,89844323,https://999.md/ru/89844323?location=subcategory&index=3116&cardCategoryId=270&cardSubcategoryId=1404,,9,10,86 м²,3-х комнатная квартира,,Новострой,,,,198 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41"
,Eвроремонт,,,,Агентство,104474237,https://999.md/ru/104474237?location=subcategory&index=3117&cardCategoryId=270&cardSubcategoryId=1404,,1,7,48 м²,1-комнатная квартира,,Новострой,,,,105 900 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
,Eвроремонт,,,,Частное лицо,104426005,https://999.md/ru/104426005?location=subcategory&index=3118&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,40 м²,2-х комнатная квартира,,Вторичный,,,,55 000 €,,Продам,"2-х комнатная квартира,  Центр,  Флорешть,  Флорешты","Флорешты, Флорешть, Центр, str. Ștefan cel Mare și Sfînt, 59"
2,Белый вариант,2,,,Застройщик,22218292,https://999.md/ru/22218292?location=subcategory&index=3119&cardCategoryId=270&cardSubcategoryId=1404,,3,6,67 м²,3-х комнатная квартира,Oткрытое,Новострой,,,,51 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Центр, str. Ștefan cel Mare și Sfînt, 189"
,Eвроремонт,,,,Застройщик,103817471,https://999.md/ru/103817471?location=subcategory&index=3120&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,4,9,47 м²,1-комнатная квартира,,Новострой,Exfactor-grup,,,126 500 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13"
1,Eвроремонт,2,,,Агентство,102816053,https://999.md/ru/102816053?location=subcategory&index=3121&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,9,86 м²,3-х комнатная квартира,Подземная,Новострой,Exfactor-grup,,,179 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11"
,Eвроремонт,1,,,Агентство,104197197,https://999.md/ru/104197197?location=subcategory&index=3122&cardCategoryId=270&cardSubcategoryId=1404,,4,9,71 м²,2-х комнатная квартира,Подземная,Новострой,Inamstro,,,195 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/6"
1,Eвроремонт,,,,Агентство,104490848,https://999.md/ru/104490848?location=subcategory&index=3123&cardCategoryId=270&cardSubcategoryId=1404,,8,9,60 м²,2-х комнатная квартира,,Вторичный,,,,118 900 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Igor Vieru, 13"
1,Eвроремонт,2,,,Агентство,104490817,https://999.md/ru/104490817?location=subcategory&index=3124&cardCategoryId=270&cardSubcategoryId=1404,,7,9,50 м²,2-х комнатная квартира,,Вторичный,,,,112 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 34/1"
,Eвроремонт,1,,,Агентство,104593528,https://999.md/ru/104593528?location=subcategory&index=3125&cardCategoryId=270&cardSubcategoryId=1404,,10,14,76 м²,2-х комнатная квартира,,Новострой,,,,455 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Columna, 102"
1,,,,,Агентство,104468069,https://999.md/ru/104468069?location=subcategory&index=3126&cardCategoryId=270&cardSubcategoryId=1404,,5,5,46 м²,2-х комнатная квартира,,Вторичный,,,,93 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 26/2"
