id,price,Высота потолков,Жилая площадь,link,title,Регион,Тип,Общая площадь,Телефон,Площадь кухни
103697286,116 900 €,,,https://999.md/ru/103697286,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc",Продам,52 м²,+37378,
103437627,79 000 €,,,https://999.md/ru/103437627,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62",Продам,51 м²,+37361,
103740576,179 000 €,,,https://999.md/ru/103740576,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",Продам,79 м²,+37379,
103688252,87 900 €,,,https://999.md/ru/103688252,"1-комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.","Регион:Кишинёв мун., Думбрава, Центр, Ștefan Vodă, 15A.",Продам,38 м²,+37376,
102693615,139 750 €,275 см,,https://999.md/ru/102693615,"3-х комнатная квартира,  Центр,  Оргеев,  Оргеев","Регион:Оргеев, Оргеев, Центр, str. Vasile Lupu, 156",Продам,130 м²,+37360,
102693610,78 400 €,275 см,,https://999.md/ru/102693610,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев","Регион:Оргеев, Оргеев, Центр, str. Vasile Lupu, 156",Продам,67 м²,+37360,
102693600,58 750 €,275 см,,https://999.md/ru/102693600,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев","Регион:Оргеев, Оргеев, Центр, str. Vasile Lupu, 156",Продам,47 м²,+37360,
102146628,210 000 €,,,https://999.md/ru/102146628,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Центр, ул. Романэ, 2/3",Продам,90 м²,+37379,
103677238,179 900 €,,,https://999.md/ru/103677238,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Регион:Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, 88/1.",Продам,86 м²,+37376,
103676886,193 500 €,,,https://999.md/ru/103676886,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 42/2.",Продам,80 м²,+37376,
103550199,69 500 €,,,https://999.md/ru/103550199,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Буюканы, str. George Topirceanu, 27.",Продам,46 м²,+37376,
103677619,118 500 €,,,https://999.md/ru/103677619,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 63.",Продам,43 м²,+37376,
101733606,67 200 €,275 см,,https://999.md/ru/101733606,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/5",Продам,47 м²,+37360,
103173623,129 900 €,,,https://999.md/ru/103173623?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMxNzM2MjMiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDI4MzNiMTYtY2JhZS00NjhkLTllODYtZDIyNWIxYjdjNDJjIiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wMy0yMlQxMjowMzoyMi42MTYyMDEwMjFaIn19.ZmGb9RZIKg8tHMwre1cR4zdhmBg72lytfJtp2tUF2Zw&adType=booster,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 159/A",Продам,57 м²,+37369,
103662722,170 000 €,,83 м²,https://999.md/ru/103662722?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NjI3MjIiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjEzNDZiYmItMWMwMy00Y2NiLTg5OTEtZDk2ZWMzYWQxYmQ3IiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoibGl0ZSIsInQiOiIyMDI2LTAzLTIyVDEyOjAzOjIyLjYxNjIyNDU4N1oifX0.nPv2S0VUUzOM1WLZOfcCz3lur0HOU1Smc7QQeHNn1Yg&adType=booster,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 10/2",Продам,83 м²,+37378,
103318419,254 900 €,,,https://999.md/ru/103318419?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzMTg0MTkiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiMjFiM2VlNTAtNjFjMC00N2NlLTkyZDYtYjMwZDk3OWVhMTk3IiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wMy0yMlQxMjowMzoyMi42MTYyNjM2OTlaIn19.fFX6ClC8st6VHhc9N3AwyrmMR39bK-dCwIUHuwfyN4c&adType=booster,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Скулянка, ул. Каля Ешилор, 6",Продам,75 м²,+37369,
103813483,63 280 €,,,https://999.md/ru/103813483?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MTM0ODMiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiYzUwNjllN2MtOGNhYi00M2VjLTkyMDEtNmY4NTE5MzAxMmU4IiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoicGx1cyIsInQiOiIyMDI2LTAzLTIyVDEyOjAzOjIyLjYxNTc3NDgwOFoifX0.ltE-iLxZcYIITE8PbPQfUoPTQ6BfdPlmtpDFWLm-QMw&adType=booster,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 8",Продам,40 м²,+37379,
103366706,85 900 €,,,https://999.md/ru/103366706?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjY3MDYiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZDQxNmZhOTItZjk1Yy00YmU3LWE1ZTItMGJiNzlmMDM2M2E1IiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wMy0yMlQxMjowMzoyMi42MTU4MzUyMjFaIn19.5soSn_h4cixfMj9EGc9vdSwnth6Rdmla_7eqYsyLbME&adType=booster,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 32/2",Продам,65 м²,+37361,
103837873,87 500 €,,,https://999.md/ru/103837873?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzQxODQ2MDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Mzc4NzMiLCJpIjoiODkuMTQ5LjkzLjIwNyIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZTQ5OTQ3YzktOWJjZC00OGIyLTgxNjEtNjVjYmRiM2FjZDg2IiwiZSI6Ijg5LjE0OS45My4yMDciLCJnIjoicGx1cyIsInQiOiIyMDI2LTAzLTIyVDEyOjAzOjIyLjYxNTk4MjAyNVoifX0.9OpwcI5AJt8CydOcWcsSkHZZFIiN92nu0BmR4kcfhq4&adType=booster,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Регион:Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 74/1",Продам,61 м²,+37378,
