Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
,,2,,,Частное лицо,104442179,https://999.md/ru/104442179?location=subcategory&index=1777&cardCategoryId=270&cardSubcategoryId=1404,,7,9,59 м²,,2-х комнатная квартира,Вторичный,,,,58 500 €,,Продам,"2-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, 10 квартал, str. Suceava, 9"
1,Нуждается в ремонте,1,,,Частное лицо,103555095,https://999.md/ru/103555095?location=subcategory&index=1778&cardCategoryId=270&cardSubcategoryId=1404,,4,5,32 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,17 000 €,,Продам,"1-комнатная квартира,  Центр,  Дубоссары,  Дубоссары",Расположение
Нет,Сдан в эксплуатацию,1,Гостинка,270 см,Застройщик,104565544,https://999.md/ru/104565544?location=subcategory&index=1779&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,4,20 м²,Oткрытое,Комната,Вторичный,A-casa,5 м²,13 м²,46 500 €,Квартира без ливинга,Продам,"Комната,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Grigore Vieru, 22/8"
2,Нуждается в ремонте,1,,,Частное лицо,103555194,https://999.md/ru/103555194?location=subcategory&index=1780&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,48 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,29 000 €,,Продам,"2-х комнатная квартира,  Центр,  Дубоссары,  Дубоссары",Расположение
Нет,Нуждается в ремонте,,,,Частное лицо,103555157,https://999.md/ru/103555157?location=subcategory&index=1781&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,1,5,42 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,26 250 €,,Продам,"2-х комнатная квартира,  Центр,  Дубоссары,  Дубоссары",Расположение
1,Eвроремонт,1,,,Агентство,103179088,https://999.md/ru/103179088?location=subcategory&index=1782&cardCategoryId=270&cardSubcategoryId=1404,,4,5,42 м²,,2-х комнатная квартира,Вторичный,,,,98 500 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 10"
,,,,,Агентство,103607214,https://999.md/ru/103607214?location=subcategory&index=1783&cardCategoryId=270&cardSubcategoryId=1404,,13,13,85 м²,,4-x комнатная квартира,Новострой,,,,209 000 €,Квартира с ливингом,Продам,"4-x комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Calea Ieșilor, ---"
,Eвроремонт,,,,Застройщик,102360791,https://999.md/ru/102360791?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjcwNDcsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIzNjA3OTEiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjAzMDc3ZTgyLTVkNDctNGMzZC05OTAxLWFjN2MzZmE1OGZhNCIsImUiOiI4OS4xNDkuOTEuMTYyIiwidCI6IjIwMjYtMDYtMTRUMTg6NTc6MjcuMDQzOTk4NzQxWiJ9fQ.XM1L3rnTXvkQWvIntLUm1jpwxzKTpGWPmdTavXLsDm0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1784&cardCategoryId=270&cardSubcategoryId=1404,,4,8,67 м²,,2-х комнатная квартира,Новострой,,,,102 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Оргеев,  Кишинёв мун.",Расположение
,Eвроремонт,,,,Агентство,104318797,https://999.md/ru/104318797?location=subcategory&index=1785&cardCategoryId=270&cardSubcategoryId=1404,,7,12,56 м²,,1-комнатная квартира,Новострой,,,,114 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 12/8"
2,Косметический pемонт,2,Мс (Молд. Серия),,Агентство,104615225,https://999.md/ru/104615225?location=subcategory&index=1786&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,8,9,70 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,93 500 €,Квартира без ливинга,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 17/1"
Нет,Сдан в эксплуатацию,1,Гостинка,270 см,Застройщик,104563476,https://999.md/ru/104563476?location=subcategory&index=1787&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,4,20 м²,Oткрытое,1-комнатная квартира,Вторичный,A-casa,5 м²,15 м²,46 500 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, bd. Grigore Vieru, 22/8"
1,Белый вариант,1,,,Агентство,102514099,https://999.md/ru/102514099?location=subcategory&index=1788&cardCategoryId=270&cardSubcategoryId=1404,,6,7,42 м²,Подземная,1-комнатная квартира,Новострой,,,,53 500 €,,Продам,"1-комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, Str. Nicolae Dimo, **"
,,,,,Застройщик,104126657,https://999.md/ru/104126657?location=subcategory&index=1789&cardCategoryId=270&cardSubcategoryId=1404,,4,10,36 м²,,1-комнатная квартира,Вторичный,,,22 м²,43 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 18/3"
1,Eвроремонт,1,,,Частное лицо,104548187,https://999.md/ru/104548187?location=subcategory&index=1790&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,4,5,46 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,46 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  6 квартал,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, 6 квартал, str. Calea Ieșilor, 27/B"
,,1,Малосемейная,,Частное лицо,104600746,https://999.md/ru/104600746?location=subcategory&index=1791&cardCategoryId=270&cardSubcategoryId=1404,Kотельцовый,3,5,23 м²,Oткрытое,1-комнатная квартира,Вторичный,,,23 м²,50 000 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Suceava, 151"
1,Белый вариант,1,Индивидуальная,,Агентство,104373506,https://999.md/ru/104373506?location=subcategory&index=1792&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,1,9,42 м²,Подземная,1-комнатная квартира,Новострой,,,,52 500 €,,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр,  Nicolae Dimo, 24"
,Белый вариант,,,,Частное лицо,101121965,https://999.md/ru/101121965?location=subcategory&index=1793&cardCategoryId=270&cardSubcategoryId=1404,,13,13,120 м²,,2-х комнатная квартира,Новострой,Inamstro,,,240 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 6"
1,Белый вариант,1,Индивидуальная,,Застройщик,100018530,https://999.md/ru/100018530?location=subcategory&index=1794&cardCategoryId=270&cardSubcategoryId=1404,,6,6,45 м²,Подземная,1-комнатная квартира,Новострой,Dansicons,,,58 110 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев","Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91/G"
1,Белый вариант,1,,,Агентство,103531825,https://999.md/ru/103531825?location=subcategory&index=1795&cardCategoryId=270&cardSubcategoryId=1404,,7,9,45 м²,,2-х комнатная квартира,Новострой,,,,80 307 €,Квартира без ливинга,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, -"
,,,,,Застройщик,104615159,https://999.md/ru/104615159?location=subcategory&index=1796&cardCategoryId=270&cardSubcategoryId=1404,,1,9,19 м²,,1-комнатная квартира,Вторичный,,,,43 900 €,,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 28/2"
Нет,Белый вариант,1,,,Агентство,104122501,https://999.md/ru/104122501?location=subcategory&index=1797&cardCategoryId=270&cardSubcategoryId=1404,,12,18,40 м²,Oткрытое,1-комнатная квартира,Новострой,,,,63 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 94"
1,Eвроремонт,2,,,Застройщик,104610382,https://999.md/ru/104610382?location=subcategory&index=1798&cardCategoryId=270&cardSubcategoryId=1404,,8,9,65 м²,,2-х комнатная квартира,Новострой,Gonvaro-Con,,,145 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 77"
,,1,,,Агентство,103707155,https://999.md/ru/103707155?location=subcategory&index=1799&cardCategoryId=270&cardSubcategoryId=1404,,3,5,71 м²,,2-х комнатная квартира,Новострой,,,,200 000 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Alexei Șciusev, 2"
1,Eвроремонт,1,,,Агентство,104475008,https://999.md/ru/104475008?location=subcategory&index=1800&cardCategoryId=270&cardSubcategoryId=1404,,11,12,74 м²,,2-х комнатная квартира,Новострой,,,,159 900 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Трандафирилор, -"
