Балкон / лоджия,Состояние квартиры,Санузел,Планировка,Высота потолков,Автор объявления,id,link,Этаж,Тип здания,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Белый вариант,3,,290 см,Застройщик,100965664,https://999.md/ru/100965664?location=subcategory&index=3725&cardCategoryId=270&cardSubcategoryId=1404,4,,4,80 м²,Подземная,2-х комнатная квартира,Новострой,,25 м²,,83 569 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Suceava, 5"
1,Eвроремонт,1,143,,Агентство,104576141,https://999.md/ru/104576141?location=subcategory&index=3726&cardCategoryId=270&cardSubcategoryId=1404,5,Панельный,9,41 м²,,1-комнатная квартира,Вторичный,,,41 м²,74 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 19/1"
,Eвроремонт,1,,,Агентство,104092305,https://999.md/ru/104092305?location=subcategory&index=3727&cardCategoryId=270&cardSubcategoryId=1404,8,,9,38 м²,,1-комнатная квартира,Новострой,,,,118 900 €,,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Ghica Vodă , 5/2"
1,Косметический pемонт,1,,,Агентство,103365048,https://999.md/ru/103365048?location=subcategory&index=3728&cardCategoryId=270&cardSubcategoryId=1404,9,,9,52 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,73 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Alecu Russo, 61"
1,Косметический pемонт,2,Мс (Молд. Серия),,Агентство,100135516,https://999.md/ru/100135516?location=subcategory&index=3729&cardCategoryId=270&cardSubcategoryId=1404,9,,9,53 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,86 000 €,,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, Mihai Sadoveanu, 14"
3,Сдан в эксплуатацию,2,Индивидуальная,260 см,Агентство,104270045,https://999.md/ru/104270045?location=subcategory&index=3730&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,4,210 м²,Oткрытое,3-х комнатная квартира,Новострой,,20 м²,157 м²,260 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Victoriei, 30"
2,Eвроремонт,2,102,,Агентство,103755728,https://999.md/ru/103755728?location=subcategory&index=3731&cardCategoryId=270&cardSubcategoryId=1404,3,Kотельцовый,5,73 м²,,3-х комнатная квартира,Вторичный,,,,115 900 €,,Продам,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, Stradela Studenților, 6"
1,Eвроремонт,1,,,Агентство,102632751,https://999.md/ru/102632751?location=subcategory&index=3732&cardCategoryId=270&cardSubcategoryId=1404,8,Kомбинированный,13,65 м²,Подземная,2-х комнатная квартира,Новострой,,,,228 500 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка,  Bogdan Voievod, 1"
2,Косметический pемонт,2,Индивидуальная,,Агентство,103365870,https://999.md/ru/103365870?location=subcategory&index=3733&cardCategoryId=270&cardSubcategoryId=1404,2,Kотельцовый,7,69 м²,Oткрытое,3-х комнатная квартира,Вторичный,,,,105 000 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, Pandurilor, 62"
,Белый вариант,2,,,Агентство,104610297,https://999.md/ru/104610297?location=subcategory&index=3734&cardCategoryId=270&cardSubcategoryId=1404,6,,10,80 м²,Oткрытое,3-х комнатная квартира,Новострой,,,80 м²,115 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Bacioii Noi, 14/5"
1,Eвроремонт,1,,,Агентство,104533693,https://999.md/ru/104533693?location=subcategory&index=3735&cardCategoryId=270&cardSubcategoryId=1404,1,,11,65 м²,Oткрытое,2-х комнатная квартира,Новострой,Basconslux,,,145 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, *"
Нет,Без ремонта,1,,,Агентство,104518820,https://999.md/ru/104518820?location=subcategory&index=3736&cardCategoryId=270&cardSubcategoryId=1404,3,,9,34 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,59 900 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Miorita, 3/2"
,Белый вариант,,,2600 см,Частное лицо,104478809,https://999.md/ru/104478809?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NzA0OTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQ0Nzg4MDkiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2RlOTZjNDgtYmViNi00OGNjLTljYTYtMzI0OTAzNGI1ZWU0IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNi0xNFQxOTo1NDo1MS41MDc0NjkwNzdaIn19.zFYtHdrab25zZulR3RPW-q-8E0s2yk-TrfKMB1yrQ5o&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=3737&cardCategoryId=270&cardSubcategoryId=1404,11,Kомбинированный,14,44 м²,,1-комнатная квартира,Новострой,Sky House,12 м²,12 м²,79 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1"
1,Белый вариант,2,,,Агентство,104518600,https://999.md/ru/104518600?location=subcategory&index=3738&cardCategoryId=270&cardSubcategoryId=1404,10,,11,92 м²,Oткрытое,2-х комнатная квартира,Новострой,Basconslux,,,130 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, *"
Нет,Eвроремонт,2,,,Агентство,104410007,https://999.md/ru/104410007?location=subcategory&index=3739&cardCategoryId=270&cardSubcategoryId=1404,1,Kотельцовый,5,45 м²,Oткрытое,2-х комнатная квартира,Вторичный,,,,99 000 €,,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Miorita, *"
2,Белый вариант,2,,,Застройщик,77426337,https://999.md/ru/77426337?location=subcategory&index=3740&cardCategoryId=270&cardSubcategoryId=1404,3,,6,67 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,51 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Молодово,  Бельцы,  Бельцы мун.","Бельцы мун., Бельцы, Молодово, str. Ștefan cel Mare și Sfînt, 189"
1,Eвроремонт,1,,,Агентство,103764887,https://999.md/ru/103764887?location=subcategory&index=3741&cardCategoryId=270&cardSubcategoryId=1404,4,,9,69 м²,Подземная,2-х комнатная квартира,Новострой,,,,165 900 €,,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Ion Buzdugan, 13"
,Eвроремонт,,Индивидуальная,,Агентство,101751875,https://999.md/ru/101751875?location=subcategory&index=3742&cardCategoryId=270&cardSubcategoryId=1404,7,Kирпичный,9,45 м²,,1-комнатная квартира,Новострой,,,,99 000 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр,  str. Ialoveni , 136"
2,Белый вариант,2,Индивидуальная,,Агентство,103260198,https://999.md/ru/103260198?location=subcategory&index=3743&cardCategoryId=270&cardSubcategoryId=1404,14,Mонолитный,15,84 м²,Гараж,3-х комнатная квартира,Новострой,,,,115 900 €,,Продам,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника,  str. Nicolae Titulescu , 36"
1,Eвроремонт,1,,,Агентство,104532164,https://999.md/ru/104532164?location=subcategory&index=3744&cardCategoryId=270&cardSubcategoryId=1404,2,,8,31 м²,Подземная,1-комнатная квартира,Новострой,,,,79 500 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 98a"
,Eвроремонт,,,,Агентство,102252971,https://999.md/ru/102252971?location=subcategory&index=3745&cardCategoryId=270&cardSubcategoryId=1404,9,,11,65 м²,,2-х комнатная квартира,Новострой,,,,174 900 €,,Продам,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, Andrei Doga , 13/7"
1,Eвроремонт,1,,,Агентство,103487594,https://999.md/ru/103487594?location=subcategory&index=3746&cardCategoryId=270&cardSubcategoryId=1404,4,,5,36 м²,,1-комнатная квартира,Новострой,,,,60 900 €,,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Расположение
,Белый вариант,,,,Застройщик,101274769,https://999.md/ru/101274769?location=subcategory&index=3747&cardCategoryId=270&cardSubcategoryId=1404,12,,12,84 м²,,2-х комнатная квартира,Новострой,Estate Invest Company,,,89 880 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134"
1,Индивидуальный дизайн,2,Индивидуальная,,Частное лицо,104610202,https://999.md/ru/104610202?location=subcategory&index=3748&cardCategoryId=270&cardSubcategoryId=1404,2,Kотельцовый,7,45 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,121 900 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Socoleni, 11"
1,Eвроремонт,1,,,Агентство,102883225,https://999.md/ru/102883225?location=subcategory&index=3749&cardCategoryId=270&cardSubcategoryId=1404,4,,5,27 м²,Oткрытое,1-комнатная квартира,Вторичный,,,,52 000 €,Квартира без ливинга,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, пр-т Алба Юлия, 8/1"
1,Белый вариант,1,,,Агентство,102865251,https://999.md/ru/102865251?location=subcategory&index=3750&cardCategoryId=270&cardSubcategoryId=1404,7,,13,47 м²,Oткрытое,1-комнатная квартира,Новострой,,,,69 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, ул. Чеукарь, 84"
