Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
,65 м²,Без ремонта,5,,"3-х комнатная квартира,  Центр,  Бессарабка,  Бессарабка",https://999.md/ru/104041242?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNDEyNDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTlmMWIxNDctNDU2NC00NjNlLWE2YWUtZDQ3ZDhlY2FlYzZjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjI1OjQyLjgyODM2OTg3MloifX0.MMtwKgZPy5eV50SAQW6OljS5aavlpRhX4Z673Qs1fCA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,104041242,,,,Вторичный,,,15 000 €,Продам,3-х комнатная квартира,5,Частное лицо,,Блочный,Расположение,
,43 м²,Eвроремонт,10,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103986760?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5ODY3NjAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMToyNTo0Mi44Mjg0ODI1OTFaIn19.KmgGXQN9achRzdyoPmtgTW1IQXsJ0u6kPZdZMQ9kuGg&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,103986760,,,,Новострой,,,109 000 €,Продам,1-комнатная квартира,9,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",
,58 м²,Индивидуальный дизайн,10,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103351010?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNTEwMTAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZjkzMTdiMDAtNDlkZS00ZmFmLThkYmQtN2UwZjhiN2EyMjBlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQyMToyNTo0Mi44Mjg1MjQyNjdaIn19.4H-Ti8_Mwe855z2Vj8O6iSUITSIc8O2eQfJLJjIVUbM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,103351010,,,,Новострой,2,Квартира с ливингом,166 000 €,Продам,1-комнатная квартира,9,Частное лицо,,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, str. Independentei, 1/A",Urbanconstruct-tt
,45 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/37768476?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzc2ODQ3NiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjI1OjQyLjgyODU0ODYyNloifX0.Wr2i3PBj6rnYL5M8Jk79HHL0ibAxsfjlsNbFgnHgpYA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,37768476,15 м²,30 м²,Индивидуальная,Новострой,,,25 €,Сдаю посуточно,1-комнатная квартира,7,Застройщик,3 см,Mонолитный,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",
1,55 м²,Косметический pемонт,11,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103813956?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MTM5NTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiMjc5M2U0MjAtMWQ4Ny00OWQ3LWFjOGItZjE3ZjQwN2E3Yzc3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMToyNTo0Mi44Mjg1ODY5NjRaIn19.v4kwi5TpgSZGTFwZnGpHrDy6phKL2joMCLfZAGp2V9k&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,103813956,,,,Новострой,1,,137 000 €,Продам,2-х комнатная квартира,2,Частное лицо,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 35/E",
2,89 м²,Белый вариант,12,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102622387?location=subcategory&index=4759,102622387,,,,Новострой,1,Квартира с ливингом,95 294 €,Продам,2-х комнатная квартира,3,Застройщик,,,"Кишинёв мун., Дурлешты, Центр, str. Mihail Odatiuc, 36",
1,50 м²,,2,Гараж,"2-х комнатная квартира,  Окраина,  Чишмя,  Оргеев",https://999.md/ru/103856290?location=subcategory&index=4760,103856290,11 м²,,,Новострой,,,55 000 €,Продам,2-х комнатная квартира,2,Частное лицо,280 см,,Расположение,
2,50 м²,Косметический pемонт,9,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102956468?location=subcategory&index=4761,102956468,,,,Вторичный,1,,74 900 €,,2-х комнатная квартира,3,Агентство,,Mонолитный,"Кишинёв мун., Кишинёв, Старая Почта, str. Mircesti, 8/1",
2,77 м²,Белый вариант,4,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/100967185?location=subcategory&index=4762,100967185,,,,Новострой,1,Квартира с ливингом,208 170 €,,2-х комнатная квартира,1,Застройщик,300 см,Kирпичный,"Кишинёв мун., Кишинёв, Рышкановка, ул. Чиркулуй, 61",Braus Imobiliare
2,90 м²,Белый вариант,12,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/85746324?location=subcategory&index=4763,85746324,,,,Новострой,1,,136 065 €,Продам,3-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, -",
2,87 м²,Белый вариант,12,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/85546939?location=subcategory&index=4764,85546939,,,Индивидуальная,Новострой,1,Квартира с ливингом,130 500 €,Продам,3-х комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/3",
1,63 м²,,5,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104090078?location=subcategory&index=4765,104090078,,,,Вторичный,2,,155 000 €,Продам,3-х комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 64",
,44 м²,,9,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103620778?location=subcategory&index=4766,103620778,,,,Новострой,,,87 000 €,Продам,1-комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Телецентр, str. ialoveni , 96",
,89 м²,Белый вариант,10,Подземная,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103653667?location=subcategory&index=4767,103653667,,,,Новострой,,,129 500 €,Продам,3-х комнатная квартира,5,Частное лицо,,,Расположение,Estate Invest Company
,44 м²,,9,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102061507?location=subcategory&index=4768,102061507,,,,Новострой,,,60 000 €,Продам,1-комнатная квартира,5,Агентство,,,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24",Poliprim Grup
,86 м²,Белый вариант,17,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103348118?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNDgxMTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjI1OjQyLjM5NzE0MzkxOFoifX0.17iAKpnqQheuQlpnR8C5aoDW0Mvx9xs1xhBOceu-DdQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4769,103348118,,,,Новострой,,,139 900 €,Продам,3-х комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 19/2",
,41 м²,,9,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102061309?location=subcategory&index=4770,102061309,,,,Новострой,,,56 160 €,Продам,1-комнатная квартира,4,Агентство,,,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 25",Poliprim Grup
2,55 м²,Белый вариант,16,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103551696?location=subcategory&index=4771,103551696,,,,Новострой,1,Квартира с ливингом,74 250 €,Продам,1-комнатная квартира,11,Агентство,,,Расположение,
,36 м²,,14,,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",https://999.md/ru/103613963?location=subcategory&index=4772,103613963,,,,Новострой,,Квартира без ливинга,49 700 €,Продам,1-комнатная квартира,2,Частное лицо,,,"Кишинёв мун., Ставчены, Центр, str. Unirii, 20",
1,15 м²,Eвроремонт,10,,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103433320?location=subcategory&index=4773,103433320,,,,Вторичный,,,31 900 €,Продам,Комната,8,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, 30/1",
,38 м²,Eвроремонт,10,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103701211?location=subcategory&index=4774,103701211,,,,Новострой,,,95 500 €,Продам,1-комнатная квартира,4,Частное лицо,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, 26/B",Sky House
,42 м²,Белый вариант,10,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/104082106?location=subcategory&index=4775,104082106,,,,Новострой,,,55 500 €,Продам,1-комнатная квартира,4,Частное лицо,,Kирпичный,"Кишинёв мун., Дурлешты, Центр, str-la Codrilor, 26",NG Invest
1,47 м²,Незавершенное cтроительство,10,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104096783?location=subcategory&index=4776,104096783,,,Индивидуальная,Новострой,Нет,,55 000 €,Продам,1-комнатная квартира,6,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136",Estate Invest Company
1,45 м²,Eвроремонт,11,Подземная,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102122881?location=subcategory&index=4777,102122881,,,Индивидуальная,Новострой,1,,117 800 €,,1-комнатная квартира,11,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 45",Basconslux
1,78 м²,Белый вариант,12,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104077716?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzc3MTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYmUzNWQzOGQtMDFiOS00MzRiLWIzZWUtNWExMGQ4MTEyYmYyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMToyNTo0Mi4zOTcxOTc3NDJaIn19.6t5EjLvVIgOjCXSuIG8WmHfuXPJFPV5bN60X-RxCEu8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4778,104077716,,,,Новострой,,,296 400 €,Продам,3-х комнатная квартира,3,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, str. Ciuflea, 1",
1,42 м²,Незавершенное cтроительство,24,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103292272?location=subcategory&index=4779,103292272,,,Индивидуальная,Новострой,1,,81 200 €,Продам,1-комнатная квартира,12,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Рышкановка, Spartacus, 36",
1,41 м²,Незавершенное cтроительство,21,Подземная,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103824822?location=subcategory&index=4780,103824822,,,Индивидуальная,Новострой,1,,65 412 €,,1-комнатная квартира,4,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 59",Braus Imobiliare
1,48 м²,Eвроремонт,12,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102736610?location=subcategory&index=4781,102736610,,,Индивидуальная,Новострой,1,,118 900 €,Продам,1-комнатная квартира,4,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Рышкановка, Nicolae Dimo, 13A",Varicom
1,37 м²,Eвроремонт,17,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102706945?location=subcategory&index=4782,102706945,,,Индивидуальная,Вторичный,Нет,,74 900 €,Продам,2-х комнатная квартира,5,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Буюканы, Piața Unirea Principatelor, 3",
2,121 м²,Eвроремонт,10,Oткрытое,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104096732?location=subcategory&index=4783,104096732,,,Индивидуальная,Новострой,3,,210 000 €,Продам,3-х комнатная квартира,5,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Телецентр, Testemitanu, 37",
2,64 м²,Белый вариант,8,Подземная,"2-х комнатная квартира,  Окраина,  Думбрава,  Кишинёв мун.",https://999.md/ru/101531743?location=subcategory&index=4784,101531743,,,Индивидуальная,Новострой,1,,105 000 €,Продам,2-х комнатная квартира,5,Агентство,,Kотельцовый,"Кишинёв мун., Думбрава, Окраина, Durlești, 10 B1",Astercon
1,50 м²,Eвроремонт,9,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103444147?location=subcategory&index=4785,103444147,,,,Новострой,2,,109 900 €,Продам,2-х комнатная квартира,3,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Рышкановка, Florarii, 4",Lagmar Impex
1,52 м²,Незавершенное cтроительство,16,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104096151?location=subcategory&index=4786,104096151,,,Индивидуальная,Новострой,Нет,,77 900 €,Продам,1-комнатная квартира,7,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Чокана, Bucovina, 1/E",Estate Invest Company
1,42 м²,Незавершенное cтроительство,9,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101781897?location=subcategory&index=4787,101781897,,,Индивидуальная,Новострой,1,,61 700 €,Продам,1-комнатная квартира,8,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Телецентр, Sos.Hincesti, 142",Lagmar Impex
1,60 м²,Без ремонта,5,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103971614?location=subcategory&index=4788,103971614,,,Хрущевка,Вторичный,1,,88 900 €,Продам,3-х комнатная квартира,1,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Ботаника, Hristo Botev, 19/2",
1,51 м²,Незавершенное cтроительство,16,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102362560?location=subcategory&index=4789,102362560,,,Индивидуальная,Новострой,1,,83 130 €,Продам,1-комнатная квартира,7,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, Gradina Botanica, 18G",
,105 м²,Индивидуальный дизайн,8,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104103448?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDM0NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNWQwNDkwNTItOTE2Yy00MTk0LTk4MDItZmQzMWI4OTZhZDU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjI1OjQyLjM5NzIyNjk1M1oifX0.a3NMJvr3ZA45lsO5_02cnj2mSwHH1sBJVzAEh3WF4-w&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4790,104103448,,,,Новострой,,Квартира с ливингом,199 900 €,Продам,3-х комнатная квартира,2,Частное лицо,,,"Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 42",
1,41 м²,Косметический pемонт,4,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103892205?location=subcategory&index=4791,103892205,,,Хрущевка,Вторичный,Нет,,69 000 €,Продам,2-х комнатная квартира,2,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Телецентр, Gheorghe Asachi, 61",
2,78 м²,Белый вариант,8,Oткрытое,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",https://999.md/ru/103804515?location=subcategory&index=4792,103804515,,,Индивидуальная,Новострой,1,,109 200 €,Продам,2-х комнатная квартира,4,Агентство,,Kирпичный,"Яловены, Яловены, Центр, Basarabia, 9",
2,104 м²,Косметический pемонт,17,Oткрытое,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103791836?location=subcategory&index=4793,103791836,,,Индивидуальная,Новострой,2,,150 000 €,Продам,3-х комнатная квартира,2,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Телецентр, Drumul Viilor, 38/1",AMIC
1,88 м²,Eвроремонт,3,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103755287?location=subcategory&index=4794,103755287,,,,Новострой,1,,186 600 €,Продам,2-х комнатная квартира,3,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Чокана, Liviu Rebreanu, 129/A",
2,67 м²,Незавершенное cтроительство,18,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103893661?location=subcategory&index=4795,103893661,,,Индивидуальная,Новострой,1,,97 500 €,Продам,2-х комнатная квартира,15,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника, Diminetii, 18",Sky House
1,58 м²,Белый вариант,10,Oткрытое,"2-х комнатная квартира,  Центр,  Гидигич,  Кишинёв мун.",https://999.md/ru/103605506?location=subcategory&index=4796,103605506,,,Индивидуальная,Новострой,Нет,,78 300 €,Продам,2-х комнатная квартира,9,Агентство,,Бетон,"Кишинёв мун., Гидигич, Центр, Stefan cel Mare si Sfant1B, 1B",
1,18 м²,Eвроремонт,6,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103930635?location=subcategory&index=4797,103930635,,,Индивидуальная,Вторичный,Нет,,36 900 €,Продам,1-комнатная квартира,5,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Чокана, Mihail Sadoveanu, 4/2",
2,90 м²,Без ремонта,5,Oткрытое,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104002119?location=subcategory&index=4798,104002119,,,102,Вторичный,2,,99 900 €,Продам,4-x комнатная квартира,4,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Ботаника, Sarmizegetusa, 37/2",
2,84 м²,Белый вариант,15,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103671160?location=subcategory&index=4799,103671160,,,Индивидуальная,Новострой,1,,135 000 €,Продам,2-х комнатная квартира,5,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Буюканы, Alba-Iulia, 75/22",Basconslux
2,67 м²,Eвроремонт,10,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104086431?location=subcategory&index=4800,104086431,,,,Новострой,1,,152 900 €,Продам,2-х комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, Nicolae Costin, 44/1",
1,58 м²,Eвроремонт,9,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104086144?location=subcategory&index=4801,104086144,,,143,Вторичный,1,,95 900 €,Продам,2-х комнатная квартира,2,Агентство,,Панельный,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 102/1",
2,75 м²,Eвроремонт,10,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103486393?location=subcategory&index=4802,103486393,,,Индивидуальная,Новострой,1,,220 000 €,Продам,2-х комнатная квартира,3,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Центр, Melestiu, 1/1",Astercon
1,50 м²,Белый вариант,6,Гараж,"Комната,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102196003?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjM5NDIsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIxOTYwMDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMjE6MjU6NDIuMzk3MjgwOTA3WiJ9fQ.sCQbgQAb5lrs18L6RlkfHwurm6kqZp-vMLexy-ZQh84&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=4803,102196003,12 м²,,Индивидуальная,Новострой,1,Квартира с ливингом,72 384 €,Продам,Комната,2,Застройщик,286 см,Ячеистый Бетон,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",Astercon
1,43 м²,Eвроремонт,17,Oткрытое,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",https://999.md/ru/103118017?location=subcategory&index=4804,103118017,,,Индивидуальная,Новострой,Нет,,59 000 €,Продам,1-комнатная квартира,15,Агентство,,Kомбинированный,"Кишинёв мун., Ставчены, Центр, Unirii, 20\2",
1,84 м²,Eвроремонт,13,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103357203?location=subcategory&index=4805,103357203,,,Индивидуальная,Новострой,1,,159 900 €,Продам,2-х комнатная квартира,5,Агентство,,Бетон,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 257",
1,45 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103722757?location=subcategory&index=4806,103722757,,,Индивидуальная,Новострой,1,,97 500 €,Продам,1-комнатная квартира,6,Агентство,,Ячеистый Бетон,"Кишинёв мун., Кишинёв, Центр, Gheorghe Cașu, 30/2",Lagmar Impex
1,47 м²,Незавершенное cтроительство,10,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104096548?location=subcategory&index=4807,104096548,,,Индивидуальная,Новострой,Нет,,55 000 €,Продам,1-комнатная квартира,4,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136",Estate Invest Company
1,48 м²,Незавершенное cтроительство,10,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103350632?location=subcategory&index=4808,103350632,,,Индивидуальная,Новострой,1,,69 900 €,Продам,1-комнатная квартира,2,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Телецентр, Sos.Hincesti, 140/1",Braus Imobiliare
1,53 м²,Незавершенное cтроительство,10,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104096767?location=subcategory&index=4809,104096767,,,Индивидуальная,Новострой,Нет,,59 250 €,Продам,1-комнатная квартира,8,Агентство,,Kомбинированный,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136",Estate Invest Company
1,45 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103058458?location=subcategory&index=4810,103058458,,,Брж (Брежневка),Вторичный,Нет,,92 500 €,Продам,2-х комнатная квартира,1,Агентство,,Kотельцовый,"Кишинёв мун., Кишинёв, Буюканы, Ion Pelivan, 15",
