Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Агентство,Eвроремонт,2,Новострой,1,102719873,https://999.md/ru/102719873?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MTk4NzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEzLjA3MTg1Mjc4M1oifX0.12U9tKDGsRXikU3jdU4gMgLpBSJ-SEqMXZRBYxnIf4k&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,1,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,Бетон,14,,,799 MDL,"Кишинёв мун., Кишинёв, Ботаника, str. Belgrad, 19",,1-комнатная квартира,55 м²
Агентство,,8,Новострой,,103886605,https://999.md/ru/103886605?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4ODY2MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2YyY2EzNzItMjY4ZS00YjFiLWFkMWQtODhhMjhlNmE0NzRkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMy4wNzE4ODgyMDNaIn19.oqfSyBzNZudlhhExfpU5-hkadzcSOz8Li4WSN1VKoZI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Сдаю помесячно,,,10,,,699 €,"Кишинёв мун., Кишинёв, Буюканы, str. Alexandru Donici, 1",,3-х комнатная квартира,75 м²
Агентство,Eвроремонт,4,Новострой,,103744748,https://999.md/ru/103744748?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTMsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NDQ3NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEzLjA3MTk0NTk5MloifX0.bUNer6C8ssd7MdzG4354_Y6Db2Udk1GdXIFA4UiFIhU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,183 500 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 39",,3-х комнатная квартира,85 м²
Агентство,Eвроремонт,5,Новострой,1,104011021,https://999.md/ru/104011021?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMTEwMjEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjAwNzEwZTk4LTNkZGEtNDYzYi05YzNiLTBlNzBhMjViNzAzYyIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTI6NTQ6MTMuMDcxOTYwMTI0WiJ9fQ.JZ83KK5ChG3nJaGsmxkszf8XpncVsRU5zCs5i1JKYzA&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,1,,Подземная,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Сдаю помесячно,,,6,,Inamstro,1 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10",,3-х комнатная квартира,70 м²
Застройщик,Eвроремонт,2,Вторичный,1,103806249,https://999.md/ru/103806249?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDYyNDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYjUyY2ZiMmUtNzJlMC00N2FlLTg3ZmQtYzE0Y2E5Mzk4OTljIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMy4wNzE5NzMyMDFaIn19.jDNpi_UCoELdGtJB8_fFqxY62FDil-IAXbumJuRJecs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,87 500 €,Расположение,,2-х комнатная квартира,45 м²
Агентство,Eвроремонт,9,Вторичный,Нет,103313556,https://999.md/ru/103313556?location=subcategory&index=1561,1,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,62 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, --",,1-комнатная квартира,35 м²
Агентство,Белый вариант,13,Новострой,,103068539,https://999.md/ru/103068539?location=subcategory&index=1562,1,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,13,,,209 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6",,3-х комнатная квартира,84 м²
Агентство,Eвроремонт,1,Новострой,1,101785516,https://999.md/ru/101785516?location=subcategory&index=1563,2,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,175 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, **",,2-х комнатная квартира,72 м²
Агентство,Eвроремонт,9,Новострой,1,103975622,https://999.md/ru/103975622?location=subcategory&index=1564,1,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,,10,,,123 900 €,"Кишинёв мун., Дурлешты, Центр, str. Cartușa, 95",,2-х комнатная квартира,71 м²
Застройщик,Белый вариант,4,Новострой,1,103384774,https://999.md/ru/103384774?location=subcategory&index=1565,1,,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,79 420 €,"Кишинёв мун., Кишинёв, Буюканы, str. Bisericii, 1",,1-комнатная квартира,52 м²
Застройщик,Eвроремонт,5,Новострой,,103410426,https://999.md/ru/103410426?location=subcategory&index=1566,1,,Oткрытое,"1-комнатная квартира,  Центр,  Бачой,  Кишинёв мун.",,Продам,,,5,,,69 438 €,"Кишинёв мун., Бачой, Центр, str. Independenţei, 40/1",,1-комнатная квартира,43 м²
Агентство,Белый вариант,12,Новострой,1,104063059,https://999.md/ru/104063059?location=subcategory&index=1567,3,Индивидуальная,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,12,,,266 540 €,"Кишинёв мун., Кишинёв, Ботаника,  str. Grenoble , 134/2",,3-х комнатная квартира,133 м²
Агентство,Белый вариант,5,Вторичный,,103883023,https://999.md/ru/103883023?location=subcategory&index=1568,1,,Oткрытое,"2-х комнатная квартира,  Центр,  Порумбень,  Криуляны",,Продам,,,5,,,53 000 €,"Криуляны, Порумбень, Центр, Str. Păcii, 28",,2-х комнатная квартира,48 м²
Частное лицо,,1,Новострой,,104093126,https://999.md/ru/104093126?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTMxMjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjk1OTYwYmMtZmM0My00YTI3LThhYTAtYjllYTE5Y2JmMDQ2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MTM5MTA1MjFaIn19.xBkGcJXPUjd-EUARZibjC_OcHf1juKm_8Jyo41iI95A&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1569,,,,"1-комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,,59 900 €,Расположение,,1-комнатная квартира,37 м²
Застройщик,Белый вариант,7,Новострой,,103568819,https://999.md/ru/103568819?location=subcategory&index=1570,1,,Oткрытое,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,Lagmar Impex,64 900 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,1-комнатная квартира,45 м²
Агентство,Eвроремонт,Цоколь,Новострой,,103612096,https://999.md/ru/103612096?location=subcategory&index=1571,1,,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,68 900 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Poștei, 53",,1-комнатная квартира,31 м²
Агентство,Eвроремонт,9,Вторичный,3,104062647,https://999.md/ru/104062647?location=subcategory&index=1572,1,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,99 500 €,"Кишинёв мун., Кишинёв, Буюканы, șos. Balcani, 6",,3-х комнатная квартира,72 м²
Застройщик,Белый вариант,1,Новострой,1,103634537,https://999.md/ru/103634537?location=subcategory&index=1573,1,,Подземная,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,6,,,58 590 €,"Кишинёв мун., Кишинёв, Буюканы, str. Bisericii, 1",,1-комнатная квартира,36 м²
Застройщик,,5,Новострой,,85455688,https://999.md/ru/85455688?location=subcategory&index=1574,,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,12,,Solomon Construct Imobil,103 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/2",,2-х комнатная квартира,69 м²
Агентство,Белый вариант,7,Новострой,1,101406840,https://999.md/ru/101406840?location=subcategory&index=1575,2,,Oткрытое,"3-х комнатная квартира,  Центр,  Комрат,  Комрат",,Продам,,,10,,,96 800 €,"Комрат, Комрат, Центр, str. Lenin, 198",,3-х комнатная квартира,96 м²
Агентство,Белый вариант,6,Новострой,,102737709,https://999.md/ru/102737709?location=subcategory&index=1576,1,Индивидуальная,Oткрытое,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,,69 400 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Socoleni, .",,1-комнатная квартира,49 м²
Застройщик,Белый вариант,1,Новострой,,102333119,https://999.md/ru/102333119?location=subcategory&index=1577,2,,Подземная,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,6,,Varicom,84 120 €,"Кишинёв мун., Криково, Центр, str. Chişinău, 68",,2-х комнатная квартира,70 м²
Агентство,Eвроремонт,12,Новострой,,101539928,https://999.md/ru/101539928?location=subcategory&index=1578,3,,,"5-ти комн. кварт. и более,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,13,,,790 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble , 259/2",,5-ти комн. кварт. и более,352 м²
Агентство,Eвроремонт,1,Вторичный,,103931530,https://999.md/ru/103931530?location=subcategory&index=1579,1,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,,81 900 €,"Кишинёв мун., Кишинёв, Чокана, ул. Джинта Латинэ, 5",,1-комнатная квартира,43 м²
Агентство,Eвроремонт,12,Новострой,,104115837,https://999.md/ru/104115837?location=subcategory&index=1580,2,,Oткрытое,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,77 м²,,16,,,152 000 €,"Кишинёв мун., Кишинёв, Старая Почта, ул. Студенческая, .",,2-х комнатная квартира,77 м²
Агентство,Eвроремонт,10,Новострой,,103739198,https://999.md/ru/103739198?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3MzkxOTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MTM5ODY1NzFaIn19.jPd-eLxJVy_DTWEPJlcmCuqUsKD_6tjCPYui8QsY4GM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1581,,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,13,,,136 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 46",,2-х комнатная квартира,65 м²
Застройщик,,3,Новострой,1,100666003,https://999.md/ru/100666003?location=subcategory&index=1582,2,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,14,,,99 123 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,3-х комнатная квартира,82 м²
Агентство,Eвроремонт,4,Вторичный,4 и более,103409168,https://999.md/ru/103409168?location=subcategory&index=1583,2,Чш (Чешка),Oткрытое,"4-x комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Продам,75 м²,Kотельцовый,5,9 м²,,180 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Academiei, /",,4-x комнатная квартира,148 м²
Застройщик,Белый вариант,7,Новострой,1,103625779,https://999.md/ru/103625779?location=subcategory&index=1584,2,,Подземная,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,Exfactor-grup,122 500 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 14",,2-х комнатная квартира,70 м²
Агентство,Незавершенное cтроительство,4,Новострой,1,103313400,https://999.md/ru/103313400?location=subcategory&index=1585,1,Индивидуальная,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,88 150 €,"Кишинёв мун., Кишинёв, Буюканы, str. Lipcani, /",,1-комнатная квартира,43 м²
Застройщик,Белый вариант,1,Новострой,,103572488,https://999.md/ru/103572488?location=subcategory&index=1586,1,,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,6,,,66 200 €,"Кишинёв мун., Кишинёв, Буюканы, str. Bisericii, 1",,1-комнатная квартира,40 м²
Застройщик,Белый вариант,6,Новострой,,103817441,https://999.md/ru/103817441?location=subcategory&index=1587,2,,Подземная,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Lagmar Impex,88 125 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,2-х комнатная квартира,71 м²
Застройщик,Eвроремонт,4,Вторичный,,103511473,https://999.md/ru/103511473?location=subcategory&index=1588,2,102,Oткрытое,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,105 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str-la Studenților, 11/1",,3-х комнатная квартира,70 м²
Частное лицо,Eвроремонт,4,Вторичный,1,104066746,https://999.md/ru/104066746?location=subcategory&index=1589,2,,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,,97 500 €,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 7/4",,2-х комнатная квартира,52 м²
Агентство,Eвроремонт,8,Новострой,,101025949,https://999.md/ru/101025949?location=subcategory&index=1590,1,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,Kирпичный,11,,,125 000 €,"Кишинёв мун., Кишинёв, Буюканы,  bd. Alba Iulia , 1",,1-комнатная квартира,50 м²
Агентство,Белый вариант,12,Новострой,1,102159570,https://999.md/ru/102159570?location=subcategory&index=1591,2,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,,13,,,117 595 €,"Кишинёв мун., Кишинёв, Центр, str. Petru Rareș, 55/1",,2-х комнатная квартира,81 м²
Застройщик,,4,Вторичный,,78925415,https://999.md/ru/78925415?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3ODkyNTQxNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InBybyIsImwiOiIzZTU1ODhmOS1mYTc5LTQ4NmItYmE5My0yZDNhNDgxMTgxODYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgxNDA1NDg5NFoifX0.Njy0IW7A4Bg7t2tHwyj2FPPSVXGtipwDPaYpOzgCP54&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1592,,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Сдаю помесячно,,,5,,,400 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 13/8",,2-х комнатная квартира,45 м²
Застройщик,Белый вариант,2,Новострой,1,102688001,https://999.md/ru/102688001?location=subcategory&index=1593,1,,Подземная,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,11,,Solomon Construct Imobil,57 400 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 106",,1-комнатная квартира,48 м²
Агентство,Белый вариант,11,Новострой,,102388755,https://999.md/ru/102388755?location=subcategory&index=1594,,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,,113 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18",,2-х комнатная квартира,67 м²
Агентство,Eвроремонт,2,Новострой,,103374832,https://999.md/ru/103374832?location=subcategory&index=1595,1,Индивидуальная,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,Kомбинированный,13,,,194 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 5",,2-х комнатная квартира,65 м²
Агентство,Белый вариант,10,Новострой,,101812268,https://999.md/ru/101812268?location=subcategory&index=1596,,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,176 550 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, -1/8",,3-х комнатная квартира,107 м²
Агентство,Белый вариант,2,Новострой,1,103896136,https://999.md/ru/103896136?location=subcategory&index=1597,1,,Подземная,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,,8,,,64 900 €,"Кишинёв мун., Дурлешты, Центр, str. Regina Elizabeta, *",,1-комнатная квартира,44 м²
Застройщик,Белый вариант,5,Новострой,1,102382821,https://999.md/ru/102382821?location=subcategory&index=1598,1,,Oткрытое,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,,12,,,51 250 €,"Кишинёв мун., Дурлешты, Центр, str. Mihail Odatiuc, 36",,1-комнатная квартира,49 м²
Застройщик,Белый вариант,7,Новострой,,103421134,https://999.md/ru/103421134?location=subcategory&index=1599,2,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,16,,Sky House,154 000 €,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 94",,3-х комнатная квартира,110 м²
Застройщик,Белый вариант,4,Новострой,1,103616493,https://999.md/ru/103616493?location=subcategory&index=1600,1,,Подземная,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,,12,,,61 503 €,"Кишинёв мун., Дурлешты, Центр, str. Mihail Odatiuc, 36",,1-комнатная квартира,47 м²
Застройщик,Белый вариант,9,Новострой,2,102774011,https://999.md/ru/102774011?location=subcategory&index=1601,2,,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,,9,,,85 410 €,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3",,2-х комнатная квартира,73 м²
Застройщик,Белый вариант,1,Новострой,1,102822579,https://999.md/ru/102822579?location=subcategory&index=1602,1,,Подземная,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,Продам,,,12,,,75 610 €,"Кишинёв мун., Дурлешты, Центр, str. Mihail Odatiuc, 36",,2-х комнатная квартира,72 м²
Агентство,,9,Новострой,,103594586,https://999.md/ru/103594586?location=subcategory&index=1603,,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Квартира с ливингом,,,,10,,,91 900 €,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, 24",,1-комнатная квартира,43 м²
Застройщик,Белый вариант,7,Новострой,,103453267,https://999.md/ru/103453267?location=subcategory&index=1604,2,,Подземная,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,13,,Sky House,99 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 20/1",,2-х комнатная квартира,60 м²
Агентство,Белый вариант,18,Новострой,,104058142,https://999.md/ru/104058142?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTgxNDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiMDhkZTJiZDUtNmJmYy00YjQ0LWI4NWQtNWI4NTIxODk2OTRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MTQxNjE1MzNaIn19.eCaLntR8sGcpKyqphGhRYUxIfNPrbsP5HDFp9LeHtcU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=1605,,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,20,,Braus Imobiliare,90 500 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15",,1-комнатная квартира,48 м²
Застройщик,Eвроремонт,6,Новострой,2,101568096,https://999.md/ru/101568096?location=subcategory&index=1606,,,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,11,,,167 500 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 13/2",,3-х комнатная квартира,97 м²
Застройщик,Белый вариант,4,Новострой,1,103417615,https://999.md/ru/103417615?location=subcategory&index=1607,2,,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,9,,Exfactor-grup,81 600 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 60/5",,1-комнатная квартира,51 м²
Агентство,Eвроремонт,6,Новострой,,104115798,https://999.md/ru/104115798?location=subcategory&index=1608,1,,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,77 м²,,12,,,142 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Sulac, 8A",,2-х комнатная квартира,77 м²
Застройщик,Белый вариант,4,Новострой,,102390177,https://999.md/ru/102390177?location=subcategory&index=1609,2,,Подземная,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,6,,Varicom,84 302 €,"Кишинёв мун., Криково, Центр, str. Chişinău, 68",,2-х комнатная квартира,69 м²
Застройщик,,3,Новострой,2,100123888,https://999.md/ru/100123888?location=subcategory&index=1610,2,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,Lagmar Impex,99 800 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,2-х комнатная квартира,80 м²
Агентство,,4,Новострой,,102690803,https://999.md/ru/102690803?location=subcategory&index=1611,,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,6,,,58 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Voda;str. Vadul lui Vodă, 30/1",,1-комнатная квартира,30 м²
Агентство,,1,Вторичный,,103419024,https://999.md/ru/103419024?location=subcategory&index=1612,,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,5,,,74 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 32",,2-х комнатная квартира,42 м²
Агентство,,2,Вторичный,,103419123,https://999.md/ru/103419123?location=subcategory&index=1613,,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,Продам,,,2,,,63 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Mihail Lomonosov, 8b",,2-х комнатная квартира,40 м²
Агентство,,4,Вторичный,,103270549,https://999.md/ru/103270549?location=subcategory&index=1614,,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,5,,,89 900 €,"Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 10",,2-х комнатная квартира,42 м²
