Балкон / лоджия,Планировка,Ливинг,link,Застройщик,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,,https://999.md/ru/104077716?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzc3MTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYmUzNWQzOGQtMDFiOS00MzRiLWIzZWUtNWExMGQ4MTEyYmYyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi45MDc0NTUxMDJaIn19.fiPA4hrnhbwv50SIms213IX_dXerbdiU7nkshCKPlDU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,,,Oткрытое,3,1,,296 400 €,12,78 м²,"Кишинёв мун., Кишинёв, Центр, str. Ciuflea, 1",104077716,Новострой,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/104093126?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTMxMjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMjk1OTYwYmMtZmM0My00YTI3LThhYTAtYjllYTE5Y2JmMDQ2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi45MDc1MjgyMjRaIn19.PsBYZdct9Q2r7ypAy0K9oPgeGl73xpmYRu-FCkXpRhI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,,,,1,,,59 900 €,9,37 м²,Расположение,104093126,Новострой,,,"1-комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,
,,Квартира с ливингом,https://999.md/ru/103454687?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NTQ2ODciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2ZkMzhiNmQtZTRjYy00NDAwLThmMWItMjBmY2YwOGU4NmE0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi45MDc1OTQxNTlaIn19.1hIf5GdCnDn7a7C-9kTE7LrhadSFe78j7JOaIX6hgk4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,Exfactor-grup,,,2,1,,205 000 €,14,70 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",103454687,Новострой,Kирпичный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира без ливинга,https://999.md/ru/102734606?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MzQ2MDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMTRjYjUzMDktOGU0Zi00ZjM5LTlkNGMtMDIxNDc5YWY5OTZlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi45MDc2MTcwODVaIn19.-63OzOK567Z4yLvQOoj4e9om37jjbqVW6xPNJO-aQWc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,A-casa,,Oткрытое,Подвал,1,,350 €,9,45 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Poștei, 53/1",102734606,Новострой,Бетон,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,1-комнатная квартира,Eвроремонт
1,,Квартира без ливинга,https://999.md/ru/102691920?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI2OTE5MjAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjkwNzY5NjY4MloifX0.OZ0Sd1g9e73yGIj1_VFlFh_4nCIrfE-_0KHh1g1KPOc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,,,,4,1,350 см,799 MDL,14,55 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testimiteanu, 3\15",102691920,Новострой,Бетон,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,1-комнатная квартира,Eвроремонт
Нет,,Квартира без ливинга,https://999.md/ru/102831391?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzEzOTEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTg6MTU6MjIuOTA3NzI1MDMzWiJ9fQ.X-E06Zk2Ee1WfufzrAb7EUA0PKPDjV3-SP2j6gPuoGE&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,Astercon,13 м²,Гараж,1,1,286 см,58 986 €,6,41 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102831391,Новострой,Ячеистый Бетон,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/102558706?location=subcategory&index=2497,,,Oткрытое,6,1,,36 900 €,7,28 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Vasile Cheltuială, 9/2",102558706,Вторичный,Kотельцовый,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Косметический pемонт
1,Индивидуальная,,https://999.md/ru/103360282?location=subcategory&index=2498,,,Oткрытое,6,1,,106 000 €,7,38 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, .",103360282,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103865247?location=subcategory&index=2499,,,Oткрытое,3,2,,79 000 €,5,47 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, .",103865247,Вторичный,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Без ремонта
1,Индивидуальная,,https://999.md/ru/103865168?location=subcategory&index=2500,,,Oткрытое,5,1,,24 000 €,5,18 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Belgrad, .",103865168,Вторичный,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103865349?location=subcategory&index=2501,,,Oткрытое,7,2,,78 000 €,9,51 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Dacia, .",103865349,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
,,,https://999.md/ru/104102103?location=subcategory&index=2502,,,,10,,,136 900 €,13,66 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 46",104102103,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103883196?location=subcategory&index=2503,,,Oткрытое,1,1,,125 000 €,9,68 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Petrarilor, .",103883196,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Малосемейная,,https://999.md/ru/103544599?location=subcategory&index=2504,,,,3,1,,49 900 €,5,35 м²,"Кишинёв мун., Кишинёв, Чокана, Maria Drăgan , 26",103544599,Вторичный,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103374185?location=subcategory&index=2505,,,,3,1,,115 000 €,9,50 м²,"Кишинёв мун., Дурлешты, Центр,  Nicolae Dimo, 24",103374185,Новострой,,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103136717?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMxMzY3MTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjUwODk2MzEtZTc3OS00MzUxLWFlMWQtOTNhY2YyNTMyM2ZmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjEzMDI5Njg1M1oifX0.bJ5rXma31i32YkReAK4-9DB7e1pzklNHYTwnBsbGZo8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2506,,,,9,,,650 €,13,40 м²,"Кишинёв мун., Кишинёв, Центр, bd. Renașterii Naționale, 10",103136717,Новострой,,,"Комната,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,Комната,Индивидуальный дизайн
,Индивидуальная,,https://999.md/ru/102971141?location=subcategory&index=2507,,,,8,1,,185 000 €,9,72 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",102971141,Новострой,Kомбинированный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103420782?location=subcategory&index=2508,,,Oткрытое,8,1,,47 000 €,9,24 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, .",103420782,Вторичный,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/101318187?location=subcategory&index=2509,,,Oткрытое,6,1,,130 000 €,10,57 м²,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",101318187,Новострой,,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103199140?location=subcategory&index=2510,,,,2,1,,199 000 €,10,75 м²,"Кишинёв мун., Кишинёв, Ботаника, Ghica Voda, 5/2",103199140,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103541948?location=subcategory&index=2511,,,Oткрытое,1,1,,97 900 €,11,41 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, .",103541948,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,102,,https://999.md/ru/103634206?location=subcategory&index=2512,,,Oткрытое,1,1,,87 400 €,5,56 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, .",103634206,Вторичный,,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103894509?location=subcategory&index=2513,,,Oткрытое,8,1,,91 900 €,9,53 м²,"Кишинёв мун., Кишинёв, Чокана,  Mircea cel Batrin, 17",103894509,Вторичный,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Косметический pемонт
,Индивидуальная,,https://999.md/ru/103606176?location=subcategory&index=2514,,,,3,1,,54 900 €,9,42 м²,"Кишинёв мун., Гидигич, Окраина,  Ștefan cel Mare , 1",103606176,Новострой,,,"1-комнатная квартира,  Окраина,  Гидигич,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/103356667?location=subcategory&index=2515,,,Oткрытое,3,1,,110 000 €,7,47 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlesti, .",103356667,Новострой,,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102580962?location=subcategory&index=2516,,,Oткрытое,8,2,,190 000 €,10,112 м²,"Кишинёв мун., Кишинёв, Телецентр, ул. Гренобле, .",102580962,Новострой,,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103346551?location=subcategory&index=2517,,,Oткрытое,6,2,,84 000 €,16,69 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, .",103346551,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
2,Индивидуальная,,https://999.md/ru/103226058?location=subcategory&index=2518,,,Oткрытое,4,2,,126 900 €,10,72 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, .",103226058,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/89760365?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc2MDM2NSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InBybyIsImwiOiIyNTQ3ZWNjMi1hZjQxLTRhZjAtOTVlYi00YjBlMjg0Zjc3N2EiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDE4OjE1OjIyLjEzMDM5ODkzWiJ9fQ.zQhTWGHJx6UbhtPynz-KKv8PJv40FgV3SI-NYMluVNU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2519,Inamstro,,,4,1,,145 000 €,9,8 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 12a",89760365,Новострой,Бетон,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,Индивидуальная,,https://999.md/ru/102623932?location=subcategory&index=2520,,,Oткрытое,9,1,,185 000 €,12,86 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, .",102623932,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
1,,Квартира с ливингом,https://999.md/ru/103170196?location=subcategory&index=2521,Lagmar Impex,,Подземная,8,2,,101 125 €,14,81 м²,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",103170196,Новострой,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
,Индивидуальная,,https://999.md/ru/102615910?location=subcategory&index=2522,,,Oткрытое,8,2,,90 000 €,9,76 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Cetatea Alba, .",102615910,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/103347842?location=subcategory&index=2523,,,Oткрытое,9,2,,118 000 €,10,81 м²,"Кишинёв мун., Ставчены, Центр, Stăuceni, .",103347842,Новострой,,,"3-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",,Агентство,3-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/102614394?location=subcategory&index=2524,,,Oткрытое,10,2,,134 000 €,10,75 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, .",102614394,Вторичный,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103411902?location=subcategory&index=2525,,,Oткрытое,9,1,,95 000 €,9,90 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Albisoara, .",103411902,Вторичный,,,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,4-x комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103383906?location=subcategory&index=2526,,,Подземная,10,2,,220 000 €,13,82 м²,"Кишинёв мун., Кишинёв, Центр, str. Ion Nistor, .",103383906,Новострой,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Eвроремонт
,143,,https://999.md/ru/103361307?location=subcategory&index=2527,,,,9,,,79 000 €,10,55 м²,"Кишинёв мун., Кишинёв, Чокана, str. Alecu Russo, 61",103361307,Вторичный,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,
1,143,,https://999.md/ru/103560771?location=subcategory&index=2528,,,Oткрытое,5,2,,118 900 €,9,60 м²,"Кишинёв мун., Кишинёв, Центр, Albișoara, 18",103560771,Вторичный,Панельный,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/43842705?location=subcategory&index=2529,,18 м²,Oткрытое,1,1,250 см,159 888 €,5,90 м²,Расположение,43842705,Вторичный,Kотельцовый,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Частное лицо,3-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/104075662?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzU2NjIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6MTU6MjIuMTMwNDM4Mjg2WiJ9fQ.fAHhorHGwWOtIt950pAjSmIDtYkpl7gijdwdUstAEqk&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2530,Pamir Construct,,Oткрытое,8,1,,119 000 €,9,38 м²,"Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5",104075662,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102709929?location=subcategory&index=2531,,,Oткрытое,3,1,,67 200 €,11,64 м²,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, .",102709929,Новострой,,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
,,,https://999.md/ru/102994970?location=subcategory&index=2532,Ecovzor,,Oткрытое,8,1,,89 900 €,11,39 м²,"Кишинёв мун., Кишинёв, Старая Почта, str-la Studenților, 15a",102994970,Новострой,,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,1-комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/103208770?location=subcategory&index=2533,,,,2,,,165 000 €,11,67 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Jubiliară, 39/1",103208770,Новострой,,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,
1,Индивидуальная,,https://999.md/ru/103179305?location=subcategory&index=2534,,,Oткрытое,2,1,,105 900 €,4,57 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, .",103179305,Вторичный,,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102194902?location=subcategory&index=2535,,15 м²,Oткрытое,1,1,,118 880 €,5,74 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/5",102194902,Новострой,Kомбинированный,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Cерый вариант
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102448003?location=subcategory&index=2536,,,Oткрытое,3,1,,75 600 €,3,56 м²,"Кишинёв мун., Чореску, Окраина, str. Alexei Mateevici, comple",102448003,Новострой,,,"2-х комнатная квартира,  Окраина,  Чореску,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Белый вариант
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/100466467?location=subcategory&index=2537,,20 м²,Oткрытое,Пентхаус,2,,162 000 €,10,162 м²,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3",100466467,Новострой,Kирпичный,162 м²,"4-x комн. квартиры,  Дурлешты,  Кишинёв,  Кишинёв мун.",Продам,Агентство,4-x комнатная квартира,Белый вариант
1,Индивидуальная,Квартира с ливингом,https://999.md/ru/102544874?location=subcategory&index=2538,,,Oткрытое,3,1,,230 000 €,12,64 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renasterii Nationale, .",102544874,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Агентство,2-х комнатная квартира,Eвроремонт
,,Квартира с ливингом,https://999.md/ru/104095924?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTI1MjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTU5MjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMTU4MzhjMjQtMTk2MS00Y2FlLWJhYzUtM2ZiY2RmYmVhNDU3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODoxNToyMi4xMzA1MDAyODFaIn19.N09vPpBFEGT1c1hCCME_10owaw-NuhDVPukFdYiIIoQ&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=2539,Exfactor-grup,,,10,,,199 000 €,12,68 м²,Расположение,104095924,Новострой,Kирпичный,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,Квартира с ливингом,https://999.md/ru/101429572?location=subcategory&index=2540,,,Oткрытое,13,2,,151 200 €,23,86 м²,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, .",101429572,Новострой,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
,Индивидуальная,,https://999.md/ru/102514965?location=subcategory&index=2541,,,Oткрытое,6,1,,123 800 €,20,48 м²,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",102514965,Новострой,,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,Eвроремонт
2,Индивидуальная,Квартира с ливингом,https://999.md/ru/103865424?location=subcategory&index=2542,,,Oткрытое,6,2,,125 000 €,9,93 м²,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, .",103865424,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
,,Квартира с ливингом,https://999.md/ru/104030954?location=subcategory&index=2543,Exfactor-grup,,Подземная,9,2,,192 000 €,13,75 м²,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",104030954,Новострой,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
,Индивидуальная,,https://999.md/ru/103724154?location=subcategory&index=2544,,,Oткрытое,12,2,,149 900 €,12,119 м²,"Кишинёв мун., Дурлешты, Центр, str. Ialoveni, .",103724154,Новострой,,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/104062678?location=subcategory&index=2545,,,Oткрытое,7,2,,148 000 €,12,110 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, .",104062678,Новострой,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Агентство,3-х комнатная квартира,Белый вариант
