Санузел,Общая площадь,Состояние квартиры,Количество этажей,Парковочное место,title,link,id,Площадь кухни,Жилая площадь,Планировка,Жилой фонд,Балкон / лоджия,Ливинг,price,Тип,Количество комнат,Этаж,Автор объявления,Высота потолков,Тип здания,Адрес,Застройщик
1,64 м²,,17,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103867501?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Njc1MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjQ1OjQ3LjQ4MzY0NDI4N1oifX0.BYtGJhWwd2yZ_B8J_kWM-HFnGyBLtn73kreZbJEdiy0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,103867501,,,,Новострой,,Квартира без ливинга,50 €,Сдаю посуточно,2-х комнатная квартира,8,Частное лицо,,,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 26/10",
,92 м²,Eвроремонт,15,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104074130?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzQxMzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMTU4MzhjMjQtMTk2MS00Y2FlLWJhYzUtM2ZiY2RmYmVhNDU3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTo0NTo0Ny40ODM2ODg4MjZaIn19.G3EX4yE4w0huUfAYEbeiVeQeI6ovdfSzwvezN7YRe8E&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=8,104074130,,,,Новострой,,Квартира с ливингом,229 000 €,Продам,3-х комнатная квартира,1,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/A",Exfactor-grup
2,130 м²,Eвроремонт,13,Подземная,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103624223?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MjQyMjMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiNmFjNjk3MzgtMzNiMS00MTFlLTg0MTgtODYwNGVmNGJlNjIxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTo0NTo0Ny40ODM3NTAyMDNaIn19.Kb5NQ44_l5pmWld2HzWQ4OhDEHQqDWQH8lfbnTl0sh4&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=9,103624223,,,,Новострой,1,Квартира с ливингом,495 000 €,Продам,2-х комнатная квартира,Пентхаус,Агентство,310 см,,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 9/5",Estate Invest Company
2,67 м²,Eвроремонт,9,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103925896?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjU4OTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZDYyODE4NDktOWQwZC00MWExLWI0MDEtNDc4ZmYxNmQ0YWM0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDIxOjQ1OjQ3LjQ4MzgxMTA1NFoifX0.6GUw53XQRTy4CAOtL3691BwzVu3aHcMpA3IsZqZO_6o&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=10,103925896,12 м²,,Индивидуальная,Новострой,1,Квартира без ливинга,153 000 €,Продам,2-х комнатная квартира,4,Частное лицо,260 см,Блочный,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 44/4",Silentagro
,72 м²,Незавершенное cтроительство,9,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/101794818?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ4MTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMjE6NDU6NDcuNDgzODY5NTAxWiJ9fQ.XlojpkvRg7_3Ww5X3r-9oKeB2B96L78xNsRmQ_Rhyek&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=11,101794818,,,,Новострой,,Квартира с ливингом,79 123 €,Продам,2-х комнатная квартира,5,Застройщик,290 см,,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",Solomon Construct Imobil
,65 м²,Eвроремонт,10,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104069607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNjk2MDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMTU4MzhjMjQtMTk2MS00Y2FlLWJhYzUtM2ZiY2RmYmVhNDU3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQyMTo0NTo0Ny40ODM4OTUwNjdaIn19.X83O7TuHuMF_QPtfqziF2PoQ1fVBNXgaweX4OOGfzoE&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,104069607,,,,Новострой,,Квартира с ливингом,189 000 €,Продам,2-х комнатная квартира,8,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 41/F",Exfactor-grup
2,66 м²,Белый вариант,5,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103815893?location=subcategory&index=5071,103815893,,,,Новострой,2,,127 500 €,Продам,2-х комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника,  bd. Dacia , 58",
1,68 м²,Eвроремонт,10,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103733519?location=subcategory&index=5072,103733519,,,,Новострой,2,,125 800 €,,2-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, Alba Iulia , -89",
,50 м²,Белый вариант,11,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103932217?location=subcategory&index=5073,103932217,,,,Новострой,,,74 700 €,Продам,1-комнатная квартира,6,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, -",
1,38 м²,Нуждается в ремонте,9,Oткрытое,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104097771?location=subcategory&index=5074,104097771,,,143,Вторичный,1,,58 900 €,Продам,1-комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 15/1",
,70 м²,,5,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104112553?location=subcategory&index=5075,104112553,,,,Вторичный,,,119 900 €,Продам,3-х комнатная квартира,5,Застройщик,,,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 20/1",
1,38 м²,Eвроремонт,9,Oткрытое,"Комната,  Центр,  Страшены,  Страшены",https://999.md/ru/103719177?location=subcategory&index=5076,103719177,8 м²,30 м²,,Вторичный,Нет,Квартира с ливингом,40 000 €,,Комната,1,Частное лицо,240 см,Блочный,"Страшены, Страшены, Центр, M. Sadoveanu, 37",
1,63 м²,Eвроремонт,3,Oткрытое,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103059582?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwNTk1ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYTZmMzkzN2YtN2IwNy00OTQ2LWE4NGYtOTU4NmFmMTQyNWY5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjQ1OjQ3LjIwNjg3ODQ2N1oifX0.slRBbQLiIF9Q6Hp0OfqXQHkBNJ10XalLYlc86e9iVRw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5077,103059582,,,,Новострой,Нет,Квартира с ливингом,169 000 €,Продам,2-х комнатная квартира,3,Частное лицо,280 см,Бетон,"Кишинёв мун., Кишинёв, Центр, str. Ivan Zaikin, 51",
1,42 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104112545?location=subcategory&index=5078,104112545,,42 м²,,Новострой,,,89 500 €,Продам,1-комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 194/3",
,53 м²,Косметический pемонт,9,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103962088?location=subcategory&index=5079,103962088,,,,Вторичный,,,91 900 €,Продам,2-х комнатная квартира,2,Агентство,,,Расположение,
1,43 м²,Белый вариант,12,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103447068?location=subcategory&index=5080,103447068,,,,Новострой,,,48 700 €,Продам,1-комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni , 134",
1,91 м²,Eвроремонт,10,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102875462?location=subcategory&index=5081,102875462,,,,Новострой,,Квартира с ливингом,235 000 €,,3-х комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",
,33 м²,,5,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104112529?location=subcategory&index=5082,104112529,,,,Вторичный,,,68 900 €,Продам,1-комнатная квартира,5,Застройщик,,,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 14/4",
1,87 м²,Eвроремонт,4,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103061715?location=subcategory&index=5083,103061715,,,,Новострой,1,,284 900 €,Продам,2-х комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Центр, Mihai Eminescu, 41/1",
2,60 м²,Eвроремонт,5,,"1-комнатная квартира,  Центр,  Яловены,  Яловены",https://999.md/ru/102993883?location=subcategory&index=5084,102993883,,,Индивидуальная,Вторичный,,,87 500 €,,1-комнатная квартира,5,Агентство,,Kотельцовый,"Яловены, Яловены, Центр, Str. Prietenie , 10",
1,43 м²,Eвроремонт,9,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103847296?location=subcategory&index=5085,103847296,,,,Вторичный,,Квартира с ливингом,81 900 €,Продам,1-комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 5",
,93 м²,,10,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104112513?location=subcategory&index=5086,104112513,,,,Новострой,,,159 900 €,Продам,2-х комнатная квартира,6,Застройщик,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 7",
2,92 м²,Eвроремонт,12,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103285790?location=subcategory&index=5087,103285790,,,,Новострой,2,,175 000 €,Продам,2-х комнатная квартира,12,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu , 61/2",
1,47 м²,Eвроремонт,5,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103447459?location=subcategory&index=5088,103447459,,,,Вторичный,1,,74 900 €,Продам,2-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, Nicolae Costin, 57",
2,88 м²,Белый вариант,12,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",https://999.md/ru/80966801?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDk2NjgwMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiJjMjQ1ZjM0NS1lNjg3LTRkNTQtOTllZC04NTAzODQxZGQ0NTUiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDIxOjQ1OjQ3LjIwNjk2NjYwMloifX0.LwVddcDgaCMJK5Mw9Q3xyAFV5sarzDCSg-LyAXOIHE0&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5089,80966801,,80 м²,,Новострой,1,,106 480 €,Продам,3-х комнатная квартира,5,Застройщик,275 см,Kомбинированный,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",
2,68 м²,Белый вариант,9,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103282839?location=subcategory&index=5090,103282839,,,Индивидуальная,Новострой,2,Квартира с ливингом,107 900 €,Продам,2-х комнатная квартира,9,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 57C",Exfactor-grup
1,69 м²,Белый вариант,6,,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",https://999.md/ru/104083356?location=subcategory&index=5091,104083356,,,,Новострой,,,96 600 €,Продам,2-х комнатная квартира,5,Агентство,,,"Яловены, Яловены, Центр, str. Moldova, 2/3",
2,76 м²,Белый вариант,12,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101727335?location=subcategory&index=5092,101727335,,,Индивидуальная,Новострой,1,Квартира с ливингом,156 000 €,Продам,2-х комнатная квартира,12,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28f",Exfactor-grup
2,93 м²,Eвроремонт,21,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102346441?location=subcategory&index=5093,102346441,,,,Новострой,1,Квартира с ливингом,239 000 €,Продам,2-х комнатная квартира,13,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",
2,97 м²,Eвроремонт,10,Oткрытое,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102514583?location=subcategory&index=5094,102514583,,,,Новострой,,,179 900 €,Продам,3-х комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",
1,42 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103633589?location=subcategory&index=5095,103633589,,,102,Вторичный,1,Квартира без ливинга,81 900 €,Продам,2-х комнатная квартира,5,Агентство,,Kотельцовый,Расположение,
2,55 м²,,21,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103491792?location=subcategory&index=5096,103491792,,,,Вторичный,1,,77 900 €,Продам,2-х комнатная квартира,20,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, Dacia, 25",
1,32 м²,Eвроремонт,7,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103475396?location=subcategory&index=5097,103475396,,,,Новострой,,,62 900 €,,1-комнатная квартира,5,Агентство,,,"Кишинёв мун., Дурлешты, Центр, str. Tudor Vladimirescu, .",
1,45 м²,Eвроремонт,8,Подземная,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102496333?location=subcategory&index=5098,102496333,,,,Новострой,1,Квартира с ливингом,87 900 €,Продам,1-комнатная квартира,6,Застройщик,,Kирпичный,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 88/1",Poliprim Grup
3,127 м²,Белый вариант,5,Подземная,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102669128?location=subcategory&index=5099,102669128,,,,Новострой,1,,199 990 €,Продам,3-х комнатная квартира,1,Агентство,,Kирпичный,"Кишинёв мун., Кишинёв, Ботаника,  bd. Dacia , 1",
1,69 м²,Eвроремонт,20,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103167946?location=subcategory&index=5100,103167946,,,,Новострой,,Квартира с ливингом,167 000 €,Продам,2-х комнатная квартира,17,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 15",
1,56 м²,Белый вариант,11,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103603498?location=subcategory&index=5101,103603498,,,,Новострой,,Квартира с ливингом,78 960 €,Продам,1-комнатная квартира,9,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, ул. Буковина, .",
,43 м²,,9,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/104079108?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzkxMDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNmJiMGQ3ZDAtM2RkOC00Yjk2LTgxYzEtNjgyMjA2Y2UxZGRhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjQ1OjQ3LjIwNzAxMzY4WiJ9fQ.4UmhKtgONx4abuSNFhPs759fjE0JKo9foTru0GQ1UKE&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5102,104079108,,,,Новострой,,,500 €,Сдаю помесячно,1-комнатная квартира,2,Застройщик,,,"Кишинёв мун., Кишинёв, Буюканы, str. Sucevița, 18/1",
1,55 м²,Белый вариант,11,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103581622?location=subcategory&index=5103,103581622,,,,Новострой,,Квартира с ливингом,77 550 €,Продам,1-комнатная квартира,9,Агентство,,,"Кишинёв мун., Кишинёв, Чокана, ул. Буковина, .",
1,41 м²,Eвроремонт,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103576321?location=subcategory&index=5104,103576321,,,,Вторичный,1,,91 900 €,Продам,2-х комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, .",
1,50 м²,,9,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103561578?location=subcategory&index=5105,103561578,,,,Вторичный,,,99 500 €,Продам,2-х комнатная квартира,6,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, .",
1,42 м²,Eвроремонт,5,Oткрытое,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103256215?location=subcategory&index=5106,103256215,,,,Вторичный,1,Квартира с ливингом,89 900 €,,2-х комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 10",
1,50 м²,Eвроремонт,5,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103533521?location=subcategory&index=5107,103533521,,,,Вторичный,1,,99 000 €,Продам,2-х комнатная квартира,3,Агентство,,,"Кишинёв мун., Кишинёв, Телецентр, str. Miorița, .",
1,32 м²,Eвроремонт,7,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103569568?location=subcategory&index=5108,103569568,,,,Вторичный,1,,55 500 €,Продам,1-комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, ул. Индепенденцей, .",
1,68 м²,Eвроремонт,5,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103569449?location=subcategory&index=5109,103569449,,,,Вторичный,2,Квартира с ливингом,120 000 €,Продам,2-х комнатная квартира,1,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, .",
1,70 м²,Eвроремонт,6,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/103543078?location=subcategory&index=5110,103543078,,,,Новострой,,Квартира с ливингом,130 000 €,,2-х комнатная квартира,2,Агентство,,,"Кишинёв мун., Дурлешты, Центр, ул. Хыртоапе, .",
1,67 м²,Eвроремонт,12,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103578032?location=subcategory&index=5111,103578032,,,,Новострой,1,Квартира с ливингом,199 900 €,,2-х комнатная квартира,10,Агентство,,,Расположение,
2,82 м²,Eвроремонт,12,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103312226?location=subcategory&index=5112,103312226,,,,Новострой,,Квартира с ливингом,149 900 €,Продам,2-х комнатная квартира,11,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, .",
1,60 м²,Eвроремонт,9,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103258715?location=subcategory&index=5113,103258715,,,,Новострой,,Квартира с ливингом,154 000 €,Продам,2-х комнатная квартира,3,,,,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Luca Caragiale, .",
1,68 м²,Eвроремонт,9,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/103570830?location=subcategory&index=5114,103570830,,,,Вторичный,1,Квартира с ливингом,172 900 €,Продам,2-х комнатная квартира,4,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, .",
2,90 м²,Нуждается в ремонте,9,,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102240235?location=subcategory&index=5115,102240235,,,,Вторичный,1,,111 000 €,Продам,4-x комнатная квартира,5,Агентство,,,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, .",
1,34 м²,Eвроремонт,10,Oткрытое,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",https://999.md/ru/101167560?location=subcategory&index=5116,101167560,,,,Новострой,1,Квартира без ливинга,72 500 €,Продам,1-комнатная квартира,6,Агентство,,,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 22",
,56 м²,,6,,"2-х комнатная квартира,  Центр,  Тогатин,  Кишинёв мун.",https://999.md/ru/103967041?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MjUxNDcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NjcwNDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMmJkYzg0MDItOWYxNC00OWEzLThiYzYtNDU4ZGZlYjYzMjAyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDIxOjQ1OjQ3LjIwNzE1MTI0NloifX0.yRsTtXKyKZX5Wuqz0Wxze6PEdkh5-iM8M88RoctpT5c&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=5117,103967041,,,,Новострой,,,92 000 €,Продам,2-х комнатная квартира,4,Частное лицо,,,"Кишинёв мун., Тогатин, Центр, str. Trandafirilor, 1/3",
1,48 м²,Белый вариант,10,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102943733?location=subcategory&index=5118,102943733,,,,Новострой,,Квартира с ливингом,67 680 €,Продам,1-комнатная квартира,7,Агентство,,,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, .",
1,51 м²,Eвроремонт,9,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",https://999.md/ru/102378049?location=subcategory&index=5119,102378049,,,,Новострой,,Квартира с ливингом,57 000 €,Продам,1-комнатная квартира,4,Агентство,,,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, .",
1,65 м²,Eвроремонт,10,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",https://999.md/ru/102886713?location=subcategory&index=5120,102886713,,,,Новострой,,Квартира с ливингом,220 000 €,Продам,2-х комнатная квартира,2,Агентство,,,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, .",
