Балкон / лоджия,Состояние квартиры,Санузел,Высота потолков,Планировка,Автор объявления,id,link,Тип здания,Этаж,Количество этажей,Общая площадь,Парковочное место,Количество комнат,Жилой фонд,Застройщик,Площадь кухни,Жилая площадь,price,Ливинг,Тип,title,Адрес
1,Eвроремонт,,,,Застройщик,104574773,https://999.md/ru/104574773?location=subcategory&index=294&cardCategoryId=270&cardSubcategoryId=1404,,5,10,68 м²,,2-х комнатная квартира,Новострой,,,,150 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str. Sprîncenoaia, 1/A"
,Eвроремонт,1,270 см,Индивидуальная,Застройщик,86826727,https://999.md/ru/86826727?location=subcategory&index=295&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,2,7,47 м²,Oткрытое,1-комнатная квартира,Новострой,Inamstro,16 м²,,127 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/9"
1,Eвроремонт,1,,,Агентство,100749659,https://999.md/ru/100749659?location=subcategory&index=296&cardCategoryId=270&cardSubcategoryId=1404,,2,9,54 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,134 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, -"
,,,,,Застройщик,101878901,https://999.md/ru/101878901?location=subcategory&index=297&cardCategoryId=270&cardSubcategoryId=1404,Бетон,6,10,64 м²,,2-х комнатная квартира,Новострой,Solomon Construct Imobil,,,70 400 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a"
1,Eвроремонт,1,,,Застройщик,104146417,https://999.md/ru/104146417?location=subcategory&index=298&cardCategoryId=270&cardSubcategoryId=1404,,5,8,52 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,120 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 130/3"
,Eвроремонт,1,,,Агентство,102950004,https://999.md/ru/102950004?location=subcategory&index=299&cardCategoryId=270&cardSubcategoryId=1404,,2,10,65 м²,,2-х комнатная квартира,Новострой,Flormin-Com,,,219 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10"
,Белый вариант,,,,Застройщик,102390259,https://999.md/ru/102390259?location=subcategory&index=300&cardCategoryId=270&cardSubcategoryId=1404,,3,4,81 м²,,2-х комнатная квартира,Новострой,DASC,,,153 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Suceava, 110/1"
1,Eвроремонт,1,,Индивидуальная,Агентство,101838619,https://999.md/ru/101838619?location=subcategory&index=301&cardCategoryId=270&cardSubcategoryId=1404,Ячеистый Бетон,8,10,42 м²,Oткрытое,1-комнатная квартира,Новострой,Basconslux,,,86 500 €,,Продам,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 2/4"
1,Eвроремонт,1,,Индивидуальная,Агентство,102260721,https://999.md/ru/102260721?location=subcategory&index=302&cardCategoryId=270&cardSubcategoryId=1404,,4,4,98 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,184 000 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Центр,  Яловены,  Яловены","Яловены, Яловены, Центр, str. Alexandru cel Bun, 0"
,Белый вариант,,,,Застройщик,104461580,https://999.md/ru/104461580?location=subcategory&index=303&cardCategoryId=270&cardSubcategoryId=1404,,6,6,43 м²,,1-комнатная квартира,Новострой,Varincom,,,55 900 €,,Продам,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.","Кишинёв мун., Криково, Центр, str. Chişinău, 68"
2,Индивидуальный дизайн,1,280 см,Индивидуальная,Частное лицо,104397422,https://999.md/ru/104397422?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3ODE0NjQ2NzQsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQzOTc0MjIiLCJpIjoiODkuMTQ5LjkxLjE2MiIsInMiOiJkZXNrdG9wX3JlZGVzaWduIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNzY1MGUwNGEtZWM5YS00NDkwLWJiOTEtYjYxYjFkMGNiZTM3IiwiZSI6Ijg5LjE0OS45MS4xNjIiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA2LTE0VDE4OjE3OjU0LjgzNzUwNzc1OFoifX0.uY22_VyxSWhAVWx0EH5YN1MVQLgfuF3JfQv2bxdbTaU&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=304&cardCategoryId=270&cardSubcategoryId=1404,Kомбинированный,6,9,75 м²,Oткрытое,2-х комнатная квартира,Новострой,Exfactor-grup,18 м²,,1 600 €,Квартира с ливингом,Сдаю помесячно,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, ул. Валя Кручий, 9/1"
1,Eвроремонт,1,,,Частное лицо,102953189,https://999.md/ru/102953189?location=subcategory&index=305&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,10,12,44 м²,Подземная,1-комнатная квартира,Новострой,Lagmar Impex,,,119 000 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Carierei, 5b"
2,Eвроремонт,1,275 см,Индивидуальная,Частное лицо,104468157,https://999.md/ru/104468157?location=subcategory&index=306&cardCategoryId=270&cardSubcategoryId=1404,Бетон,9,10,55 м²,Oткрытое,2-х комнатная квартира,Вторичный,,7 м²,31 м²,79 500 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 164"
1,Eвроремонт,1,,,Застройщик,104462593,https://999.md/ru/104462593?location=subcategory&index=307&cardCategoryId=270&cardSubcategoryId=1404,,6,7,42 м²,Подземная,1-комнатная квартира,Новострой,,,,96 900 €,Квартира с ливингом,Продам,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Центр, str. Regele Carol, 5"
1,Eвроремонт,1,,Индивидуальная,Агентство,104417593,https://999.md/ru/104417593?location=subcategory&index=308&cardCategoryId=270&cardSubcategoryId=1404,,1,4,78 м²,Oткрытое,2-х комнатная квартира,Новострой,,,,214 900 €,,Продам,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Центр, str.Tighina, **"
,Eвроремонт,,,,Агентство,104429601,https://999.md/ru/104429601?location=subcategory&index=309&cardCategoryId=270&cardSubcategoryId=1404,,5,9,60 м²,,2-х комнатная квартира,Новострой,,,,124 900 €,Квартира с ливингом,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/5"
2,Eвроремонт,2,,,Агентство,103061465,https://999.md/ru/103061465?location=subcategory&index=310&cardCategoryId=270&cardSubcategoryId=1404,,12,12,92 м²,Oткрытое,3-х комнатная квартира,Новострой,,,,175 000 €,,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu, 61"
,,,,,Агентство,104180176,https://999.md/ru/104180176?location=subcategory&index=311&cardCategoryId=270&cardSubcategoryId=1404,,11,13,46 м²,,1-комнатная квартира,Новострой,,,,55 454 €,,Продам,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, ---"
,Белый вариант,1,,,Агентство,104143355,https://999.md/ru/104143355?location=subcategory&index=312&cardCategoryId=270&cardSubcategoryId=1404,,9,9,52 м²,,2-х комнатная квартира,Новострой,,,,73 220 €,,Продам,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.","Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, --"
1,,2,280 см,,Агентство,103450872,https://999.md/ru/103450872?location=subcategory&index=313&cardCategoryId=270&cardSubcategoryId=1404,,2,3,100 м²,Гараж,3-х комнатная квартира,Новострой,,,,139 900 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Расположение
2,Белый вариант,2,,,Агентство,104601252,https://999.md/ru/104601252?location=subcategory&index=314&cardCategoryId=270&cardSubcategoryId=1404,,1,1,78 м²,Подземная,2-х комнатная квартира,Новострой,Exfactor-grup,,,120 600 €,,Продам,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 62"
,,,,,Агентство,103622444,https://999.md/ru/103622444?location=subcategory&index=315&cardCategoryId=270&cardSubcategoryId=1404,,7,16,46 м²,,1-комнатная квартира,Новострой,,,,74 000 €,,Продам,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, -"
,,,,,Агентство,104617069,https://999.md/ru/104617069?location=subcategory&index=316&cardCategoryId=270&cardSubcategoryId=1404,,6,9,72 м²,,3-х комнатная квартира,Вторичный,,,,96 000 €,,Продам,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 25"
1,Eвроремонт,2,,,Застройщик,103570401,https://999.md/ru/103570401?location=subcategory&index=317&cardCategoryId=270&cardSubcategoryId=1404,Kирпичный,1,9,86 м²,Подземная,3-х комнатная квартира,Новострой,Exfactor-grup,,,179 000 €,Квартира с ливингом,Продам,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 11"
,,,,,Агентство,103556914,https://999.md/ru/103556914?location=subcategory&index=318&cardCategoryId=270&cardSubcategoryId=1404,,12,13,62 м²,,2-х комнатная квартира,Новострой,,,,165 000 €,,Продам,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.","Кишинёв мун., Кишинёв, Скулянка, ул. Каля Ешилор, 6"
