address,latitude,longitude,status
"Pietrarilor 8, Кишинёв, Moldova",47.0022575,28.8033905,found
"Plaiului 7, Кишинёв, Moldova",47.0021508,28.8625972,found
"Postei 92, Кишинёв, Moldova",47.0463405,28.8344004,found
"Profesor Ion Dumeniuc 26, Кишинёв, Moldova",47.0547922,28.8954159,found
"Profesor Ion Dumeniuc 6, Кишинёв, Moldova",47.0560061,28.8881612,found
"Regina Elisabeta ., Дурлешты, Moldova",47.0054813,28.7621415,found
"Regina Elisabeta 2, Дурлешты, Moldova",47.005941,28.7610164,found
"Regina Elisabeta 2/B, Дурлешты, Moldova",47.0056156,28.7610442,found
"Regina Elisabeta 4, Дурлешты, Moldova",47.0050744,28.7619193,found
"Renasterii Nationale  35, Кишинёв, Moldova",47.0442616,28.8497609,found
"Renasterii Nationale 33, Кишинёв, Moldova",47.0443482,28.8493203,found
"Salcâmilor 22/3, Кишинёв, Moldova",46.9791289,28.8974618,found
"Salcâmilor 22/4, Кишинёв, Moldova",46.9788391,28.8976363,found
"Salcâmilor 22/7, Кишинёв, Moldova",46.9785456,28.8971977,found
"Sarmizegetusa ., Кишинёв, Moldova",46.9884084,28.8687935,found
"Sarmizegetusa 37/2, Кишинёв, Moldova",46.9862498,28.8762823,found
"Sarmizegetusa 37/4, Кишинёв, Moldova",46.9873905,28.8766481,found
"Sarmizegetusa 43/2, Кишинёв, Moldova",46.9846349,28.8772781,found
"Sarmizegetusa 45, Кишинёв, Moldova",46.9841369,28.8775477,found
"Sarmizegetusa 53, Кишинёв, Moldova",46.9832929,28.8790012,found
"Sarmizegetusa 53C, Кишинёв, Moldova",46.9830655,28.8801274,found
"Sarmizegetusa 77 a, Кишинёв, Moldova",46.9872372,28.8760286,found
"Sarmizegetusa 94/1, Кишинёв, Moldova",46.9793963,28.8820242,found
"Socoleni 9, Кишинёв, Moldova",47.0612734,28.8446492,found
"Sos.Hincesti 140/1, Кишинёв, Moldova",46.9729324,28.7653437,found
"Sos.Hincesti 142 E, Кишинёв, Moldova",46.9729324,28.7653437,found
"Sos.Hincesti 142 P, Кишинёв, Moldova",46.9729324,28.7653437,found
"Sos.Hincesti 142, Кишинёв, Moldova",46.9729324,28.7653437,found
"Spartacus 36, Кишинёв, Moldova",47.0422238,28.8543314,found
"Spataru 47, Кишинёв, Moldova",47.0376001,28.8978534,found
"Str Sucevita 41, Кишинёв, Moldova",47.0322399,28.7778762,found
"Str. Ceucari 14, Кишинёв, Moldova",47.0676835,28.8433663,found
"Str. Cornești  7, Кишинёв, Moldova",47.0355402,28.8523618,found
"Str. Gradina Botanica 18, Кишинёв, Moldova",46.9774506,28.8777776,found
"Str. Ioana Radu 21, Кишинёв, Moldova",47.0280087,28.8019824,found
"Str. Ioana Radu 27, Кишинёв, Moldova",47.02481,28.8022004,found
"Str. Ioana Radu 27/4, Кишинёв, Moldova",47.0259565,28.7983845,found
"Str. Minsk 26/2, Кишинёв, Moldova",46.9987027,28.8609258,found
"Str. Tudor Strișcă  19, Кишинёв, Moldova",46.9867206,28.8364011,found
"Str.Bacioii Noi ***, Кишинёв, Moldova",46.9559364,28.9260322,found
"Str.Nicolae Dimo  **, Дурлешты, Moldova",47.0152396,28.7514441,found
"Str.Nicolae Dimo **, Дурлешты, Moldova",47.0152396,28.7514441,found
"Str.Petru Movila --, Кишинёв, Moldova",47.0440375,28.7424175,found
"Strada Gheorghe Asachi -, Кишинёв, Moldova",47.0035488,28.824214,found
"Stradela Lipcani 5, Кишинёв, Moldova",47.0317998,28.7808526,found
"Stradela Studenților 17, Кишинёв, Moldova",47.066555,28.8460081,found
"Stradela Studenților 6, Кишинёв, Moldova",47.0645199,28.8482053,found
"Suceava ., Кишинёв, Moldova",47.0310097,28.7895829,found
"Suceava 110/1, Кишинёв, Moldova",47.0320612,28.7893874,found
"Suceava 118, Кишинёв, Moldova",47.0324995,28.7877162,found
"Suceava 119, Кишинёв, Moldova",47.032528,28.7865865,found
"Suceava 151, Кишинёв, Moldova",47.035099,28.781279,found
"Sucevița 22/2, Кишинёв, Moldova",47.035032,28.7793372,found
"Sucevița 36/1, Кишинёв, Moldova",47.0323573,28.7771855,found
"Teilor 9/3, Кишинёв, Moldova",46.9842136,28.8492233,found
"Testemitanu 37, Кишинёв, Moldova",46.9904884,28.8283048,found
"Tiras 8, Кишинёв, Moldova",46.98849,28.8768229,found
"Traian 1/2, Кишинёв, Moldova",46.9843908,28.8575008,found
"Traian 21/4, Кишинёв, Moldova",46.9782538,28.8478209,found
"Trandafirilor 11/5, Кишинёв, Moldova",46.9963492,28.8536516,found
"Tudor Vladimirescu  ., Кишинёв, Moldova",47.0384991,28.8559174,found
"Tudor Vladimirescu 1/3, Кишинёв, Moldova",47.0319159,28.8622556,found
"Tudor Vladimirescu 1/4, Кишинёв, Moldova",47.0315691,28.8616475,found
"Tudor Vladimirescu 1/5, Кишинёв, Moldova",47.0316366,28.860871,found
"Tudor Vladimirescu 1\8, Кишинёв, Moldova",47.0302637,28.8624899,found
"Tudor Vladimirescu 52, Дурлешты, Moldova",47.0358735,28.7616428,found
"Tudor Vladimirescu 8, Кишинёв, Moldova",47.0340746,28.862966,found
"Tudor Vladimirescu 9, Кишинёв, Moldova",47.026663,28.8688109,found
"Tudor Vladimirescu J, Кишинёв, Moldova",47.039119,28.8565731,found
"Unirii 20, Ставчены, Moldova",47.0953681,28.8686253,found
"Unirii 20/2, Ставчены, Moldova",47.0953561,28.8701269,found
"Unirii 20\2, Ставчены, Moldova",47.0953561,28.8701269,found
"VASILE LUPU ., Кишинёв, Moldova",47.0217654,28.7983867,found
"Valea Apelor ., Кишинёв, Moldova",46.9596514,28.8370336,found
"Valea Crucii 24, Кишинёв, Moldova",46.973042,28.8536784,found
"Valea crucii 4, Кишинёв, Moldova",46.9751597,28.8664908,found
"Vasile Alecsandri -, Кишинёв, Moldova",47.0256799,28.8285027,found
"Vasile Alecsandri ., Кишинёв, Moldova",47.0256799,28.8285027,found
"Vasile Badiu 8/3, Кишинёв, Moldova",47.0531204,28.848653,found
"Vasile Lupu  ., Кишинёв, Moldova",47.0217654,28.7983867,found
"Vasile Lupu  59, Кишинёв, Moldova",47.0212269,28.8003537,found
"Vasile Lupu -28, Кишинёв, Moldova",47.0221197,28.8008688,found
"Vasile Lupu 28 E, Кишинёв, Moldova",47.0232903,28.8000753,found
"Vasile Lupu 28, Кишинёв, Moldova",47.0221197,28.8008688,found
"Vasile Lupu 28/B, Кишинёв, Moldova",47.0225989,28.7994757,found
"Vasile Lupu 28b, Кишинёв, Moldova",47.0225989,28.7994757,found
"Vasile Lupu 31, Кишинёв, Moldova",47.0218296,28.8063247,found
"Vasile lupu 28E, Кишинёв, Moldova",47.0232903,28.8000753,found
"Visinilor 20a, Кишинёв, Moldova",47.0310639,28.7869637,found
"Voluntarilor 10, Кишинёв, Moldova",47.0076556,28.891605,found
"Zelinski 5/7, Кишинёв, Moldova",46.9908706,28.8690581,found
"bd. Alba-Iulia /, Кишинёв, Moldova",47.036502,28.7735791,found
"bd. Alba-Iulia 113, Кишинёв, Moldova",47.0417892,28.7628124,found
"bd. Alba-Iulia 128, Кишинёв, Moldova",47.0359131,28.7747801,found
"bd. Alba-Iulia 188, Кишинёв, Moldova",47.0359131,28.7747801,found
"bd. Cuza Voda ---, Кишинёв, Moldova",46.9741414,28.8485594,found
"bd. Cuza Voda ., Кишинёв, Moldova",46.9741414,28.8485594,found
"bd. Cuza Voda 23, Кишинёв, Moldova",46.977473,28.8553912,found
"bd. Cuza Voda 5, Кишинёв, Moldova",46.9794985,28.8617835,found
"bd. Cuza Voda 5/1, Кишинёв, Moldova",46.98604,28.8684265,found
"bd. Cuza Vodă -, Кишинёв, Moldova",46.9780516,28.8545209,found
"bd. Cuza Vodă ., Кишинёв, Moldova",46.9741414,28.8485594,found
"bd. Cuza Vodă /, Кишинёв, Moldova",46.9741414,28.8485594,found
"bd. Cuza Vodă 1/2, Кишинёв, Moldova",46.9875498,28.8709902,found
"bd. Cuza Vodă 17/4, Кишинёв, Moldova",46.978455,28.8607246,found
"bd. Cuza Vodă 18/1, Кишинёв, Moldova",46.9820009,28.8580098,found
"bd. Cuza Vodă 19/2, Кишинёв, Moldova",46.9791989,28.8586696,found
"bd. Cuza Vodă 29, Кишинёв, Moldova",46.9747331,28.8558916,found
"bd. Cuza Vodă 3, Кишинёв, Moldova",46.9772093,28.8514288,found
"bd. Cuza Vodă 33, Кишинёв, Moldova",46.9762976,28.853502,found
"bd. Cuza Vodă 38/2, Кишинёв, Moldova",46.9762291,28.8497424,found
"bd. Cuza Vodă 40, Кишинёв, Moldova",46.9753487,28.8497058,found
"bd. Cuza Vodă 5, Кишинёв, Moldova",46.9794985,28.8617835,found
"bd. Cuza Vodă 7/3, Кишинёв, Moldova",46.9848256,28.8677145,found
"bd. Dacia *, Кишинёв, Moldova",46.9809842,28.8650354,found
"bd. Dacia -, Кишинёв, Moldova",46.9784264,28.8684513,found
"bd. Dacia ---, Кишинёв, Moldova",46.9784264,28.8684513,found
"bd. Dacia ., Кишинёв, Moldova",46.9784264,28.8684513,found
"bd. Dacia 22, Кишинёв, Moldova",46.9866733,28.8556126,found
"bd. Dacia 29, Кишинёв, Moldova",46.9858753,28.8594901,found
"bd. Dacia 34/1, Кишинёв, Moldova",46.981713,28.8619374,found
"bd. Dacia 38/4, Кишинёв, Moldova",46.9799982,28.8623552,found
"bd. Dacia 44, Кишинёв, Moldova",46.9774478,28.8683591,found
"bd. Dacia 47, Кишинёв, Moldova",46.9794562,28.8681725,found
"bd. Dacia 49/6, Кишинёв, Moldova",46.9780492,28.8783495,found
"bd. Dacia 55, Кишинёв, Moldova",46.9764789,28.8723641,found
"bd. Dacia 56, Кишинёв, Moldova",46.9659249,28.8660104,found
"bd. Dacia 58, Кишинёв, Moldova",46.9576797,28.8947004,found
"bd. Dacia 58/12, Кишинёв, Moldova",46.9599978,28.8955621,found
"bd. Dacia 58/27, Кишинёв, Moldova",46.956756,28.9012508,found
"bd. Dacia 59 botanica, Кишинёв, Moldova",46.9679423,28.888174,found
"bd. Dacia 59, Кишинёв, Moldova",46.9679423,28.888174,found
"bd. Dacia 59/1, Кишинёв, Moldova",46.9673047,28.8869395,found
"bd. Dacia 60/12, Кишинёв, Moldova",46.942299,28.9222835,found
"bd. Dacia 60/5, Кишинёв, Moldova",46.9429121,28.9228055,found
"bd. Dacia 62, Кишинёв, Moldova",46.9422183,28.9250266,found
"bd. Dacia 62\G, Кишинёв, Moldova",46.943309,28.9210986,found
"bd. Dacia 69/1, Кишинёв, Moldova",46.9446031,28.9238764,found
"bd. Dacia 75, Кишинёв, Moldova",46.9428926,28.9266032,found
"bd. Decebal ., Кишинёв, Moldova",46.998318,28.85979,found
"bd. Decebal 139/a, Кишинёв, Moldova",46.9868259,28.8591444,found
"bd. Decebal 23, Кишинёв, Moldova",47.0037921,28.8606888,found
"bd. Decebal 3, Кишинёв, Moldova",47.0076207,28.8604471,found
"bd. Decebal 59, Кишинёв, Moldova",47.0004734,28.8606485,found
"bd. Decebal 6, Кишинёв, Moldova",47.0062675,28.8590073,found
"bd. Decebal 6/2, Кишинёв, Moldova",47.0058172,28.8582692,found
"bd. Decebal 6/4, Кишинёв, Moldova",47.0062388,28.8572661,found
"bd. Decebal 99, Кишинёв, Moldova",46.9910868,28.859216,found
"bd. Decebal 99/A, Кишинёв, Moldova",46.9917315,28.8604853,found
"bd. Decebal 99/B, Кишинёв, Moldova",46.991765,28.8600819,found
"bd. Decebal 99/C, Кишинёв, Moldova",46.9914829,28.8600462,found
"bd. Decebal, Кишинёв, Moldova",46.998318,28.85979,found
"bd. Dimitrie Cantemir ., Кишинёв, Moldova",47.0193039,28.8513751,found
"bd. Dimitrie Cantemir 1, Кишинёв, Moldova",47.0158464,28.8532053,found
"bd. Dimitrie Cantemir 3, Кишинёв, Moldova",47.0165532,28.8533957,found
"bd. Iuri Gagarin **, Кишинёв, Moldova",47.0103645,28.8592445,found
"bd. Iuri Gagarin ., Кишинёв, Moldova",47.0115435,28.8577235,found
"bd. Iuri Gagarin /, Кишинёв, Moldova",47.0103645,28.8592445,found
"bd. Iuri Gagarin 1, Кишинёв, Moldova",47.011229,28.8585697,found
"bd. Iuri Gagarin 5, Кишинёв, Moldova",47.0111719,28.8589192,found
"bd. Iuri Gagarin 5/3, Кишинёв, Moldova",47.0108312,28.859462,found
"bd. Mircea cel Batran ,, Кишинёв, Moldova",47.0519253,28.8903106,found
"bd. Mircea cel Batran -, Кишинёв, Moldova",47.0386246,28.8900374,found
"bd. Mircea cel Batran ., Кишинёв, Moldova",47.0505525,28.8901978,found
"bd. Mircea cel Batran 15, Кишинёв, Moldova",47.0468052,28.8878226,found
"bd. Mircea cel Batran 27/3, Кишинёв, Moldova",47.0527679,28.8867529,found
"bd. Mircea cel Batran 3, Кишинёв, Moldova",47.0541636,28.886666,found
"bd. Mircea cel Batran 4/1, Кишинёв, Moldova",47.0396369,28.8914313,found
"bd. Mircea cel Batran 40, Кишинёв, Moldova",47.056872,28.8923187,found
"bd. Mircea cel Batran 41/A, Кишинёв, Moldova",47.057588,28.890629,found
"bd. Mircea cel Batran 42/2, Кишинёв, Moldova",47.0577318,28.8923187,found
"bd. Mircea cel Batran 45, Кишинёв, Moldova",47.0596642,28.8909432,found
"bd. Mircea cel Bătrân -, Кишинёв, Moldova",47.0370626,28.8893413,found
"bd. Mircea cel Bătrân ., Кишинёв, Moldova",47.0386246,28.8900374,found
"bd. Mircea cel Bătrân 0, Кишинёв, Moldova",47.0386246,28.8900374,found
"bd. Mircea cel Bătrân 13/2, Кишинёв, Moldova",47.0480165,28.8888234,found
"bd. Mircea cel Bătrân 14, Кишинёв, Moldova",47.0451808,28.8914616,found
"bd. Mircea cel Bătrân 15, Кишинёв, Moldova",47.0468052,28.8878226,found
"bd. Mircea cel Bătrân 17, Кишинёв, Moldova",47.0476619,28.8877551,found
"bd. Mircea cel Bătrân 2/4, Кишинёв, Moldova",47.0374894,28.8905975,found
"bd. Mircea cel Bătrân 22/1, Кишинёв, Moldova",47.0477989,28.8929785,found
"bd. Mircea cel Bătrân 22/5, Кишинёв, Moldova",47.047926,28.8917452,found
"bd. Mircea cel Bătrân 23/2, Кишинёв, Moldova",47.0386246,28.8900374,found
"bd. Mircea cel Bătrân 26/6, Кишинёв, Moldova",47.0490957,28.8939778,found
"bd. Mircea cel Bătrân 27, Кишинёв, Moldova",47.052704,28.8886428,found
"bd. Mircea cel Bătrân 28/1, Кишинёв, Moldova",47.0501034,28.8921608,found
"bd. Mircea cel Bătrân 3, Кишинёв, Moldova",47.0541636,28.886666,found
"bd. Mircea cel Bătrân 34/5, Кишинёв, Moldova",47.0542415,28.8933596,found
"bd. Mircea cel Bătrân 35/E, Кишинёв, Moldova",47.0549832,28.8888797,found
"bd. Mircea cel Bătrân 39, Кишинёв, Moldova",47.0558209,28.8902283,found
"bd. Mircea cel Bătrân 40, Кишинёв, Moldova",47.056872,28.8923187,found
"bd. Mircea cel Bătrân 41, Кишинёв, Moldova",47.0580803,28.8907679,found
"bd. Mircea cel Bătrân 41/A, Кишинёв, Moldova",47.057588,28.890629,found
"bd. Mircea cel Bătrân 41/B, Кишинёв, Moldova",47.0570113,28.88906,found
"bd. Mircea cel Bătrân 41/F, Кишинёв, Moldova",47.0578339,28.8885862,found
"bd. Mircea cel Bătrân 41/G, Кишинёв, Moldova",47.0578046,28.8890227,found
"bd. Mircea cel Bătrân 41/b, Кишинёв, Moldova",47.0570113,28.88906,found
"bd. Mircea cel Bătrân 42, Кишинёв, Moldova",47.0571594,28.8927118,found
"bd. Mircea cel Bătrân 42/2, Кишинёв, Moldova",47.0577318,28.8923187,found
"bd. Mircea cel Bătrân 43/A, Кишинёв, Moldova",47.0592965,28.8905906,found
"bd. Mircea cel Bătrân 43/B, Кишинёв, Moldova",47.0591736,28.8909023,found
"bd. Mircea cel Bătrân 43/C, Кишинёв, Moldova",47.0588103,28.8908506,found
"bd. Mircea cel Bătrân 43/F, Кишинёв, Moldova",47.0592962,28.8901406,found
"bd. Mircea cel Bătrân 46, Кишинёв, Moldova",47.0585796,28.8924288,found
"bd. Mircea cel Bătrân 47, Кишинёв, Moldova",47.061167,28.8911566,found
"bd. Mircea cel Bătrân 9, Кишинёв, Moldova",47.0446728,28.8893248,found
"bd. Moscova  9/5, Кишинёв, Moldova",47.0502222,28.8624992,found
"bd. Moscova ., Кишинёв, Moldova",47.0453706,28.8618508,found
"bd. Moscova /, Кишинёв, Moldova",47.0541357,28.8651138,found
"bd. Moscova 11, Кишинёв, Moldova",47.0513766,28.8631964,found
"bd. Moscova 13/2, Кишинёв, Moldova",47.0537737,28.8626313,found
"bd. Moscova 14/1, Кишинёв, Moldova",47.0519109,28.8647705,found
"bd. Moscova 17/1, Кишинёв, Moldova",47.0551193,28.8642726,found
"bd. Moscova 2, Кишинёв, Moldova",47.0452172,28.8621619,found
"bd. Moscova 20, Кишинёв, Moldova",47.0568696,28.8667886,found
"bd. Moscova 26, Кишинёв, Moldova",47.0584421,28.8680567,found
"bd. Moscova 28, Кишинёв, Moldova",47.0587933,28.8683983,found
"bd. Moscova 3, Кишинёв, Moldova",47.0483361,28.8603004,found
"bd. Moscova 4/4, Кишинёв, Moldova",47.0465905,28.8634716,found
"bd. Moscova 7/1, Кишинёв, Moldova",47.0483382,28.861611,found
"bd. Moscova 9, Кишинёв, Moldova",47.0485473,28.8624073,found
"bd. Moscova 9/1, Кишинёв, Moldova",47.0491476,28.8626009,found
"bd. Moscova 9/5, Кишинёв, Moldova",47.0502222,28.8624992,found
"bd. Renasterii Nationale 0, Кишинёв, Moldova",47.0421346,28.8534645,found
"bd. Renasterii Nationale 10, Кишинёв, Moldova",47.0359311,28.850247,found
"bd. Renasterii Nationale 33, Кишинёв, Moldova",47.0443482,28.8493203,found
"bd. Renasterii Nationale 35, Кишинёв, Moldova",47.0442616,28.8497609,found
"bd. Renașterii Naționale  35, Кишинёв, Moldova",47.0442616,28.8497609,found
"bd. Renașterii Naționale ., Кишинёв, Moldova",47.0421346,28.8534645,found
"bd. Renașterii Naționale 0, Кишинёв, Moldova",47.0414511,28.8537254,found
"bd. Renașterii Naționale 10, Кишинёв, Moldova",47.0359311,28.850247,found
"bd. Renașterii Naționale 11, Кишинёв, Moldova",47.0383287,28.8521354,found
"bd. Renașterii Naționale 14, Кишинёв, Moldova",47.0377189,28.8526754,found
"bd. Renașterii Naționale 6, Кишинёв, Moldova",47.0355817,28.8496086,found
"bd. Stefan cel Mare si Sfint -, Кишинёв, Moldova",47.0153708,28.8462266,found
"bd. Stefan cel Mare si Sfint 132, Кишинёв, Moldova",47.0219861,28.8367,found
"bd. Stefan cel Mare si Sfint 141/1, Кишинёв, Moldova",47.0312177,28.8214937,found
"bd. Stefan cel Mare si Sfint 171/3, Кишинёв, Moldova",47.0352614,28.8125018,found
"bd. Traian ., Кишинёв, Moldova",46.9832804,28.8530915,found
"bd. Traian 1/2, Кишинёв, Moldova",46.9843908,28.8575008,found
"bd. Traian 14/4, Кишинёв, Moldova",46.9809461,28.8459209,found
"bd. Traian 21/4, Кишинёв, Moldova",46.9782538,28.8478209,found
"bd. Traian 23/1, Кишинёв, Moldova",46.9775823,28.8457844,found
"bd. Traian 6/1, Кишинёв, Moldova",46.9842637,28.8533802,found
"bd. Traian 6/4, Кишинёв, Moldova",46.984318,28.8525009,found
"bd. Ştefan cel Mare şi Sfânt 126, Кишинёв, Moldova",47.0206289,28.8388858,found
"bd. Ştefan cel Mare şi Sfânt 169, Кишинёв, Moldova",47.0354815,28.815044,found
"bd. Ştefan cel Mare şi Sfânt 171/3, Кишинёв, Moldova",47.0352614,28.8125018,found
"bd. Ştefan cel Mare şi Sfânt 6, Кишинёв, Moldova",47.0153847,28.847022,found
"bd. Ştefan cel Mare şi Sfânt 64, Кишинёв, Moldova",47.0183326,28.8422148,found
"calea mosilor 4, Кишинёв, Moldova",47.0284004,28.8582156,found
"dacia ., Кишинёв, Moldova",46.9789693,28.8676331,found
"dacia 58, Кишинёв, Moldova",46.9627142,28.8888351,found
"dacia 59 59, Кишинёв, Moldova",46.9975125,28.8444037,found
"dacia 77, Кишинёв, Moldova",46.9421339,28.9273079,found
"europa 8, Кишинёв, Moldova",46.9520024,28.8982462,found
"ialoveni 136, Кишинёв, Moldova",47.0038563,28.7718893,found
"ioana radu  27, Кишинёв, Moldova",47.0255969,28.7955264,found
"iuri Gagarin  ., Кишинёв, Moldova",47.0110773,28.8584353,found
"jubiliara 39/1, Кишинёв, Moldova",46.9762588,28.8334566,found
"sos Hincesti 142, Кишинёв, Moldova",46.9729324,28.7653437,found
"sos. Hincesti ., Кишинёв, Moldova",46.9976732,28.8067094,found
"sos. Hincesti 140/1, Кишинёв, Moldova",46.9980787,28.8078475,found
"sos. Hincesti 142, Кишинёв, Moldova",46.9980787,28.8078475,found
"sos. Hincesti 206, Кишинёв, Moldova",46.9729324,28.7653437,found
"sos. Muncești ., Кишинёв, Moldova",46.9305013,28.9602752,found
"soseaua Hancesti 142, Кишинёв, Moldova",46.9925255,28.7847413,found
"str-la 1 Florarii;str-la 1 Florării ., Кишинёв, Moldova",47.0302935,28.8692676,found
"str-la 2 Ciocârliei 4/3, Кишинёв, Moldova",47.010602,28.8066606,found
"str-la 4 Valea Apelor 13, Кишинёв, Moldova",46.9599252,28.8386459,found
"str-la Andrei Doga 13/7, Кишинёв, Moldova",47.0353867,28.8521648,found
"str-la Bisericii 1, Кишинёв, Moldova",47.0150694,28.7899286,found
"str-la Bisericii 17, Кишинёв, Moldova",47.0161636,28.7883656,found
"str-la Codrilor 26, Дурлешты, Moldova",47.0208889,28.7517353,found
"str-la Ghica Vodă ., Кишинёв, Moldova",46.9747058,28.8577019,found
"str-la Ghica Vodă 5, Кишинёв, Moldova",46.9748257,28.8572494,found
"str-la Lipcani 9, Кишинёв, Moldova",47.0315675,28.7805533,found
"str-la Nicolae Dimo 1, Дурлешты, Moldova",47.0150638,28.7530468,found
"str-la Studenților ., Кишинёв, Moldova",47.0641639,28.8480354,found
"str-la Studenților /, Кишинёв, Moldova",47.0641639,28.8480354,found
"str-la Studenților 11/1, Кишинёв, Moldova",47.0651794,28.8470197,found
"str-la Studenților 15a, Кишинёв, Moldova",47.0661044,28.8467234,found
"str-la Studenților 16, Кишинёв, Moldova",47.0670277,28.8470755,found
"str-la Studenților 18, Кишинёв, Moldova",47.067136,28.8464754,found
"str-la Teatrului 2/1, Кишинёв, Moldova",47.0264499,28.8309886,found
"str-la Teatrului 3, Кишинёв, Moldova",47.0267381,28.8305813,found
"str-la Tudor Vladimirescu 52, Дурлешты, Moldova",47.0358735,28.7616428,found
"str-la Tudor Vladimirescu 52, Кишинёв, Moldova",47.0358735,28.7616428,found
"str. 27 Martie 1918 3, Кишинёв, Moldova",47.0402993,28.7970073,found
"str. 31 August 1989 105, Кишинёв, Moldova",47.0203557,28.8324463,found
"str. 31 August 1989 2, Криково, Moldova",47.1390553,28.8623769,found
"str. 31 August 1989 36, Кишинёв, Moldova",47.0145473,28.8417527,found
"str. Academician Natalia Gheorghiu 30, Кишинёв, Moldova",46.9979262,28.8375562,found
"str. Academician Sergiu Radautanu ., Кишинёв, Moldova",47.0673434,28.8744096,found
"str. Academician Sergiu Radautanu 3, Кишинёв, Moldova",47.0617032,28.871774,found
"str. Academician Sergiu Rădăuțanu ., Кишинёв, Moldova",47.0673434,28.8744096,found
"str. Academician Sergiu Rădăuțanu 7, Кишинёв, Moldova",47.0620501,28.8726189,found
"str. Academiei /, Кишинёв, Moldova",46.9986439,28.8167575,found
"str. Academiei 17, Кишинёв, Moldova",47.0045109,28.8114759,found
"str. Academiei 6/2, Кишинёв, Moldova",47.0003509,28.8190941,found
"str. Aerodromului 11, Кишинёв, Moldova",47.0370299,28.8566886,found
"str. Aeroport 13, Кишинёв, Moldova",46.939859,28.9248395,found
"str. Albisoara ., Кишинёв, Moldova",47.0245534,28.8534885,found
"str. Albisoara 10., Кишинёв, Moldova",47.017354,28.85523,found
"str. Albisoara 18, Кишинёв, Moldova",47.0201405,28.8553013,found
"str. Albisoara 42/1, Кишинёв, Moldova",47.033926,28.8440842,found
"str. Albisoara 82, Кишинёв, Moldova",47.0379476,28.830484,found
"str. Albisoara 82/4, Кишинёв, Moldova",47.0379476,28.830484,found
"str. Albisoara;str. Albișoara ., Кишинёв, Moldova",47.0411372,28.8298421,found
"str. Albisoara;str. Albișoara 78/4, Кишинёв, Moldova",47.0411372,28.8298421,found
"str. Albișoara -, Кишинёв, Moldova",47.0411372,28.8298421,found
"str. Albișoara ., Кишинёв, Moldova",47.0411372,28.8298421,found
"str. Albișoara 10, Кишинёв, Moldova",47.017354,28.85523,found
"str. Albișoara 16, Кишинёв, Moldova",47.0191912,28.855231,found
"str. Albișoara 18, Кишинёв, Moldova",47.0201405,28.8553013,found
"str. Albișoara 70, Кишинёв, Moldova",47.0379382,28.8386612,found
"str. Albișoara 72/5, Кишинёв, Moldova",47.0382348,28.8376223,found
"str. Albișoara 76/6, Кишинёв, Moldova",47.0374344,28.8325074,found
"str. Albișoara 78/4, Кишинёв, Moldova",47.0386338,28.8345022,found
"str. Albișoara 78/6, Кишинёв, Moldova",47.0400639,28.8344217,found
"str. Albișoara 82/1, Кишинёв, Moldova",47.0385459,28.8314246,found
"str. Albișoara 82/4, Кишинёв, Moldova",47.0379476,28.830484,found
"str. Alecu Russo 3/2, Кишинёв, Moldova",47.046063,28.8646899,found
"str. Alecu Russo 4, Кишинёв, Moldova",47.0397381,28.8872801,found
"str. Alecu Russo 61, Кишинёв, Moldova",47.038006,28.8866598,found
"str. Alecu Russo 61/4, Кишинёв, Moldova",47.039738,28.8872801,found
"str. Alecu Russo 9/2, Кишинёв, Moldova",47.0449196,28.8652363,found
"str. Alecu Russo 9/6, Кишинёв, Moldova",47.0451037,28.8657446,found
"str. Alecu Russo 9/7, Кишинёв, Moldova",47.0452585,28.8648285,found
"str. Alessandro Bernardazzi ., Кишинёв, Moldova",47.0162762,28.8274648,found
"str. Alessandro Bernardazzi 25, Кишинёв, Moldova",47.0126456,28.8327165,found
"str. Alessandro Bernardazzi 68a, Кишинёв, Moldova",47.01705,28.8267631,found
"str. Alexandr Orlov 46, Дурлешты, Moldova",47.0072079,28.7615772,found
"str. Alexandr Orlov 51/1, Дурлешты, Moldova",47.0072713,28.7621221,found
"str. Alexandr Pușkin /, Кишинёв, Moldova",47.0293531,28.8430918,found
"str. Alexandr Pușkin 30, Кишинёв, Moldova",47.0247885,28.8361314,found
"str. Alexandr Pușkin 49, Кишинёв, Moldova",47.0299475,28.8447384,found
"str. Alexandr Pușkin 53, Кишинёв, Moldova",47.0243894,28.8349048,found
"str. Alexandr Pușkin 53., Кишинёв, Moldova",47.017842,28.8256449,found
"str. Alexandru Cosmescu *, Кишинёв, Moldova",47.0034765,28.8283889,found
"str. Alexandru Donici 1, Кишинёв, Moldova",47.0302989,28.7989267,found
"str. Alexandru Hâjdeu  122/1, Кишинёв, Moldova",47.0282292,28.8438782,found
"str. Alexandru Lăpușneanu 5, Кишинёв, Moldova",47.0315285,28.8171955,found
"str. Alexandru Marinescu 19/1, Кишинёв, Moldova",47.0305822,28.7818589,found
"str. Alexandru Marinescu 51, Кишинёв, Moldova",47.0336085,28.770178,found
"str. Alexandru Negru-Vodă 109/1, Кишинёв, Moldova",46.9666714,28.8651722,found
"str. Alexandru cel Bun 108, Кишинёв, Moldova",47.0293865,28.8346001,found
"str. Alexandru cel Bun 5, Дурлешты, Moldova",47.018404,28.7644599,found
"str. Alexei Șciusev 2, Кишинёв, Moldova",47.026129,28.8177967,found
"str. Alexei Șciusev 32, Кишинёв, Moldova",47.0157086,28.8344806,found
