apartment_condition,rooms,bathroom,total_floors,floor,region,city,sector,street,area,price_per_sqm,floor_ratio,has_balcony,has_living,building_type_Kомбинированный,building_type_Kотельцовый,building_type_Mонолитный,building_type_Бетон,building_type_Блочный,building_type_Панельный,building_type_Ячеистый Бетон,housing_stock_Новострой,author_Банк,author_Застройщик,author_Частное лицо,parcing_space_Гараж,parcing_space_Под навесом,parcing_space_Подземная,latitude,longitude,distance_to_sector_center
,1.0,,14,13.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,50,2798.0,0.9285714285714286,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0221197,28.8008688,1883.9410283209686
0.0,2.0,1,12,9.0,Кишинёв мун.,Кишинёв,Ботаника,str. Jubiliară 39/1,60,1658.3333333333333,0.75,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.988,28.854,0.0
4.0,2.0,,4,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Așhabad 2,56,1944.642857142857,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.988,28.854,0.0
4.0,2.0,1,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 53/2,46,1954.3478260869565,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9918384,28.8712125,1373.547732802986
0.0,2.0,,10,6.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 99/7,63,1240.952380952381,0.6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0140792,28.7486956,1214.657059108895
3.0,1.0,1,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Alexandru Marinescu 51,35,2254.285714285714,0.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47.039,28.803,0.0
2.0,1.0,1,9,5.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 20,35,1900.0,0.5555555555555556,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47.0568696,28.8667886,920.9296261321848
0.0,5.0,2,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Belgrad 36,167,1850.0,0.8888888888888888,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,1.0,1,9,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Belgrad 36,33,1850.0,0.5555555555555556,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,5.0,2,25,,Кишинёв мун.,Кишинёв,Рышкановка,str. Spartacus 36,191,1950.0,,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0422238,28.8543314,999.571362010771
0.0,2.0,,9,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Belgrad 36,47,1850.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,2.0,2,25,14.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Spartacus 36,72,1950.0,0.56,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0422238,28.8543314,999.571362010771
0.0,1.0,,25,13.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Spartacus 36,35,1950.0,0.52,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0422238,28.8543314,999.571362010771
,1.0,,13,11.0,Кишинёв мун.,Кишинёв,Буюканы,пр-т Алба-Юлия 76/22,52,2019.2307692307693,0.8461538461538461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.039,28.803,0.0
0.0,3.0,,9,4.0,Кишинёв мун.,Кишинёв,Скулянка,str. Calea Ieșilor 71,113,1950.0,0.4444444444444444,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.038,28.803,0.0
4.0,1.0,1,9,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 9,48,2602.0833333333335,0.8888888888888888,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.039,28.803,0.0
,2.0,,7,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Ion Dumeniuc -,52,2248.076923076923,0.8571428571428571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.036,28.889,0.0
0.0,1.0,,10,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,37,1497.837837837838,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0671618,28.8429777,2883.416986828092
0.0,2.0,1,11,4.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 99/5,55,945.4545454545455,0.36363636363636365,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0138247,28.7495967,1167.7627457634428
0.0,2.0,2,7,2.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,69,1391.8840579710145,0.2857142857142857,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,,
4.0,3.0,1,10,1.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Inculeț 105/2,172,802.3255813953489,0.1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,47.0054152,28.8349134,2078.305832893558
,2.0,,19,18.0,Кишинёв мун.,Кишинёв,Центр,str. Albisoara 82/4,72,1319.4444444444443,0.9473684210526315,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.024,28.832,0.0
0.0,2.0,2,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,77,1342.8181818181818,0.3333333333333333,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,47.0446369,28.7457465,3136.297581269001
0.0,2.0,1,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,64,1347.6875,0.3333333333333333,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,47.0446369,28.7457465,3136.297581269001
4.0,3.0,2,7,2.0,Кишинёв мун.,Кишинёв,Центр,str. Moara Rosie 7 F,115,2782.608695652174,0.2857142857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.024,28.832,0.0
4.0,3.0,2,5,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Crângului 12,80,1375.0,0.8,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.049,28.863,0.0
,,,6,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Eugen Coca 3,16,1425.0,0.8333333333333334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47.039,28.803,0.0
0.0,1.0,1,6,2.0,Кишинёв мун.,Дурлешты,Центр,Durlești 8,44,1450.0,0.3333333333333333,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,47.0320749,28.776068,1759.225840742758
0.0,2.0,,10,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Vadul lui Voda 30,72,1320.0,0.4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.026681,28.871584,1678.113886189654
,3.0,,9,3.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spătarul 1,79,1708.860759493671,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.05255,28.8966357,1929.082889595869
0.0,3.0,2,14,13.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Язулуй 38,143,1650.0,0.9285714285714286,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,47.061,28.806,4519.590952648696
4.0,1.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Sarmizegetusa 94/1,25,1839.96,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.988,28.854,0.0
0.0,1.0,,10,1.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,39,977.9487179487179,0.1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,1.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,49,1479.591836734694,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,46.988,28.854,0.0
0.0,2.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,60,1400.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,3.0,,9,9.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,103,1389.8058252427184,1.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
,2.0,,9,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,72,1098.9305555555557,0.5555555555555556,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0132668,28.7511952,1098.787581805104
0.0,2.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,78,1350.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,3.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,100,1340.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,3.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,93,1289.784946236559,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,2.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,67,1400.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,3.0,,9,3.0,Кишинёв мун.,Кишинёв,Аэропорт,bd. Dacia 60/5,84,1339.8809523809523,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,46.988,28.854,
0.0,2.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,71,1400.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,2.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,75,1400.0,0.3333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,2.0,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,73,1400.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,3.0,,9,3.0,Кишинёв мун.,Кишинёв,Аэропорт,bd. Dacia 60/5,90,1290.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,
0.0,3.0,,9,9.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 60/5,110,1390.0,1.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
4.0,3.0,2,17,3.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Renasterii Nationale 10,95,2842.1052631578946,0.17647058823529413,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.049,28.863,0.0
0.0,1.0,1,18,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 139/a,43,1986.046511627907,0.2777777777777778,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
2.0,2.0,1,11,2.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 35/E,55,2490.909090909091,0.18181818181818182,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0549832,28.8888797,2110.855212212964
4.0,2.0,2,11,10.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гренобле 128/1,130,1476.923076923077,0.9090909090909091,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.988,28.854,0.0
4.0,4.0,2,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97,2350.5154639175257,0.2727272727272727,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,47.0000916,28.8399385,2725.77357260575
4.0,2.0,1,16,14.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Грэдина Ботаникэ 20/1,85,1941.164705882353,0.875,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.9774423,28.8763938,2064.9536011135656
4.0,1.0,,11,10.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 259/5,44,2249.9772727272725,0.9090909090909091,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.988,28.854,0.0
,2.0,,5,4.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Gheorghe Madan 46/3,50,1790.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0557981,28.8475071,3197.0005445804995
4.0,2.0,1,16,2.0,Кишинёв мун.,Кишинёв,Ботаника,бул. Траян 23/1,60,1583.3333333333333,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9775823,28.8457844,1315.4063443164157
4.0,1.0,1,13,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Bucuriei 10,62,2387.0967741935483,0.5384615384615384,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,47.039,28.803,0.0
0.0,,,12,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grădina Botanică 18/1,46,1800.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.977355,28.8786586,2213.631260361519
0.0,4.0,2,9,8.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 95/4,146,1095.890410958904,0.8888888888888888,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.019,28.763,0.0
,2.0,1,18,7.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 139/a,60,1910.0,0.3888888888888889,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
4.0,1.0,1,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Alexandru Marinescu 51,35,2254.285714285714,0.2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47.039,28.803,0.0
2.0,2.0,2,20,5.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 29/2,43,1183.7209302325582,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.024,28.832,0.0
3.0,3.0,2,3,3.0,Кишинёв мун.,Кишинёв,Центр,str. Alexandr Pușkin 30,101,2128.7128712871286,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.024,28.832,0.0
,3.0,2,18,7.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal 139/a,84,1892.2619047619048,0.3888888888888889,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,3.0,2,10,7.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,99,1034.5252525252524,0.7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
3.0,1.0,1,13,5.0,Кишинёв мун.,Кишинёв,Центр,ул. Каля Ешилор 6,56,4446.428571428572,0.38461538461538464,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0433126,28.7934948,3623.1816826537674
0.0,2.0,2,10,1.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,61,962.9344262295082,0.1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
0.0,1.0,1,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,пр-т Дачия 59,39,960.7179487179487,0.9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.988,28.854,0.0
4.0,2.0,1,16,16.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Сармизеджетуса 23,78,1730.7692307692307,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.988,28.854,0.0
,3.0,2,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 182,98,1554.0816326530612,0.4,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47.003,28.817,0.0
,2.0,1,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 182,73,1720.5479452054794,0.4,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47.003,28.817,0.0
,1.0,,5,2.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 182,53,1707.5471698113208,0.4,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,47.003,28.817,0.0
0.0,2.0,2,6,3.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 56,65,1961.5384615384614,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46.9659249,28.8660104,2618.307802328383
,1.0,1,20,14.0,Кишинёв мун.,Кишинёв,Ботаника,пр. Дачия .,45,1442.2222222222222,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
0.0,2.0,,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,60,1200.0,0.5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,47.0132668,28.7511952,1098.787581805104
4.0,2.0,1,14,7.0,Кишинёв мун.,Кишинёв,Центр,str. București 96/1,72,4375.0,0.5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,47.024,28.832,0.0
4.0,2.0,1,11,6.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Штефан Няга 67,54,2768.5185185185187,0.5454545454545454,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.039,28.803,0.0
,1.0,1,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,dacia 59 59,47,1104.6808510638298,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46.988,28.854,0.0
0.0,2.0,2,11,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,68,1126.4705882352941,0.2727272727272727,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0027204,28.7750151,3183.8960279034072
0.0,1.0,1,11,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,53,1137.7358490566037,0.2727272727272727,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.0027204,28.7750151,3183.8960279034072
4.0,2.0,1,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Trandafirilor 31/5,44,1975.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9969944,28.8493911,1059.4612910509952
0.0,2.0,1,10,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26,60,1100.0,0.4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.019,28.763,0.0
3.0,3.0,2,6,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 88/1,98,2345.918367346939,0.5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.019,28.763,0.0
4.0,2.0,2,14,12.0,Кишинёв мун.,Кишинёв,Центр,ул. Николае Тестемицану 19/1,76,3394.7368421052633,0.8571428571428571,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.024,28.832,0.0
4.0,2.0,1,14,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu -,69,3188.4057971014495,0.5714285714285714,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0222153,28.8090383,1921.6644032132942
4.0,2.0,1,12,11.0,Кишинёв мун.,Кишинёв,Чокана,ул. Алеку Руссо 9/7,82,2792.682926829268,0.9166666666666666,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.036,28.889,0.0
0.0,1.0,1,12,5.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 136,41,1065.1707317073171,0.4166666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0038563,28.7718893,3422.064363855485
3.0,3.0,2,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Buiucani 4,113,1398.2300884955753,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0240747,28.8083341,1708.1469573300062
0.0,3.0,2,7,1.0,Кишинёв мун.,Дурлешты,Окраина,str. Durlesti 10/A,106,1447.2641509433963,0.14285714285714285,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,47.0435011,28.7488146,2928.8600274239293
4.0,2.0,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Alecu Russo 3/2,49,2153.061224489796,0.4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47.046063,28.8646899,350.7822431032739
,2.0,1,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Matei Basarab 10/2,52,2115.3846153846152,0.4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47.049,28.863,0.0
0.0,1.0,,20,18.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 15,48,1885.4166666666667,0.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0468052,28.8878226,1204.791424186707
,2.0,2,10,1.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,72,1069.861111111111,0.1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0132668,28.7511952,1098.787581805104
,1.0,2,9,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Testemițanu 61,55,1090.909090909091,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.019,28.763,0.0
3.0,2.0,1,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble  130/3,55,1998.1818181818182,0.8888888888888888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
,3.0,,9,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,110,1133.2727272727273,0.4444444444444444,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.0132668,28.7511952,1098.787581805104
,2.0,,9,8.0,Кишинёв мун.,Кишинёв,Чокана,str. Ion Dumeniuc 6,64,2312.5,0.8888888888888888,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,47.1049348,28.8328393,8766.18220834624
2.0,1.0,,16,13.0,Кишинёв мун.,Кишинёв,Скулянка,Каля Ешилор  61/2,41,1829.2682926829268,0.8125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47.0460065,28.7811749,1878.2053502526842
4.0,2.0,1,10,7.0,Кишинёв мун.,Кишинёв,Буюканы,str. Calea Ieșilor .,54,1813.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.039,28.803,0.0
0.0,3.0,2,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26,72,1100.0,0.5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.019,28.763,0.0
0.0,1.0,1,10,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26,41,1150.0,0.3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,47.019,28.763,0.0
0.0,3.0,2,12,5.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,88,1210.0,0.4166666666666667,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,47.061,28.806,0.0
0.0,2.0,2,9,4.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,75,1250.0,0.4444444444444444,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,47.0671618,28.8429777,2883.416986828092
4.0,2.0,2,10,2.0,Кишинёв мун.,Кишинёв,Ботаника,Burebista  25,71,2521.1267605633802,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46.988,28.854,0.0
4.0,2.0,1,5,1.0,Кишинёв мун.,Кишинёв,Ботаника, str. Nicolae Titulescu  53/2,46,1910.8695652173913,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
4.0,2.0,1,16,10.0,Кишинёв мун.,Кишинёв,Рышкановка,Московский пр-т 11,56,1946.4285714285713,0.625,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47.049,28.863,0.0
4.0,3.0,,7,3.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Ливиу Деляну 24,72,3055.5555555555557,0.42857142857142855,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,47.039,28.803,0.0
,3.0,,9,1.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spătarul 1,74,1716.2162162162163,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.05255,28.8966357,1929.082889595869
0.0,2.0,2,6,3.0,Кишинёв мун.,Криково,Центр,str. Chişinău 81,86,1150.0,0.5,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,,,
4.0,2.0,,10,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 100/3,66,2045.439393939394,0.3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47.0035382,28.7782952,2935.599566079433
0.0,1.0,1,12,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 8,36,1278.0555555555557,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46.988,28.854,0.0
4.0,1.0,1,5,2.0,Кишинёв мун.,Кишинёв,Центр,Alexandr Pușkin  53,28,1964.2857142857142,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.024,28.832,0.0
4.0,3.0,2,12,7.0,Кишинёв мун.,Кишинёв,Чокана, bd. Mircea cel Bătrân 41,96,2687.5,0.5833333333333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0580803,28.8907679,2458.868608146336
4.0,2.0,,5,2.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Мирон Костин 15/1,60,1983.3333333333333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.049,28.863,0.0
0.0,1.0,1,9,1.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,43,1398.5348837209303,0.1111111111111111,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,46.9930088,28.785891,2607.72497798578
0.0,,1,9,9.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,45,1398.088888888889,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,46.9930088,28.785891,2607.72497798578
,2.0,1,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu .,44,1454.5454545454545,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.988,28.854,0.0
4.0,2.0,1,5,5.0,Кишинёв мун.,Кишинёв,Центр,str. Izmail;str. Ismail .,46,1902.1739130434783,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.024,28.832,0.0
4.0,1.0,1,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Pelivan 34/1,19,1826.3157894736842,0.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,47.0259521,28.7842559,2030.5348032844404
4.0,2.0,2,14,11.0,Кишинёв мун.,Кишинёв,Буюканы,str.Vasile Lupu  --,70,2928.5714285714284,0.7857142857142857,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.039,28.803,0.0
4.0,1.0,1,9,2.0,Кишинёв мун.,Кишинёв,Центр,str. Arheolog Ion Casian Suruceanu 1,40,1997.5,0.2222222222222222,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.024,28.832,0.0
